negatives
"('Q15047', 'Q8IVD9')"
"('Q9BZK7', 'P62805')"
"('P07550', 'Q9UNK4')"
"('Q9Y490', 'P12931')"
"('P14866', 'Q00839')"
"('P78362', 'O75920')"
"('Q9NYF3', 'Q9BPZ7')"
"('Q53G59', 'Q8IV04')"
"('P18084', 'Q12929')"
"('O43889', 'Q92905')"
"('Q53GS9', 'Q9Y4K3')"
"('P52736', 'Q16659')"
"('P49736', 'P35754')"
"('P05783', 'P46940')"
"('Q9Y6D9', 'Q9UL15')"
"('P25788', 'Q92945')"
"('Q7Z3K3', 'Q02447')"
"('Q9Y6C9', 'P62820')"
"('O95872', 'P31943')"
"('Q15560', 'P60410')"
"('P15976', 'Q8TES7')"
"('P01876', 'O14734')"
"('Q13185', 'Q14186')"
"('Q13191', 'Q13404')"
"('P51149', 'P62820')"
"('Q86U42', 'Q13247')"
"('Q16630', 'Q01844')"
"('P83916', 'Q71UI9')"
"('P01579', 'Q9HC73')"
"('P19105', 'Q6ZW49')"
"('Q99583', 'O43639')"
"('Q8WWW0', 'P60520')"
"('Q86WT1', 'Q3SXY8')"
"('P11309', 'P01106')"
"('P49407', 'Q15615')"
"('Q8IWL3', 'P38646')"
"('Q13426', 'Q9NPJ6')"
"('P26368', 'Q16543')"
"('Q8IWL1', 'Q9ULV4')"
"('Q96L14', 'A1L4H1')"
"('P09651', 'P07737')"
"('Q13616', 'Q9UKV8')"
"('P54253', 'Q9Y244')"
"('P63211', 'Q13131')"
"('P04899', 'Q99750')"
"('P41236', 'O95379')"
"('A6NLX3', 'Q96A72')"
"('P43146', 'P47813')"
"('Q9NPI6', 'Q6P2E9')"
"('P07858', 'Q9NYA1')"
"('Q06323', 'O75832')"
"('Q9C019', 'Q13568')"
"('P82921', 'Q9Y2Q5')"
"('P04632', 'P49419')"
"('Q5TAP6', 'Q8IYF3')"
"('Q8IWJ2', 'Q9HBM1')"
"('P36405', 'O95831')"
"('P49454', 'P06748')"
"('P15313', 'P21926')"
"('Q5T7P3', 'O43597')"
"('P19338', 'Q9UL18')"
"('P60709', 'P09651')"
"('O60701', 'P29218')"
"('P51114', 'Q92905')"
"('O14638', 'Q9NRD1')"
"('P27824', 'Q9H0R8')"
"('Q13315', 'Q96N67')"
"('P07550', 'P20700')"
"('P46060', 'P08754')"
"('P49841', 'Q9Y5A7')"
"('Q96GM5', 'P43356')"
"('Q8IVT5', 'P54274')"
"('Q13326', 'Q16586')"
"('P01912', 'P11142')"
"('Q6ZSG1', 'O15105')"
"('P78406', 'O15131')"
"('O95816', 'Q15773')"
"('Q8WTS6', 'Q9Y468')"
"('Q9NSA1', 'P11362')"
"('P09661', 'P05362')"
"('Q8NGP8', 'Q9P2W3')"
"('P52306', 'Q6P1N9')"
"('Q86WN2', 'Q01113')"
"('P41252', 'P61313')"
"('P38398', 'Q5T7P8')"
"('P14923', 'P26196')"
"('P78371', 'Q8NHY2')"
"('Q8TED0', 'Q9UBN7')"
"('P62136', 'O15151')"
"('Q9NQT8', 'Q86SQ0')"
"('Q8NG31', 'Q8N960')"
"('P56856', 'A6NM45')"
"('P43365', 'Q6P444')"
"('Q9BXL5', 'Q12913')"
"('Q93074', 'Q96KQ7')"
"('Q9UK17', 'Q9Y265')"
"('Q8TF32', 'P04183')"
"('P61769', 'P30460')"
"('P14927', 'Q8WUK0')"
"('P62829', 'P61247')"
"('P20809', 'Q6UXL0')"
"('P84022', 'P08670')"
"('P11940', 'Q7Z5L2')"
"('Q13404', 'Q16864')"
"('O00165', 'Q9NR20')"
"('O15350', 'Q96KQ4')"
"('Q9UNF0', 'Q96F07')"
"('Q03135', 'P42684')"
"('Q92804', 'Q13617')"
"('Q12834', 'Q9H211')"
"('P45983', 'Q14746')"
"('Q92614', 'Q13045')"
"('P21796', 'Q9P0L0')"
"('O60610', 'P61962')"
"('P28566', 'P50222')"
"('Q14192', 'Q15796')"
"('P04629', 'P08621')"
"('P62993', 'P26992')"
"('P29590', 'Q13950')"
"('Q9NRD1', 'Q15181')"
"('Q9C0C2', 'Q9H2K2')"
"('Q9BPZ3', 'Q8NBX0')"
"('P24386', 'P49643')"
"('Q5UIP0', 'Q9NPI1')"
"('P57078', 'Q9BQT8')"
"('Q9UID6', 'Q96EG3')"
"('Q6P1J9', 'P52209')"
"('Q63HM9', 'P43364')"
"('Q6IQ55', 'Q5TCY1')"
"('Q9Y4C4', 'P0DMV9')"
"('P31942', 'Q9NVX2')"
"('P04637', 'P11021')"
"('Q86VP6', 'Q9BRJ6')"
"('Q9NRC8', 'P84098')"
"('P10809', 'Q9BSK2')"
"('O75436', 'Q92609')"
"('Q8N9Q2', 'Q9BPX1')"
"('Q93009', 'Q9NS23')"
"('Q9H204', 'Q15648')"
"('Q8ND25', 'O14933')"
"('Q9H9T3', 'Q16769')"
"('Q9BPX7', 'P26639')"
"('Q15796', 'P05108')"
"('O75581', 'O15118')"
"('Q99569', 'Q9Y240')"
"('Q06609', 'O94761')"
"('Q9HBZ2', 'Q9NXR1')"
"('P17535', 'Q09472')"
"('P49406', 'Q96DV4')"
"('Q92922', 'Q9BWT1')"
"('Q92551', 'Q15024')"
"('P62424', 'P19338')"
"('O94905', 'Q14197')"
"('Q8IYS1', 'P23276')"
"('Q9H3E2', 'Q8N196')"
"('Q8N7C3', 'Q99816')"
"('Q86V81', 'Q8NDT2')"
"('Q15139', 'P16220')"
"('Q6GYQ0', 'Q96CW1')"
"('O95373', 'Q9BQ52')"
"('O15145', 'Q93052')"
"('P46939', 'O43818')"
"('Q99708', 'Q9BZD6')"
"('O60763', 'P04798')"
"('Q9NX70', 'Q9UM73')"
"('P13716', 'Q9Y570')"
"('P41227', 'O95197')"
"('P68400', 'P19784')"
"('P07437', 'O14964')"
"('O15389', 'P29350')"
"('P62851', 'P62249')"
"('Q07325', 'Q99873')"
"('P17302', 'Q03135')"
"('Q8NHX9', 'P42345')"
"('Q7Z6Z7', 'P11498')"
"('O00541', 'Q13601')"
"('Q8IX15', 'P62993')"
"('Q12829', 'Q5H9S7')"
"('P04629', 'P26378')"
"('P05067', 'P50221')"
"('Q6PI78', 'Q9Y5M8')"
"('P60484', 'O14654')"
"('P06748', 'P47813')"
"('P60014', 'Q5T754')"
"('P12268', 'O95433')"
"('Q401N2', 'Q8IYS2')"
"('Q8NHQ8', 'Q96RU8')"
"('P16402', 'Q99496')"
"('O95295', 'O00499')"
"('Q9UHR6', 'Q96DI7')"
"('Q9UPW5', 'Q13136')"
"('P13497', 'P35348')"
"('Q4AC94', 'Q96ST8')"
"('P08473', 'P0DMV8')"
"('O00429', 'O75436')"
"('P22681', 'Q9Y371')"
"('Q9UGP8', 'Q86WV1')"
"('P48553', 'Q8IYB1')"
"('Q8NFR7', 'P21673')"
"('Q06124', 'P20138')"
"('Q9NVC6', 'Q9ULK4')"
"('P05161', 'P83731')"
"('Q68EM7', 'Q07889')"
"('P58012', 'Q8IZ69')"
"('Q9UBH0', 'P12757')"
"('Q9Y5Q8', 'Q9BV73')"
"('P0DMV8', 'Q6PJG9')"
"('Q13363', 'P25054')"
"('Q92569', 'Q8N6F8')"
"('Q9H173', 'Q8N1F7')"
"('P28074', 'P48556')"
"('Q3SY00', 'O43586')"
"('Q14289', 'P00533')"
"('Q14152', 'P35749')"
"('Q15323', 'Q7Z3C6')"
"('P82970', 'P80723')"
"('P19320', 'P52597')"
"('Q6ZSB9', 'P08238')"
"('Q9UGN5', 'Q9BPZ2')"
"('Q8IYR6', 'Q8N726')"
"('O43318', 'P38159')"
"('Q9NY27', 'O60271')"
"('Q71UI9', 'P33992')"
"('P49286', 'Q8TDJ6')"
"('Q96KQ7', 'O95785')"
"('P24723', 'Q06124')"
"('Q6UXT9', 'O76011')"
"('P34931', 'Q9Y230')"
"('P55809', 'P40925')"
"('P22694', 'A6ND48')"
"('P07900', 'Q13105')"
"('Q01844', 'P67809')"
"('Q504Q3', 'P22087')"
"('Q99961', 'Q9BPX5')"
"('Q99496', 'Q14781')"
"('O43186', 'Q92830')"
"('P51571', 'P04843')"
"('P55795', 'P67809')"
"('P62879', 'P25098')"
"('Q9BQE3', 'Q9BUF5')"
"('Q9UL46', 'Q01518')"
"('Q9UKX3', 'P61081')"
"('P12755', 'Q9UJS0')"
"('Q9Y6K9', 'Q16637')"
"('O14964', 'Q7Z3K3')"
"('Q13287', 'P80217')"
"('O60333', 'P17980')"
"('Q13422', 'Q9P0T4')"
"('P22736', 'Q16665')"
"('Q96QF0', 'Q9P0V3')"
"('P68431', 'Q49A26')"
"('P02751', 'P63104')"
"('P17066', 'P0DMV8')"
"('Q92915', 'P22455')"
"('P31943', 'P38159')"
"('P30510', 'P43628')"
"('P60953', 'P01023')"
"('Q14247', 'Q13618')"
"('Q08211', 'Q14103')"
"('Q96KG7', 'Q6VN20')"
"('Q8N163', 'Q53HC9')"
"('Q9Y266', 'Q9BVA0')"
"('Q8IUC1', 'Q86UW9')"
"('Q8WXA9', 'O00571')"
"('Q71UM5', 'O60506')"
"('P11802', 'P20073')"
"('O60573', 'Q08117')"
"('P68400', 'P05549')"
"('Q8TAP4', 'Q8N187')"
"('O43865', 'Q93008')"
"('Q96P70', 'O60936')"
"('P43243', 'Q99733')"
"('Q9Y6A1', 'Q9UNA3')"
"('P27348', 'P23396')"
"('Q8NEM7', 'Q86TJ2')"
"('Q99757', 'Q04206')"
"('P10515', 'Q02218')"
"('P33991', 'Q6IE81')"
"('Q15397', 'Q9BZE4')"
"('P27694', 'Q9H040')"
"('Q06190', 'Q96Q15')"
"('P09622', 'O95831')"
"('P42338', 'Q9Y243')"
"('Q6IQ26', 'A6NEM1')"
"('Q6ZRS2', 'Q15014')"
"('Q13315', 'P11387')"
"('Q15583', 'P05412')"
"('Q8N1B4', 'Q96LK0')"
"('O43463', 'Q9BX10')"
"('P35544', 'Q9NX58')"
"('Q7Z3D6', 'P12236')"
"('Q9UQL6', 'P0C5Y9')"
"('Q9NVI1', 'Q9P2X3')"
"('Q14974', 'Q9UH99')"
"('P05976', 'P19320')"
"('Q9NRQ2', 'Q9BTL3')"
"('O75643', 'P49662')"
"('Q8IW40', 'P50222')"
"('Q8WUY9', 'Q86X19')"
"('Q9UPQ9', 'P35226')"
"('P62263', 'P68104')"
"('O76070', 'P63162')"
"('Q00987', 'Q9H147')"
"('Q99959', 'P04626')"
"('O15524', 'P23458')"
"('P17931', 'P04114')"
"('P49368', 'O75147')"
"('O15162', 'Q9UBR2')"
"('Q9HAQ2', 'Q9BRK4')"
"('Q8NHL6', 'P12314')"
"('P37837', 'P07195')"
"('Q969E2', 'Q99750')"
"('P02747', 'P0C0L5')"
"('P15927', 'P62820')"
"('P05976', 'P62736')"
"('P49761', 'Q8TAD8')"
"('P02675', 'P05091')"
"('Q07869', 'O00170')"
"('P01871', 'P02751')"
"('O95400', 'Q53GS9')"
"('Q13617', 'O75340')"
"('Q9P0N5', 'O43752')"
"('Q13200', 'P60896')"
"('Q86XK2', 'Q9NZJ0')"
"('Q9H7P6', 'Q9NQX7')"
"('Q9Y5J5', 'Q8WUM4')"
"('Q04637', 'Q7Z304')"
"('Q8IWZ8', 'O60508')"
"('Q8WUD6', 'Q9Y2T5')"
"('Q5T5A8', 'Q6UY14')"
"('Q7KZI7', 'P56524')"
"('P18206', 'Q9H3Z4')"
"('P60411', 'Q8NA54')"
"('Q09472', 'Q92841')"
"('Q86WC6', 'O76011')"
"('Q14696', 'P42167')"
"('P46108', 'Q9UL42')"
"('Q9UBU3', 'P30872')"
"('Q9Y2T3', 'Q9UJ70')"
"('Q15599', 'O00141')"
"('Q9NV88', 'Q9BYX2')"
"('P35637', 'Q08170')"
"('P51665', 'P61244')"
"('P05067', 'Q86TN4')"
"('Q8NE01', 'Q9H0W5')"
"('Q03989', 'Q7RTU3')"
"('P06401', 'Q9Y618')"
"('Q15717', 'P11169')"
"('Q9UGU0', 'Q92994')"
"('Q14213', 'P29459')"
"('Q9P2I0', 'P24928')"
"('P52630', 'Q9HBE4')"
"('Q8NFQ8', 'O14656')"
"('Q9NQP4', 'Q96AZ1')"
"('Q07955', 'O95166')"
"('Q99459', 'Q13042')"
"('P49765', 'Q6AZZ1')"
"('Q9Y3S2', 'O14980')"
"('Q10713', 'Q5VUM1')"
"('P42566', 'Q9UMX0')"
"('Q9BY11', 'P11142')"
"('P16455', 'Q9GZR7')"
"('O15131', 'P32119')"
"('Q9C005', 'Q99880')"
"('Q9UII4', 'Q14653')"
"('Q6L8G9', 'Q5T7P2')"
"('Q13242', 'P62995')"
"('Q6VB84', 'Q8ND90')"
"('P17544', 'Q9NX40')"
"('P35626', 'A6ND48')"
"('Q15029', 'Q00613')"
"('P62753', 'P08708')"
"('Q8IXK0', 'Q3B820')"
"('Q49AN0', 'Q15831')"
"('P48039', 'P31943')"
"('P08238', 'Q13573')"
"('O75190', 'P61088')"
"('Q9UPQ9', 'O75175')"
"('Q9H9J2', 'Q14197')"
"('Q9UNF1', 'Q15560')"
"('P25791', 'P19012')"
"('Q15477', 'Q9BXB1')"
"('P22612', 'Q13370')"
"('P14314', 'Q71U36')"
"('O43482', 'Q9NYP9')"
"('Q401N2', 'Q86WK6')"
"('P57078', 'Q99653')"
"('P62081', 'P23396')"
"('P01106', 'P48643')"
"('P15923', 'Q92830')"
"('Q86X19', 'Q8N511')"
"('Q9Y237', 'O43819')"
"('Q92989', 'Q86X59')"
"('P49841', 'Q9UKT5')"
"('Q13875', 'Q6A162')"
"('Q14CZ7', 'P38646')"
"('P19387', 'Q8N201')"
"('Q9P2W9', 'Q9P0N5')"
"('Q9UN37', 'Q8WUM4')"
"('O14529', 'P13569')"
"('O43353', 'Q4G148')"
"('P54296', 'Q8WZ42')"
"('Q9Y266', 'Q9UBS0')"
"('Q9Y5L4', 'P26196')"
"('Q9BTW9', 'P04629')"
"('Q8IZT6', 'Q8NBT2')"
"('Q13137', 'Q9HBZ2')"
"('Q96ST3', 'Q9BXK1')"
"('P49841', 'P40337')"
"('P06737', 'P23526')"
"('Q8TEE9', 'Q9H0E3')"
"('P16401', 'P45973')"
"('Q15717', 'P07737')"
"('Q14651', 'Q9BXR0')"
"('P60981', 'P30044')"
"('Q5VZ89', 'Q9BPZ7')"
"('Q01167', 'Q9NPF5')"
"('Q86VP6', 'Q7Z2T5')"
"('P55072', 'Q9P0L0')"
"('Q9Y3U8', 'P62891')"
"('Q9NRY6', 'Q5TA78')"
"('P00918', 'P02730')"
"('Q9BYN8', 'Q8IXZ2')"
"('O15530', 'Q05209')"
"('Q4ZG55', 'Q8TDY2')"
"('P19320', 'Q8IX12')"
"('Q96DB2', 'O00116')"
"('O14641', 'A6NK89')"
"('Q9H853', 'P07437')"
"('Q9BXS4', 'Q13370')"
"('Q16666', 'P18583')"
"('Q8IWL3', 'Q9UHD9')"
"('P57721', 'P78537')"
"('O75688', 'P48730')"
"('P17023', 'O14561')"
"('Q8N1N4', 'Q8WUW1')"
"('Q16720', 'Q15554')"
"('P35637', 'P06576')"
"('Q6PJG2', 'P19525')"
"('P63096', 'P35498')"
"('Q16881', 'Q9BRA2')"
"('P14373', 'O15344')"
"('Q6NUJ2', 'Q16348')"
"('Q71U36', 'Q3ZCM7')"
"('P13928', 'P05067')"
"('Q96SB8', 'Q9H583')"
"('Q99496', 'Q5SY16')"
"('Q9BYX2', 'P28340')"
"('Q14511', 'Q15797')"
"('P25774', 'P10914')"
"('P05549', 'Q99967')"
"('P10721', 'Q68CZ2')"
"('Q8N6T7', 'Q9BZK7')"
"('O95059', 'Q6NW34')"
"('Q9NX09', 'P46934')"
"('Q99558', 'Q16543')"
"('P68032', 'P19429')"
"('P68400', 'Q93009')"
"('Q96HS1', 'Q9UDY2')"
"('O15126', 'O95411')"
"('P09496', 'Q96QS3')"
"('Q9UGF6', 'Q9P2W3')"
"('Q09472', 'Q6UUV9')"
"('Q99873', 'Q9Y3R0')"
"('P78310', 'Q9H0W5')"
"('Q9H0H5', 'P84095')"
"('O75937', 'Q01081')"
"('O60664', 'Q96K17')"
"('Q9Y2D8', 'Q9BYV2')"
"('Q15051', 'P61106')"
"('Q02818', 'Q08830')"
"('P10275', 'Q13976')"
"('Q15008', 'Q99436')"
"('Q9Y5J5', 'Q13619')"
"('Q13241', 'P29350')"
"('P23396', 'O95718')"
"('Q96EU7', 'Q11206')"
"('O95838', 'P0DP24')"
"('P36952', 'Q9H0W9')"
"('P14859', 'Q00978')"
"('O95793', 'Q96EY7')"
"('Q5T4S7', 'O43542')"
"('Q9BX46', 'P07476')"
"('Q86SE9', 'O95931')"
"('Q9H0C1', 'O43593')"
"('Q96CS3', 'P10321')"
"('P40855', 'Q8N2A8')"
"('Q9BW62', 'Q13885')"
"('P17480', 'Q9NW82')"
"('Q9H0I2', 'Q4V328')"
"('Q9Y6G5', 'Q8N668')"
"('Q96FW1', 'P07737')"
"('P26368', 'P22087')"
"('Q93034', 'Q9UKV8')"
"('O14980', 'P29558')"
"('Q9NQT4', 'Q9NPD3')"
"('Q9NYA1', 'O15355')"
"('Q9Y586', 'A6NEM1')"
"('O95989', 'Q9NX63')"
"('P55345', 'P61978')"
"('O00716', 'O75530')"
"('P07814', 'P62750')"
"('P86478', 'P78337')"
"('Q8WUM4', 'P68032')"
"('P0DP25', 'O00560')"
"('O14980', 'Q99653')"
"('Q96DC7', 'Q9UMX0')"
"('Q9BPZ7', 'Q9BQ89')"
"('O95747', 'P45974')"
"('O14867', 'Q13547')"
"('P62993', 'Q92734')"
"('Q8WW24', 'Q8IUB9')"
"('P17480', 'O00567')"
"('Q99757', 'P10599')"
"('Q93034', 'Q07020')"
"('P10636', 'P53041')"
"('P11940', 'P62993')"
"('Q13309', 'P49918')"
"('Q8NFD5', 'P51531')"
"('Q13243', 'P35579')"
"('O00483', 'O75323')"
"('Q93034', 'P36639')"
"('Q9HCN4', 'Q9UHX1')"
"('Q9BVA1', 'P25445')"
"('O00214', 'Q9BXP2')"
"('Q9BRQ0', 'Q9HCE1')"
"('Q15286', 'Q8N0Z3')"
"('Q9UHB9', 'Q96EB1')"
"('Q9UMY1', 'P52732')"
"('Q13619', 'P61964')"
"('P62805', 'P29374')"
"('O43813', 'Q9Y315')"
"('Q8IU54', 'P09619')"
"('P26641', 'Q9HCE7')"
"('P15153', 'O14986')"
"('A6NKF1', 'Q96QK1')"
"('Q9NUQ6', 'Q08830')"
"('P63167', 'O14576')"
"('P60410', 'P17027')"
"('Q96FW1', 'Q9Y4K3')"
"('P0CL81', 'Q96IK5')"
"('Q8NHU6', 'P24385')"
"('Q96A05', 'Q8NEY4')"
"('Q96CS3', 'P14625')"
"('P25789', 'P48556')"
"('Q01844', 'P62244')"
"('Q99614', 'O60684')"
"('Q9BQA1', 'O95166')"
"('O75493', 'Q9H6X2')"
"('P49770', 'Q9UEU0')"
"('Q13042', 'Q9BS18')"
"('P25054', 'Q9UGI0')"
"('Q99714', 'Q86VP6')"
"('P49736', 'P05089')"
"('P13804', 'P36969')"
"('P19021', 'O75618')"
"('Q13683', 'Q13643')"
"('P31943', 'P26368')"
"('Q96GW7', 'P98095')"
"('Q9Y4K3', 'P33993')"
"('Q9UBU9', 'Q13561')"
"('O00571', 'Q13347')"
"('P41594', 'O95837')"
"('P82930', 'Q9NY93')"
"('Q00536', 'O15075')"
"('Q9BRQ3', 'Q96D03')"
"('O14544', 'Q14626')"
"('Q01780', 'Q00839')"
"('P62891', 'P62701')"
"('P61088', 'Q13263')"
"('O95967', 'Q96EG3')"
"('Q14526', 'Q03112')"
"('P21359', 'Q9Y279')"
"('P32519', 'P15408')"
"('Q96NL3', 'Q9GZM8')"
"('P09622', 'Q6YN16')"
"('Q6IF00', 'O60262')"
"('Q99558', 'P62829')"
"('Q9UHD2', 'P01375')"
"('Q6P2Q9', 'P19320')"
"('Q9H492', 'P62263')"
"('A2RRP1', 'Q9NZ43')"
"('P36873', 'Q96MX6')"
"('Q99598', 'Q9NWB1')"
"('P04629', 'Q9Y679')"
"('Q9Y230', 'Q9GZN1')"
"('P49207', 'Q9NY93')"
"('Q14164', 'P78371')"
"('P15927', 'Q9BSB4')"
"('P04629', 'P09619')"
"('Q9BZ95', 'O75177')"
"('O14974', 'Q9UKK9')"
"('Q13200', 'Q96DT6')"
"('Q9Y580', 'P12004')"
"('P51449', 'P36873')"
"('Q9UBK9', 'O75665')"
"('P11142', 'O95433')"
"('Q9Y3D0', 'Q96T76')"
"('O14980', 'Q6QNY0')"
"('O75312', 'Q13368')"
"('Q04864', 'O60260')"
"('Q9NVD7', 'P13612')"
"('Q9P2L0', 'Q13257')"
"('Q2MV58', 'O60613')"
"('O94888', 'Q13404')"
"('Q01813', 'P60520')"
"('Q9BQ87', 'O95996')"
"('P38936', 'O75182')"
"('Q9UNE7', 'Q07666')"
"('O43252', 'Q8IVT5')"
"('Q8TBB1', 'Q92917')"
"('P78362', 'P16989')"
"('Q15233', 'Q9NWA0')"
"('P05161', 'O14734')"
"('Q99895', 'Q96LM6')"
"('Q9UKB1', 'Q96E29')"
"('O00422', 'Q9UMX1')"
"('P62826', 'Q00005')"
"('P22681', 'Q9H6Q3')"
"('Q9UBU9', 'Q15904')"
"('P33992', 'P22087')"
"('P84103', 'Q99590')"
"('Q99728', 'A6NHR9')"
"('Q96TA2', 'Q14318')"
"('P00441', 'Q9NX47')"
"('Q9H6Z9', 'O14777')"
"('Q07157', 'O95471')"
"('Q9UIF8', 'P04156')"
"('Q00325', 'P04406')"
"('P20248', 'P24941')"
"('Q8N6M6', 'P12830')"
"('P49137', 'Q13151')"
"('Q9UBS5', 'Q96EP1')"
"('Q15059', 'P05412')"
"('P07197', 'Q05682')"
"('Q04206', 'O43318')"
"('Q86W42', 'P46939')"
"('P51665', 'Q00653')"
"('P14317', 'P50570')"
"('P10275', 'P27348')"
"('Q8TCT9', 'Q86WV6')"
"('Q9H4A9', 'Q495W5')"
"('P50213', 'Q8NBN7')"
"('Q12788', 'Q96GD4')"
"('Q5T5U3', 'Q9NQX4')"
"('Q15834', 'Q9BWG6')"
"('P02452', 'O75616')"
"('P50750', 'P35249')"
"('Q9H7H0', 'Q6VAB6')"
"('P29350', 'Q8N6P7')"
"('Q969G3', 'Q15466')"
"('Q9BUJ2', 'Q92620')"
"('Q15006', 'Q8WUA2')"
"('Q8WW22', 'O60506')"
"('P61201', 'Q13042')"
"('P63104', 'P0DMV9')"
"('O14949', 'Q9C002')"
"('Q01081', 'P31943')"
"('O95865', 'P04183')"
"('P49327', 'O75147')"
"('Q9UBR2', 'Q9NYY3')"
"('Q9Y4K3', 'P56192')"
"('Q9H1Y0', 'Q15843')"
"('P31749', 'Q15047')"
"('O60343', 'Q9NTZ6')"
"('Q6DN03', 'Q9C005')"
"('O75886', 'Q13094')"
"('O15126', 'P26842')"
"('P16104', 'P62805')"
"('Q9Y283', 'P0DP24')"
"('Q15056', 'P12830')"
"('O00311', 'Q9BTE3')"
"('Q14186', 'Q9BSD7')"
"('P09651', 'Q14151')"
"('Q9HA65', 'P51148')"
"('P98066', 'P22004')"
"('P68363', 'Q15293')"
"('P51679', 'Q9NZN8')"
"('P41586', 'P61952')"
"('O95864', 'Q13485')"
"('P13500', 'Q9NPB9')"
"('Q8N3V7', 'P36873')"
"('Q96AZ1', 'Q58FF6')"
"('Q8TES7', 'Q9BW66')"
"('P06744', 'Q53H82')"
"('P04629', 'Q6UXN9')"
"('Q04828', 'P51857')"
"('P24941', 'P52272')"
"('Q9Y678', 'Q92616')"
"('Q96GG9', 'P05141')"
"('P60983', 'P55795')"
"('O14931', 'Q96DU3')"
"('P51572', 'P30443')"
"('Q96EY1', 'O60674')"
"('Q15678', 'Q15654')"
"('P46934', 'Q92541')"
"('Q96B97', 'Q13191')"
"('P35226', 'Q5UIP0')"
"('Q9NRL3', 'P05412')"
"('P10276', 'Q8IYU2')"
"('P50461', 'P48059')"
"('Q96RW7', 'P49736')"
"('P52701', 'Q96CS3')"
"('Q9H000', 'Q9BYM8')"
"('Q9Y520', 'P60896')"
"('P49711', 'P25490')"
"('Q9UQL6', 'Q99519')"
"('P06756', 'P42224')"
"('Q8IWL3', 'P08236')"
"('Q13535', 'Q8TAD8')"
"('Q7LDG7', 'P01111')"
"('Q8IX12', 'P09651')"
"('Q9HCK5', 'P07437')"
"('P06748', 'Q71UM5')"
"('P48039', 'Q12841')"
"('B2RXH8', 'P09651')"
"('P62879', 'O60840')"
"('Q13509', 'O95163')"
"('P78545', 'P13804')"
"('O00268', 'P13984')"
"('Q96A08', 'Q01105')"
"('Q96P53', 'P50395')"
"('P60411', 'Q9BWG6')"
"('Q99496', 'P62807')"
"('P17655', 'P08243')"
"('Q15631', 'P23528')"
"('P56524', 'Q8IVT5')"
"('P10599', 'P38936')"
"('Q6UWY0', 'O14498')"
"('Q04917', 'P62993')"
"('P12694', 'O14874')"
"('P21549', 'Q9UKJ5')"
"('Q13094', 'Q06187')"
"('P07355', 'P03372')"
"('Q9BSJ2', 'P68366')"
"('P19237', 'P09493')"
"('Q9P2P5', 'O75382')"
"('P60412', 'Q8NEC5')"
"('Q9UBS4', 'Q8TB37')"
"('Q9NX58', 'P54274')"
"('Q12800', 'Q8N6D5')"
"('P12270', 'P02545')"
"('Q99759', 'Q13576')"
"('P06748', 'Q2NL82')"
"('P37802', 'Q9UBU9')"
"('P11441', 'P57078')"
"('P31948', 'Q0VDF9')"
"('P63279', 'Q92481')"
"('P0DP25', 'Q86TI0')"
"('Q16539', 'P25116')"
"('P16403', 'Q92731')"
"('Q9Y5S9', 'P78406')"
"('Q13416', 'Q9Y5N6')"
"('O95396', 'P25445')"
"('O15240', 'Q15022')"
"('Q9UKT9', 'O75865')"
"('P61218', 'P05067')"
"('P42025', 'P49368')"
"('P22392', 'Q9UII4')"
"('Q9P2K1', 'Q9NXB0')"
"('Q9H4G1', 'O15244')"
"('P12882', 'Q9NX78')"
"('Q07954', 'O60610')"
"('Q9HBE4', 'P23743')"
"('P21246', 'O95376')"
"('Q14207', 'P24864')"
"('Q9HBG7', 'Q06124')"
"('Q08830', 'Q9BXI6')"
"('P52333', 'P25942')"
"('Q16659', 'P46379')"
"('P38398', 'P15408')"
"('Q15022', 'Q9NVP1')"
"('Q8NI77', 'O75376')"
"('O15120', 'Q9ULD6')"
"('P22735', 'P26371')"
"('Q9H0C8', 'O94822')"
"('Q96RL1', 'P38398')"
"('Q9GZU1', 'P14373')"
"('P13984', 'O14980')"
"('Q9BPZ7', 'Q8WXF0')"
"('Q96Q05', 'Q8TBN0')"
"('P53992', 'Q00610')"
"('Q969P0', 'P50453')"
"('P68400', 'Q14145')"
"('Q9ULR0', 'Q9UKF6')"
"('P61106', 'O75530')"
"('O00418', 'P27797')"
"('Q13838', 'Q05086')"
"('P61165', 'Q9BYC5')"
"('Q9UKV8', 'P46776')"
"('P55072', 'Q15011')"
"('P24821', 'P26010')"
"('P18085', 'Q9H190')"
"('O95429', 'O95661')"
"('P35251', 'Q14683')"
"('O15084', 'Q9ULL1')"
"('Q13505', 'Q6PIL6')"
"('P59991', 'P17482')"
"('P36405', 'Q5TEA3')"
"('P55055', 'P46379')"
"('P16118', 'P31749')"
"('Q99459', 'P60520')"
"('Q9H8K7', 'Q53GL0')"
"('O15145', 'Q8NC74')"
"('Q92993', 'Q13233')"
"('Q15370', 'P51784')"
"('P28702', 'P25098')"
"('P46108', 'O43303')"
"('Q9UL18', 'Q8IZL8')"
"('Q13620', 'Q8IYD8')"
"('Q8N122', 'Q12770')"
"('O14862', 'O00560')"
"('Q92793', 'O60934')"
"('Q9NSC5', 'Q9P1Z0')"
"('P82930', 'P05141')"
"('Q9BY32', 'P22626')"
"('Q86VP6', 'Q9NY12')"
"('P62993', 'Q38SD2')"
"('P05067', 'P52943')"
"('P13473', 'Q8N122')"
"('Q10472', 'Q9NU53')"
