negatives
"('Q04771', 'Q02790')"
"('P27986', 'P42336')"
"('P38936', 'Q13485')"
"('Q16539', 'P16581')"
"('Q15648', 'P41235')"
"('Q99683', 'Q969G6')"
"('O00212', 'O75051')"
"('P10276', 'Q5UIP0')"
"('P11142', 'O75528')"
"('Q12778', 'Q13541')"
"('Q07666', 'P29350')"
"('P01243', 'P62158')"
"('Q16539', 'Q13469')"
"('Q13105', 'P08047')"
"('P56192', 'P30480')"
"('O14493', 'Q8N7P3')"
"('Q8WW36', 'P54253')"
"('O43353', 'P60709')"
"('P40429', 'P62910')"
"('P04626', 'P08575')"
"('Q9NZ52', 'O14964')"
"('P56703', 'O75197')"
"('Q8ND90', 'P13805')"
"('Q16659', 'Q8TAW3')"
"('P05091', 'Q13432')"
"('P62899', 'P62891')"
"('O75970', 'A6NM45')"
"('P62304', 'Q9UHI6')"
"('Q15648', 'Q9Y2X0')"
"('P60709', 'P14598')"
"('Q9H9G7', 'P08238')"
"('P00451', 'P00740')"
"('Q14469', 'Q9NPI8')"
"('Q05519', 'Q8IWZ8')"
"('P23508', 'Q01813')"
"('P56746', 'O14493')"
"('Q16082', 'P45983')"
"('Q15554', 'Q14191')"
"('Q99459', 'O43684')"
"('P43403', 'Q07889')"
"('P02788', 'Q96JB5')"
"('O15442', 'P04183')"
"('Q9UDY8', 'P19838')"
"('P15976', '406936')"
"('Q9BQ66', 'P09619')"
"('Q13683', 'O75578')"
"('O76071', 'Q16795')"
"('P62256', 'Q9Y613')"
"('O43320', 'P09619')"
"('Q02556', 'Q9BYX4')"
"('P78369', 'Q9Y5I7')"
"('Q12873', 'Q6I9Y2')"
"('P62913', 'P62906')"
"('P05787', 'P29353')"
"('P67870', 'Q96K83')"
"('Q96G04', 'Q9NRG1')"
"('P68036', 'P11171')"
"('P11047', 'P30101')"
"('P21673', 'P52429')"
"('P13747', 'P10966')"
"('Q8TD86', 'Q13972')"
"('P02647', 'Q14151')"
"('P62263', 'Q9Y2V7')"
"('Q14451', 'P31947')"
"('Q9Y4K3', 'P28072')"
"('Q06323', 'O00233')"
"('Q92574', 'Q8NI35')"
"('O96017', 'P30304')"
"('Q96MT8', 'Q63HM2')"
"('P60604', 'Q6ZNA4')"
"('P01871', 'Q92890')"
"('P51805', 'P62714')"
"('P32302', 'P19793')"
"('P04049', 'Q13362')"
"('Q8IYL3', 'Q8NBJ4')"
"('P00505', 'Q13177')"
"('P60866', 'P62993')"
"('P04222', 'P25205')"
"('406933', 'P23468')"
"('P40189', 'O00329')"
"('P43360', 'Q9NRV9')"
"('P67870', 'Q96NZ8')"
"('P20226', 'O14981')"
"('P18859', 'P24539')"
"('P42680', 'Q9ULH1')"
"('P24278', 'Q99750')"
"('Q08209', 'Q13522')"
"('P23508', 'P26639')"
"('Q9Y2Q3', 'O94874')"
"('P35222', 'P11388')"
"('P52333', 'P19174')"
"('Q96GM5', 'P06401')"
"('O15530', 'Q9H307')"
"('P08069', 'P22681')"
"('P68133', 'Q9UBU8')"
"('Q13177', 'Q86YV6')"
"('Q93034', 'Q9Y576')"
"('P38432', 'O60229')"
"('Q13309', 'Q9H211')"
"('P11171', 'O14818')"
"('Q92949', 'P62993')"
"('P62987', 'Q9BXL7')"
"('Q8N488', 'P0C0S8')"
"('P08138', 'P52565')"
"('Q9UBD5', 'Q9UJX2')"
"('P06241', 'P35968')"
"('P59768', 'Q01668')"
"('O43255', 'Q9HB71')"
"('P00739', 'P68871')"
"('Q7L5N1', 'Q5VTR2')"
"('Q969S8', 'O75367')"
"('P15036', 'O75376')"
"('P36957', 'P21281')"
"('P17275', 'P32519')"
"('O60658', 'Q01201')"
"('Q9H228', 'Q14344')"
"('P01241', 'P33316')"
"('P30050', 'P50914')"
"('406991', 'O00712')"
"('O60879', 'Q8NHR9')"
"('Q9UHX1', 'P61981')"
"('P46527', 'Q15418')"
"('P31994', 'P01857')"
"('P56279', 'Q09472')"
"('Q15843', 'P62913')"
"('P09919', 'P78552')"
"('Q15654', 'Q8TEM1')"
"('Q9BUJ2', 'Q15637')"
"('P08246', 'P08572')"
"('Q13330', 'Q15717')"
"('Q6PD62', 'P23193')"
"('Q01082', 'O14964')"
"('P36897', 'P62942')"
"('P29372', 'P18887')"
"('A6NIT4', 'P14784')"
"('P22888', 'P05093')"
"('P19793', 'O15379')"
"('Q9UPU7', 'O95166')"
"('P49792', 'P57740')"
"('P42766', 'Q9Y3U8')"
"('Q16539', 'P00533')"
"('P49368', 'Q00005')"
"('Q9UNF1', 'Q9Y2Q3')"
"('693235', 'P49918')"
"('Q9NRR5', 'Q14554')"
"('P16333', 'P20042')"
"('P61586', 'Q7Z6B7')"
"('O14776', 'Q15365')"
"('Q14164', 'P55145')"
"('O14618', 'Q96HC4')"
"('Q5TZ20', 'P38405')"
"('P35232', 'Q02779')"
"('P50851', 'Q9H2G2')"
"('P06241', 'Q9UJT2')"
"('407013', 'P16104')"
"('P55210', 'Q14457')"
"('Q06455', 'Q9BY41')"
"('P11474', 'P33316')"
"('P14678', 'P57678')"
"('P36578', 'P62258')"
"('P55957', 'P04406')"
"('Q10570', 'Q9C0J8')"
"('P01100', 'Q9Y259')"
"('Q07912', 'Q02543')"
"('O15379', 'Q99879')"
"('P19438', 'O43592')"
"('Q13535', 'Q8N4S0')"
"('Q01813', 'Q9Y478')"
"('P31946', 'Q9Y2A7')"
"('Q13444', 'Q5TCZ1')"
"('Q6R327', 'P31749')"
"('P43405', 'Q9Y4K3')"
"('P04049', 'Q99933')"
"('P63208', 'P25963')"
"('Q15758', 'P19438')"
"('P49917', 'Q9H9Q4')"
"('Q9UBV4', 'Q9H461')"
"('O15551', 'Q8NI35')"
"('Q9H9A7', 'P48723')"
"('Q9NYY1', 'Q14627')"
"('P15927', 'Q9UQ84')"
"('P17948', 'P62993')"
"('Q9Y2B9', 'P63167')"
"('P51003', 'Q13242')"
"('Q13751', 'Q7L1I2')"
"('Q16836', 'Q00653')"
"('Q07955', 'P67809')"
"('Q9UHV9', 'Q9P2S5')"
"('P20226', 'O60671')"
"('P78369', 'Q9UDY2')"
"('Q06124', 'P06241')"
"('P61978', 'P09651')"
"('O00231', 'O00233')"
"('Q6ZT12', 'O00471')"
"('O14929', 'Q6NXT2')"
"('P39656', 'O75365')"
"('Q6PGQ7', 'Q99689')"
"('P04150', 'Q04206')"
"('O95169', 'P35080')"
"('P51843', 'Q13573')"
"('P62891', 'P62424')"
"('Q13011', 'Q14197')"
"('O95644', 'P32519')"
"('P62993', 'Q86UR5')"
"('Q9UET6', 'Q9BWD1')"
"('Q13145', 'P36894')"
"('Q9NSU2', 'Q8IY31')"
"('P63218', 'Q8WYR1')"
"('P45983', 'P48594')"
"('Q13636', 'Q13368')"
"('O14836', 'P49069')"
"('P60709', 'P04183')"
"('P21246', 'P40306')"
"('Q00613', 'P52657')"
"('O14920', 'Q9BVA1')"
"('P55196', 'Q92692')"
"('P42702', 'Q8WYR1')"
"('Q7Z6L1', 'Q9Y2L5')"
"('P63208', 'Q9Y2K7')"
"('P53350', 'Q9UKT4')"
"('Q9UKG1', 'P20339')"
"('406979', 'O43521')"
"('Q07890', 'Q9H4E5')"
"('O43909', 'O95433')"
"('Q9NYJ8', 'O15264')"
"('P0CG47', 'P31749')"
"('Q08117', 'Q9NPC8')"
"('O96019', 'Q12824')"
"('P04070', 'P35237')"
"('P19438', 'P16615')"
"('Q9BQI3', 'P10914')"
"('Q13547', 'P33076')"
"('P21918', 'P63092')"
"('P09234', 'Q9BWF3')"
"('Q6PI98', 'Q6P4R8')"
"('P0C1H6', 'P04908')"
"('P57678', 'Q9Y6X2')"
"('Q9NUQ9', 'Q16659')"
"('P17676', 'P31513')"
"('Q9BQY4', 'Q01844')"
"('P27797', 'Q16659')"
"('Q8TAK5', 'Q9NWT6')"
"('P42262', 'Q13224')"
"('O95259', 'Q15276')"
"('Q9UPQ3', 'P04183')"
"('Q96F46', 'Q9Y4K3')"
"('Q9NWZ5', 'Q6ZMZ0')"
"('Q13330', 'Q16576')"
"('P42574', 'Q92934')"
"('P62140', 'P24385')"
"('Q8IYL3', 'Q7L5N1')"
"('Q9H0D6', 'O95396')"
"('Q14103', 'O60506')"
"('O95400', 'Q8IUR6')"
"('Q9Y2X8', 'Q96PM5')"
"('Q14242', 'P41161')"
"('Q99961', 'Q5VWQ8')"
"('P53680', 'P58107')"
"('O75376', 'P25942')"
"('Q13315', 'Q6UWZ7')"
"('Q99816', 'P46940')"
"('P32121', 'A6NL08')"
"('P63218', 'O14827')"
"('P02549', 'P48023')"
"('P62714', 'P57087')"
"('P42336', 'P10827')"
"('P11171', 'Q9UDY2')"
"('Q13464', 'P20929')"
"('Q9Y6K9', 'P10809')"
"('Q9P0U3', 'Q13547')"
"('Q13557', 'P15336')"
"('Q9NYL2', 'Q9NV58')"
"('P30455', 'P30457')"
"('P62714', 'P31314')"
"('Q96IP4', 'P57082')"
"('P60709', 'P08670')"
"('P52630', 'Q01628')"
"('P10600', 'P53779')"
"('Q9NZJ4', 'P02768')"
"('Q9UQL6', 'P41182')"
"('Q9UI09', 'O75438')"
"('Q10570', 'P62140')"
"('P53567', 'P35638')"
"('Q13153', 'P21127')"
"('P16333', 'A7KAX9')"
"('Q9Y3C5', 'P51668')"
"('Q09472', 'O15350')"
"('P14780', 'P29400')"
"('Q92731', 'Q93074')"
"('Q14332', 'Q9NQ66')"
"('Q13535', 'Q9P0V9')"
"('P41743', 'Q13546')"
"('P16109', 'P07359')"
"('Q99877', 'Q8IUE6')"
"('Q96B33', 'A6NM45')"
"('Q9H4E7', 'Q9BUH8')"
"('P63104', 'O60573')"
"('P22736', 'Q9HCE6')"
"('Q07955', 'P11387')"
"('Q13772', 'P10275')"
"('P17081', 'Q9NQU5')"
"('Q8IWV7', 'Q9BX70')"
"('Q9UJV9', 'P55157')"
"('P27635', 'P18621')"
"('P43403', 'Q15464')"
"('P48443', 'P10827')"
"('Q8N357', 'Q9UGN5')"
"('P06241', 'Q9BXM0')"
"('Q13547', 'P25963')"
"('P02461', 'P16070')"
"('P32298', 'P07550')"
"('Q99880', 'Q96DB2')"
"('Q7Z2E3', 'Q5VT06')"
"('P45973', 'Q7KZ85')"
"('P62280', 'P46781')"
"('P61247', 'P62847')"
"('Q13573', 'Q13561')"
"('Q13427', 'O75400')"
"('Q12988', 'P07196')"
"('P30679', 'P25024')"
"('O75791', 'P10747')"
"('Q16619', 'P26992')"
"('P06241', 'P28340')"
"('Q14203', 'Q7L1Q6')"
"('Q9UQK1', 'P27482')"
"('Q13191', 'P16871')"
"('Q96C03', 'O00429')"
"('O75914', 'Q86YV6')"
"('P03372', 'P05787')"
"('Q9NRR5', 'P01871')"
"('P04637', 'P58005')"
"('P22612', 'Q15759')"
"('Q00653', 'Q12789')"
"('P31269', 'P04839')"
"('P05155', 'O00182')"
"('O60831', 'O75915')"
"('P01242', 'Q13651')"
"('Q15382', 'O60739')"
"('Q8NEV9', 'Q14653')"
"('Q9NYB0', 'Q14676')"
"('Q14657', 'P01889')"
"('P60866', 'P08708')"
"('O95967', 'Q14966')"
"('Q9Y2G2', 'Q9Y6K9')"
"('Q8TCT9', 'O95872')"
"('P18146', 'Q06136')"
"('P00533', 'Q14451')"
"('P35555', 'O94985')"
"('Q9UNX3', 'Q9Y3U8')"
"('Q14790', 'P08670')"
"('P25054', 'Q9Y2T1')"
"('Q8N628', 'P38405')"
"('P17612', 'Q09472')"
"('O14964', 'Q8N5R6')"
"('Q13330', 'Q9NVP1')"
"('P23409', 'Q02363')"
"('O15067', 'Q99623')"
"('P19438', 'P38646')"
"('O95169', 'O43676')"
"('P37231', 'P56524')"
"('Q9UJF2', 'P01111')"
"('P15056', 'P31947')"
"('P55072', 'P16871')"
"('P51610', 'Q9NS37')"
"('Q13557', 'Q8TEY5')"
"('Q9UKR5', 'O15235')"
"('P01889', 'P43307')"
"('Q13485', 'Q9NRA8')"
"('O60216', 'Q8N3U4')"
"('Q9Y2W2', 'Q8WWV3')"
"('P55769', 'Q9BUQ8')"
"('O95471', 'Q96B33')"
"('P49773', 'Q14134')"
"('Q01196', 'Q92769')"
"('Q12873', 'Q10586')"
"('Q04724', 'Q6ZU52')"
"('P20226', 'Q53T94')"
"('Q01113', 'P63104')"
"('Q92993', 'Q9P2H0')"
"('P16520', 'Q15147')"
"('Q05519', 'P51003')"
"('P07900', 'Q9Y243')"
"('P42766', 'Q9UL18')"
"('Q9NP92', 'Q14197')"
"('P25205', 'P62330')"
"('O94875', 'O75955')"
"('Q5JQF8', 'Q9NY30')"
"('O14579', 'P84077')"
"('Q06124', 'P51692')"
"('Q13315', 'Q9NRR5')"
"('Q07889', 'Q3MIN7')"
"('P17987', 'Q9H7D0')"
"('Q96FK6', 'Q92561')"
"('Q15561', 'Q9GZV5')"
"('P19105', 'O14578')"
"('P21246', 'Q13087')"
"('Q9UHD2', 'Q92985')"
"('P54826', 'O43323')"
"('P61224', 'Q99558')"
"('P61019', 'Q8NEG0')"
"('Q9HAU4', 'Q15797')"
"('O14581', 'P38405')"
"('Q13813', 'O43707')"
"('O00411', 'P25963')"
"('O75379', 'Q9UNK0')"
"('P53778', 'P63151')"
"('P62701', 'P46783')"
"('P62158', 'P42858')"
"('P05013', 'P08887')"
"('Q14582', 'P04278')"
"('Q96AW1', 'Q9UHF0')"
"('O43255', 'Q9H2X6')"
"('Q07912', 'Q13177')"
"('P23467', 'P41240')"
"('P51610', 'P78537')"
"('P25787', 'Q9BQ83')"
"('P08579', 'Q9BUJ2')"
"('O60437', 'P12757')"
"('O60258', 'P22455')"
"('Q9NZZ3', 'O95630')"
"('P24385', 'Q99612')"
"('Q9ULH7', 'Q969V6')"
"('Q13009', 'P61981')"
"('Q86UW9', 'Q15645')"
"('P60520', 'Q8N1C3')"
"('P02778', 'P10914')"
"('O43353', 'P63279')"
"('Q15334', 'Q14160')"
"('P18621', 'P61313')"
"('Q9BTL3', 'Q93062')"
"('Q8TE69', 'P23141')"
"('P61513', 'P62750')"
"('O43908', 'Q6H3X3')"
"('O75448', 'Q9NPJ6')"
"('Q9H488', 'P16104')"
"('Q9P2W3', 'Q01668')"
"('Q9BT40', 'O60925')"
"('Q99666', 'P55854')"
"('O75626', 'Q9HBM1')"
"('Q7Z569', 'Q969H4')"
"('P07437', 'Q9H9G7')"
"('P62714', 'P36507')"
"('P07602', 'P49281')"
"('O00231', 'P04637')"
"('A0JLT2', 'Q13427')"
"('P37231', 'P35228')"
"('O75909', 'P02511')"
"('Q9HCE7', 'Q13153')"
"('Q9Y478', 'P30084')"
"('P27986', 'P05026')"
"('P36897', 'O15169')"
"('Q9H7Z6', 'P62805')"
"('O75864', 'P62136')"
"('Q8NGQ1', 'P38405')"
"('Q9ULH1', 'P62993')"
"('Q13501', 'P0CG48')"
"('Q7LG56', 'P0CG48')"
"('P16144', 'P51636')"
"('Q96RT1', 'Q14957')"
"('Q9Y4H2', 'P63104')"
"('407004', 'P61244')"
"('Q92985', 'Q14653')"
"('Q9BVJ7', 'P07108')"
"('P35626', 'Q8NGX5')"
"('P38432', 'Q9GZT8')"
"('P02776', 'P25025')"
"('Q15078', 'P15882')"
"('407004', 'Q07869')"
"('Q92765', 'Q93097')"
"('Q9BY77', 'P38919')"
"('P32004', 'Q02246')"
"('P51532', 'Q13547')"
"('P17948', 'Q92569')"
"('Q15796', 'Q99615')"
"('P56181', 'P19404')"
"('O43181', 'O75489')"
"('Q05519', 'P09651')"
"('Q9BTM1', 'Q8N257')"
"('Q8NCM8', 'P07437')"
"('Q9UBC3', 'Q9BVJ7')"
"('Q9H3M7', 'Q13642')"
"('P26367', 'P50458')"
"('P55795', 'Q14103')"
"('P27348', 'P35222')"
"('P28221', 'P63218')"
"('P49910', 'Q8IYF1')"
"('P50151', 'P28482')"
"('O43307', 'Q9HAU0')"
"('P01834', 'P02768')"
"('P78552', 'P23458')"
"('Q8IYM9', 'Q93009')"
"('O43290', 'Q08170')"
"('P32121', 'Q8NGH8')"
"('O75964', 'P18859')"
"('P63010', 'Q16626')"
"('Q00688', 'Q00987')"
"('Q14204', 'Q9H4B7')"
"('P17987', 'P27348')"
"('Q8WUH2', 'P09917')"
"('Q13368', 'Q8NC60')"
"('P15941', 'P17931')"
"('O43182', 'P62745')"
"('Q14511', 'O14965')"
"('P26651', 'P61981')"
"('Q15366', 'O95391')"
"('Q9NYV6', 'O95602')"
"('Q05397', 'Q13153')"
"('Q9C0C7', 'Q9P2Y5')"
"('P08138', 'Q9BZR6')"
"('P55209', 'Q92793')"
"('O14980', 'O95149')"
"('P32927', 'P48736')"
"('Q9P0W0', 'P38484')"
"('P36888', 'O94804')"
"('P43243', 'Q13155')"
"('Q6ZVT0', 'P55209')"
"('P25205', 'O43913')"
"('Q13094', 'P12314')"
"('P56377', 'O75843')"
"('O75369', 'P46108')"
"('Q9Y2T4', 'Q8IY92')"
"('Q9ULG1', 'O96019')"
"('P68400', 'P67775')"
"('P40429', 'P62917')"
"('Q92583', 'P25025')"
"('P50579', 'P06493')"
"('P01243', 'P27361')"
"('Q969H0', 'P36956')"
"('P55854', 'Q9Y618')"
"('Q7Z614', 'Q53G59')"
"('P25963', 'Q13748')"
"('Q07817', 'Q8NEY8')"
"('Q13283', 'Q14444')"
"('Q9HC35', 'P01111')"
"('O75051', 'Q8IYU2')"
"('P30153', 'Q13155')"
"('P62070', '347745')"
"('P11171', 'Q16836')"
"('P05231', 'P31785')"
"('Q16619', 'Q13261')"
"('P15018', 'Q13651')"
"('406979', 'Q15303')"
"('Q92985', 'P19838')"
"('Q13573', 'O75676')"
"('P50914', 'Q13233')"
"('O43918', 'Q03252')"
"('Q15796', 'Q9Y6N5')"
"('P05000', 'P78552')"
"('P02743', 'P31994')"
"('Q8N2W9', 'Q9UJU2')"
"('O95400', 'P28749')"
"('P38919', 'Q86V81')"
"('Q99447', 'Q8N371')"
"('Q9H8T0', 'Q9BVJ6')"
"('P54578', 'P63098')"
"('O96013', 'P18084')"
"('Q9Y232', 'O15131')"
"('O43236', 'Q99719')"
"('O14654', 'O00329')"
"('Q8TBE9', 'Q9H8Y8')"
"('P78543', 'Q5JQF8')"
"('P62136', 'O95400')"
"('Q92752', 'P31431')"
"('P61224', 'O00459')"
"('O95178', 'O95299')"
"('Q9HBG4', 'O95704')"
"('P05155', 'P02747')"
"('Q03164', 'P31269')"
"('Q16623', 'P61764')"
"('O75970', 'P47881')"
"('P22694', 'O60266')"
"('O60825', 'P63104')"
"('Q04206', 'Q03169')"
"('Q13873', 'Q16539')"
"('Q14164', 'P61086')"
"('Q9UHX1', 'Q9NTK5')"
"('Q8WVZ7', 'P62256')"
"('P02768', 'Q6DJT9')"
"('P84022', 'Q14186')"
"('Q9UBN6', 'Q14697')"
"('P41235', 'P35575')"
"('P48431', 'P26367')"
"('Q8WXH5', 'P14784')"
"('Q9Y4K3', 'P49768')"
"('Q9HBI0', 'P05556')"
"('P10415', 'Q9C000')"
"('P55795', 'Q9BWF3')"
"('Q96F46', 'O43318')"
"('Q15654', 'Q14990')"
"('Q9Y6N7', 'O75044')"
"('P41182', 'O15116')"
"('Q9P2G9', 'Q92882')"
"('P55075', 'P08138')"
"('Q92585', 'P49336')"
"('P05386', 'P36578')"
"('P20936', 'P10301')"
"('Q9UQB8', 'Q9UPY6')"
"('Q93077', 'Q92481')"
"('Q13315', 'Q9BZL4')"
"('P46379', 'Q99700')"
"('Q92905', 'Q13616')"
"('Q9H1I8', 'P09467')"
"('Q03519', 'P28065')"
"('Q9NRR5', 'Q9H6E4')"
"('Q9Y297', 'Q9NS23')"
"('Q9NYJ8', 'Q9Y6Q6')"
"('P43626', 'P32121')"
"('Q9Y2J2', 'P12931')"
"('Q00613', 'Q96D71')"
"('O60861', 'P40818')"
"('Q9Y243', 'P49815')"
"('P04406', 'P52756')"
"('A0JLT2', 'Q9UJX6')"
"('Q13206', 'P18146')"
"('Q6R327', 'Q9Y394')"
"('Q9Y692', 'Q15797')"
"('Q99759', 'Q13797')"
"('Q8TB72', 'Q13573')"
"('P00519', 'Q06830')"
"('P30154', 'Q9UPR3')"
"('Q00653', 'P60900')"
"('Q9Y2U5', 'P0CG48')"
"('Q8WX92', 'Q13573')"
"('P23396', 'P62269')"
"('P17844', 'Q92597')"
"('Q96BN2', 'Q9HBM6')"
"('Q9H307', 'Q15428')"
"('O14964', 'P0CG48')"
"('P01106', 'P22736')"
"('Q9Y6N7', 'P07437')"
"('Q99547', 'P04637')"
"('P31749', 'P15336')"
"('O00716', 'P06493')"
"('Q02790', 'P29034')"
"('P08047', 'Q9Y5K6')"
"('Q9UJX2', 'Q99741')"
"('P05161', 'P23458')"
"('P62308', 'Q8WXD5')"
"('Q05655', 'P08047')"
"('P30101', 'Q13753')"
"('Q13530', 'P24390')"
"('P12273', 'P01730')"
"('Q01094', 'Q14526')"
"('P51816', 'P62993')"
"('O00487', 'P35998')"
"('O75376', 'Q9NYJ8')"
"('Q92859', 'P53355')"
"('Q9Y286', 'O60880')"
"('O00222', 'P59768')"
"('P49757', 'Q8IUQ4')"
"('P60953', 'P60763')"
"('P62993', 'Q15262')"
"('Q9NTN9', 'O15031')"
"('P05014', 'P48357')"
"('P63165', 'O14647')"
"('P36897', 'Q969T4')"
"('Q8NEV4', 'P35637')"
"('P13612', 'O00214')"
"('Q9NZL6', 'P98160')"
"('P40763', 'P51813')"
"('P20333', 'Q00839')"
"('P12980', 'O95997')"
"('Q9P258', 'Q9Y478')"
"('P46109', 'O43294')"
"('P60520', 'P42704')"
"('P24723', 'Q9H0R8')"
"('P46108', 'P56945')"
"('Q13547', 'O14901')"
"('Q86X95', 'Q9UBG7')"
"('O95433', 'Q13087')"
"('Q14031', 'P06756')"
"('O43567', 'P61077')"
"('O15131', 'P36551')"
"('Q93074', 'Q9NWA0')"
"('Q8IWW6', 'O00212')"
"('A8TX70', 'P08514')"
"('Q8WXE1', 'P38398')"
"('343477', 'Q9Y6K9')"
"('P23141', 'Q15139')"
"('Q9GZV5', 'P28347')"
"('Q13247', 'Q13243')"
"('Q53GS7', 'O75694')"
"('Q9GZR7', 'Q14181')"
"('P62333', 'P62191')"
"('P18084', 'Q9NVD7')"
"('Q9Y333', 'P32456')"
"('Q15831', 'Q16543')"
"('P37288', 'P50148')"
"('P46934', 'P08581')"
"('P12268', 'P56537')"
"('Q9NPD8', 'Q9NPI8')"
"('Q9HBE4', 'P40763')"
"('P60602', 'Q15628')"
"('P01889', 'Q9Y3F4')"
"('406983', 'Q9Y2M5')"
"('Q08AG7', 'Q9BSJ2')"
"('O60333', 'Q12959')"
"('P63104', 'P19634')"
"('Q04771', 'Q96AE7')"
"('Q86WN2', 'P24394')"
"('P10914', 'O14625')"
"('P49792', 'P35398')"
"('Q38SD2', 'P05109')"
"('P63096', 'Q96PN6')"
"('Q13573', 'P46734')"
"('Q99816', 'Q9BRB3')"
"('Q08211', 'Q13243')"
"('Q9NX70', 'Q13503')"
"('Q16186', 'Q13200')"
"('Q8TDN6', 'Q13432')"
"('Q9ULJ1', 'P21860')"
"('P26368', 'Q00839')"
"('Q92830', 'P06899')"
"('P22087', 'Q99558')"
"('Q71U36', 'Q15653')"
"('P51679', 'P52333')"
"('P25788', 'Q9NXG2')"
"('Q13555', 'P54284')"
"('P30405', 'Q9Y277')"
"('Q13155', 'Q9P2H0')"
"('Q93097', 'Q14332')"
"('P09619', 'P16234')"
"('O95503', 'Q14781')"
"('P06733', 'P49023')"
"('P04626', 'Q12913')"
"('P10586', 'Q6S5L8')"
"('Q9UGI9', 'P54646')"
"('Q9BYV9', 'P05412')"
"('P36897', 'Q9BST9')"
"('O60674', 'Q14469')"
"('Q9NX65', 'Q9NWS9')"
"('Q01081', 'O75400')"
"('Q8NE01', 'Q9BQ66')"
"('Q12906', 'Q92945')"
"('Q5UIP0', 'O60925')"
"('Q15007', 'P63104')"
"('P38936', 'P11802')"
"('Q08209', 'Q8NHZ8')"
"('P51685', 'P52333')"
"('P61952', 'P45984')"
"('P06733', 'P60709')"
"('Q9NY93', 'P49207')"
"('O95398', 'P62834')"
"('Q9UM54', 'Q9Y6K9')"
"('Q13432', 'P05091')"
"('Q04724', 'Q01196')"
"('Q9HCE7', 'P36896')"
"('Q9H0R8', 'O94806')"
"('O14508', 'P14784')"
"('Q9BT40', 'Q6P996')"
"('P32969', 'P30050')"
"('Q96SB3', 'P62993')"
"('Q7Z2G1', 'Q13547')"
"('P29590', 'P04637')"
"('P49746', 'P08648')"
"('P22102', 'Q9Y6K9')"
"('Q9H0D6', 'Q01780')"
"('Q75N90', 'P49841')"
"('Q12959', 'Q9GZV5')"
"('Q16827', 'P19022')"
"('P61289', 'P06576')"
"('P21810', 'P02452')"
"('Q13444', 'P07948')"
"('P55075', 'P09619')"
"('O43586', 'Q9UKX3')"
"('P07333', 'Q99962')"
"('O95467', 'P41220')"
"('P58012', 'Q13285')"
"('O43597', 'Q9ULV8')"
"('P14415', 'P32418')"
"('Q14654', 'Q00975')"
"('O60641', 'Q9UHD2')"
"('O14508', 'Q9Y4H2')"
"('Q15363', 'P23508')"
"('P41235', 'Q9HB31')"
"('Q96RU3', 'P48023')"
"('P35232', 'P04049')"
"('O76064', 'Q16777')"
"('Q96B33', 'Q8NI35')"
"('P63104', 'P26358')"
"('P08670', 'Q96HL8')"
"('Q92831', 'Q8WXI9')"
"('Q96BK5', 'P11940')"
"('P55157', 'Q14767')"
"('P11487', 'P22455')"
"('Q9Y230', 'P15336')"
"('Q6AI39', 'Q96EV8')"
"('P61964', 'Q7Z434')"
"('P61247', 'Q9NY93')"
"('P17948', 'P27986')"
"('Q14164', 'O43242')"
"('P01116', 'P45984')"
"('P25789', 'P62987')"
"('P67870', 'Q9H9F9')"
"('P49763', 'P08581')"
"('Q8NEU8', 'Q16576')"
"('Q9UBK9', 'Q13309')"
"('P62249', 'P24941')"
"('P22681', 'Q14627')"
"('Q03113', 'P30153')"
"('P17612', 'P54709')"
"('P49959', 'Q12905')"
"('P01569', 'P42701')"
"('P27361', 'Q15418')"
"('Q969Q6', 'Q92736')"
"('P42336', 'P19174')"
"('O75970', 'Q9BX67')"
"('O75533', 'O15379')"
"('P36873', 'Q9Y243')"
"('Q9BWN1', 'P45973')"
"('Q15717', 'P41220')"
"('Q14966', 'Q15834')"
"('P62807', 'Q9UKV0')"
"('Q7Z2W9', 'Q14197')"
"('P35221', 'P19022')"
"('Q16082', 'Q9Y243')"
"('Q9Y2I6', 'Q8N8B7')"
"('Q07092', 'P18146')"
"('Q6ZSZ5', 'P61586')"
"('Q8TDR0', 'P12277')"
"('B5ME96', 'O75015')"
"('P63165', 'Q00653')"
"('Q7Z3B3', 'Q99459')"
"('Q05655', 'Q9H2G2')"
"('Q9H1D9', 'O76061')"
"('P35680', 'Q66K89')"
"('P27986', 'P50570')"
"('P04406', 'Q13087')"
"('P27448', 'Q04759')"
"('P11831', 'Q969V6')"
"('Q9BQD7', 'P35080')"
"('Q15714', 'P40937')"
"('Q96RN5', 'Q9BWU1')"
"('P06241', 'P26992')"
"('P25205', 'Q9P2S5')"
"('P60228', 'O15198')"
"('O43255', 'Q16633')"
"('Q9UKR5', 'P02766')"
"('P50750', 'P49336')"
"('Q15628', 'Q12933')"
"('Q15528', 'Q6P2C8')"
"('Q9UKS6', 'Q9BQ67')"
"('P06241', 'O60674')"
"('P13647', 'P08729')"
"('Q9UD71', 'P31749')"
"('Q12772', 'Q14789')"
"('P05452', 'P04183')"
"('P26012', 'P01137')"
"('P43250', 'O00574')"
"('Q9NX02', 'Q9ULZ3')"
"('Q9H6Z4', 'P02768')"
"('P42345', 'O00141')"
"('O95140', 'Q7Z434')"
"('P15173', 'P15923')"
"('P01375', 'Q12968')"
"('Q15154', 'Q8TAM2')"
"('Q92994', 'Q96EV8')"
