negatives
"('Q04771', 'Q02790')"
"('Q14773', 'P01857')"
"('Q9NR61', 'Q9UM47')"
"('Q8N7P3', 'P56748')"
"('Q04759', 'O76003')"
"('P84103', 'O14646')"
"('P02452', 'P51888')"
"('P26951', 'P52333')"
"('O95631', 'Q6UXZ4')"
"('P30307', 'Q9Y250')"
"('Q96ST3', 'Q00653')"
"('Q96DI7', 'Q08345')"
"('Q96QD5', 'Q99459')"
"('Q9NQ84', 'Q9NTK5')"
"('Q9UNZ2', 'Q13190')"
"('Q9H2G2', 'Q92874')"
"('O94856', 'P06241')"
"('Q8TCX1', 'Q14203')"
"('P03891', 'O43678')"
"('Q13618', 'Q9H492')"
"('P08575', 'P06239')"
"('P67775', 'Q969F8')"
"('Q9BVP2', 'Q9Y5J5')"
"('Q5RL73', 'Q99547')"
"('Q14831', 'Q9HAV0')"
"('Q8WXH5', 'Q99650')"
"('Q8TD31', 'Q9Y3C7')"
"('P08107', 'P25208')"
"('Q8IWV7', 'Q53FA7')"
"('Q7Z5R6', 'P35080')"
"('Q9UBL3', 'Q03164')"
"('P01116', 'O14939')"
"('P19793', 'Q9NVC6')"
"('Q16539', 'Q9HBH9')"
"('Q969T4', 'Q8WWF5')"
"('Q8NHZ7', 'Q13547')"
"('P41091', 'Q9BY44')"
"('Q96A08', 'Q8WUI4')"
"('P28288', 'O14832')"
"('P31946', 'O14920')"
"('Q9H492', 'Q02156')"
"('P31943', 'P14866')"
"('P01570', 'Q99665')"
"('Q05516', 'Q9BQ66')"
"('Q9NP62', 'Q9UKT8')"
"('P62269', 'P62841')"
"('Q8IX12', 'P09651')"
"('P09467', 'Q9UBU9')"
"('Q9Y383', 'Q9Y3C0')"
"('P40337', 'P30084')"
"('P03372', 'P18031')"
"('P27361', 'Q68CJ9')"
"('Q9UII5', 'O15105')"
"('Q8IZI9', 'P48357')"
"('Q13200', 'Q99459')"
"('Q15796', 'Q13642')"
"('P31946', 'Q9P0V3')"
"('P35227', 'Q9NPD8')"
"('P12931', 'P08962')"
"('P12830', 'Q6IQ23')"
"('Q96BI3', 'O00548')"
"('O14777', 'Q9H3R5')"
"('Q9H3N1', 'Q9Y320')"
"('Q9UBL3', 'Q8NEZ4')"
"('P36897', 'O43172')"
"('P35998', 'Q16401')"
"('P53992', 'Q9NQW1')"
"('Q06124', 'Q99704')"
"('P06239', 'Q92569')"
"('Q16663', 'Q04206')"
"('P10276', 'P30041')"
"('P02452', 'P26006')"
"('P06748', 'Q10570')"
"('O15372', 'P55010')"
"('Q9UBE8', 'P98177')"
"('P20073', 'Q5SZQ8')"
"('Q9BWU1', 'Q8TBZ2')"
"('P13073', 'Q07820')"
"('O00750', 'P31947')"
"('P08651', 'P08100')"
"('Q99704', 'O00459')"
"('P06401', 'O75925')"
"('O15553', 'Q9C000')"
"('Q9BTY7', 'P21246')"
"('Q9NRI5', 'Q9GZN7')"
"('Q15642', 'P14672')"
"('P04141', 'P19838')"
"('Q15572', 'Q01105')"
"('O75626', 'P23497')"
"('Q8WYB5', 'P33993')"
"('P23588', 'Q14152')"
"('P63000', 'Q8NF50')"
"('Q9Y624', 'P55196')"
"('P48556', 'Q15796')"
"('Q9BXL7', 'Q13098')"
"('P31269', 'P40425')"
"('P34903', 'Q9NQX3')"
"('P24941', 'Q05516')"
"('P43487', 'P40337')"
"('Q9UK08', 'P48736')"
"('P36873', 'P13807')"
"('Q06323', 'O00487')"
"('P04222', 'P12268')"
"('P46776', 'P61513')"
"('Q12873', 'Q13263')"
"('P25205', 'O43768')"
"('Q13163', 'P49841')"
"('P61244', 'O75928')"
"('Q9Y478', 'Q52LJ0')"
"('P67870', 'P20042')"
"('P20073', 'P55084')"
"('P42773', 'Q13432')"
"('Q9Y286', 'P62993')"
"('O75478', 'P20226')"
"('P56705', 'O75581')"
"('P45984', 'Q9UDY8')"
"('O15371', 'Q15788')"
"('P18146', 'P01583')"
"('Q99547', 'Q9NQT5')"
"('Q92734', 'Q9NXU5')"
"('P21580', 'Q13571')"
"('P48454', 'Q9UJX2')"
"('P04049', 'Q9Y259')"
"('P27348', 'Q8IUF1')"
"('O95786', 'Q15365')"
"('Q03111', 'Q8TEK3')"
"('P17252', 'Q13526')"
"('O95433', 'Q9UPX8')"
"('Q9BUJ2', 'Q8IX12')"
"('P01241', 'Q13617')"
"('Q9NYF0', 'Q16512')"
"('Q7Z494', 'O15259')"
"('Q16513', 'P46527')"
"('P33240', 'P46379')"
"('P84022', 'Q9Y6N5')"
"('Q96EP0', 'Q9Y6K9')"
"('Q9NQC3', 'P06241')"
"('P33981', 'O95359')"
"('P62979', 'P46379')"
"('Q8IYF1', 'Q13137')"
"('Q7L5N1', 'Q3KQU3')"
"('Q9Y600', 'P49841')"
"('Q92934', 'P99999')"
"('Q07889', 'Q8WV28')"
"('Q8TAP4', 'Q9NS73')"
"('P17931', 'Q08380')"
"('Q9P2W3', 'P48544')"
"('P62910', 'P05387')"
"('P05997', 'P56199')"
"('O75197', 'Q92837')"
"('P05231', 'Q9HC73')"
"('Q01844', 'P49023')"
"('Q09161', 'Q86V81')"
"('Q9BQE3', 'Q92974')"
"('Q96AW1', 'O95295')"
"('Q9UPN9', 'P51532')"
"('Q9UBS3', 'Q969G6')"
"('P01588', 'P48551')"
"('Q96ST3', 'Q99459')"
"('P01127', 'P22607')"
"('P0C1Z6', 'P25490')"
"('P41227', 'Q9UJY4')"
"('P17301', 'Q9Y490')"
"('Q9H013', 'Q9H501')"
"('P36578', 'P62913')"
"('Q13535', 'Q99575')"
"('Q70Z53', 'Q8IWX8')"
"('Q96CS3', 'Q16665')"
"('P56748', 'O75508')"
"('O14490', 'P63167')"
"('P45983', 'Q01538')"
"('Q99442', 'P14635')"
"('Q9BW11', 'P43364')"
"('Q9HCE7', 'P35968')"
"('P42226', 'Q9UHD2')"
"('Q9NWZ3', 'Q9Y4K3')"
"('P22681', 'P42701')"
"('P41182', 'P29350')"
"('P61978', 'O60678')"
"('Q9UJC3', 'Q9H8T0')"
"('Q8NGF4', 'P38405')"
"('Q9P1W9', 'Q00987')"
"('Q9Y6J9', 'Q96BN2')"
"('P01106', 'Q9HBF4')"
"('P01225', 'P16473')"
"('P46779', 'P62913')"
"('Q99689', 'P80098')"
"('P53779', 'P19419')"
"('Q99459', 'A8K8P3')"
"('Q14197', 'Q3SY69')"
"('P01567', 'P78552')"
"('Q9ULH1', 'Q15788')"
"('Q9UJX4', 'Q9UJX5')"
"('O43639', 'Q9NYB9')"
"('P28331', 'Q14197')"
"('P13236', 'P32246')"
"('P22612', 'Q08493')"
"('P28566', 'Q9UK08')"
"('P52798', 'Q02763')"
"('Q8IWZ8', 'P52756')"
"('P08758', 'P26358')"
"('P46108', 'O43493')"
"('Q99759', 'O14974')"
"('P68104', 'O15169')"
"('P40337', 'P61758')"
"('P15880', 'P62857')"
"('Q9Y4K3', 'P31749')"
"('Q8TBZ2', 'P13861')"
"('P30153', 'Q6NZY4')"
"('P50991', 'Q9GZX7')"
"('P54253', 'Q8NEM7')"
"('O43318', 'O43541')"
"('P0CG47', 'P0CG48')"
"('P51686', 'P32121')"
"('Q9H840', 'P62304')"
"('P47928', 'P12980')"
"('Q86UA6', 'Q03518')"
"('Q16666', 'P40763')"
"('P68431', 'O75367')"
"('P38936', 'Q09028')"
"('Q14203', 'Q13409')"
"('P62750', 'P49207')"
"('P01241', 'P24394')"
"('O95881', 'P16104')"
"('Q12860', 'O94856')"
"('P07948', 'P12318')"
"('P35462', 'P04899')"
"('P15927', 'P13686')"
"('Q9Y6G9', 'P51149')"
"('P02545', 'P36956')"
"('Q9GZQ8', 'Q02156')"
"('Q14686', 'P06748')"
"('P42766', 'P46779')"
"('P45973', 'Q8IYF1')"
"('Q9NRF9', 'Q9NR33')"
"('P27540', 'P61073')"
"('P62280', 'P62701')"
"('Q9Y230', 'P37268')"
"('P28335', 'Q13936')"
"('P07437', 'P45973')"
"('P60709', 'P08514')"
"('Q9Y4K3', 'Q9BVA1')"
"('Q12933', 'Q13233')"
"('O60244', 'Q71F56')"
"('Q9UKR5', 'Q99547')"
"('P01563', 'Q13651')"
"('P46940', 'P16070')"
"('O00231', 'O00487')"
"('P19634', 'P00918')"
"('P16455', 'P22314')"
"('O43395', 'Q9C005')"
"('O95391', 'Q6P2Q9')"
"('Q9Y4K3', 'P31939')"
"('Q8IZ08', 'Q16890')"
"('Q9NR30', 'P11387')"
"('P48454', 'Q13522')"
"('O14746', 'P27348')"
"('P35542', '119369')"
"('Q6W2J9', 'P56524')"
"('Q9Y2T4', 'Q05513')"
"('Q15155', 'Q9NRR5')"
"('Q13976', 'P17302')"
"('P26641', 'P04350')"
"('Q9NS87', 'Q9H492')"
"('O60477', 'Q9BUV8')"
"('P78527', 'P09874')"
"('P82094', 'Q5VTD9')"
"('O14901', 'Q13547')"
"('Q06413', 'Q12968')"
"('P29353', 'O15357')"
"('P67870', 'Q29RF7')"
"('O00238', 'Q16539')"
"('P35270', 'P63104')"
"('Q8NB91', 'Q8N2Z9')"
"('Q15139', 'P62834')"
"('Q9H3S1', 'Q9ULL4')"
"('P55196', 'P63261')"
"('Q8TC92', 'P26641')"
"('P35240', 'Q13188')"
"('Q13573', 'O75131')"
"('Q8TD86', 'Q9UQM7')"
"('P22087', 'P19338')"
"('Q9NQX3', 'O00591')"
"('P22681', 'P23458')"
"('Q9Y6Q6', 'O00463')"
"('Q92620', 'Q8IWZ8')"
"('P42684', 'P16333')"
"('P22061', 'P02647')"
"('O95405', 'P14923')"
"('Q9NRA8', 'P01106')"
"('P42766', 'Q02543')"
"('Q15078', 'Q96EP1')"
"('O60447', 'Q9UKT4')"
"('Q6IQ23', 'O60716')"
"('O75081', 'Q06455')"
"('P05106', 'O75369')"
"('Q15287', 'O94906')"
"('P61313', 'O95793')"
"('406983', 'Q9Y2I8')"
"('P12980', 'P52803')"
"('Q13415', 'O43913')"
"('Q9H2G2', 'Q9NZV5')"
"('Q00597', 'O15360')"
"('Q13882', 'P21860')"
"('Q5QNW6', 'Q92769')"
"('Q9NZM4', 'P19174')"
"('P16885', 'P23458')"
"('P18124', 'P61513')"
"('P46776', 'P62906')"
"('P12814', 'P08238')"
"('Q96RT1', 'P16144')"
"('O15519', 'Q14790')"
"('Q13133', 'Q07869')"
"('Q96B26', 'O00409')"
"('Q9UKX5', 'P08648')"
"('P62280', 'P62263')"
"('Q9P031', 'Q9Y3A3')"
"('Q9NVI1', 'P0CG48')"
"('Q9UKV8', 'Q15070')"
"('Q13547', 'Q96A08')"
"('P51825', 'P50750')"
"('P18146', 'P31641')"
"('O95816', 'O75061')"
"('Q9GZY0', 'P78406')"
"('P68371', 'Q00005')"
"('Q8NFF5', 'Q16637')"
"('Q14494', 'P18848')"
"('Q8NHV9', 'P26641')"
"('Q92913', 'Q02763')"
"('P63104', 'Q14C86')"
"('Q9HBE4', 'Q13651')"
"('Q13555', 'Q14315')"
"('P04637', 'P11388')"
"('Q96C28', 'Q99750')"
"('P30939', 'P62873')"
"('Q13315', 'Q969K7')"
"('Q13643', 'Q14192')"
"('Q13315', 'Q9BXS6')"
"('P63218', 'P08172')"
"('Q8IZP0', 'Q9ULV8')"
"('P43403', 'P16471')"
"('Q9UL46', 'P62333')"
"('P34931', 'Q99558')"
"('P32121', 'Q8NGF6')"
"('Q9UKB1', 'P63208')"
"('Q15858', 'P62158')"
"('Q92499', 'P18206')"
"('Q15363', 'Q92542')"
"('Q8NAV1', 'P84103')"
"('Q96MT3', 'Q8TAA9')"
"('P63267', 'P04278')"
"('Q15034', 'P62987')"
"('Q13568', 'P62993')"
"('P51991', 'Q14103')"
"('Q9UL18', 'P47914')"
"('Q9UBL3', 'O00255')"
"('P21673', 'Q9Y2A0')"
"('Q13137', 'Q14164')"
"('P07305', 'P52292')"
"('Q86X10', 'P12931')"
"('Q14164', 'Q99460')"
"('P20809', 'Q969J5')"
"('Q99459', 'Q92973')"
"('Q13114', 'O15455')"
"('P55854', 'Q16665')"
"('Q14527', 'P61088')"
"('Q13185', 'Q14739')"
"('O43242', 'P51665')"
"('O75569', 'P15104')"
"('Q13045', 'Q5VZ03')"
"('P13639', 'P08238')"
"('Q14019', 'P09917')"
"('P11586', 'P24941')"
"('Q9UK08', 'Q15759')"
"('Q92569', 'O15530')"
"('P35626', 'Q8NGR9')"
"('O14672', 'P05067')"
"('Q9UKG9', 'P07437')"
"('Q6P4R8', 'P25490')"
"('Q9H0E3', 'P01106')"
"('Q86WN2', 'P40238')"
"('P00734', 'P25116')"
"('P62834', 'P15056')"
"('P62913', 'P26373')"
"('P67870', 'O14757')"
"('O95484', 'P56880')"
"('P36578', 'Q13573')"
"('Q01844', 'Q9UEE9')"
"('Q9BQD3', 'Q14533')"
"('P26599', 'Q08170')"
"('O95400', 'O60508')"
"('Q9C005', 'Q9P0U4')"
"('P49407', 'P51684')"
"('P68036', 'Q13490')"
"('Q92843', 'Q13625')"
"('A4D0S4', 'P08648')"
"('P84022', 'P61962')"
"('O43929', 'Q9BXI2')"
"('Q8ND25', 'P62837')"
"('O75962', 'Q9Y5J5')"
"('Q05655', 'Q9H5V8')"
"('P02511', 'P02489')"
"('P63104', 'Q96PU5')"
"('P60709', 'Q92973')"
"('O14640', 'P32121')"
"('Q9BUV8', 'O15269')"
"('O43678', 'Q86Y39')"
"('Q99558', 'P62158')"
"('P18583', 'P61981')"
"('Q9BTC0', 'Q9UGN5')"
"('O60675', 'P53567')"
"('P35626', 'Q8NGY2')"
"('P05106', 'Q8N3E9')"
"('P04637', 'Q9BXR5')"
"('P50151', 'P40145')"
"('O75069', 'P22314')"
"('P62714', 'Q9UF02')"
"('P63092', 'P22234')"
"('Q07157', 'Q9BX67')"
"('O15055', 'O15534')"
"('Q15109', 'P04271')"
"('P02458', 'P06756')"
"('P0CG48', 'P67809')"
"('Q13547', 'P06899')"
"('O00257', 'P84022')"
"('Q9BRT8', 'P51571')"
"('Q15843', 'P35222')"
"('Q13185', 'P23497')"
"('P53420', 'Q05397')"
"('Q9UL18', 'P18124')"
"('O14744', 'Q86U06')"
"('Q13424', 'P07766')"
"('Q9UNX3', 'P46779')"
"('Q06413', 'Q01082')"
"('O60343', 'Q9NTZ6')"
"('Q5UIP0', 'Q16637')"
"('Q16637', 'Q96HA8')"
"('Q9Y4X3', 'P51677')"
"('407007', 'P04179')"
"('P51955', 'P62745')"
"('Q13554', 'Q13501')"
"('Q8IYT8', 'Q14181')"
"('P61224', 'P55196')"
"('O95257', 'Q504T8')"
"('Q86XI6', 'Q9NZT1')"
"('Q6IE81', 'P30519')"
"('O14788', 'Q86WB0')"
"('Q9NWF9', 'P08243')"
"('Q9P0L2', 'P63104')"
"('Q13315', 'O95707')"
"('P14770', 'O00459')"
"('P02792', 'P21246')"
"('O43924', 'P61586')"
"('O60762', 'Q15714')"
"('Q14677', 'Q9GZQ8')"
"('Q9Y265', 'Q9C086')"
"('P17676', 'P58166')"
"('Q9Y6M9', 'P03923')"
"('Q15075', 'P61106')"
"('Q9Y3C5', 'P08575')"
"('Q8IV61', 'P61224')"
"('P42858', 'P54257')"
"('P30153', 'Q16537')"
"('O60291', 'P51668')"
"('Q16665', 'O60675')"
"('Q66LE6', 'P54284')"
"('P17612', 'P61224')"
"('Q9BRA2', 'P01308')"
"('Q13555', 'Q13370')"
"('P24928', 'Q03468')"
"('P01241', 'P48357')"
"('P61956', 'Q96HD1')"
"('P46108', 'Q9UMN6')"
"('Q03405', 'P68104')"
"('P07355', 'Q9Y6R4')"
"('O43182', 'Q07890')"
"('Q9UJS0', 'Q9HCK5')"
"('P48426', 'P18146')"
"('Q13472', 'Q15554')"
"('P53779', 'Q01538')"
"('P22670', 'P08651')"
"('Q9NPC6', 'P35609')"
"('O00299', 'P11171')"
"('P17612', 'Q15746')"
"('P83369', 'P62308')"
"('Q16659', 'Q9UJ83')"
"('Q9NRR5', 'O00585')"
"('Q9NSA3', 'Q9H3G5')"
"('P50395', 'O15264')"
"('Q13114', 'P57078')"
"('O00458', 'P41235')"
"('Q13217', 'P58753')"
"('P07550', 'P13473')"
"('Q9UNX3', 'Q02543')"
"('P01570', 'P32927')"
"('Q13315', 'P17844')"
"('Q8IZL2', 'Q06330')"
"('Q96HA1', 'P36406')"
"('Q9UDV6', 'P25963')"
"('Q15428', 'Q9BXP5')"
"('P21359', 'O14807')"
"('Q13490', 'P55210')"
"('P00747', 'Q96RI0')"
"('O14933', 'Q8N5U6')"
"('P41743', 'P12931')"
"('Q15102', 'P68402')"
"('Q5SW24', 'Q05655')"
"('Q9BWF3', 'Q96DF8')"
"('P23297', 'Q00987')"
"('P06753', 'P51955')"
"('P62847', 'P46781')"
"('O14933', 'Q06587')"
"('P29992', 'Q01970')"
"('Q12769', 'Q9Y3B2')"
"('P20248', 'Q9NYG5')"
"('Q13158', 'O75618')"
"('Q96BY6', 'P15153')"
"('Q93062', 'Q9H0E2')"
"('O15047', 'Q6DRA6')"
"('O95777', 'Q9NZM3')"
"('A6NL08', 'P38405')"
"('Q9H1D9', 'Q92994')"
"('O43320', 'P16234')"
"('Q16589', 'P67775')"
"('Q13530', 'Q99623')"
"('P02808', 'Q8TAX7')"
"('O60934', 'P78527')"
"('Q8TEU8', 'P12644')"
"('Q96BY6', 'P52198')"
"('O60762', 'Q9Y5V3')"
"('Q16566', 'Q09472')"
"('O43390', 'Q86V81')"
"('O60262', 'P63092')"
"('Q9Y5N6', 'Q14566')"
"('Q9NR28', 'P53779')"
"('Q00987', 'O96017')"
"('O43347', 'Q8ND90')"
"('Q8N1F7', 'Q96EE3')"
"('P15514', 'P14780')"
"('Q96KK5', 'P58876')"
"('P49711', 'P13569')"
"('Q09472', 'Q8WUF5')"
"('Q8IY92', 'P78539')"
"('P52272', 'P35637')"
"('P40939', 'Q14164')"
"('Q8TF05', 'P16104')"
"('O75369', 'Q9HAU4')"
"('Q9NWZ3', 'O43318')"
"('P50150', 'Q92806')"
"('P23921', 'Q9UET6')"
"('O75381', 'P40855')"
"('Q6P1N0', 'O15530')"
"('P11940', 'Q96BK5')"
"('P51522', 'O15198')"
"('P17612', 'O15264')"
"('Q14344', 'Q86XP0')"
"('Q8IUX8', 'Q99962')"
"('Q15788', 'Q7Z494')"
"('Q9P0W0', 'P01589')"
"('Q13243', 'Q00839')"
"('Q14203', 'P62993')"
"('Q10586', 'O14981')"
"('P38646', 'P21796')"
"('Q12967', 'Q13393')"
"('Q9UBS8', 'Q9Y2X8')"
"('Q96ED9', 'Q8N5R6')"
"('Q12888', 'Q5UIP0')"
"('Q03135', 'Q06124')"
"('P05452', 'Q9Y2W1')"
"('Q96BV0', 'Q9NYL2')"
"('P52735', 'P29353')"
"('P25685', 'P34931')"
"('Q9H0J4', 'P52948')"
"('P19525', 'Q9H0D6')"
"('Q9UL45', 'Q9Y3C0')"
"('P35240', 'P13637')"
"('P03923', 'O14561')"
"('P15056', 'Q13177')"
"('P02778', 'P51677')"
"('Q9Y243', 'Q53GL0')"
"('Q9H2C0', 'P46821')"
"('O15360', 'O95433')"
"('Q15233', 'Q99459')"
"('O14908', 'Q9H9D4')"
"('Q04323', 'P11802')"
"('Q93063', 'O60925')"
"('Q99759', 'O15111')"
"('Q9Y383', 'Q6VMQ6')"
"('P04085', 'P29317')"
"('P98175', 'Q04741')"
"('Q9UM47', 'Q92585')"
"('Q13310', 'P62330')"
"('Q9UH03', 'P56537')"
"('P29350', 'P16871')"
"('P35225', 'P40238')"
"('P20138', 'Q02817')"
"('Q9P1U0', 'Q5VTD9')"
"('O43674', 'P03886')"
"('P35398', 'Q15788')"
"('Q96CG3', 'Q8TBB1')"
"('P43250', 'P25101')"
"('P46781', 'P39019')"
"('Q15428', 'P09012')"
"('Q9Y2T1', 'P25054')"
"('Q92731', 'P05412')"
"('Q13952', 'P35638')"
"('P60709', 'Q9NYJ8')"
"('Q9HCK4', 'O43295')"
"('Q9UI08', 'Q9UGI8')"
"('Q14774', 'Q8N806')"
"('Q8WZA2', 'Q9NRZ7')"
"('Q16891', 'Q9H8T0')"
"('Q9NS56', 'Q9Y4K3')"
"('Q86UA6', 'P63261')"
"('P62993', 'O60888')"
"('P16104', 'O60814')"
"('Q8N349', 'P38405')"
"('Q92530', 'P43364')"
"('P58012', 'P63279')"
"('O00221', 'P07437')"
"('Q9BYM8', 'P48200')"
"('Q9UHI6', 'Q16637')"
"('P42338', 'Q8TCU6')"
"('P30480', 'P61086')"
"('P18754', 'O75815')"
"('O60504', 'P02768')"
"('Q9NRR5', 'O14764')"
"('P78371', 'P67775')"
"('Q04206', 'P40763')"
"('P02768', 'Q7Z333')"
"('Q9Y5S9', 'P33993')"
"('P61077', 'O00506')"
"('O14678', 'P12956')"
"('Q08334', 'O60674')"
"('P02763', 'P05121')"
"('Q8IY31', 'Q9NYB9')"
"('P01106', 'P50570')"
"('O60684', 'P13716')"
"('P10644', 'Q05469')"
"('O14595', 'P10275')"
"('Q96KM6', 'O00571')"
"('O14686', 'Q15797')"
"('Q13424', 'Q01814')"
"('P31751', 'P22736')"
"('O00206', 'P43405')"
"('Q07954', 'Q9UP38')"
"('Q8WVM7', 'Q9UQE7')"
"('Q8WXK4', 'Q9UBF6')"
"('P29460', 'Q9UHF4')"
"('P16333', 'Q9P286')"
"('Q15654', 'Q96DG6')"
"('O75665', 'Q5JY77')"
"('Q13435', 'O00141')"
"('P01106', 'Q92731')"
"('Q16539', 'P15407')"
"('P30154', 'P19429')"
"('Q13111', 'P20671')"
"('Q9BZK7', 'Q16778')"
"('Q9UPT6', 'O14733')"
"('P07332', 'P20936')"
"('O15198', 'Q9NRL2')"
"('Q9Y5W5', 'O00744')"
"('P06213', 'O00459')"
"('O14508', 'O14543')"
"('Q96SB4', 'Q8NAV1')"
"('P28482', 'P35568')"
"('P54274', 'P00519')"
"('P11021', 'Q13131')"
"('Q9UM11', 'Q9UM13')"
"('Q9NV31', 'O60711')"
"('P04275', 'Q76LX8')"
"('Q8ND30', 'P31947')"
"('P25208', 'P08107')"
"('O75581', 'Q13467')"
"('P12931', 'P08253')"
"('P54259', 'O00308')"
"('P07333', 'P49716')"
"('Q12923', 'Q02556')"
"('Q9Y4K3', 'Q99836')"
"('Q16539', 'P99999')"
"('Q14192', 'P38398')"
"('Q9UKX5', 'Q07890')"
"('O95571', 'Q96ID5')"
"('Q9H9D4', 'Q86SE5')"
"('Q7L190', 'Q99961')"
"('P10301', 'P67775')"
"('Q9UGK8', 'Q96KP1')"
"('Q9BZ71', 'P55774')"
"('Q6UXN9', 'O15047')"
"('P49642', 'O60641')"
"('Q9C0C9', 'P51532')"
"('P51692', 'P43365')"
"('P07947', 'PI3KR1')"
"('Q96BR1', 'Q15118')"
"('P68032', 'P35221')"
"('P61247', 'Q15008')"
"('O95793', 'P62241')"
"('Q96B02', 'Q86Y13')"
"('P32121', 'Q9UGF5')"
"('Q07869', 'P19793')"
"('Q9HAW0', 'Q8TEX9')"
"('P48736', 'P29322')"
"('Q12996', 'O43809')"
"('Q9NRD5', 'P62993')"
"('P04150', 'Q00987')"
"('Q9NR31', 'O94979')"
"('O94761', 'Q06609')"
"('O14561', 'O15239')"
"('Q08211', 'Q9UBC1')"
"('P19838', 'Q9UKB1')"
"('O60674', 'P16333')"
"('P31689', 'Q9Y276')"
"('Q86SE5', 'Q15834')"
"('P29692', 'Q9Y572')"
"('P12757', 'Q9UJ78')"
"('P26641', 'P60953')"
"('P25054', 'Q96S59')"
"('Q01081', 'P67809')"
"('Q01955', 'P16070')"
"('Q14197', 'Q99623')"
"('P10275', 'P07451')"
"('Q8IYB3', 'Q86V81')"
"('P54725', 'O15265')"
"('Q99829', 'P60709')"
"('P16520', 'Q9NQ66')"
"('Q00987', 'Q8N488')"
"('P00519', 'P78527')"
"('P30154', 'Q96Q15')"
"('P21333', 'P06241')"
"('Q8N2Z9', 'Q9BTP7')"
"('Q9BRQ0', 'Q9UPT9')"
"('O15143', 'Q92747')"
"('Q86YT6', 'P61088')"
"('Q9Y5J5', 'O75964')"
"('O95299', 'O95169')"
"('P45985', 'Q15759')"
"('Q16570', 'P10145')"
"('Q2M3C7', 'Q8TBB1')"
"('Q7Z6G3', 'Q8IYF3')"
"('Q92620', 'P09651')"
"('P31946', 'Q9BRS2')"
"('Q14181', 'Q9Y6H6')"
"('P20290', 'P22466')"
"('P48643', 'Q16891')"
"('P62158', 'O00221')"
"('Q13268', 'P09651')"
"('Q02846', 'P06241')"
"('Q00005', 'P83731')"
"('P46781', 'Q9Y478')"
"('Q9NZJ0', 'Q16531')"
"('P63173', 'P05387')"
"('Q9Y478', 'Q9BUM1')"
"('Q92547', 'Q12888')"
"('Q13191', 'P29353')"
"('P07358', 'P07360')"
"('Q92796', 'P46937')"
"('P68036', 'P40337')"
"('A6BM72', 'P54259')"
"('Q9Y5J5', 'O43264')"
"('Q16659', 'Q96DB2')"
"('O00182', 'Q15758')"
"('P29401', 'P01241')"
"('P20963', 'O75015')"
"('Q9Y2G2', 'P57730')"
"('P84022', 'Q9UM63')"
"('P35658', 'P12270')"
"('Q5VTD9', 'Q86VX9')"
"('P29992', 'Q68DD2')"
"('Q9BTP7', 'O15360')"
"('Q9BW27', 'Q9NRG9')"
"('Q15796', 'O60313')"
"('Q8IY92', 'O14757')"
"('P07237', 'Q99689')"
"('Q9Y478', 'O15372')"
"('P60983', 'P12980')"
"('Q08945', 'Q9P0M6')"
"('P18846', 'Q8IXS2')"
"('P18074', 'P04637')"
"('Q9Y5L4', 'P30480')"
"('P41221', 'O75581')"
"('P17028', 'P04637')"
"('O00762', 'P51965')"
"('Q15181', 'O15264')"
"('P62826', 'P10275')"
"('P52798', 'P35968')"
"('Q07020', 'Q00653')"
"('Q13765', 'P61011')"
"('Q9H0H5', 'Q7L0Q8')"
"('P25963', 'P33992')"
"('P63261', 'Q9BUA6')"
"('P54253', 'Q8NBV4')"
"('P29460', 'P16471')"
"('P22607', 'Q01970')"
"('P07359', 'P62258')"
"('Q99700', 'Q8NHU6')"
"('Q13137', 'O95201')"
"('P63215', 'O60266')"
"('Q7Z4H7', 'Q9UGN5')"
"('P02768', 'Q12791')"
"('P26012', 'P49023')"
"('P68363', 'P12755')"
"('P49716', 'P49715')"
"('Q9H9A7', 'Q13472')"
"('P08754', 'O60266')"
"('Q9Y237', 'Q9H1I8')"
"('P17612', 'Q16720')"
"('Q06190', 'Q9Y243')"
"('Q8WUG5', 'P80188')"
"('P08700', 'Q14627')"
"('Q8IVH8', 'Q99962')"
"('P11234', 'Q96D71')"
"('Q9NQG7', 'Q92902')"
"('P16871', 'P07741')"
"('Q16254', 'P06400')"
"('Q13237', 'P62140')"
"('P26012', 'P60709')"
"('P16152', 'O60739')"
"('Q13501', 'Q16620')"
"('Q14164', 'P14314')"
"('P41159', 'P16871')"
"('P19438', 'Q13077')"
"('P22607', 'P01111')"
"('P18827', 'P21741')"
"('Q9NY65', 'Q96AH8')"
"('P51817', 'P19838')"
"('Q15628', 'Q9UHD2')"
"('P30480', 'O43242')"
"('P15813', 'P61769')"
"('Q7LBR1', 'P40818')"
"('P68104', 'Q9UIJ7')"
"('Q16637', 'Q96PV6')"
"('Q16534', 'P53567')"
"('Q13547', 'Q9UBB5')"
"('P63220', 'P62241')"
"('Q9UKV8', 'P60866')"
"('P04183', 'Q15784')"
"('Q15149', 'P52735')"
"('P61024', 'P24385')"
"('P49821', 'Q14197')"
"('P06241', 'P11137')"
"('Q99741', 'P0CG47')"
"('Q93079', 'P21675')"
"('P30939', 'Q9HAV0')"
"('P38398', 'P08047')"
"('Q14765', 'P40763')"
"('P21815', 'P26012')"
"('Q12983', 'O60238')"
"('Q9UBU8', 'P16104')"
"('P01106', 'Q9H8E8')"
"('P10082', 'P27487')"
"('A0AVK6', 'P20248')"
"('Q99741', 'P42771')"
