negatives
"('Q9NS87', 'P18146')"
"('P83731', 'P05386')"
"('O60244', 'Q86YW9')"
"('P20749', 'Q04206')"
"('P05231', 'P01023')"
"('Q9H4P4', 'Q5VVX9')"
"('Q13190', 'P54257')"
"('O75461', 'P30304')"
"('406947', 'Q13546')"
"('P01579', 'Q99665')"
"('Q13573', 'Q8NB90')"
"('O60674', 'Q5TA89')"
"('Q969T4', 'Q8N9I9')"
"('P63165', 'Q7Z7K6')"
"('O15031', 'O60925')"
"('Q92913', 'P21802')"
"('P00519', 'P04629')"
"('P83731', 'P42766')"
"('Q9HAV0', 'Q01970')"
"('P21246', 'P35226')"
"('P48634', 'P55345')"
"('P63104', 'P05787')"
"('P49815', 'P11142')"
"('P78347', 'O75365')"
"('Q07869', 'P05413')"
"('Q02156', 'P15056')"
"('P60709', 'Q04206')"
"('P30542', 'Q99832')"
"('P35626', 'Q8NH03')"
"('P28562', 'Q16539')"
"('Q92905', 'P38936')"
"('P00519', 'Q9UMN6')"
"('Q99933', 'P09619')"
"('Q9Y5T5', 'P0C0S5')"
"('Q13794', 'Q05516')"
"('P30291', 'Q58FF8')"
"('P13637', 'P32418')"
"('P09693', 'Q99759')"
"('P29074', 'P46100')"
"('Q92831', 'P46531')"
"('Q9NP95', 'P08138')"
"('P17676', 'P08243')"
"('O75164', 'P62805')"
"('P29374', 'O15379')"
"('Q8ND30', 'Q99816')"
"('P38936', 'Q00535')"
"('O60925', 'P62857')"
"('Q15714', 'Q99576')"
"('Q93009', 'P51784')"
"('Q9H469', 'P62877')"
"('P42338', 'Q06124')"
"('P55347', 'P22466')"
"('P47870', 'Q9NQX3')"
"('Q9BRK5', 'P02766')"
"('Q9Y572', 'Q9ULV4')"
"('P62993', 'Q12906')"
"('O15372', 'P41567')"
"('P06241', 'A7KAX9')"
"('Q9UDY2', 'P78369')"
"('Q07157', 'P56746')"
"('Q9NWB1', 'Q9Y3T9')"
"('Q13469', 'Q05215')"
"('Q13748', 'Q04864')"
"('Q7L5N1', 'Q09472')"
"('P62837', 'Q9UMX0')"
"('P19883', 'Q9H7E9')"
"('P22681', 'P42701')"
"('7012', 'Q9BUR4')"
"('P30154', 'Q14738')"
"('Q13315', 'P00519')"
"('P16520', 'P51828')"
"('P05129', 'P61981')"
"('Q5MNZ9', 'Q13835')"
"('O95967', 'Q9UHD9')"
"('Q6P1M3', 'Q12959')"
"('Q9BUJ2', 'Q9Y3C7')"
"('P35998', 'Q06323')"
"('Q15633', 'Q9UKV8')"
"('Q96RU7', 'Q9Y2X7')"
"('P34998', 'P84996')"
"('Q66LE6', 'P50991')"
"('Q8WXG9', 'O43306')"
"('Q92843', 'O43521')"
"('Q13573', 'Q96N46')"
"('P11171', 'Q9UI30')"
"('P22681', 'P62837')"
"('Q9Y572', 'Q14790')"
"('P31749', 'Q07352')"
"('Q9BYG5', 'Q9BYG4')"
"('P40337', 'Q9BRA2')"
"('Q92793', 'P33076')"
"('O15504', 'O14980')"
"('P22087', 'O14730')"
"('P55039', 'Q9H446')"
"('O60894', 'O95467')"
"('O43663', 'Q02224')"
"('P98177', 'O15294')"
"('Q9NR97', 'Q06187')"
"('P05161', 'O75369')"
"('P40429', 'P46777')"
"('Q9Y3P9', 'Q9NRI5')"
"('Q9HCU4', 'O95433')"
"('Q01130', 'Q9NRR5')"
"('Q01130', 'Q15366')"
"('Q7L7L0', 'Q9BY41')"
"('Q13315', 'P04792')"
"('Q7L2H7', 'P60709')"
"('Q8IV08', 'Q07817')"
"('Q13547', 'P10275')"
"('P05546', 'P02787')"
"('O95685', 'P62136')"
"('Q96RT7', 'Q9BQE3')"
"('Q05519', 'P07910')"
"('Q9Y4B5', 'Q00005')"
"('P30559', 'P63096')"
"('P01566', 'P31785')"
"('Q86YR5', 'Q15038')"
"('P36888', 'O14920')"
"('Q16777', 'P07288')"
"('P08238', 'P53041')"
"('O43237', 'P68366')"
"('Q05519', 'Q8IX12')"
"('P20292', 'P49715')"
"('P23508', 'P46926')"
"('O14746', 'P07900')"
"('P29590', 'P55854')"
"('Q93063', 'Q16637')"
"('Q96ST3', 'Q99459')"
"('P63096', 'Q9NPG2')"
"('P60709', 'Q16637')"
"('Q14164', 'P43686')"
"('P49207', 'Q02878')"
"('Q9NRF2', 'P62993')"
"('Q99731', 'O00590')"
"('Q13639', 'P63092')"
"('P41227', 'P51116')"
"('P63000', 'O00401')"
"('P20701', 'P05362')"
"('P23743', 'P12931')"
"('Q8IUM7', 'O00327')"
"('P84243', 'P62805')"
"('Q9NX70', 'Q93074')"
"('P35247', 'O60603')"
"('P13500', 'P51685')"
"('Q8WW01', 'P61968')"
"('Q12986', 'Q13243')"
"('P45983', 'P18847')"
"('Q05516', 'Q12933')"
"('Q96QV1', 'Q9UK22')"
"('Q9NZT1', 'Q96NX5')"
"('P51532', 'Q12824')"
"('O95832', 'P56880')"
"('O00237', 'Q96B02')"
"('Q99640', 'Q13526')"
"('Q13526', 'P14618')"
"('407021', 'Q9UBC3')"
"('Q96LJ7', 'O15162')"
"('P38936', 'P62328')"
"('P08575', 'Q86WV1')"
"('O75346', 'P15121')"
"('Q15831', 'Q9UGJ0')"
"('P48039', 'P50151')"
"('P23458', 'P42224')"
"('P63000', 'P14598')"
"('P13688', 'Q9H2X3')"
"('Q96CW1', 'Q59EK9')"
"('P32519', 'Q9H0E2')"
"('Q9BYG4', 'Q01970')"
"('P02768', 'Q01432')"
"('Q16659', 'O43837')"
"('O95400', 'P26368')"
"('P49792', 'Q9Y613')"
"('P56750', 'P57739')"
"('Q99616', 'P31942')"
"('Q14194', 'Q9Y333')"
"('P49790', 'P12270')"
"('Q9Y5E4', 'Q9Y6T7')"
"('Q9P2G9', 'Q9H6Y2')"
"('P84090', 'O43809')"
"('Q8NAV1', 'Q14181')"
"('P51965', 'P09466')"
"('P17612', 'Q16816')"
"('P17947', 'P08575')"
"('P41159', 'P40238')"
"('Q14974', '28938')"
"('P62993', 'P68366')"
"('P05109', 'Q9BQ83')"
"('Q14457', 'Q92574')"
"('Q9ULA0', 'Q9UJU6')"
"('O43318', 'Q15759')"
"('P30273', 'Q8WTT0')"
"('Q5JSL3', 'Q07889')"
"('Q13489', 'P15170')"
"('Q401N2', 'O00410')"
"('P62424', 'Q92901')"
"('Q9UGY1', 'O00422')"
"('Q01469', 'Q9H1Y0')"
"('Q9Y4K3', 'Q13490')"
"('Q15717', 'P10145')"
"('P51817', 'P51828')"
"('P16220', 'Q9H7Z6')"
"('P34820', 'P36894')"
"('P05141', 'P01889')"
"('P42766', 'Q9NX58')"
"('P62993', 'Q16643')"
"('Q9UBY5', 'Q9P2W3')"
"('P26045', 'P04626')"
"('P49959', 'P16104')"
"('P30466', 'Q8N109')"
"('Q9Y277', 'P49662')"
"('Q7Z434', 'Q13137')"
"('Q9H3S7', 'Q99816')"
"('Q6H3X3', 'O43908')"
"('Q9P2N6', 'P62979')"
"('P07900', 'Q9Y4K3')"
"('P01889', 'P43630')"
"('P61077', 'P46779')"
"('P17509', 'P19012')"
"('O14976', 'Q00535')"
"('P15309', 'P01871')"
"('O43707', 'P05556')"
"('Q9HCE9', 'O75208')"
"('Q9NX14', 'O15239')"
"('O95071', 'Q15796')"
"('Q5XUX0', 'Q13616')"
"('Q9UBF9', 'Q14315')"
"('Q8N3U4', 'Q8WVM7')"
"('Q53TQ3', 'O96019')"
"('P26367', 'O75030')"
"('Q8IZJ0', 'Q8N6P7')"
"('P62158', 'Q96PM5')"
"('Q5VVJ2', 'Q9BQA1')"
"('Q9NZC7', 'Q16630')"
"('Q14738', 'Q96Q15')"
"('Q15797', 'P15374')"
"('Q9UBI6', 'O96013')"
"('O95503', 'Q14781')"
"('P54253', 'Q92614')"
"('P20226', 'P17480')"
"('Q8TD07', 'P26718')"
"('Q86YV0', 'Q07889')"
"('P28221', 'O14775')"
"('P26196', 'Q9NRM2')"
"('P20827', 'P10721')"
"('Q96IP4', 'P57082')"
"('Q14185', 'P08134')"
"('Q13573', 'Q92888')"
"('O94972', 'Q01844')"
"('P38936', 'Q16254')"
"('Q6XZF7', 'Q9NQY0')"
"('P43686', 'Q9BRP4')"
"('Q2TAY7', 'Q9H0H5')"
"('Q8TDR0', 'Q13114')"
"('P29374', 'Q13547')"
"('Q14847', 'P25024')"
"('Q9NTJ5', 'O14579')"
"('O95166', 'Q9Y5U8')"
"('P14598', 'Q8IZP0')"
"('P62508', 'P11474')"
"('P01106', 'Q6STE5')"
"('P10415', 'Q07812')"
"('P16871', 'Q9UJU6')"
"('P42224', 'P46527')"
"('Q53G59', 'P46379')"
"('P56539', 'P16144')"
"('Q8WW43', 'Q92542')"
"('P63104', 'Q13191')"
"('P01889', 'O00193')"
"('Q04912', 'P62258')"
"('Q92844', 'Q13546')"
"('P25116', 'Q14344')"
"('P06454', 'Q15717')"
"('P08195', 'P17931')"
"('Q99496', 'Q14781')"
"('Q9BQG0', 'Q9UL18')"
"('Q9Y4R8', 'P78527')"
"('P36575', 'P49407')"
"('Q06323', 'P62191')"
"('P61254', 'Q9UNX3')"
"('Q96EY1', 'P19838')"
"('P48431', 'Q9H9S0')"
"('Q9H6Q3', 'P04626')"
"('Q9HAW0', 'Q9Y5M8')"
"('O60506', 'P01889')"
"('Q9Y261', 'P32243')"
"('P60709', 'Q99759')"
"('P62888', 'P32969')"
"('P09429', 'Q08117')"
"('Q15628', 'P60709')"
"('P45983', 'P29508')"
"('P02452', 'P31431')"
"('Q9Y4J8', 'P11532')"
"('Q99797', 'Q13418')"
"('Q9NYV9', 'A8MTJ3')"
"('Q99459', 'P46060')"
"('P62857', 'P62753')"
"('Q9H1Y0', 'Q4G148')"
"('Q6PI98', 'Q8NBZ0')"
"('P05455', 'P20718')"
"('Q29RF7', 'Q14683')"
"('Q08170', 'Q8NAV1')"
"('Q92796', 'P40925')"
"('O14920', 'P12931')"
"('Q15834', 'Q8NEF3')"
"('P08047', 'P28360')"
"('P48643', 'Q9UHD2')"
"('P32121', 'Q9GZK3')"
"('P23508', 'Q13439')"
"('P41235', 'P35575')"
"('Q9NY65', 'P04350')"
"('P37268', 'Q9Y230')"
"('Q10586', 'Q9Y265')"
"('P50991', 'Q99459')"
"('P08107', 'Q9HCK5')"
"('Q9UHF0', 'Q96AW1')"
"('Q8IZD9', 'Q9H2G2')"
"('P24071', 'P12314')"
"('P07996', 'P35555')"
"('Q9P0M6', 'Q92769')"
"('P52333', 'P23458')"
"('Q9Y572', 'P62258')"
"('Q96Q15', 'P63151')"
"('P42574', 'P25963')"
"('P22626', 'Q13151')"
"('P46782', 'P60866')"
"('P20333', 'P56945')"
"('Q13546', 'P07437')"
"('P68104', 'P78527')"
"('P19174', 'O75167')"
"('Q9H840', 'Q7L7X3')"
"('Q13127', 'Q8TAQ2')"
"('O43809', 'O43318')"
"('P35626', 'Q9Y5P1')"
"('P06732', 'P12277')"
"('P19174', 'P52333')"
"('P55081', 'Q2TAY7')"
"('Q9Y6K1', 'P49716')"
"('P29372', 'P25787')"
"('P35268', 'Q9UNZ2')"
"('P35626', 'Q6IEY1')"
"('P22087', 'Q13418')"
"('Q9UBU7', 'P33992')"
"('P13569', 'Q9Y6I7')"
"('P08631', 'Q05397')"
"('Q9UKV8', 'P51571')"
"('Q16602', 'O60894')"
"('Q5T2W1', 'P50542')"
"('Q9Y4A5', 'Q9Y605')"
"('P22681', 'Q13905')"
"('Q86TJ2', 'Q9HBM6')"
"('Q13683', 'O43707')"
"('Q99496', 'Q96LR5')"
"('O43541', 'Q13950')"
"('Q13435', 'P62310')"
"('P42285', 'Q92945')"
"('P35680', 'P20823')"
"('P84103', 'P52272')"
"('Q9BRX9', 'O60306')"
"('O15511', 'P63261')"
"('P04150', 'P01730')"
"('P40933', 'P14784')"
"('O15197', 'P00519')"
"('Q8N6Y0', 'Q96GM5')"
"('Q15024', 'Q9Y2L1')"
"('P35453', 'P12980')"
"('Q99836', 'Q01638')"
"('P23458', 'P35568')"
"('Q02447', 'Q92819')"
"('P32121', 'Q8NGF3')"
"('Q9Y266', 'O60739')"
"('P62993', 'Q13561')"
"('Q14161', 'Q13153')"
"('O15111', 'Q01201')"
"('Q14653', 'P14859')"
"('Q7L590', 'O00311')"
"('Q13233', 'P62701')"
"('P04150', 'P12235')"
"('P57737', 'P62877')"
"('Q15233', 'P23246')"
"('Q13177', 'P61224')"
"('Q00005', 'P33992')"
"('Q969P0', 'P18146')"
"('P07900', 'P06239')"
"('Q8IY92', 'P04183')"
"('Q13315', 'P11137')"
"('P53803', 'O15160')"
"('Q9HB21', 'O75970')"
"('P08754', 'P47712')"
"('P15056', 'P28482')"
"('Q13643', 'Q8TBB1')"
"('O95139', 'O43678')"
"('Q5T3J3', 'P42773')"
"('Q99558', 'P04350')"
"('P19174', 'Q05193')"
"('P12931', 'Q8IZL8')"
"('P62993', 'P61353')"
"('Q9BQY4', 'Q9Y2Y4')"
"('P07332', 'P40763')"
"('Q9Y2X0', 'O75448')"
"('Q9H8W4', 'Q9UKG1')"
"('Q15750', 'O43390')"
"('Q9UL42', 'Q96L34')"
"('Q96PY6', 'Q9UHY8')"
"('Q12789', 'P49674')"
"('P51003', 'Q9P2I0')"
"('P19387', 'O94762')"
"('Q32MK0', 'P60660')"
"('P38432', 'Q4J6C6')"
"('P12314', 'Q15759')"
"('Q9NRJ4', 'Q9H2G2')"
"('Q6P1L8', 'P40337')"
"('P04626', 'P62987')"
"('Q9P2E3', 'Q96KG7')"
"('O43143', 'Q15428')"
"('Q8NGL6', 'P38405')"
"('Q9NS73', 'O75528')"
"('P55081', 'Q70Z53')"
"('Q9HBI0', 'P18084')"
"('Q30154', 'P01903')"
"('Q92547', 'O75928')"
"('P05556', 'P12931')"
"('P16871', 'Q9UL46')"
"('P17676', 'P49715')"
"('P18859', 'P05496')"
"('Q71DI3', 'P45973')"
"('O95989', 'Q14802')"
"('P40429', 'P61313')"
"('Q16795', 'O75306')"
"('Q7Z3B4', 'Q9BVL2')"
"('Q15435', 'O14965')"
"('Q92624', 'Q9NZZ3')"
"('Q96T88', 'Q9Y6K1')"
"('P0CG48', 'Q92905')"
"('Q16520', 'P80217')"
"('P02511', 'Q9UKT5')"
"('Q68CR1', 'Q13509')"
"('P01562', 'P38398')"
"('Q13017', 'Q96L33')"
"('P00533', 'Q92529')"
"('Q13432', 'P63146')"
"('P01569', 'P15260')"
"('O75369', 'Q9UKX5')"
"('P62945', 'P62891')"
"('Q13573', 'Q15717')"
"('P40337', 'Q15185')"
"('Q96ED9', 'Q9H8T0')"
"('P42858', 'O94973')"
"('P14416', 'P59768')"
"('Q07157', 'P78369')"
"('Q02790', 'Q8IVV2')"
"('Q99873', 'P04637')"
"('Q13485', 'Q00341')"
"('O75970', 'Q9Y5I7')"
"('P26368', 'O43395')"
"('Q06587', 'P0C0S5')"
"('P19838', 'O14625')"
"('O96020', 'P11802')"
"('Q96GM5', 'Q01201')"
"('Q9NPJ6', 'Q93074')"
"('Q14160', 'O60346')"
"('O95400', 'P50053')"
"('P31483', 'P06576')"
"('P28749', 'Q9Y5X4')"
"('P35080', 'P42858')"
"('Q8IY92', 'Q96RP9')"
"('P30626', 'P49810')"
"('P40337', 'P30046')"
"('P26368', 'P26599')"
"('P01909', 'O43612')"
"('P20042', 'O15372')"
"('P55957', 'P42574')"
"('P27361', 'P50549')"
"('Q14974', 'O95149')"
"('P04049', 'P67870')"
"('Q16787', 'Q13683')"
"('Q9Y5L4', 'P01889')"
"('Q92620', 'Q92917')"
"('O00505', 'P26367')"
"('Q8NEW0', 'P25942')"
"('Q9BXL7', 'P0CG48')"
"('P10827', 'Q9Y6Q9')"
"('P62714', 'Q01668')"
"('Q9Y5L4', 'Q99873')"
"('O95400', 'Q15365')"
"('Q9UFF9', 'P62324')"
"('O95819', 'P63261')"
"('Q02447', 'Q06546')"
"('O00743', 'P36897')"
"('P25025', 'P08754')"
"('Q9H0Q3', 'Q5RL73')"
"('Q96AP0', 'P54274')"
"('P12004', 'P04075')"
"('P49715', 'P18848')"
"('Q9ULH0', 'P46108')"
"('Q6AZZ1', 'P10275')"
"('Q9BRX9', 'P62310')"
"('P53350', 'Q9BZB8')"
"('Q13952', 'O60902')"
"('P84022', 'Q9P2J3')"
"('Q02556', 'P31273')"
"('Q9Y5X1', 'P42768')"
"('Q9Y244', 'P49720')"
"('P59768', 'Q9HBW0')"
"('P62714', 'Q14164')"
"('406901', 'Q9UKV8')"
"('O43741', 'P16671')"
"('P00533', 'P13987')"
"('P62873', 'O60503')"
"('Q9UI09', 'P03905')"
"('Q9P2S5', 'O15212')"
"('P46459', 'O75899')"
"('Q92620', 'Q05519')"
"('P61978', 'Q9UKM9')"
"('P49841', 'P04198')"
"('P06493', 'Q9UKT4')"
"('P07910', 'Q9BXS5')"
"('P08637', 'Q8N6C8')"
"('P50552', 'P60709')"
"('O43684', 'Q13257')"
"('Q07817', 'P09467')"
"('Q9UNM6', 'P82279')"
"('Q8TEX9', 'P01106')"
"('Q05516', 'P36957')"
"('Q15697', 'P17028')"
"('Q9Y376', 'P40337')"
"('O43493', 'P09958')"
"('Q9NRR5', 'Q8WV48')"
"('O75716', 'P49247')"
"('Q13555', 'Q9Y698')"
"('P63279', 'Q9Y6K1')"
"('P35579', 'P62993')"
"('Q01844', 'Q99623')"
"('Q9NS56', 'P04637')"
"('Q562R1', 'P38432')"
"('P62333', 'O00232')"
"('O15357', 'P29353')"
"('P62249', 'P62753')"
"('P56880', 'O95484')"
"('P62854', 'P62993')"
"('P07996', 'P16144')"
"('Q8TEQ6', 'P57678')"
"('P18124', 'P42766')"
"('Q08211', 'Q16629')"
"('P09603', 'P35916')"
"('P51991', 'P38159')"
"('P43358', 'O75832')"
"('P12643', 'Q8TEU8')"
"('P62269', 'P62701')"
"('Q68CP9', 'Q13952')"
"('Q8TDN6', 'Q13573')"
"('Q8IZH2', 'Q9NRV9')"
"('Q9GZS3', 'Q92541')"
"('P06239', 'Q12933')"
"('Q5JRA6', 'Q15436')"
"('P00533', 'Q9Y6I3')"
"('P62891', 'P32969')"
"('P01861', 'P01834')"
"('P24071', 'O75015')"
"('Q7Z3Z4', 'Q9UPY3')"
"('Q9H8Y8', 'P61019')"
"('P49286', 'O14654')"
"('P14316', 'Q9NPI1')"
"('O00308', 'Q9H469')"
"('P01308', 'Q15418')"
"('Q13315', 'Q5VT52')"
"('P57739', 'Q9BQ66')"
"('P52735', 'P04626')"
"('Q04206', 'Q14790')"
"('Q14469', 'Q8N2Z9')"
"('O76080', 'Q9Y6K9')"
"('P25391', 'P13612')"
"('P30480', 'P41250')"
"('Q14164', 'P43487')"
"('Q9BQ83', 'P07992')"
"('P42167', 'P35222')"
"('Q9P2S5', 'Q15365')"
"('Q96GF1', 'Q13404')"
"('P30443', 'P43630')"
"('Q9BPY3', 'Q9P283')"
"('P01138', 'P08069')"
"('Q13952', 'P23511')"
"('Q9UQB8', 'Q12929')"
"('Q9UPT9', 'Q16514')"
"('P62993', 'Q09472')"
"('Q9Y450', 'Q99459')"
"('Q9P0V3', 'P63104')"
"('Q6FHJ7', 'Q9NPG1')"
"('Q9NSB8', 'Q14571')"
"('Q96I34', 'Q15654')"
"('P85298', 'Q9HBH0')"
"('O95990', 'Q13137')"
"('P04637', 'P62136')"
"('O15117', 'Q92608')"
"('Q8WTS6', 'Q12778')"
"('P49368', 'P67775')"
"('P60520', 'Q5TCY1')"
"('P08173', 'P62993')"
"('Q9H0E2', 'Q9NP58')"
"('P03923', 'O00483')"
"('Q13467', 'Q9ULW2')"
"('P63104', 'P29401')"
"('O15198', 'Q9NRL2')"
"('Q5VVX9', 'Q96AX9')"
"('P00519', 'P14317')"
"('P16581', 'Q05397')"
"('Q15393', 'Q9NZC7')"
"('P51817', 'Q8IWT1')"
"('Q04759', 'O43318')"
"('Q9BZZ5', 'Q9Y478')"
"('Q13164', 'Q01196')"
"('Q96DI7', 'Q9UHV9')"
"('O00151', 'P63272')"
"('Q8NEM7', 'Q16514')"
"('P29350', 'P40259')"
"('Q8WUM4', 'Q13573')"
"('P60953', 'O14613')"
"('Q9BYB0', 'O14490')"
"('O95433', 'Q9UBS5')"
"('P52597', 'Q9UKV8')"
"('O60573', 'O60516')"
"('Q9UHF1', 'Q9Y4K0')"
"('Q92561', 'Q9UNP9')"
"('P31949', 'P04271')"
"('Q99750', 'P17482')"
"('P53350', 'Q17RY0')"
"('Q14289', 'P15498')"
"('P23508', 'O75643')"
"('O95639', 'P62136')"
"('Q9NYG5', 'P14635')"
"('P32121', 'Q8NH83')"
"('P18621', 'P83881')"
"('P40763', 'Q9BYH8')"
"('Q16543', 'O75398')"
"('P08581', 'P22681')"
"('Q13873', 'Q15759')"
"('Q9NQH7', 'P20333')"
"('P02768', 'Q9UPY3')"
"('P63279', 'Q9HBD1')"
"('O75419', 'P49736')"
"('Q9NPC1', 'P50148')"
"('Q13535', 'P38646')"
"('P52564', 'Q9UL54')"
"('Q9H0E2', 'P19525')"
"('P49281', 'Q96PU5')"
"('P00441', 'Q13561')"
"('Q96CW1', 'P63010')"
"('P08123', 'P08514')"
"('P62847', 'P08865')"
"('O14490', 'P63167')"
"('P56856', 'O95471')"
"('P21359', 'O14807')"
"('Q9Y239', 'O43353')"
"('P16333', 'Q9UIF9')"
"('P63010', 'Q15811')"
"('Q9BYX7', 'P20333')"
"('Q15459', 'Q15637')"
"('P55157', '9757')"
"('O43795', 'Q9HAW0')"
"('Q8IY92', 'Q15517')"
"('Q14515', 'P12757')"
"('P22681', 'P15260')"
"('P46776', 'Q02878')"
"('P10721', 'P29353')"
"('P41743', 'P61224')"
"('Q9NX70', 'P24863')"
"('O00459', 'P35790')"
"('P83731', 'Q8IXH7')"
"('P01106', 'Q6P4A7')"
"('P52272', 'Q8TAP4')"
"('Q9Y5U2', 'Q15750')"
"('P08571', 'Q14344')"
"('Q16619', 'Q9HBE5')"
"('Q9NRV9', 'P43360')"
"('Q86UA6', 'Q03518')"
"('Q13794', 'Q14653')"
"('406907', 'P49715')"
"('Q8WXF1', 'Q15233')"
"('Q8TAQ2', 'Q13547')"
"('O95983', 'Q13573')"
"('Q7L5N1', 'Q16531')"
"('P62913', 'Q13867')"
"('O14544', 'Q13651')"
"('P05556', 'P08648')"
"('P43403', 'Q9UQC2')"
"('Q2M1K9', 'O95197')"
"('Q15797', 'Q9UPZ9')"
"('Q8IUQ4', 'Q14160')"
"('P53778', 'Q12778')"
"('O75940', 'Q9BQ39')"
"('Q96T60', 'Q5T9A4')"
"('P49720', 'Q14164')"
"('P00519', 'Q9H0X9')"
"('P54619', 'P16671')"
"('P48729', 'P61981')"
"('P60484', 'Q92569')"
"('P51531', 'Q8NFD5')"
"('Q00653', 'P63208')"
"('Q5FBB7', 'P35813')"
"('P28749', 'Q7L2E3')"
"('Q14558', 'Q9UKE5')"
"('Q13237', 'P23634')"
"('O75030', 'O14948')"
"('Q8WUM0', 'P49454')"
"('Q13242', 'P14866')"
"('Q13573', 'P68104')"
"('Q9UHD2', 'Q6DT37')"
"('Q9UBC1', 'P57678')"
"('Q8N684', 'O43809')"
"('P18621', 'P61254')"
"('P56975', 'P21675')"
"('O15318', 'Q9H1D9')"
"('Q5VTD9', 'Q76N89')"
"('O95819', 'Q9UNE7')"
"('P63104', 'Q14432')"
"('P16220', 'P43146')"
"('Q9NRZ9', 'P01106')"
"('O75448', 'P41235')"
"('Q5THR3', 'Q96ST3')"
"('Q8TEW8', 'P61981')"
"('O60331', 'O00401')"
"('P61981', 'P30305')"
"('P04899', 'Q92569')"
"('Q03135', 'P51813')"
"('P01106', 'Q9BXB5')"
"('Q9BZR9', 'O15524')"
"('Q9UHC3', 'Q9HD26')"
"('P0CG48', 'P06493')"
"('Q9Y4K3', 'P32927')"
"('Q09472', 'P38398')"
"('P09936', 'Q15843')"
"('Q04206', 'P41222')"
"('P83731', 'P62945')"
"('P78406', 'Q8NFH5')"
"('Q9NZ81', 'O43292')"
"('P57739', 'O75970')"
"('Q92569', 'P02675')"
"('P21796', 'P30405')"
"('Q9NQL2', 'Q8N122')"
"('Q04917', 'Q9UQC2')"
"('Q8NHZ8', 'Q9NZH5')"
"('P16473', 'P40763')"
"('Q9Y3A3', 'Q9NVK5')"
"('P62851', 'P39019')"
"('O00231', 'P35998')"
"('Q9H0H5', 'P68366')"
"('Q16663', 'P08246')"
"('P00403', 'P22681')"
"('P43686', 'Q14164')"
"('Q9GZM8', 'Q9C0I3')"
"('Q92993', 'P19404')"
"('Q12905', 'Q9Y230')"
"('P09919', 'Q99650')"
"('Q15714', 'Q9Y4W2')"
"('Q9NR33', 'P61964')"
"('P27797', 'P18146')"
"('Q16740', 'P01241')"
"('Q12884', 'P01282')"
"('Q9H9Y6', 'P62993')"
"('P22607', 'Q07889')"
"('Q14164', 'Q15836')"
"('P08123', 'P48382')"
"('Q8NG81', 'P38405')"
"('Q96AP0', 'Q9NUX5')"
"('P52272', 'O43660')"
"('Q03181', 'Q8WUI4')"
"('Q9Y3C7', 'O95257')"
"('Q9HBX9', 'P17612')"
"('Q8IUE0', 'P63104')"
"('P09471', 'P51828')"
"('Q05586', 'O95180')"
"('P98160', 'P21781')"
"('P29323', 'P52799')"
"('P14324', 'P10301')"
"('Q9P2G9', 'Q16539')"
"('Q9NRR5', 'Q5VSY0')"
"('Q96PU8', 'P14635')"
"('P84077', 'Q9ULH1')"
"('Q06413', 'P46531')"
"('O60814', 'Q9UKV0')"
"('P08138', 'P04629')"
"('Q9UJW3', 'P68431')"
"('P38398', 'Q16576')"
"('P34931', 'Q9UBR2')"
"('Q99836', 'Q04206')"
"('Q9H1Y0', 'P12268')"
"('P46821', 'Q9H492')"
"('Q8IVT5', 'P28482')"
"('Q03701', 'O75569')"
"('P05015', 'P23458')"
"('P26196', 'Q99459')"
"('Q01094', 'P55210')"
"('Q9UHD2', 'Q13568')"
"('P23297', 'P08133')"
"('P43246', 'O75365')"
"('Q9H1J7', 'O96014')"
"('P29590', 'P01100')"
"('O95721', 'Q9NZN3')"
"('406933', 'O60315')"
"('P25788', 'Q9NXG2')"
"('P12757', 'O76094')"
"('Q9NTK1', 'Q99417')"
"('O60551', 'P10415')"
"('Q13233', 'P20333')"
"('Q96C55', 'P16220')"
"('Q5VTR2', 'O00232')"
"('Q9UKT9', 'Q9H5V7')"
"('P42574', 'Q9BYP7')"
"('O14641', 'O60504')"
"('Q9BZD4', 'O14777')"
"('Q99759', 'Q13480')"
"('P62879', 'O00329')"
"('Q9Y5J5', 'P63167')"
"('Q7Z7J5', 'Q9H190')"
"('P18505', 'O95166')"
"('Q9HBI1', 'P49023')"
"('P07288', 'Q16695')"
"('Q86XR7', 'P51572')"
"('P20783', 'P23560')"
"('P24468', 'Q9H422')"
"('Q969H6', 'O95059')"
"('P50453', 'Q9UKR5')"
"('Q15532', 'P18146')"
"('Q9Y5N6', 'P49736')"
"('Q01081', 'P52272')"
"('O75400', 'O60610')"
"('Q9Y478', 'O00487')"
"('P27694', 'Q8WXE1')"
"('Q13424', 'P01135')"
"('Q8IZI9', 'Q14627')"
"('P14210', 'P06213')"
"('Q9GZM5', 'Q9H1C4')"
"('P01241', 'Q8N5K1')"
"('Q7L7L0', 'P58876')"
"('P17612', 'Q9NPA1')"
"('P11142', 'O95816')"
"('P42229', 'Q92793')"
"('Q9UIF9', 'P22087')"
"('Q8N715', 'Q13137')"
"('Q9UNY5', 'Q9NWS9')"
"('P20585', 'Q8IY92')"
"('O95433', 'Q96I15')"
"('P41235', 'P35222')"
"('P20941', 'P38405')"
"('P24390', 'P84077')"
"('Q15796', 'Q8TAI7')"
"('Q53QZ3', 'Q9H4E5')"
"('Q53HC5', 'Q9NRR5')"
"('P01106', 'Q99720')"
"('P14373', 'P43364')"
"('P31995', 'O75019')"
