negatives
"('O15169', 'P01106')"
"('Q9H9S0', 'P0CJ78')"
"('Q9NUP9', 'O14639')"
"('P05023', 'P20020')"
"('Q9NQC3', 'Q6PI78')"
"('P06400', 'Q9Y6K1')"
"('P61086', 'P57721')"
"('Q9UKW4', 'Q9Y4K3')"
"('Q15542', 'O75486')"
"('P26038', 'O14763')"
"('Q8NF64', 'Q9BSF0')"
"('P22459', 'Q99519')"
"('P52272', 'Q13045')"
"('O95714', 'Q86UP2')"
"('Q13907', 'Q8IWL3')"
"('Q9H2P0', 'P04629')"
"('P19320', 'Q7KZF4')"
"('Q6QNY1', 'Q8TDM0')"
"('P11021', 'P10809')"
"('Q9Y5S9', 'Q9NZI6')"
"('Q00535', 'Q9UNE7')"
"('Q96M91', 'Q8NHQ1')"
"('Q9Y2K6', 'O95292')"
"('O00303', 'Q14240')"
"('Q7Z417', 'P26371')"
"('P43629', 'P61769')"
"('Q8WV60', 'P13747')"
"('Q49AN0', 'Q6L8G8')"
"('Q9BUJ2', 'P52756')"
"('Q9H6Z9', 'Q9P266')"
"('Q9BSI4', 'P14618')"
"('O75935', 'Q5T3J3')"
"('Q9NPF4', 'P31689')"
"('Q8NF37', 'Q96CS3')"
"('Q96D03', 'Q8IUI8')"
"('Q53SF7', 'A0JNW5')"
"('P33991', 'Q9BWU0')"
"('Q9P0W0', 'Q01344')"
"('Q68CJ9', 'O14730')"
"('Q6ZYL4', 'P49590')"
"('Q9H3P7', 'Q8IZ73')"
"('Q08AF8', 'O75558')"
"('P10276', 'O14497')"
"('O43918', 'Q9UK99')"
"('Q9Y2Z0', 'Q96KV7')"
"('Q9UBE8', 'Q9UBT7')"
"('P23443', 'Q8TB45')"
"('Q00610', 'P21281')"
"('O75436', 'Q13596')"
"('Q53S58', 'Q9NQR4')"
"('Q5QGZ9', 'O43752')"
"('P25445', 'Q6P996')"
"('P61326', 'P23396')"
"('Q14683', 'Q14681')"
"('Q9UIG4', 'Q9UMX0')"
"('O95297', 'Q8NDF8')"
"('P51617', 'O94885')"
"('P62136', 'P67870')"
"('P31323', 'Q15154')"
"('Q7L5D6', 'P26641')"
"('P42336', 'P17480')"
"('Q9UKX3', 'P13535')"
"('Q15645', 'Q14847')"
"('P06748', 'Q9UHA3')"
"('Q9Y572', 'Q9ULV4')"
"('P49736', 'Q08188')"
"('Q14694', 'Q7Z2W7')"
"('P67775', 'P17252')"
"('P27105', 'O43819')"
"('O94953', 'Q14568')"
"('P00505', 'P29372')"
"('O43678', 'O14561')"
"('Q9Y577', 'Q96DX7')"
"('P62993', 'P12814')"
"('Q9NSU2', 'Q9NS71')"
"('O75553', 'P84101')"
"('Q8IYS1', 'P53370')"
"('P52907', 'Q9Y478')"
"('Q5VU43', 'O95257')"
"('P22695', 'Q7Z6Z7')"
"('P22736', 'Q14469')"
"('Q8N7C3', 'Q01850')"
"('Q96FV9', 'Q13838')"
"('P09543', 'O75381')"
"('Q9H792', 'O43639')"
"('O95402', 'O75586')"
"('Q9BSC4', 'Q9UKD2')"
"('Q16819', 'P14780')"
"('P11274', 'Q00610')"
"('P22087', 'O43189')"
"('Q9H0W5', 'P46777')"
"('O00571', 'Q14164')"
"('B7ZAP0', 'Q15027')"
"('A2RRH5', 'P34897')"
"('Q86SE9', 'P40227')"
"('Q96HC4', 'Q96ST3')"
"('O15287', 'P20618')"
"('Q9NRF2', 'O43559')"
"('Q92765', 'Q9NRX1')"
"('P40616', 'Q92805')"
"('P06702', 'P04271')"
"('Q96B26', 'Q9NU39')"
"('P59780', 'Q7Z6Z7')"
"('P08047', 'Q13363')"
"('Q07869', 'P07148')"
"('Q2TAY7', 'Q15029')"
"('Q92786', 'Q92858')"
"('P10275', 'P16220')"
"('P02751', 'Q9ULH0')"
"('Q8IYI6', 'Q15834')"
"('Q9NTJ3', 'P24941')"
"('P50225', 'P46937')"
"('P45983', 'P53539')"
"('Q9NPJ6', 'Q96LB3')"
"('Q8IYI6', 'Q9H9H4')"
"('P61247', 'O95819')"
"('Q969H0', 'P24864')"
"('Q5H9R7', 'Q9NWT6')"
"('Q96EB6', 'O43290')"
"('P06753', 'Q05209')"
"('P49427', 'Q03060')"
"('Q00535', 'P50406')"
"('O00303', 'Q5JSZ5')"
"('Q6EEV4', 'Q9BQ04')"
"('P60763', 'Q9UQB8')"
"('O15318', 'Q9BUI4')"
"('Q13490', 'P25963')"
"('O43933', 'Q14683')"
"('Q96PV7', 'O95751')"
"('P78318', 'Q96IC2')"
"('Q9Y6M9', 'Q92887')"
"('P11309', 'Q8WV16')"
"('P01889', 'Q9ULC4')"
"('P09912', 'Q92793')"
"('P42858', 'Q9ULU4')"
"('Q99871', 'Q15154')"
"('P55851', 'Q8TAX7')"
"('Q00839', 'Q99608')"
"('Q15796', 'O95405')"
"('Q9UFC0', 'Q6P1N0')"
"('P38919', 'O60306')"
"('Q04941', 'P32246')"
"('Q9BRT8', 'Q9H2R5')"
"('P22626', 'Q6MZP7')"
"('Q8WY91', 'P17707')"
"('Q969H0', 'Q8N752')"
"('O14974', 'P29144')"
"('Q8WZ74', 'Q9UGI0')"
"('O00213', 'P67809')"
"('O75489', 'P03905')"
"('Q8IWF2', 'P05783')"
"('P47756', 'Q5VZK9')"
"('Q96RU7', 'Q8NHY2')"
"('Q53GS7', 'Q9H0W5')"
"('Q8NGS9', 'Q9P2W3')"
"('Q96JH8', 'O75771')"
"('P49069', 'Q9Y4K3')"
"('Q9BWG6', 'Q8NHQ1')"
"('P60709', 'P49279')"
"('Q7Z569', 'P04049')"
"('Q9BUR4', 'Q9UHI6')"
"('O75157', 'Q9C093')"
"('Q9C0F1', 'O00213')"
"('P53701', 'Q8NDA8')"
"('Q9UGL9', 'Q9BYQ3')"
"('P45973', 'Q3KNS6')"
"('Q9Y3C0', 'Q8TDY2')"
"('Q13064', 'Q15819')"
"('Q9UL17', 'P51681')"
"('O15360', 'Q15788')"
"('Q93084', 'Q96FV3')"
"('O75381', 'Q9Y4F3')"
"('P51532', 'P04792')"
"('Q9HAP6', 'P48050')"
"('Q9UMR2', 'P29508')"
"('Q29RF7', 'O75365')"
"('P35398', 'P22392')"
"('O14757', 'O75151')"
"('P60022', 'P09237')"
"('O15305', 'Q9UI15')"
"('P52272', 'Q9UKM9')"
"('Q9H074', 'O95071')"
"('O00308', 'Q8N8A2')"
"('Q8IZP0', 'Q9Y605')"
"('Q92831', 'P10914')"
"('Q99728', 'P61964')"
"('Q5D862', 'P24941')"
"('O14757', 'Q6T4R5')"
"('O14949', 'P11177')"
"('Q9Y468', 'Q14566')"
"('P68400', 'P25205')"
"('Q9Y3M2', 'P11908')"
"('P38432', 'Q96CN9')"
"('O14967', 'Q8NBP7')"
"('Q969S8', 'O60814')"
"('P55042', 'P63104')"
"('O14757', 'Q9NUU7')"
"('P02751', 'O00339')"
"('P99999', 'P24941')"
"('P31947', 'Q9Y4L5')"
"('Q04864', 'P04053')"
"('P62314', 'Q96I15')"
"('Q92793', 'P26583')"
"('Q8IUH5', 'Q96FT7')"
"('P61981', 'Q9HC77')"
"('P33316', 'P78417')"
"('P43358', 'P43362')"
"('Q96CW5', 'P17844')"
"('P26038', 'P04792')"
"('Q12965', 'P15927')"
"('P34897', 'Q9NP66')"
"('P36873', 'Q8TD86')"
"('Q9Y297', 'Q12959')"
"('Q3KPI0', 'Q8TB96')"
"('Q969V3', 'P01375')"
"('O60930', 'Q9NQ29')"
"('Q9UBU8', 'O95292')"
"('Q6P1J9', 'Q13200')"
"('A8MQ03', 'Q5T749')"
"('Q8NFD5', 'Q92782')"
"('Q9Y3B8', 'P11021')"
"('P15923', 'Q7RTS3')"
"('P51114', 'Q92905')"
"('Q00839', 'P62841')"
"('P52435', 'Q96HA8')"
"('P60484', 'Q01094')"
"('P26641', 'O95257')"
"('Q9Y3F4', 'O60921')"
"('Q13619', 'Q9H967')"
"('P60709', 'P37058')"
"('P10321', 'Q9NRD1')"
"('Q9NXV6', 'Q8TAT5')"
"('O15371', 'P47813')"
"('P31483', 'P60520')"
"('Q8N448', 'Q8IUZ5')"
"('Q99996', 'Q9BSJ2')"
"('P34897', 'Q5R372')"
"('Q17RB8', 'Q9BQQ3')"
"('P23508', 'Q9HC36')"
"('Q13618', 'P42677')"
"('O60841', 'P05388')"
"('Q96HZ4', 'Q92793')"
"('P01730', 'P35232')"
"('Q07666', 'Q99961')"
"('Q9Y2K5', 'Q04864')"
"('Q92542', 'Q16795')"
"('Q92905', 'P62736')"
"('P30153', 'Q96M94')"
"('Q15554', 'Q14749')"
"('Q13595', 'Q9UBU9')"
"('Q86YD7', 'Q6P1L6')"
"('Q13573', 'P42166')"
"('Q15365', 'Q96AE4')"
"('Q14781', 'P19784')"
"('Q8TB72', 'Q6SPF0')"
"('Q13228', 'Q3ZAQ7')"
"('Q13765', 'Q96K17')"
"('P17036', 'Q9BUZ4')"
"('Q15398', 'Q5JR59')"
"('P62487', 'P15172')"
"('Q9Y394', 'P41161')"
"('Q9Y6D9', 'Q9H4L4')"
"('O15371', 'Q99684')"
"('P0DJD0', 'P61956')"
"('Q93034', 'Q13595')"
"('Q16666', 'Q14980')"
"('Q05655', 'Q15717')"
"('Q8N490', 'P48449')"
"('P10599', 'P01106')"
"('Q9BZS1', 'P39748')"
"('P01591', 'P19838')"
"('O95208', 'Q9NYZ3')"
"('Q9NS87', 'Q96AT1')"
"('O00629', 'P84243')"
"('Q9UID3', 'Q6P5Z2')"
"('Q9BY77', 'Q5S007')"
"('Q13156', 'P05067')"
"('P61586', 'P68402')"
"('P49366', 'Q14738')"
"('P68400', 'Q92841')"
"('Q6SZW1', 'Q99496')"
"('Q96I25', 'O75031')"
"('O14640', 'Q9HCE7')"
"('P07711', 'O15392')"
"('O00399', 'Q14203')"
"('P53609', 'P42226')"
"('P08571', 'Q9H6U6')"
"('P01614', 'P02787')"
"('P13498', 'Q93062')"
"('O15047', 'Q93079')"
"('Q04206', 'Q86T24')"
"('Q9Y2H9', 'Q9NXK8')"
"('P09693', 'P43405')"
"('Q9NYJ8', 'P31689')"
"('P56282', 'Q04724')"
"('P24941', 'P55786')"
"('Q99496', 'Q96MM3')"
"('Q9BWD1', 'Q16836')"
"('P68431', 'O43663')"
"('P62269', 'Q5T653')"
"('P62829', 'P05387')"
"('Q8IXI1', 'Q13243')"
"('P63010', 'Q01968')"
"('P08047', 'P06401')"
"('O43663', 'P62807')"
"('Q9P055', 'Q13200')"
"('P51168', 'Q96J02')"
"('Q99459', 'P05423')"
"('Q9NQ69', 'P50053')"
"('Q9BSU1', 'Q08188')"
"('P36941', 'O14920')"
"('Q92905', 'Q14204')"
"('Q9NR22', 'Q99873')"
"('Q9Y4C1', 'Q5VYK3')"
"('O15020', 'Q96H55')"
"('O00425', 'Q00987')"
"('P54727', 'Q05086')"
"('Q08426', 'Q9BYV2')"
"('P55795', 'Q9BRJ7')"
"('Q92993', 'Q6PJQ5')"
"('Q8NEC5', 'P01137')"
"('Q15691', 'Q9UBN7')"
"('O43638', 'P47985')"
"('P11586', 'Q9UQL6')"
"('Q15768', 'O43639')"
"('O60260', 'Q15084')"
"('Q9Y2T1', 'Q9BWG6')"
"('P23258', 'Q6P5Z2')"
"('P10828', 'P27986')"
"('P36543', 'Q92887')"
"('Q02218', 'Q92731')"
"('P47756', 'Q5S007')"
"('P06454', 'P37198')"
"('Q7Z5R6', 'P35080')"
"('Q01844', 'Q9Y4L1')"
"('P09544', 'O75581')"
"('Q9Y6W3', 'P40337')"
"('Q9H0H0', 'Q9NVH2')"
"('P63000', 'Q9NYB9')"
"('Q96BA8', 'Q9Y3E0')"
"('Q02543', 'P47914')"
"('P63279', 'Q16082')"
"('Q9BXP5', 'P06748')"
"('Q14197', 'P42126')"
"('Q9P2R6', 'Q92794')"
"('Q8WW24', 'Q9H5F2')"
"('P38398', 'Q06609')"
"('Q13190', 'Q4LEZ3')"
"('P0DP23', 'P14649')"
"('Q68CZ6', 'O60308')"
"('P08708', 'Q9UBS0')"
"('P31946', 'Q96GG9')"
"('P62269', 'P01375')"
"('Q96PV4', 'Q96BY2')"
"('Q9NZB2', 'P41218')"
"('Q4VCS5', 'Q13136')"
"('Q16769', 'Q13620')"
"('Q9UII6', 'Q96ED9')"
"('P32189', 'P02743')"
"('Q9UQP3', 'P31431')"
"('Q3YEC7', 'Q92538')"
"('P10721', 'Q7Z699')"
"('Q9Y6C2', 'Q53FD0')"
"('O43815', 'P04629')"
"('Q9HAY2', 'Q99750')"
"('P07332', 'Q5VU43')"
"('P25786', 'O00463')"
"('P25788', 'Q9ULZ1')"
"('P04234', 'P43403')"
"('O95990', 'Q8TCG1')"
"('Q96A09', 'Q9H0I2')"
"('Q9BYC9', 'Q9BYD2')"
"('Q8TAF3', 'P11274')"
"('P43487', 'Q6FI81')"
"('O14980', 'Q8TAP8')"
"('Q99590', 'P40763')"
"('Q9NNW7', 'Q6PJQ5')"
"('P03372', 'Q15233')"
"('P19174', 'P27482')"
"('Q14774', 'Q13137')"
"('Q9HC77', 'O00311')"
"('Q8N257', 'Q9P0M6')"
"('Q96JG6', 'Q5R372')"
"('Q03112', 'Q14683')"
"('P50281', 'Q9BV57')"
"('Q7Z3S9', 'O00519')"
"('P40933', 'P05067')"
"('Q16663', 'P46094')"
"('Q9BTX1', 'Q8IWL3')"
"('O43524', 'P35575')"
"('P82663', 'P62241')"
"('Q9HCE7', 'P08670')"
"('Q9Y3E0', 'P13073')"
"('Q9NYA1', 'Q96S38')"
"('P45974', 'P23381')"
"('Q6ZN57', 'Q9NYL2')"
"('P04150', 'P20962')"
"('P61313', 'P62910')"
"('Q09472', 'Q13133')"
"('Q13501', 'Q8N1W1')"
"('Q9Y6K1', 'P23610')"
"('Q9Y496', 'Q9HAU0')"
"('P07947', 'Q12933')"
"('Q9UBB5', 'Q9UGL1')"
"('Q6L8G8', 'Q92608')"
"('Q13950', 'Q13547')"
"('P0DMV8', 'Q6IQ23')"
"('P52888', 'P0DP24')"
"('Q9UQ80', 'Q8NI37')"
"('Q04206', 'Q9H0A8')"
"('P45983', 'P04049')"
"('P0CAP1', 'P63167')"
"('Q9Y4I1', 'Q9NQX4')"
"('Q9H210', 'O60262')"
"('Q8TCT9', 'P23634')"
"('Q14966', 'Q9NRC8')"
"('Q00005', 'Q9NY47')"
"('Q00796', 'P52209')"
"('Q7Z6Z7', 'P07339')"
"('Q53HL2', 'Q02224')"
"('P16220', 'Q969X5')"
"('Q9GZR7', 'Q9ULG1')"
"('Q99961', 'P20618')"
"('Q9Y3I1', 'Q14674')"
"('O94979', 'P21283')"
"('P84103', 'Q13620')"
"('P60520', 'Q8N8K9')"
"('Q9BSU3', 'Q9BXJ9')"
"('P07355', 'P16455')"
"('P32969', 'P56537')"
"('P13798', 'O95373')"
"('P60328', 'Q5TA82')"
"('P51991', 'O75530')"
"('Q86VP1', 'Q15560')"
"('P49407', 'Q8NH64')"
"('P48506', 'O00626')"
"('Q15714', 'O43541')"
"('P60410', 'Q15937')"
"('O00421', 'P01876')"
"('P30530', 'P0DMV8')"
"('Q53G59', 'Q9UL54')"
"('P0DMV8', 'P50502')"
"('P08631', 'Q9UHD2')"
"('Q53EU6', 'P20036')"
"('Q8NEY4', 'P43360')"
"('Q14203', 'Q9BXB1')"
"('Q9UJX4', 'Q9UJX2')"
"('Q9BY32', 'Q99497')"
"('P09417', 'P00441')"
"('Q14573', 'Q9NQW6')"
"('Q9Y3E0', 'Q9BWH2')"
"('Q15011', 'P49768')"
"('Q15828', 'Q06609')"
"('Q96EI5', 'P51784')"
"('Q13277', 'P62937')"
"('Q9UQL6', 'P43686')"
"('P62249', 'Q93034')"
"('Q9UJV3', 'Q04323')"
"('O43896', 'Q9UK80')"
"('Q9BQ95', 'Q96JB6')"
"('Q15910', 'Q13435')"
"('Q8WXG9', 'Q96L12')"
"('Q70EL2', 'P06493')"
"('O60763', 'Q13190')"
"('Q99627', 'P35638')"
"('P04626', 'P14923')"
"('Q3SY46', 'A8MQ03')"
"('Q96AH0', 'Q9C029')"
"('Q9H4B4', 'P08238')"
"('Q8IVD9', 'Q9H2M9')"
"('Q14061', 'P14174')"
"('O43795', 'P08047')"
"('P22061', 'A8MPS7')"
"('P52298', 'Q86VP6')"
"('Q8N163', 'P46776')"
"('Q15369', 'Q15843')"
"('P01106', 'Q9NR50')"
"('Q9BV38', 'P04183')"
"('Q92841', 'Q8IWL3')"
"('A0FGR9', 'A0FGR8')"
"('Q8IYR0', 'Q6P1W5')"
"('Q8TAQ2', 'P24928')"
"('O00487', 'P28066')"
"('P61019', 'Q96NL6')"
"('P02751', 'P01106')"
"('O75934', 'P35244')"
"('Q3SY00', 'O95751')"
"('Q9C035', 'Q9Y4E8')"
"('Q99836', 'Q92985')"
"('Q2NL82', 'P27635')"
"('O15265', 'Q86TJ2')"
"('P01857', 'Q96T68')"
"('Q96JG6', 'O00327')"
"('Q53R12', 'Q96KR6')"
"('Q7L591', 'O60496')"
"('Q9UNX3', 'P83881')"
"('O76061', 'P62805')"
"('Q96FW1', 'Q9H0A0')"
"('P50222', 'Q9Y3D7')"
"('Q9NWU2', 'Q96S59')"
"('Q01850', 'Q8TAB5')"
"('O43491', 'Q9H0W5')"
"('Q9C0B0', 'P42167')"
"('O14744', 'Q9BUZ4')"
"('P52209', 'P26583')"
"('Q96HA8', 'P50570')"
"('P01375', 'P61619')"
"('Q8N122', 'Q8TCU6')"
"('Q9NVR7', 'P30153')"
"('O95644', 'P17544')"
"('P25445', 'Q9NU22')"
"('Q14451', 'Q04724')"
"('Q9H204', 'Q15528')"
"('Q9NYJ8', 'P45983')"
"('Q8IU85', 'P30304')"
"('Q96AE4', 'Q9HAU4')"
"('Q9H2G2', 'Q92918')"
"('Q15717', 'Q9HD45')"
"('Q9NQU5', 'O60749')"
"('Q8WVK2', 'Q7L2J0')"
"('P12830', 'O00515')"
"('P51970', 'P17568')"
"('Q9NX70', 'O95831')"
"('Q2KHM9', 'Q969V6')"
"('Q9HC35', 'Q13885')"
"('Q9NYU2', 'Q8NFH8')"
"('Q9BZW7', 'Q8NAP3')"
"('P51636', 'P07900')"
"('P55072', 'Q10567')"
"('Q96I34', 'Q96GQ7')"
"('P45880', 'P56385')"
"('P08670', 'P48681')"
"('O00584', 'Q9NQR4')"
"('P03915', 'O95299')"
"('P43220', 'P62158')"
"('Q9Y3A5', 'O95182')"
"('P0CE72', 'O00560')"
"('Q7L0Q8', 'Q9Y5G9')"
"('O00221', 'P07900')"
"('P35226', 'O75152')"
"('P16104', 'P00533')"
"('Q2VPB7', 'Q8N5I3')"
"('Q5JST6', 'Q63ZY3')"
"('P62249', 'P24941')"
"('P18621', 'P63173')"
"('Q92569', 'O00329')"
"('Q9UK53', 'Q5PSV4')"
"('O14964', 'Q9NYB9')"
"('P06748', 'P35268')"
"('P60411', 'O60573')"
"('P41235', 'Q6Q788')"
"('P62699', 'Q5JST6')"
"('O00469', 'Q2MV58')"
"('Q8N1L9', 'P30508')"
"('Q9BTY2', 'O96014')"
"('P30050', 'P60903')"
"('P22735', 'P05187')"
"('P15884', 'Q7Z7H8')"
"('Q8WUM4', 'P54259')"
"('Q96GY3', 'P10244')"
"('Q9NYG5', 'Q9UJX2')"
"('O95757', 'Q9UBS0')"
"('Q96KQ7', 'Q9GZZ8')"
"('Q8IVT5', 'Q96CW1')"
"('Q9BPZ7', 'P56524')"
"('Q9UKG4', 'O00590')"
"('Q92993', 'Q14140')"
"('O14744', 'Q9Y6K1')"
"('Q9ULL5', 'P13489')"
"('Q96J02', 'P12004')"
"('Q12778', 'P10276')"
"('Q9BYD1', 'Q9Y2Q9')"
"('Q96F45', 'P04798')"
"('P32121', 'P62888')"
"('P18124', 'P62987')"
"('Q9Y6G9', 'Q13885')"
"('Q96HA8', 'Q9Y250')"
"('P10398', 'P62736')"
"('P05067', 'P41162')"
"('P48552', 'Q07869')"
"('O60244', 'P15976')"
"('Q00613', 'P17676')"
"('Q99575', 'Q6NW34')"
"('Q14457', 'Q16548')"
"('Q9UBU6', 'Q9NQ11')"
"('Q99829', 'Q9UPM6')"
"('P09012', 'O43865')"
"('P52292', 'P00966')"
"('Q02790', 'P05412')"
"('Q8IZU0', 'Q8IYX3')"
"('Q5RKV6', 'Q9NQT5')"
"('Q96P70', 'O15397')"
"('Q9Y4K3', 'Q9NR96')"
"('Q5JU00', 'Q9ULV3')"
"('Q8IUQ4', 'Q86YD7')"
"('Q9BTW9', 'P49321')"
"('P61923', 'O95817')"
"('P27694', 'P19784')"
"('P19784', 'P21980')"
"('Q15654', 'P10828')"
"('Q96KN1', 'P47813')"
"('Q8N4L4', 'P13727')"
"('Q8TBC3', 'P26045')"
"('Q8TEU8', 'P12645')"
"('Q12888', 'P63165')"
"('Q5TA82', 'Q9BQ66')"
"('P40763', 'P52294')"
"('P18615', 'P28070')"
"('Q16619', 'Q99650')"
"('P08908', 'Q99500')"
"('Q9BX84', 'P35580')"
"('P18146', 'Q00887')"
"('Q9HCE7', 'P23396')"
"('O00750', 'P31947')"
"('Q9Y2M5', 'Q9NWT6')"
"('Q8IX01', 'Q9Y5J6')"
"('P15884', 'Q9BZE9')"
"('Q9GZU2', 'P02768')"
"('P0DMV8', 'Q14324')"
"('P50990', 'Q13263')"
"('Q13200', 'Q14190')"
"('Q99624', 'P78537')"
"('P52948', 'Q9NRC8')"
"('P31943', 'Q00653')"
"('Q8N1B4', 'O15355')"
"('O15151', 'Q9UPT9')"
"('A6NK59', 'P62249')"
"('P40855', 'Q9NZV5')"
"('O15116', 'Q9Y333')"
"('O94905', 'P78371')"
"('O75529', 'P01106')"
"('Q9UKE5', 'P16152')"
"('Q96PE2', 'Q9BRX9')"
"('P53350', 'Q53FA7')"
"('Q9H6R0', 'P45984')"
"('Q8TAD4', 'P36543')"
"('O00443', 'P04626')"
"('Q96MA1', 'Q9BTL3')"
"('Q9Y2Z9', 'Q53S33')"
"('Q99460', 'P04629')"
"('O15084', 'O15371')"
"('P23634', 'O75110')"
"('O00155', 'Q58DX5')"
"('P02751', 'Q99714')"
"('P10809', 'O14965')"
"('Q14653', 'Q12778')"
"('Q9NQT4', 'O75475')"
"('Q9UEW8', 'Q9Y666')"
"('Q8NAV1', 'Q9NW82')"
"('P0DMV8', 'Q9UKS6')"
"('O60307', 'Q7Z401')"
"('Q9UIS9', 'Q13111')"
"('P07766', 'Q6PIZ9')"
"('Q99848', 'Q9UL40')"
"('Q8IVT5', 'Q13098')"
"('P12931', 'P16591')"
"('Q92608', 'P61586')"
"('Q99873', 'O75147')"
"('P04629', 'P78347')"
"('P04278', 'P02795')"
"('Q7L8C5', 'P58400')"
"('P0DPB3', 'P13521')"
"('O14818', 'P11171')"
"('Q05084', 'O00471')"
"('O43615', 'Q9Y6H1')"
"('Q8TBE7', 'Q13275')"
"('P05549', 'Q15717')"
"('P46940', 'Q02750')"
"('O75478', 'Q96FV9')"
"('P21709', 'P52803')"
"('P27361', 'Q9Y5K3')"
"('Q8IWZ6', 'Q6ZW61')"
"('P39687', 'Q99933')"
"('P30086', 'Q9H0W9')"
"('Q04917', 'Q13105')"
"('P49736', 'P03372')"
"('Q96CW1', 'Q96K62')"
"('O96009', 'Q8NBN7')"
"('P63208', 'P54274')"
"('P17252', 'Q01970')"
"('O95478', 'P46087')"
"('P04908', 'O15379')"
"('Q9NZT1', 'Q08828')"
"('O76064', 'Q9UL42')"
"('P40426', 'Q15041')"
"('Q9NXR8', 'Q13133')"
"('P12830', 'P40227')"
"('P05067', 'P62899')"
"('P62917', 'P62241')"
"('Q9NZ63', 'Q8N960')"
"('Q8TB24', 'P06241')"
"('Q9Y2X8', 'Q8TBB1')"
"('P43363', 'P43362')"
"('Q92567', 'Q96BN8')"
"('Q99750', 'Q9NQ87')"
"('P46108', 'P35237')"
"('P20248', 'P51114')"
"('P25101', 'P32121')"
"('P07602', 'O00161')"
"('O14641', 'Q66GS9')"
"('Q7Z5K2', 'Q29RF7')"
"('Q9UID3', 'P04629')"
"('Q92731', 'Q8IWJ2')"
"('O43929', 'Q9UBU7')"
"('Q13015', 'Q8WW22')"
"('P63218', 'P25116')"
"('Q9P0T4', 'O60341')"
"('Q13547', 'Q01094')"
"('Q8WZA2', 'Q92736')"
"('O95182', 'Q9Y320')"
"('P19320', 'Q6UY14')"
"('O60832', 'Q15025')"
"('Q13352', 'P10827')"
"('Q02224', 'Q15154')"
"('Q5TA76', 'Q9BYR5')"
"('Q9Y366', 'Q96K37')"
"('P82979', 'Q6P3W7')"
"('Q9BYR2', 'P32242')"
"('Q8WYA6', 'Q13123')"
"('Q00839', 'Q86VP6')"
"('Q9NS56', 'P62191')"
"('P36952', 'Q562F6')"
"('P62995', 'Q8WXA9')"
"('Q15735', 'P51116')"
"('P31152', 'P01100')"
"('P60370', 'P25490')"
"('P12074', 'O00746')"
"('P61812', 'Q03167')"
"('Q15596', 'P29590')"
"('P50402', 'P00533')"
"('Q9NVP1', 'O75147')"
"('P62241', 'P52756')"
"('P42696', 'P05067')"
"('Q04917', 'Q9Y2U5')"
"('P30049', 'Q9NZJ7')"
"('O60716', 'Q6IQ23')"
"('Q6P9B6', 'Q16666')"
"('P12110', 'Q05397')"
"('P30480', 'Q12931')"
"('Q9BPX1', 'P09234')"
"('P42677', 'P12757')"
"('P40337', 'Q99873')"
"('P60409', 'Q969Q0')"
"('O60739', 'P54577')"
"('P11142', 'Q29974')"
"('O15355', 'Q15418')"
"('P40429', 'P27694')"
"('O43638', 'Q9NSE4')"
"('O95678', 'O95447')"
"('Q53HC5', 'P0CG20')"
"('P26358', 'Q02447')"
"('Q9ULX9', 'Q6ICC9')"
"('P54253', 'Q9NX95')"
"('Q92731', 'Q15149')"
"('O15162', 'Q9NRQ2')"
"('Q8IWL3', 'Q8N442')"
"('Q15370', 'Q8IWE4')"
"('P10828', 'Q13554')"
"('P61221', 'Q9Y224')"
"('P23246', 'Q9H0L4')"
"('P12004', 'P09874')"
"('Q6ZW31', 'Q8WUY9')"
"('Q96QZ7', 'Q6PKG0')"
"('P32121', 'P06748')"
"('Q96B02', 'Q9Y675')"
"('A6NCE7', 'O60637')"
"('Q13976', 'P62140')"
"('P42785', 'P55795')"
"('O75146', 'P61088')"
"('Q8N3V7', 'O15020')"
"('P36575', 'O00203')"
"('Q9P2Z0', 'P63167')"
"('P48556', 'P49721')"
"('Q5W064', 'Q8NFW5')"
"('P06493', 'P49815')"
"('Q8TAF3', 'Q96J02')"
"('Q9Y6K9', 'P11021')"
"('Q52LG2', 'Q96A72')"
"('O95425', 'P47755')"
"('Q9H9S3', 'P13569')"
"('Q01581', 'Q9P267')"
"('P29401', 'P60174')"
"('Q8WXA8', 'Q8IWB1')"
"('O14490', 'Q15700')"
"('Q8IWT6', 'P32249')"
"('Q96MN9', 'Q9UFD9')"
"('O43293', 'Q5SW79')"
"('P14618', 'Q7Z6Z7')"
"('P05412', 'Q16548')"
"('P31947', 'Q13404')"
"('Q96PF1', 'P55040')"
"('Q99638', 'P26358')"
"('P67809', 'Q14694')"
"('Q96JQ0', 'P61956')"
"('O14686', 'Q9C005')"
"('Q96L21', 'P62979')"
"('Q9HAU4', 'Q9UBK9')"
"('Q9Y5Y5', 'P40855')"
"('O15519', 'O00303')"
"('Q07020', 'Q969P0')"
"('P01033', 'P61956')"
"('P18146', 'P27797')"
"('Q9NYL9', 'Q99759')"
"('P18754', 'Q16777')"
"('P48382', 'O43678')"
"('Q13509', 'P08238')"
"('Q15388', 'O60830')"
"('Q04206', 'Q92793')"
"('Q8NEY1', 'O95684')"
"('A6NC98', 'Q13526')"
"('Q96LJ7', 'P24941')"
"('P07900', 'P34932')"
"('Q9Y3D5', 'Q8NI37')"
"('O43172', 'P02751')"
"('P46781', 'Q6PKG0')"
"('Q6PCT2', 'Q14134')"
