negatives
"('P27701', 'Q9NYJ8')"
"('Q99956', 'P53779')"
"('Q7Z3S9', 'Q9GZV7')"
"('Q5T200', 'Q9Y4E8')"
"('Q9UNM6', 'Q9Y3C5')"
"('Q92930', 'P07437')"
"('Q16520', 'P17275')"
"('O14561', 'O95178')"
"('A8MQ03', 'O14817')"
"('Q6NUS6', 'Q9HBM0')"
"('Q8IY26', 'P21964')"
"('O14818', 'P09661')"
"('P60410', 'Q05952')"
"('P28799', 'Q9NUX5')"
"('Q08881', 'Q9HCE7')"
"('A8MVW5', 'Q9NPF0')"
"('P21333', 'P26583')"
"('Q8N4V1', 'Q9HA38')"
"('O60307', 'Q13009')"
"('P05067', 'Q15054')"
"('O96019', 'Q53TQ3')"
"('Q93034', 'P04083')"
"('Q99471', 'P21333')"
"('P82650', 'Q13595')"
"('O43405', 'P01848')"
"('Q01196', 'Q99717')"
"('O00750', 'P09619')"
"('P53365', 'Q86X19')"
"('Q96BM9', 'Q5T160')"
"('Q9H4H8', 'Q969H0')"
"('Q8WZ42', 'Q96EZ8')"
"('P09917', 'Q16873')"
"('O95644', 'P29965')"
"('P00338', 'P27694')"
"('Q13769', 'Q96QD9')"
"('O75970', 'P49716')"
"('P40692', 'Q13501')"
"('Q9NPJ6', 'P49448')"
"('Q96LZ3', 'O00429')"
"('O75044', 'O15075')"
"('P68400', 'Q15717')"
"('Q9NRD1', 'P14618')"
"('P27361', 'Q9UHF7')"
"('Q92620', 'O75937')"
"('P17040', 'Q9UL58')"
"('P09651', 'P55265')"
"('Q8N7R7', 'Q8NFB2')"
"('Q9Y2Z0', 'Q96IY1')"
"('P63261', 'Q9NPF5')"
"('O75791', 'Q13077')"
"('Q96I99', 'P13804')"
"('O75844', 'P52597')"
"('Q13064', 'O75800')"
"('P63261', 'Q05639')"
"('O14775', 'Q99677')"
"('Q9H8Y8', 'P09958')"
"('P62807', 'Q99543')"
"('Q9Y4C1', 'P22102')"
"('Q9UKL0', 'Q8TEW6')"
"('Q92574', 'O15169')"
"('P09936', 'P35222')"
"('P22694', 'P13861')"
"('Q86WT6', 'P08243')"
"('Q9NRG9', 'Q9BW27')"
"('P05129', 'O14807')"
"('Q6RFH8', 'P17661')"
"('Q15154', 'O75665')"
"('Q03468', 'Q9BT78')"
"('Q92754', 'Q8N114')"
"('O95433', 'P49327')"
"('Q9BXY8', 'Q16082')"
"('P10301', 'P42336')"
"('P28749', 'Q08379')"
"('Q13573', 'Q8IWX8')"
"('Q5JST6', 'Q9NWU2')"
"('P43356', 'Q7Z4N8')"
"('Q9H1E5', 'Q8TDX6')"
"('P62837', 'Q9NS56')"
"('P07686', 'O00410')"
"('P49368', 'Q9Y4R7')"
"('P68104', 'Q6IN84')"
"('P02751', 'Q9BWF3')"
"('P16333', 'P98082')"
"('Q06323', 'O43242')"
"('Q96EE4', 'P42858')"
"('Q9UL18', 'P49736')"
"('P35221', 'O95714')"
"('P13796', 'Q99700')"
"('Q04864', 'Q9Y2I8')"
"('Q9UIF9', 'Q96JQ0')"
"('P34947', 'P49411')"
"('Q14524', 'Q99873')"
"('O94913', 'P15927')"
"('Q8WUI4', 'Q9NRR6')"
"('Q13315', 'Q99759')"
"('Q2TAY7', 'P24386')"
"('Q06830', 'P35240')"
"('O14545', 'Q8IZT6')"
"('P54646', 'Q9BRK4')"
"('Q14807', 'P54253')"
"('P14866', 'Q5VWX1')"
"('P27635', 'Q02880')"
"('P35637', 'O95400')"
"('P62258', 'Q8WUI4')"
"('O76003', 'Q07666')"
"('Q13247', 'Q15428')"
"('P14854', 'P62487')"
"('P84077', 'P43351')"
"('Q9UJV3', 'Q5PSV4')"
"('P62753', 'P62266')"
"('Q9UKB1', 'Q8TAA9')"
"('Q02779', 'P46734')"
"('Q8NB16', 'Q9NZZ3')"
"('Q9UHD8', 'Q96I99')"
"('Q9Y5X1', 'Q01968')"
"('Q04727', 'Q13948')"
"('Q9H1I8', 'Q15650')"
"('O76081', 'P32242')"
"('O94832', 'Q6ZW49')"
"('O94888', 'Q13200')"
"('Q12906', 'Q13617')"
"('O43639', 'P53539')"
"('Q12933', 'Q8TES7')"
"('Q8TBB1', 'P49247')"
"('P36406', 'Q13671')"
"('Q9P2E3', 'Q9NV31')"
"('Q9H492', 'Q92609')"
"('Q9Y230', 'Q96EZ8')"
"('Q9NRD1', 'P05387')"
"('Q9P2K3', 'Q13547')"
"('Q8IYT4', 'Q8IW35')"
"('P06733', 'P07237')"
"('P68133', 'Q9UBU8')"
"('Q9NV70', 'Q96A65')"
"('P40227', 'Q13033')"
"('O75364', 'P10909')"
"('O00716', 'Q6P9B9')"
"('O00358', 'Q92826')"
"('O60216', 'P16402')"
"('Q9HAN9', 'P06748')"
"('P17480', 'Q01844')"
"('Q14160', 'Q9NYB5')"
"('P86478', 'P86481')"
"('O14976', 'P15735')"
"('O95231', 'Q8IUC2')"
"('P23771', 'Q9UL17')"
"('P05412', 'O14979')"
"('O75400', 'P42858')"
"('Q8N2W9', 'P42224')"
"('Q8NHU3', 'O95159')"
"('P42858', 'Q8IUQ4')"
"('P68400', 'P49427')"
"('A2RU14', 'P12004')"
"('Q9Y6R0', 'P46531')"
"('P36957', 'P34947')"
"('Q5EBL8', 'Q9HAU0')"
"('O14980', 'Q6UUV7')"
"('Q13123', 'Q8TAD8')"
"('P55083', 'O14965')"
"('Q8NDW4', 'P50222')"
"('Q99801', 'Q8IZ52')"
"('P49454', 'Q15714')"
"('Q6ZMK1', 'Q13287')"
"('P17676', 'Q02447')"
"('Q96QR8', 'P35226')"
"('O95166', 'P09211')"
"('Q9H3S7', 'Q9H553')"
"('Q99569', 'Q93009')"
"('Q9UMX0', 'P50553')"
"('Q92993', 'Q6NYC1')"
"('P09651', 'Q9GZQ8')"
"('P06396', 'Q16643')"
"('P06241', 'P54764')"
"('P36578', 'Q5TC82')"
"('P51608', 'P16220')"
"('P61978', 'P10275')"
"('O14910', 'P78352')"
"('Q15326', 'P84022')"
"('Q96CW5', 'Q9UBL6')"
"('Q6PI77', 'O95985')"
"('Q7Z7B0', 'P21333')"
"('Q8IWI9', 'Q15797')"
"('Q13823', 'Q9ULX3')"
"('Q9UJU6', 'O75521')"
"('P24928', 'Q9GZU7')"
"('O14625', 'P51679')"
"('Q9ULZ3', 'Q14457')"
"('Q14157', 'P46934')"
"('Q9UHG3', 'P49639')"
"('O75829', 'Q8NEU8')"
"('P47992', 'P25024')"
"('Q92922', 'O14920')"
"('Q9H2U1', 'P49773')"
"('Q15025', 'Q8TES7')"
"('O15120', 'Q9H221')"
"('P35754', 'O75900')"
"('Q6UXN9', 'P55072')"
"('Q9HD34', 'Q13011')"
"('Q92968', 'P40855')"
"('P54274', 'Q6GYQ0')"
"('O75582', 'Q9Y4C1')"
"('O14548', 'O43920')"
"('Q9Y2D5', 'Q15020')"
"('Q3B820', 'Q86VP1')"
"('P57740', 'Q9BVL2')"
"('Q8NGG2', 'P38405')"
"('P28066', 'P35228')"
"('Q08380', 'Q14697')"
"('Q9Y6Y8', 'P60981')"
"('Q05086', 'Q5VVQ6')"
"('P55774', 'P46092')"
"('Q8NEC7', 'P18075')"
"('Q96CS3', 'Q13404')"
"('Q9BSJ1', 'P43364')"
"('P15056', 'Q8IVT5')"
"('P22612', 'Q8NGK4')"
"('Q13501', 'Q9UMS6')"
"('Q9NVE4', 'Q9Y265')"
"('P33947', 'O15259')"
"('P14678', 'Q15428')"
"('P62701', 'P40429')"
"('O95758', 'P60953')"
"('Q5S007', 'P24941')"
"('Q12906', 'P46778')"
"('Q9NWS0', 'P24928')"
"('Q8N5M4', 'Q08379')"
"('Q9H2G4', 'Q2KHN1')"
"('Q9Y265', 'P0C0S5')"
"('O95166', 'Q8TD19')"
"('Q8IWI9', 'O75386')"
"('Q86X19', 'P52799')"
"('Q92993', 'P33240')"
"('Q92858', 'P78527')"
"('P48201', 'O95870')"
"('A8MQ03', 'Q9BYR5')"
"('Q5JST6', 'O60568')"
"('Q9BX66', 'P50570')"
"('P17612', 'P52565')"
"('P35908', 'Q01844')"
"('P68431', 'Q96AV8')"
"('O43829', 'Q15717')"
"('P01106', 'O75529')"
"('O43439', 'Q3V6T2')"
"('Q7L273', 'Q8N490')"
"('P50221', 'O15344')"
"('Q15365', 'Q01844')"
"('P35270', 'Q9Y5M8')"
"('Q6ZT12', 'P46379')"
"('Q9Y230', 'P56537')"
"('P30837', 'Q96CS3')"
"('Q03113', 'Q6P1J9')"
"('P62140', 'P09497')"
"('P04406', 'P38936')"
"('Q9UGL1', 'Q8NFD5')"
"('Q9Y297', 'Q9BZE1')"
"('P25098', 'P25963')"
"('P01871', 'Q92890')"
"('Q13838', 'P78406')"
"('P22460', 'Q6UX40')"
"('Q99853', 'P35244')"
"('Q8IU60', 'Q9UJ70')"
"('Q96JB2', 'P08729')"
"('Q9BVX2', 'Q96IV6')"
"('Q16643', 'Q4KMQ1')"
"('O00268', 'Q15542')"
"('Q96LT6', 'Q969V4')"
"('P09874', 'P60033')"
"('Q15797', 'O14686')"
"('Q93063', 'P15090')"
"('Q99459', 'P62899')"
"('P60328', 'Q5TA82')"
"('P62140', 'Q9UGI8')"
"('Q9NYK5', 'Q9NVS2')"
"('Q08AM6', 'Q9UF72')"
"('P04629', 'Q92845')"
"('P26639', 'Q13618')"
"('Q63HN8', 'P18031')"
"('Q9BWM7', 'O75503')"
"('P50750', 'P11362')"
"('Q9H814', 'Q7Z6Z7')"
"('P35226', 'P51784')"
"('P62995', 'P06702')"
"('Q9UN37', 'Q15382')"
"('Q13573', 'P35250')"
"('Q9Y3B3', 'O15455')"
"('P04004', 'Q5SSJ5')"
"('P11441', 'Q8TEQ6')"
"('Q8IWT3', 'P62253')"
"('Q9HC77', 'P0DP23')"
"('Q8WXD5', 'O14893')"
"('Q8NCQ5', 'P08183')"
"('P98175', 'Q96DN6')"
"('P38398', 'Q9NWF9')"
"('P08238', 'P62987')"
"('P11310', 'Q6NVY1')"
"('P12830', 'Q07157')"
"('Q93062', 'Q6ZVT0')"
"('Q9NXB0', 'P48643')"
"('P26368', 'P23246')"
"('O95257', 'P68104')"
"('O43482', 'Q6P1W5')"
"('O95198', 'Q14241')"
"('P57727', 'Q9Y3B3')"
"('P55769', 'O00231')"
"('P62993', 'P12235')"
"('Q06830', 'P0DP23')"
"('P35716', 'P84022')"
"('Q7Z7M0', 'O00555')"
"('Q9NUQ2', 'Q96BA8')"
"('O94864', 'Q16531')"
"('Q13573', 'Q9C0J8')"
"('Q96RG2', 'Q14966')"
"('Q9H6D8', 'P03915')"
"('P05556', 'P08514')"
"('P62979', 'Q14596')"
"('P50222', 'P43115')"
"('Q13585', 'Q7Z3I7')"
"('P04899', 'O43566')"
"('Q16204', 'Q9ULX9')"
"('Q00987', 'P61978')"
"('O60493', 'Q99728')"
"('P01213', 'Q709F0')"
"('Q9NVR5', 'Q96MX6')"
"('Q07021', 'Q9HAC7')"
"('P43657', 'Q96KP1')"
"('O95274', 'Q9Y277')"
"('Q9P209', 'O60343')"
"('P30084', 'Q9Y5K5')"
"('Q15370', 'Q96GG9')"
"('Q92598', 'Q9H3S7')"
"('O60343', 'Q96JM3')"
"('Q7Z7F7', 'Q9BYD2')"
"('Q9UBU9', 'P21675')"
"('Q92636', 'P19013')"
"('O14610', 'O00329')"
"('Q8TDS5', 'Q96K80')"
"('Q92598', 'Q9H492')"
"('Q15633', 'Q8WTT2')"
"('P62330', 'O14986')"
"('P62873', 'Q05397')"
"('Q99459', 'Q92878')"
"('Q8IWL3', 'Q9BT25')"
"('P36402', 'Q9Y265')"
"('P50402', 'Q53EL6')"
"('Q00839', 'Q8NE71')"
"('O14964', 'Q96B67')"
"('Q8WWY3', 'Q9BRK4')"
"('Q14103', 'P25398')"
"('Q9H0M0', 'P16234')"
"('O95429', 'P49736')"
"('Q16665', 'Q9UNS2')"
"('Q53ET0', 'P18848')"
"('Q9Y672', 'Q92633')"
"('Q04760', 'P31948')"
"('Q9Y4K3', 'Q13347')"
"('Q4G0M1', 'Q86YD3')"
"('P04629', 'P08133')"
"('P61964', 'Q96ES7')"
"('P35221', 'Q9NR45')"
"('P17535', 'O95644')"
"('P46934', 'P55036')"
"('Q9Y520', 'P04150')"
"('P05452', 'P49841')"
"('Q92764', 'P35908')"
"('Q15819', 'P61586')"
"('P28799', 'O14817')"
"('P11940', 'Q9UHC7')"
"('P22087', 'O75531')"
"('P63010', 'Q04695')"
"('P51784', 'P04637')"
"('P13798', 'P42224')"
