negatives
"frozenset({'Q86XR7', 'P50222', 'TGFbetaReceptor'})"
"frozenset({'Q02930', 'P17535', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P29474', 'Q13131'})"
"frozenset({'Q15648', 'Q9UGP5', 'TGFbetaReceptor'})"
"frozenset({'P13501', 'TGFbetaReceptor', 'Q01201'})"
"frozenset({'P27348', 'Q07812', 'TGFbetaReceptor'})"
"frozenset({'P0DP24', 'TGFbetaReceptor', 'P29692'})"
"frozenset({'P62195', 'P11137', 'TGFbetaReceptor'})"
"frozenset({'P30450', 'P30447', 'TGFbetaReceptor'})"
"frozenset({'P17707', 'P18075', 'TGFbetaReceptor'})"
"frozenset({'P07339', 'O75901', 'TGFbetaReceptor'})"
"frozenset({'Q6VAB6', 'P05109', 'TGFbetaReceptor'})"
"frozenset({'P09874', 'P78527', 'TGFbetaReceptor'})"
"frozenset({'Q8TF42', 'P60709', 'TGFbetaReceptor'})"
"frozenset({'Q8IUH3', 'P38159', 'TGFbetaReceptor'})"
"frozenset({'P18146', 'Q9H3E2', 'TGFbetaReceptor'})"
"frozenset({'O14639', 'Q5SVZ6', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O00186', 'P02751'})"
"frozenset({'P23527', 'O43918', 'TGFbetaReceptor'})"
"frozenset({'Q8N5M4', 'Q96K21', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9H492', 'P08708'})"
"frozenset({'P58107', 'Q9BX46', 'TGFbetaReceptor'})"
"frozenset({'O60264', 'P01106', 'TGFbetaReceptor'})"
"frozenset({'P09651', 'Q4G0J3', 'TGFbetaReceptor'})"
"frozenset({'O75964', 'O14828', 'TGFbetaReceptor'})"
"frozenset({'Q09472', 'TGFbetaReceptor', 'P27695'})"
"frozenset({'Q9BYR5', 'P25490', 'TGFbetaReceptor'})"
"frozenset({'Q01453', 'Q96BA8', 'TGFbetaReceptor'})"
"frozenset({'Q15554', 'O95757', 'TGFbetaReceptor'})"
"frozenset({'O43290', 'P63165', 'TGFbetaReceptor'})"
"frozenset({'P52597', 'TGFbetaReceptor', 'Q9Y6Y0'})"
"frozenset({'Q96LK0', 'TGFbetaReceptor', 'O14640'})"
"frozenset({'TGFbetaReceptor', 'Q96RF0', 'P62993'})"
"frozenset({'P12956', 'Q9NQB0', 'TGFbetaReceptor'})"
"frozenset({'Q12906', 'TGFbetaReceptor', 'P11498'})"
"frozenset({'P18509', 'P62699', 'TGFbetaReceptor'})"
"frozenset({'Q13838', 'Q06265', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P25788', 'Q13177'})"
"frozenset({'Q9BTE3', 'Q9UJA3', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9UPZ9', 'Q9UNA3'})"
"frozenset({'P35226', 'P23771', 'TGFbetaReceptor'})"
"frozenset({'P05013', 'P00533', 'TGFbetaReceptor'})"
"frozenset({'Q14CZ0', 'Q9C0B0', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9BSW7', 'Q12933'})"
"frozenset({'O14965', 'P19838', 'TGFbetaReceptor'})"
"frozenset({'Q13185', 'P05089', 'TGFbetaReceptor'})"
"frozenset({'Q8N3V7', 'Q86SQ0', 'TGFbetaReceptor'})"
"frozenset({'Q08945', 'Q92541', 'TGFbetaReceptor'})"
"frozenset({'O60281', 'P07237', 'TGFbetaReceptor'})"
"frozenset({'Q9HCN3', 'P60409', 'TGFbetaReceptor'})"
"frozenset({'P11310', 'TGFbetaReceptor', 'O75110'})"
"frozenset({'TGFbetaReceptor', 'O75531', 'Q01831'})"
"frozenset({'P61978', 'TGFbetaReceptor', 'Q9NYB0'})"
"frozenset({'P06493', 'Q9Y6I3', 'TGFbetaReceptor'})"
"frozenset({'P51164', 'O95273', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9NYF3', 'Q9UHB6'})"
"frozenset({'Q13268', 'Q9Y570', 'TGFbetaReceptor'})"
"frozenset({'P04844', 'P55072', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O60437', 'Q14289'})"
"frozenset({'Q96NX5', 'Q99941', 'TGFbetaReceptor'})"
"frozenset({'P23634', 'TGFbetaReceptor', 'Q13237'})"
"frozenset({'P23258', 'Q7KZ85', 'TGFbetaReceptor'})"
"frozenset({'Q4V328', 'TGFbetaReceptor', 'Q14241'})"
"frozenset({'P04150', 'P04141', 'TGFbetaReceptor'})"
"frozenset({'O15144', 'P01889', 'TGFbetaReceptor'})"
"frozenset({'Q8N3Y1', 'O75147', 'TGFbetaReceptor'})"
"frozenset({'Q13042', 'Q13573', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P21802', 'O95750'})"
"frozenset({'Q6PI77', 'Q17RB8', 'TGFbetaReceptor'})"
"frozenset({'Q9Y4K3', 'Q16543', 'TGFbetaReceptor'})"
"frozenset({'Q5TC82', 'P62318', 'TGFbetaReceptor'})"
"frozenset({'O75400', 'Q6P2Q9', 'TGFbetaReceptor'})"
"frozenset({'Q6IQ23', 'Q69YU3', 'TGFbetaReceptor'})"
"frozenset({'Q16665', 'TGFbetaReceptor', 'Q92769'})"
"frozenset({'TGFbetaReceptor', 'Q92618', 'O60341'})"
"frozenset({'P10721', 'O00329', 'TGFbetaReceptor'})"
"frozenset({'Q9NRC8', 'Q01130', 'TGFbetaReceptor'})"
"frozenset({'P25786', 'Q96CW5', 'TGFbetaReceptor'})"
"frozenset({'Q8IWX8', 'O00159', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q96JS3', 'Q12933'})"
"frozenset({'P45983', 'P54652', 'TGFbetaReceptor'})"
"frozenset({'Q9BUV0', 'Q8NAF0', 'TGFbetaReceptor'})"
"frozenset({'O95400', 'Q5S007', 'TGFbetaReceptor'})"
"frozenset({'Q9NP95', 'P35916', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P04626', 'Q9NZJ7'})"
"frozenset({'Q9Y2V7', 'P00533', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9UF02', 'P22694'})"
"frozenset({'TGFbetaReceptor', 'Q96JB2', 'Q96MW5'})"
"frozenset({'O43463', 'O75182', 'TGFbetaReceptor'})"
"frozenset({'O14558', 'Q5JXC2', 'TGFbetaReceptor'})"
"frozenset({'Q15797', 'P28482', 'TGFbetaReceptor'})"
"frozenset({'O00329', 'P63215', 'TGFbetaReceptor'})"
"frozenset({'Q96QV6', 'TGFbetaReceptor', 'O60814'})"
"frozenset({'TGFbetaReceptor', 'P30443', 'Q99706'})"
"frozenset({'Q15021', 'TGFbetaReceptor', 'Q8N960'})"
"frozenset({'Q96N46', 'Q96DF8', 'TGFbetaReceptor'})"
"frozenset({'P61158', 'P31146', 'TGFbetaReceptor'})"
"frozenset({'O95718', 'Q8WUY1', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q8N2M8', 'P54253'})"
"frozenset({'P13569', 'P63151', 'TGFbetaReceptor'})"
"frozenset({'Q9H0K1', 'Q9BV73', 'TGFbetaReceptor'})"
"frozenset({'Q9NRD1', 'O00268', 'TGFbetaReceptor'})"
"frozenset({'P42768', 'TGFbetaReceptor', 'O15144'})"
"frozenset({'Q9HCK4', 'Q9UD71', 'TGFbetaReceptor'})"
"frozenset({'Q9P0W0', 'P40189', 'TGFbetaReceptor'})"
"frozenset({'O76093', 'P22607', 'TGFbetaReceptor'})"
"frozenset({'P41236', 'Q96SB3', 'TGFbetaReceptor'})"
"frozenset({'Q13740', 'P09382', 'TGFbetaReceptor'})"
"frozenset({'Q15436', 'Q9Y3Z3', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P62263', 'O43181'})"
"frozenset({'Q13309', 'Q15843', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q8N5M1', 'Q9NZD8'})"
"frozenset({'Q13620', 'Q9Y224', 'TGFbetaReceptor'})"
"frozenset({'Q9H773', 'P46926', 'TGFbetaReceptor'})"
"frozenset({'P06748', 'Q8NDF8', 'TGFbetaReceptor'})"
"frozenset({'Q15696', 'TGFbetaReceptor', 'Q92997'})"
"frozenset({'Q8N1F8', 'P50222', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q03112', 'Q09028'})"
"frozenset({'Q7KZF4', 'Q9UMX5', 'TGFbetaReceptor'})"
"frozenset({'P31025', 'Q13043', 'TGFbetaReceptor'})"
"frozenset({'Q9BW66', 'P50222', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9UI14', 'P08670'})"
"frozenset({'P05141', 'TGFbetaReceptor', 'P45880'})"
"frozenset({'Q96D21', 'TGFbetaReceptor', 'O75197'})"
"frozenset({'P21333', 'P84996', 'TGFbetaReceptor'})"
"frozenset({'P19320', 'Q9H444', 'TGFbetaReceptor'})"
"frozenset({'Q14324', 'P13535', 'TGFbetaReceptor'})"
"frozenset({'Q08722', 'P07996', 'TGFbetaReceptor'})"
"frozenset({'P84996', 'Q00987', 'TGFbetaReceptor'})"
"frozenset({'O14950', 'Q9H334', 'TGFbetaReceptor'})"
"frozenset({'Q8IWI9', 'Q6ICG8', 'TGFbetaReceptor'})"
"frozenset({'P62753', 'TGFbetaReceptor', 'Q9NRX1'})"
"frozenset({'Q8IWU4', 'Q9BXK5', 'TGFbetaReceptor'})"
"frozenset({'Q9UHF4', 'TGFbetaReceptor', 'P01568'})"
"frozenset({'O60671', 'Q99638', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9Y219', 'P46531'})"
"frozenset({'O00483', 'P48047', 'TGFbetaReceptor'})"
"frozenset({'P29372', 'P14174', 'TGFbetaReceptor'})"
"frozenset({'O15287', 'TGFbetaReceptor', 'Q8IYA8'})"
"frozenset({'Q04206', 'P01563', 'TGFbetaReceptor'})"
"frozenset({'Q969H0', 'Q12874', 'TGFbetaReceptor'})"
"frozenset({'O95996', 'O14641', 'TGFbetaReceptor'})"
"frozenset({'O00255', 'Q9UMN6', 'TGFbetaReceptor'})"
"frozenset({'Q9UQM7', 'TGFbetaReceptor', 'P08670'})"
"frozenset({'TGFbetaReceptor', 'P38159', 'Q13573'})"
"frozenset({'P61158', 'Q9NQX4', 'TGFbetaReceptor'})"
"frozenset({'Q9BRR9', 'P61587', 'TGFbetaReceptor'})"
"frozenset({'P35548', 'TGFbetaReceptor', 'Q9Y450'})"
"frozenset({'P04629', 'Q96AE4', 'TGFbetaReceptor'})"
"frozenset({'Q9Y5T5', 'Q16777', 'TGFbetaReceptor'})"
"frozenset({'Q5VTR2', 'Q92905', 'TGFbetaReceptor'})"
"frozenset({'Q04206', 'O75132', 'TGFbetaReceptor'})"
"frozenset({'P09067', 'Q9NWQ8', 'TGFbetaReceptor'})"
"frozenset({'P04114', 'Q8N6T3', 'TGFbetaReceptor'})"
"frozenset({'Q99661', 'Q9NXF1', 'TGFbetaReceptor'})"
"frozenset({'Q14934', 'Q02078', 'TGFbetaReceptor'})"
"frozenset({'P62079', 'P52569', 'TGFbetaReceptor'})"
"frozenset({'Q9C0F1', 'TGFbetaReceptor', 'Q8IZH2'})"
"frozenset({'Q16594', 'TGFbetaReceptor', 'P51531'})"
"frozenset({'Q9NS87', 'P18146', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O00459', 'P01116'})"
"frozenset({'TGFbetaReceptor', 'Q15723', 'P63172'})"
"frozenset({'Q9ULV3', 'Q92838', 'TGFbetaReceptor'})"
"frozenset({'Q15019', 'Q6P2Q9', 'TGFbetaReceptor'})"
"frozenset({'P41091', 'TGFbetaReceptor', 'O00178'})"
"frozenset({'Q99962', 'Q9H3S7', 'TGFbetaReceptor'})"
"frozenset({'Q12929', 'TGFbetaReceptor', 'P63000'})"
"frozenset({'P30050', 'P62847', 'TGFbetaReceptor'})"
"frozenset({'P38159', 'Q96PU8', 'TGFbetaReceptor'})"
"frozenset({'Q06830', 'Q92905', 'TGFbetaReceptor'})"
"frozenset({'O43808', 'Q9BYC5', 'TGFbetaReceptor'})"
"frozenset({'Q9Y6B2', 'Q15466', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9UPX8', 'P62993'})"
"frozenset({'TGFbetaReceptor', 'O14964', 'P63027'})"
"frozenset({'Q9H0R8', 'TGFbetaReceptor', 'Q86V81'})"
"frozenset({'P33981', 'Q96MT8', 'TGFbetaReceptor'})"
"frozenset({'Q9UKY7', 'TGFbetaReceptor', 'O75128'})"
"frozenset({'P04350', 'Q9NY65', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q8WWC4', 'Q9NQH7'})"
"frozenset({'Q92731', 'P49756', 'TGFbetaReceptor'})"
"frozenset({'P32121', 'TGFbetaReceptor', 'Q8NH69'})"
"frozenset({'P23193', 'P35269', 'TGFbetaReceptor'})"
"frozenset({'Q9C0B0', 'P63104', 'TGFbetaReceptor'})"
"frozenset({'P11474', 'Q92831', 'TGFbetaReceptor'})"
"frozenset({'P30307', 'Q9Y3M2', 'TGFbetaReceptor'})"
"frozenset({'O14744', 'TGFbetaReceptor', 'Q96E35'})"
"frozenset({'Q93015', 'P05067', 'TGFbetaReceptor'})"
"frozenset({'P28702', 'Q8NI22', 'TGFbetaReceptor'})"
"frozenset({'Q9Y570', 'TGFbetaReceptor', 'P52594'})"
"frozenset({'Q13191', 'P61088', 'TGFbetaReceptor'})"
"frozenset({'P53350', 'Q9Y6A4', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q96RD3', 'P22694'})"
"frozenset({'TGFbetaReceptor', 'P06239', 'Q12933'})"
"frozenset({'Q9BPU9', 'Q9UKL0', 'TGFbetaReceptor'})"
"frozenset({'Q14839', 'Q9H2S9', 'TGFbetaReceptor'})"
"frozenset({'A6NKD9', 'Q9HC77', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q15735', 'Q9BYV2'})"
"frozenset({'Q13371', 'O60506', 'TGFbetaReceptor'})"
"frozenset({'P05141', 'P62750', 'TGFbetaReceptor'})"
"frozenset({'Q9UHV7', 'O75448', 'TGFbetaReceptor'})"
"frozenset({'Q9NWT6', 'Q9Y4G6', 'TGFbetaReceptor'})"
"frozenset({'Q96RN5', 'Q9P086', 'TGFbetaReceptor'})"
"frozenset({'O75618', 'P14635', 'TGFbetaReceptor'})"
"frozenset({'P21810', 'P05067', 'TGFbetaReceptor'})"
"frozenset({'Q9H211', 'TGFbetaReceptor', 'Q92466'})"
"frozenset({'TGFbetaReceptor', 'P61964', 'P18077'})"
"frozenset({'Q9H4G1', 'P60369', 'TGFbetaReceptor'})"
"frozenset({'P27482', 'Q08828', 'TGFbetaReceptor'})"
"frozenset({'Q93097', 'P16220', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9P2P5', 'Q9Y2X0'})"
"frozenset({'Q9UN30', 'Q8NDX5', 'TGFbetaReceptor'})"
"frozenset({'Q92918', 'P63208', 'TGFbetaReceptor'})"
"frozenset({'Q9BRT9', 'P22234', 'TGFbetaReceptor'})"
"frozenset({'P61960', 'O15145', 'TGFbetaReceptor'})"
"frozenset({'Q6PI77', 'Q00013', 'TGFbetaReceptor'})"
"frozenset({'Q9NZT1', 'O95685', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P05067', 'P42765'})"
"frozenset({'TGFbetaReceptor', 'O75935', 'Q13227'})"
"frozenset({'O75420', 'Q9BQ89', 'TGFbetaReceptor'})"
"frozenset({'P27694', 'TGFbetaReceptor', 'O75582'})"
"frozenset({'P16144', 'P07996', 'TGFbetaReceptor'})"
"frozenset({'Q13418', 'P30443', 'TGFbetaReceptor'})"
"frozenset({'Q7Z6L1', 'Q8WVT3', 'TGFbetaReceptor'})"
"frozenset({'O60271', 'Q06945', 'TGFbetaReceptor'})"
"frozenset({'Q9GZK4', 'P35626', 'TGFbetaReceptor'})"
"frozenset({'Q8NBJ9', 'Q6P5W5', 'TGFbetaReceptor'})"
"frozenset({'P45983', 'P63096', 'TGFbetaReceptor'})"
"frozenset({'Q9BYJ9', 'Q9UKV8', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9NY12', 'Q14694'})"
"frozenset({'TGFbetaReceptor', 'Q3LI66', 'Q7Z429'})"
"frozenset({'P61978', 'TGFbetaReceptor', 'Q07955'})"
"frozenset({'O14965', 'Q8TEP8', 'TGFbetaReceptor'})"
"frozenset({'Q8N2C7', 'O95166', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9BVJ6', 'P45880'})"
"frozenset({'O14965', 'P05549', 'TGFbetaReceptor'})"
"frozenset({'O00214', 'Q99728', 'TGFbetaReceptor'})"
"frozenset({'P04899', 'P29474', 'TGFbetaReceptor'})"
"frozenset({'O15379', 'Q96JN0', 'TGFbetaReceptor'})"
"frozenset({'Q5QNW6', 'Q7L7L0', 'TGFbetaReceptor'})"
"frozenset({'Q9GZN1', 'P62807', 'TGFbetaReceptor'})"
"frozenset({'P01023', 'Q6ZW49', 'TGFbetaReceptor'})"
"frozenset({'O75175', 'Q14011', 'TGFbetaReceptor'})"
"frozenset({'Q5VZK9', 'P47756', 'TGFbetaReceptor'})"
"frozenset({'Q03135', 'P51617', 'TGFbetaReceptor'})"
"frozenset({'Q9UHY8', 'Q8IUH5', 'TGFbetaReceptor'})"
"frozenset({'Q9BRJ2', 'Q14197', 'TGFbetaReceptor'})"
"frozenset({'O95644', 'Q8TEM1', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P68400', 'O95863'})"
"frozenset({'Q8NAV1', 'O75530', 'TGFbetaReceptor'})"
"frozenset({'Q9NY93', 'TGFbetaReceptor', 'P05412'})"
"frozenset({'Q12906', 'Q9NP81', 'TGFbetaReceptor'})"
"frozenset({'Q06124', 'P42702', 'TGFbetaReceptor'})"
"frozenset({'Q9BZL6', 'TGFbetaReceptor', 'Q8TEY5'})"
"frozenset({'Q6UWZ7', 'P34932', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O75031', 'Q3SX64'})"
"frozenset({'O43680', 'P51693', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q8IYT4', 'P07437'})"
"frozenset({'P02766', 'Q9HB58', 'TGFbetaReceptor'})"
"frozenset({'P05549', 'Q9Y6Q5', 'TGFbetaReceptor'})"
"frozenset({'O43395', 'Q15019', 'TGFbetaReceptor'})"
"frozenset({'P04629', 'TGFbetaReceptor', 'P30041'})"
"frozenset({'Q9H0W5', 'Q13242', 'TGFbetaReceptor'})"
"frozenset({'Q96JK9', 'Q06330', 'TGFbetaReceptor'})"
"frozenset({'P22061', 'TGFbetaReceptor', 'Q13618'})"
"frozenset({'TGFbetaReceptor', 'Q9NQ66', 'Q9H2C0'})"
"frozenset({'Q9Y297', 'P19438', 'TGFbetaReceptor'})"
"frozenset({'P62280', 'P62913', 'TGFbetaReceptor'})"
"frozenset({'Q16777', 'P16104', 'TGFbetaReceptor'})"
"frozenset({'Q9BXA7', 'TGFbetaReceptor', 'Q9NQX3'})"
"frozenset({'O75400', 'P50552', 'TGFbetaReceptor'})"
"frozenset({'P09237', 'TGFbetaReceptor', 'P14780'})"
"frozenset({'O75530', 'P04264', 'TGFbetaReceptor'})"
"frozenset({'Q16620', 'Q9NP95', 'TGFbetaReceptor'})"
"frozenset({'P61026', 'P27694', 'TGFbetaReceptor'})"
"frozenset({'P63279', 'P62917', 'TGFbetaReceptor'})"
"frozenset({'P10809', 'P04062', 'TGFbetaReceptor'})"
"frozenset({'Q9Y2X9', 'Q05516', 'TGFbetaReceptor'})"
"frozenset({'P68363', 'Q96J94', 'TGFbetaReceptor'})"
"frozenset({'O43678', 'Q9Y6C9', 'TGFbetaReceptor'})"
"frozenset({'P60520', 'Q96SI9', 'TGFbetaReceptor'})"
"frozenset({'Q9BRX9', 'P41182', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P60896', 'Q9NRR5'})"
"frozenset({'P19387', 'P12931', 'TGFbetaReceptor'})"
"frozenset({'O15455', 'P00533', 'TGFbetaReceptor'})"
"frozenset({'P23458', 'Q13651', 'TGFbetaReceptor'})"
"frozenset({'P12931', 'Q15027', 'TGFbetaReceptor'})"
"frozenset({'P42858', 'O00141', 'TGFbetaReceptor'})"
"frozenset({'P06241', 'Q9NZV5', 'TGFbetaReceptor'})"
"frozenset({'Q9BT25', 'Q6VN20', 'TGFbetaReceptor'})"
"frozenset({'Q01081', 'TGFbetaReceptor', 'Q16181'})"
"frozenset({'Q03431', 'P63092', 'TGFbetaReceptor'})"
"frozenset({'Q9Y4K3', 'Q4G148', 'TGFbetaReceptor'})"
"frozenset({'O43617', 'Q8IUR0', 'TGFbetaReceptor'})"
"frozenset({'O95644', 'P17535', 'TGFbetaReceptor'})"
"frozenset({'P07307', 'Q13438', 'TGFbetaReceptor'})"
"frozenset({'Q9NPF5', 'P60709', 'TGFbetaReceptor'})"
"frozenset({'Q86YW9', 'O43504', 'TGFbetaReceptor'})"
"frozenset({'Q15742', 'P26196', 'TGFbetaReceptor'})"
"frozenset({'O14561', 'Q9P0J0', 'TGFbetaReceptor'})"
"frozenset({'Q9BVT8', 'Q8TDX6', 'TGFbetaReceptor'})"
"frozenset({'O43255', 'Q8IUQ4', 'TGFbetaReceptor'})"
"frozenset({'Q15560', 'Q8ND90', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P35348', 'P13497'})"
"frozenset({'P16671', 'P06241', 'TGFbetaReceptor'})"
"frozenset({'Q9NR12', 'O43795', 'TGFbetaReceptor'})"
"frozenset({'P28482', 'P61221', 'TGFbetaReceptor'})"
"frozenset({'Q9NYK5', 'Q15233', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P67809', 'Q13094'})"
"frozenset({'P13667', 'Q9NRC8', 'TGFbetaReceptor'})"
"frozenset({'Q8TEY7', 'Q13325', 'TGFbetaReceptor'})"
"frozenset({'P13688', 'Q8TDQ0', 'TGFbetaReceptor'})"
"frozenset({'O75674', 'Q69YN2', 'TGFbetaReceptor'})"
"frozenset({'O43791', 'P35226', 'TGFbetaReceptor'})"
"frozenset({'Q15047', 'TGFbetaReceptor', 'P08238'})"
"frozenset({'Q16539', 'Q15046', 'TGFbetaReceptor'})"
"frozenset({'O76021', 'Q01860', 'TGFbetaReceptor'})"
"frozenset({'Q13586', 'O75396', 'TGFbetaReceptor'})"
"frozenset({'A4D1U4', 'Q9Y6X0', 'TGFbetaReceptor'})"
"frozenset({'Q8WZ42', 'Q01844', 'TGFbetaReceptor'})"
"frozenset({'Q7L775', 'Q8NEU8', 'TGFbetaReceptor'})"
"frozenset({'P59990', 'Q3LI66', 'TGFbetaReceptor'})"
"frozenset({'P51116', 'O43513', 'TGFbetaReceptor'})"
"frozenset({'Q9Y2G2', 'Q9HCK8', 'TGFbetaReceptor'})"
"frozenset({'Q13439', 'Q9UKE5', 'TGFbetaReceptor'})"
"frozenset({'O43639', 'TGFbetaReceptor', 'Q13177'})"
"frozenset({'P63027', 'TGFbetaReceptor', 'O60645'})"
"frozenset({'TGFbetaReceptor', 'Q9UBC9', 'Q9UQ88'})"
"frozenset({'Q9NQ84', 'Q9NRM2', 'TGFbetaReceptor'})"
"frozenset({'P78362', 'P49760', 'TGFbetaReceptor'})"
"frozenset({'Q5T3J3', 'P62807', 'TGFbetaReceptor'})"
"frozenset({'Q9UHV7', 'Q6P2Q9', 'TGFbetaReceptor'})"
"frozenset({'P12830', 'TGFbetaReceptor', 'Q96MW1'})"
"frozenset({'Q99832', 'Q9HBY8', 'TGFbetaReceptor'})"
"frozenset({'P62820', 'P62834', 'TGFbetaReceptor'})"
"frozenset({'P23458', 'P51692', 'TGFbetaReceptor'})"
"frozenset({'Q15796', 'Q96T23', 'TGFbetaReceptor'})"
"frozenset({'P11142', 'P13473', 'TGFbetaReceptor'})"
"frozenset({'P05412', 'TGFbetaReceptor', 'Q92665'})"
"frozenset({'Q13573', 'P28749', 'TGFbetaReceptor'})"
"frozenset({'O14920', 'Q15628', 'TGFbetaReceptor'})"
"frozenset({'O43567', 'O60637', 'TGFbetaReceptor'})"
"frozenset({'Q07021', 'P22695', 'TGFbetaReceptor'})"
"frozenset({'O75581', 'P36955', 'TGFbetaReceptor'})"
"frozenset({'Q96LA8', 'Q9UKB3', 'TGFbetaReceptor'})"
"frozenset({'Q13469', 'Q05215', 'TGFbetaReceptor'})"
"frozenset({'O14511', 'P00533', 'TGFbetaReceptor'})"
"frozenset({'O95983', 'TGFbetaReceptor', 'Q9P2Y4'})"
"frozenset({'Q9BW83', 'TGFbetaReceptor', 'Q9HC07'})"
"frozenset({'Q9NYY3', 'P06748', 'TGFbetaReceptor'})"
"frozenset({'P09651', 'Q9H492', 'TGFbetaReceptor'})"
"frozenset({'O75947', 'Q9H845', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O15169', 'Q99750'})"
"frozenset({'Q9Y297', 'TGFbetaReceptor', 'Q8NET4'})"
"frozenset({'P09681', 'P48546', 'TGFbetaReceptor'})"
"frozenset({'Q9UBU9', 'Q12805', 'TGFbetaReceptor'})"
"frozenset({'Q7Z3Y8', 'O15482', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q6XD76', 'P05412'})"
"frozenset({'Q00610', 'Q8TEH3', 'TGFbetaReceptor'})"
"frozenset({'P51532', 'P42229', 'TGFbetaReceptor'})"
"frozenset({'P21266', 'Q9H1Y0', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9H6D7', 'Q96MT8'})"
"frozenset({'TGFbetaReceptor', 'Q8N0X7', 'Q6GQQ9'})"
"frozenset({'O43264', 'Q8N2W9', 'TGFbetaReceptor'})"
"frozenset({'P10586', 'TGFbetaReceptor', 'Q13136'})"
"frozenset({'Q9BV68', 'TGFbetaReceptor', 'Q01813'})"
"frozenset({'Q9UBI6', 'P30411', 'TGFbetaReceptor'})"
"frozenset({'Q8IWL3', 'Q9Y2H6', 'TGFbetaReceptor'})"
"frozenset({'O00423', 'TGFbetaReceptor', 'Q13509'})"
"frozenset({'P50225', 'Q70CQ2', 'TGFbetaReceptor'})"
"frozenset({'P35236', 'O15264', 'TGFbetaReceptor'})"
"frozenset({'P01137', 'P02458', 'TGFbetaReceptor'})"
"frozenset({'P28907', 'P10914', 'TGFbetaReceptor'})"
"frozenset({'Q00839', 'TGFbetaReceptor', 'Q9NXV6'})"
"frozenset({'Q9UMD9', 'Q9P202', 'TGFbetaReceptor'})"
"frozenset({'P09496', 'TGFbetaReceptor', 'Q9UHB6'})"
"frozenset({'P23511', 'TGFbetaReceptor', 'O75832'})"
"frozenset({'TGFbetaReceptor', 'O75147', 'Q16629'})"
"frozenset({'Q99567', 'Q9NRG9', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9NS64', 'P11802'})"
"frozenset({'P62266', 'TGFbetaReceptor', 'P61313'})"
"frozenset({'O15379', 'P23769', 'TGFbetaReceptor'})"
"frozenset({'P54289', 'Q9H1C3', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q01449', 'Q15746'})"
"frozenset({'TGFbetaReceptor', 'P48050', 'Q15700'})"
"frozenset({'Q9H490', 'Q6NUS6', 'TGFbetaReceptor'})"
"frozenset({'Q13616', 'TGFbetaReceptor', 'Q6PH85'})"
"frozenset({'P08138', 'P33681', 'TGFbetaReceptor'})"
"frozenset({'Q9H009', 'Q15293', 'TGFbetaReceptor'})"
"frozenset({'P10826', 'O43593', 'TGFbetaReceptor'})"
