negatives
"frozenset({'Q96RY7', 'Q9BPW8', 'Receptor'})"
"frozenset({'Q9BYJ9', 'O43187', 'Receptor'})"
"frozenset({'P17612', 'Receptor', 'A6NM03'})"
"frozenset({'P17812', 'O15160', 'Receptor'})"
"frozenset({'Q7Z3D6', 'Receptor', 'Q9Y3D2'})"
"frozenset({'Q96S16', 'Q9NRD1', 'Receptor'})"
"frozenset({'Receptor', 'Q6UXN9', 'P98175'})"
"frozenset({'P04629', 'Q6IA86', 'Receptor'})"
"frozenset({'Q9Y2T1', 'Q8N3L3', 'Receptor'})"
"frozenset({'P61218', 'Q9Y2E8', 'Receptor'})"
"frozenset({'P60981', 'P61604', 'Receptor'})"
"frozenset({'P50148', 'Q9ULW2', 'Receptor'})"
"frozenset({'Q05397', 'Receptor', 'Q9UQP3'})"
"frozenset({'Receptor', 'Q9BZG8', 'P25445'})"
"frozenset({'P78318', 'Q9H2H8', 'Receptor'})"
"frozenset({'Receptor', 'P59768', 'P25116'})"
"frozenset({'Q14692', 'Q15050', 'Receptor'})"
"frozenset({'P45974', 'P62987', 'Receptor'})"
"frozenset({'Q06124', 'Q99062', 'Receptor'})"
"frozenset({'Q8WUM0', 'Q14974', 'Receptor'})"
"frozenset({'P19320', 'Q08945', 'Receptor'})"
"frozenset({'Q13526', 'Q16254', 'Receptor'})"
"frozenset({'O75083', 'P22392', 'Receptor'})"
"frozenset({'P20248', 'Q13490', 'Receptor'})"
"frozenset({'Receptor', 'Q9NX09', 'Q92574'})"
"frozenset({'P62979', 'P05067', 'Receptor'})"
"frozenset({'P05109', 'P04637', 'Receptor'})"
"frozenset({'P35558', 'P0DP25', 'Receptor'})"
"frozenset({'Q7L5D6', 'O00139', 'Receptor'})"
"frozenset({'Q5JRA6', 'Q5TGZ0', 'Receptor'})"
"frozenset({'Q8TEH3', 'Q9BPZ7', 'Receptor'})"
"frozenset({'Receptor', 'Q8NHV4', 'P07437'})"
"frozenset({'P62244', 'O00566', 'Receptor'})"
"frozenset({'Q5T2N8', 'P03372', 'Receptor'})"
"frozenset({'Q8WWY3', 'Q08117', 'Receptor'})"
"frozenset({'P22392', 'Receptor', 'Q15084'})"
"frozenset({'Q9P000', 'Q86VX2', 'Receptor'})"
"frozenset({'P11021', 'Q6WCQ1', 'Receptor'})"
"frozenset({'Receptor', 'Q9HB96', 'Q8IYD8'})"
"frozenset({'P78536', 'Receptor', 'P46531'})"
"frozenset({'P46782', 'P05388', 'Receptor'})"
"frozenset({'P27797', 'O15145', 'Receptor'})"
"frozenset({'Q8IY67', 'Q93100', 'Receptor'})"
"frozenset({'Q9BWH2', 'Q9HCE1', 'Receptor'})"
"frozenset({'P27797', 'Q9H009', 'Receptor'})"
"frozenset({'Q15714', 'O75190', 'Receptor'})"
"frozenset({'P49639', 'Q92608', 'Receptor'})"
"frozenset({'Q9ULJ3', 'Q9HAU0', 'Receptor'})"
"frozenset({'Q92542', 'Q13123', 'Receptor'})"
"frozenset({'Q9C0C9', 'Q14331', 'Receptor'})"
"frozenset({'Q969H0', 'P10244', 'Receptor'})"
"frozenset({'P25789', 'P20618', 'Receptor'})"
"frozenset({'Q6NUQ1', 'Q86YD7', 'Receptor'})"
"frozenset({'P27361', 'P07101', 'Receptor'})"
"frozenset({'P35558', 'P31689', 'Receptor'})"
"frozenset({'P15880', 'Receptor', 'P13639'})"
"frozenset({'Q6A162', 'Q08E93', 'Receptor'})"
"frozenset({'Q9H410', 'Receptor', 'O95229'})"
"frozenset({'Q8WVL7', 'Q9UIM3', 'Receptor'})"
"frozenset({'O00515', 'Q99496', 'Receptor'})"
"frozenset({'O60716', 'Receptor', 'Q15633'})"
"frozenset({'O43290', 'P78362', 'Receptor'})"
"frozenset({'Q8N8U2', 'Q9UBU9', 'Receptor'})"
"frozenset({'P61587', 'Q9UNA1', 'Receptor'})"
"frozenset({'Q15370', 'Q96DX5', 'Receptor'})"
"frozenset({'Q8IVD9', 'Receptor', 'Q5H9I0'})"
"frozenset({'P24534', 'Receptor', 'P68104'})"
"frozenset({'P34897', 'Q5T011', 'Receptor'})"
"frozenset({'P03372', 'P05109', 'Receptor'})"
"frozenset({'P31942', 'Receptor', 'O75340'})"
"frozenset({'P18124', 'P62263', 'Receptor'})"
"frozenset({'Q8TB36', 'P18146', 'Receptor'})"
"frozenset({'O43318', 'Q9NQC7', 'Receptor'})"
"frozenset({'P18075', 'Q9UPZ9', 'Receptor'})"
"frozenset({'Q9UBD3', 'P41597', 'Receptor'})"
"frozenset({'P19438', 'O14735', 'Receptor'})"
"frozenset({'Q9BWF3', 'Q8IWL3', 'Receptor'})"
"frozenset({'Q9Y6B2', 'Q92793', 'Receptor'})"
"frozenset({'P50453', 'Q9Y3C7', 'Receptor'})"
"frozenset({'Q15834', 'P38936', 'Receptor'})"
"frozenset({'P63167', 'Q7Z4S6', 'Receptor'})"
"frozenset({'P10275', 'Receptor', 'Q6IWH7'})"
"frozenset({'Q13627', 'P61981', 'Receptor'})"
"frozenset({'Q2KHM9', 'Q9NYZ3', 'Receptor'})"
"frozenset({'Q8WVK2', 'Q9NWB6', 'Receptor'})"
"frozenset({'Q13303', 'Receptor', 'Q9UJM8'})"
"frozenset({'P54274', 'P07195', 'Receptor'})"
"frozenset({'Receptor', 'Q15233', 'P62993'})"
"frozenset({'Q08945', 'Q9H4L4', 'Receptor'})"
"frozenset({'Q16891', 'P61221', 'Receptor'})"
"frozenset({'A2RRP1', 'O43264', 'Receptor'})"
"frozenset({'Q5S007', 'Q9ULZ0', 'Receptor'})"
"frozenset({'P30443', 'P20036', 'Receptor'})"
"frozenset({'P34896', 'P07205', 'Receptor'})"
"frozenset({'Q8NI27', 'Receptor', 'Q92843'})"
"frozenset({'Q99683', 'P61981', 'Receptor'})"
"frozenset({'Q96HA8', 'Q9BV19', 'Receptor'})"
"frozenset({'O43255', 'P62837', 'Receptor'})"
"frozenset({'O95251', 'Q99719', 'Receptor'})"
"frozenset({'Q08380', 'Q9NYU2', 'Receptor'})"
"frozenset({'O75604', 'Q17RB8', 'Receptor'})"
"frozenset({'Q9UKV8', 'Q8NC42', 'Receptor'})"
"frozenset({'Receptor', 'A6NDS4', 'Q99750'})"
"frozenset({'Receptor', 'Q66GS9', 'Q14145'})"
"frozenset({'P61165', 'Q14165', 'Receptor'})"
"frozenset({'P27482', 'P06737', 'Receptor'})"
"frozenset({'Q9BTT4', 'Q9H944', 'Receptor'})"
"frozenset({'P43363', 'P39880', 'Receptor'})"
"frozenset({'Q6PL24', 'Q15012', 'Receptor'})"
"frozenset({'Q13153', 'Receptor', 'P24941'})"
"frozenset({'Q6IBS0', 'Q9Y4G6', 'Receptor'})"
"frozenset({'P13598', 'Receptor', 'Q96G97'})"
"frozenset({'O14920', 'P25942', 'Receptor'})"
"frozenset({'P48039', 'Receptor', 'Q9Y320'})"
"frozenset({'P54646', 'Q7L273', 'Receptor'})"
"frozenset({'Q9UBU9', 'Receptor', 'Q7RTY1'})"
"frozenset({'Q13895', 'Receptor', 'P10074'})"
"frozenset({'P52597', 'P83876', 'Receptor'})"
"frozenset({'Q15750', 'Q9H9G7', 'Receptor'})"
"frozenset({'P10745', 'A8MQ03', 'Receptor'})"
"frozenset({'O94776', 'Q99576', 'Receptor'})"
"frozenset({'P62241', 'P49411', 'Receptor'})"
"frozenset({'Q6S8J3', 'P08047', 'Receptor'})"
"frozenset({'Q15717', 'O75529', 'Receptor'})"
"frozenset({'P12931', 'Q13813', 'Receptor'})"
"frozenset({'O60678', 'P61978', 'Receptor'})"
"frozenset({'P01375', 'Q14118', 'Receptor'})"
"frozenset({'Q99436', 'O95456', 'Receptor'})"
"frozenset({'Q8IWZ5', 'Q86SG6', 'Receptor'})"
"frozenset({'Q8IZL2', 'Q92830', 'Receptor'})"
"frozenset({'P48547', 'O95259', 'Receptor'})"
"frozenset({'P38405', 'Q8N349', 'Receptor'})"
"frozenset({'Q9BZE1', 'Q9H9S0', 'Receptor'})"
"frozenset({'P51692', 'Q9NVP2', 'Receptor'})"
"frozenset({'Q02952', 'P57078', 'Receptor'})"
"frozenset({'P15976', 'Q15545', 'Receptor'})"
"frozenset({'P62081', 'O00566', 'Receptor'})"
"frozenset({'Q9NZ01', 'Receptor', 'P31152'})"
"frozenset({'Receptor', 'Q6P2Q9', 'P52756'})"
"frozenset({'P11362', 'P20827', 'Receptor'})"
"frozenset({'O00716', 'P30304', 'Receptor'})"
"frozenset({'Q15047', 'Q13332', 'Receptor'})"
"frozenset({'P02538', 'Q15323', 'Receptor'})"
"frozenset({'Q9Y2X3', 'Q9H9S0', 'Receptor'})"
"frozenset({'P35626', 'Q8NH56', 'Receptor'})"
"frozenset({'Q96KR1', 'Q13618', 'Receptor'})"
"frozenset({'Q7Z3C6', 'Receptor', 'Q16659'})"
"frozenset({'Q8WTW4', 'Q9NXC5', 'Receptor'})"
"frozenset({'Q12873', 'P15090', 'Receptor'})"
"frozenset({'O95084', 'P43250', 'Receptor'})"
"frozenset({'Receptor', 'Q3YEC7', 'Q99801'})"
"frozenset({'Receptor', 'P51956', 'P16471'})"
"frozenset({'P15927', 'Q86UK7', 'Receptor'})"
"frozenset({'P31749', 'Receptor', 'Q9UNE7'})"
"frozenset({'P54274', 'Q93008', 'Receptor'})"
"frozenset({'Q13501', 'Receptor', 'Q9UNE7'})"
"frozenset({'Q15911', 'Q13562', 'Receptor'})"
"frozenset({'Q9H0I2', 'Q9BYM8', 'Receptor'})"
"frozenset({'Q6VAB6', 'Q9NZT1', 'Receptor'})"
"frozenset({'Q71F23', 'P27635', 'Receptor'})"
"frozenset({'Q2M3V2', 'Q6ZRI6', 'Receptor'})"
"frozenset({'Q8IWL3', 'Q9UKF6', 'Receptor'})"
"frozenset({'O95071', 'O75469', 'Receptor'})"
"frozenset({'P29353', 'P13645', 'Receptor'})"
"frozenset({'P21506', 'Q13263', 'Receptor'})"
"frozenset({'O60493', 'P78318', 'Receptor'})"
"frozenset({'P16949', 'Q96IR7', 'Receptor'})"
"frozenset({'Q15797', 'Q9Y3E7', 'Receptor'})"
"frozenset({'P61421', 'Q9Y6C9', 'Receptor'})"
"frozenset({'Receptor', 'P41595', 'O75970'})"
"frozenset({'Q9Y3U8', 'P06748', 'Receptor'})"
"frozenset({'Q99798', 'P55036', 'Receptor'})"
"frozenset({'P28482', 'Receptor', 'P50993'})"
"frozenset({'O00567', 'P32121', 'Receptor'})"
"frozenset({'Q9NQX5', 'Receptor', 'Q8NAT1'})"
"frozenset({'Receptor', 'P14618', 'O60664'})"
"frozenset({'Receptor', 'Q13114', 'Q9NRW3'})"
"frozenset({'P17096', 'Receptor', 'P05412'})"
"frozenset({'Receptor', 'Q96S55', 'P55318'})"
"frozenset({'P35637', 'P62316', 'Receptor'})"
"frozenset({'Q08379', 'Q9BW83', 'Receptor'})"
"frozenset({'Q96B97', 'Q8TF74', 'Receptor'})"
"frozenset({'Q68D86', 'Q9P2K3', 'Receptor'})"
"frozenset({'Q16718', 'O75380', 'Receptor'})"
"frozenset({'Receptor', 'P47756', 'Q16643'})"
"frozenset({'Q9Y2H9', 'Q13867', 'Receptor'})"
"frozenset({'Q9BRX9', 'P49639', 'Receptor'})"
"frozenset({'Q9HAJ7', 'Q16576', 'Receptor'})"
"frozenset({'O00479', 'Q15554', 'Receptor'})"
"frozenset({'Q06587', 'Receptor', 'Q8NHM5'})"
"frozenset({'P31431', 'O43765', 'Receptor'})"
"frozenset({'Q5TC82', 'Receptor', 'P62277'})"
"frozenset({'O75665', 'Q5VZ89', 'Receptor'})"
"frozenset({'P18847', 'P04637', 'Receptor'})"
"frozenset({'P42166', 'Q96DB2', 'Receptor'})"
"frozenset({'P45985', 'O43318', 'Receptor'})"
"frozenset({'Receptor', 'P08047', 'P04156'})"
"frozenset({'P61421', 'Receptor', 'Q96E22'})"
"frozenset({'P52732', 'Q9NZ32', 'Receptor'})"
"frozenset({'Q9BQE4', 'Q9NY99', 'Receptor'})"
"frozenset({'Q9NY65', 'Q14204', 'Receptor'})"
"frozenset({'Q6A162', 'Q4G176', 'Receptor'})"
"frozenset({'Q92558', 'P00519', 'Receptor'})"
"frozenset({'P42224', 'P63244', 'Receptor'})"
"frozenset({'Q9UBF6', 'P46934', 'Receptor'})"
"frozenset({'Q9UNM6', 'Q9ULD6', 'Receptor'})"
"frozenset({'P23396', 'P25398', 'Receptor'})"
"frozenset({'Q14432', 'O60518', 'Receptor'})"
"frozenset({'Q9H3P2', 'P24928', 'Receptor'})"
"frozenset({'P42701', 'O14543', 'Receptor'})"
"frozenset({'P11940', 'P62241', 'Receptor'})"
"frozenset({'Q9NZ43', 'P05067', 'Receptor'})"
"frozenset({'Receptor', 'Q00535', 'P49207'})"
"frozenset({'Receptor', 'P84243', 'Q16576'})"
"frozenset({'Q9H444', 'P55072', 'Receptor'})"
"frozenset({'Q9NWA0', 'Receptor', 'Q9Y2X0'})"
"frozenset({'Receptor', 'Q15561', 'P02751'})"
"frozenset({'O00567', 'Receptor', 'P55769'})"
"frozenset({'O60260', 'P25788', 'Receptor'})"
"frozenset({'Receptor', 'O95490', 'P16333'})"
"frozenset({'Receptor', 'Q13200', 'O95817'})"
"frozenset({'P35268', 'P63173', 'Receptor'})"
"frozenset({'P01584', 'P19838', 'Receptor'})"
"frozenset({'O43776', 'Q14011', 'Receptor'})"
"frozenset({'P10721', 'P42684', 'Receptor'})"
"frozenset({'P12956', 'Receptor', 'Q14686'})"
"frozenset({'P19022', 'P63208', 'Receptor'})"
"frozenset({'P55036', 'Q9BRX2', 'Receptor'})"
"frozenset({'Q96CG3', 'O95379', 'Receptor'})"
"frozenset({'P09651', 'Q9Y6M1', 'Receptor'})"
"frozenset({'Q16594', 'P04637', 'Receptor'})"
"frozenset({'Q16531', 'Q16576', 'Receptor'})"
"frozenset({'Q99879', 'Receptor', 'Q9UQL6'})"
"frozenset({'P55209', 'P69905', 'Receptor'})"
"frozenset({'Receptor', 'Q8IYU8', 'Q8WUA7'})"
"frozenset({'P12830', 'Receptor', 'Q4KMP7'})"
"frozenset({'O14893', 'Q0VD86', 'Receptor'})"
"frozenset({'Receptor', 'P62191', 'O75832'})"
"frozenset({'P31151', 'Q92905', 'Receptor'})"
"frozenset({'Q6ZU80', 'Q9BRK4', 'Receptor'})"
"frozenset({'Q7Z6Z7', 'Q92858', 'Receptor'})"
"frozenset({'P69905', 'P00739', 'Receptor'})"
"frozenset({'P01909', 'Q6PML9', 'Receptor'})"
"frozenset({'Q9H967', 'P49368', 'Receptor'})"
"frozenset({'P52758', 'Receptor', 'O43819'})"
"frozenset({'Q13315', 'Receptor', 'O43542'})"
"frozenset({'Q96RU7', 'Q8IUQ4', 'Receptor'})"
"frozenset({'Q9Y5M8', 'P07737', 'Receptor'})"
"frozenset({'Receptor', 'O95602', 'P68104'})"
"frozenset({'Q8TAP4', 'Receptor', 'Q8N9N5'})"
"frozenset({'Q8TDI0', 'Receptor', 'Q13330'})"
"frozenset({'Q02750', 'Q96HC4', 'Receptor'})"
"frozenset({'Q9BUJ2', 'Receptor', 'O75340'})"
"frozenset({'P42224', 'Receptor', 'Q14258'})"
"frozenset({'O60716', 'Q99853', 'Receptor'})"
"frozenset({'P34947', 'Q13813', 'Receptor'})"
"frozenset({'P26641', 'P20827', 'Receptor'})"
"frozenset({'O43320', 'P36888', 'Receptor'})"
"frozenset({'Q6IQ23', 'P52209', 'Receptor'})"
"frozenset({'P56945', 'Receptor', 'P68366'})"
"frozenset({'P22830', 'O75208', 'Receptor'})"
"frozenset({'Q04206', 'Q15653', 'Receptor'})"
"frozenset({'P54274', 'Q96EV2', 'Receptor'})"
"frozenset({'Receptor', 'P04278', 'P13640'})"
"frozenset({'P32121', 'Receptor', 'Q14722'})"
"frozenset({'Q7L804', 'Q9NRR6', 'Receptor'})"
"frozenset({'Q96HF1', 'P56704', 'Receptor'})"
"frozenset({'Receptor', 'P05067', 'Q86TU7'})"
"frozenset({'Q7L2E3', 'Receptor', 'P02751'})"
"frozenset({'Receptor', 'Q8IUH5', 'Q9UHC1'})"
"frozenset({'Receptor', 'Q1A5X7', 'P08779'})"
"frozenset({'Receptor', 'Q9Y6K8', 'Q9Y508'})"
"frozenset({'P31946', 'Q96Q42', 'Receptor'})"
"frozenset({'P68363', 'Q9BV73', 'Receptor'})"
"frozenset({'Q9UKA8', 'P48454', 'Receptor'})"
"frozenset({'Receptor', 'Q14526', 'Q13330'})"
"frozenset({'Receptor', 'Q96LA8', 'Q5T0J7'})"
"frozenset({'O95382', 'P52564', 'Receptor'})"
"frozenset({'P49407', 'Q8NGG3', 'Receptor'})"
"frozenset({'Q8IVB5', 'Q9UBU9', 'Receptor'})"
"frozenset({'Q96CW1', 'Q01968', 'Receptor'})"
"frozenset({'Q8IVT5', 'Q9H019', 'Receptor'})"
"frozenset({'P39019', 'Q8WWY3', 'Receptor'})"
"frozenset({'P11182', 'Q9UQ35', 'Receptor'})"
"frozenset({'O75691', 'Q9H2M9', 'Receptor'})"
"frozenset({'P11172', 'P33316', 'Receptor'})"
"frozenset({'O00329', 'Q07889', 'Receptor'})"
"frozenset({'O75530', 'Q15029', 'Receptor'})"
"frozenset({'Receptor', 'P67870', 'Q9Y4Z0'})"
"frozenset({'P40939', 'Receptor', 'Q14CZ7'})"
"frozenset({'Q969H0', 'P23025', 'Receptor'})"
"frozenset({'Q5UIP0', 'Q99873', 'Receptor'})"
"frozenset({'Q96GX5', 'Q5JU00', 'Receptor'})"
"frozenset({'P05015', 'P09619', 'Receptor'})"
"frozenset({'Q9HCC0', 'Q9H492', 'Receptor'})"
"frozenset({'Q7Z7A1', 'O95470', 'Receptor'})"
"frozenset({'P54105', 'P40926', 'Receptor'})"
"frozenset({'Q13315', 'P40425', 'Receptor'})"
"frozenset({'Q92620', 'P17844', 'Receptor'})"
"frozenset({'P07203', 'Q8IWL3', 'Receptor'})"
"frozenset({'O14556', 'Q00987', 'Receptor'})"
"frozenset({'Receptor', 'Q93034', 'P29692'})"
"frozenset({'Q8NFP0', 'P50222', 'Receptor'})"
"frozenset({'P56199', 'Q01955', 'Receptor'})"
"frozenset({'Q8NHC4', 'P62873', 'Receptor'})"
"frozenset({'P32121', 'Q9NZP5', 'Receptor'})"
"frozenset({'P62906', 'P62736', 'Receptor'})"
"frozenset({'P54253', 'Receptor', 'O95551'})"
"frozenset({'P16930', 'P01106', 'Receptor'})"
"frozenset({'P16885', 'Q99645', 'Receptor'})"
"frozenset({'O95271', 'O95235', 'Receptor'})"
"frozenset({'P13196', 'P40123', 'Receptor'})"
"frozenset({'P78362', 'O96013', 'Receptor'})"
"frozenset({'P09467', 'P56134', 'Receptor'})"
"frozenset({'Q92769', 'Receptor', 'Q99878'})"
"frozenset({'Q9H2U1', 'Q16666', 'Receptor'})"
"frozenset({'P55735', 'P49591', 'Receptor'})"
"frozenset({'O14905', 'Q13467', 'Receptor'})"
"frozenset({'O43309', 'Receptor', 'Q9UBB9'})"
"frozenset({'P03372', 'P51812', 'Receptor'})"
"frozenset({'P49588', 'Receptor', 'P38919'})"
"frozenset({'Receptor', 'Q8NI38', 'P08670'})"
"frozenset({'Q01081', 'Q15424', 'Receptor'})"
"frozenset({'Q9NVP1', 'Q9UG63', 'Receptor'})"
"frozenset({'P22301', 'P16234', 'Receptor'})"
"frozenset({'Receptor', 'O95837', 'Q9NPC1'})"
"frozenset({'P11172', 'Receptor', 'Q04446'})"
"frozenset({'P62081', 'Q00987', 'Receptor'})"
"frozenset({'Q96EQ0', 'O43504', 'Receptor'})"
"frozenset({'O60462', 'P15692', 'Receptor'})"
"frozenset({'Q9NZC7', 'P62316', 'Receptor'})"
"frozenset({'Receptor', 'P07900', 'Q12866'})"
"frozenset({'Receptor', 'P13010', 'Q9UQL6'})"
"frozenset({'Q93009', 'Q06587', 'Receptor'})"
"frozenset({'P51149', 'Q9UBQ0', 'Receptor'})"
"frozenset({'Q9UL18', 'Q8NEE6', 'Receptor'})"
"frozenset({'O75665', 'Q9UPV0', 'Receptor'})"
"frozenset({'Receptor', 'Q3B820', 'Q6PD62'})"
"frozenset({'Q14188', 'O75461', 'Receptor'})"
"frozenset({'Receptor', 'Q16576', 'Q15022'})"
"frozenset({'Q9BTT4', 'P51681', 'Receptor'})"
"frozenset({'Q9NTK5', 'Q9H1I8', 'Receptor'})"
"frozenset({'P20020', 'P62879', 'Receptor'})"
"frozenset({'Q7Z6Z7', 'Q13765', 'Receptor'})"
"frozenset({'Receptor', 'P16104', 'Q96FW1'})"
"frozenset({'Receptor', 'Q07817', 'Q96N67'})"
"frozenset({'Q14103', 'Receptor', 'P05412'})"
"frozenset({'Q9UHD9', 'Q96FE7', 'Receptor'})"
"frozenset({'Q15051', 'P21333', 'Receptor'})"
"frozenset({'P07199', 'P30305', 'Receptor'})"
"frozenset({'Receptor', 'Q99471', 'O75170'})"
"frozenset({'Q9BYQ0', 'Q13432', 'Receptor'})"
"frozenset({'Q16665', 'O75925', 'Receptor'})"
"frozenset({'P18085', 'O75874', 'Receptor'})"
"frozenset({'P05198', 'P11308', 'Receptor'})"
"frozenset({'P07814', 'Receptor', 'Q15022'})"
"frozenset({'P61952', 'O00459', 'Receptor'})"
"frozenset({'Receptor', 'Q9Y217', 'O95229'})"
"frozenset({'Q12979', 'P00519', 'Receptor'})"
"frozenset({'Q14203', 'Q8IYW5', 'Receptor'})"
"frozenset({'O75400', 'O00541', 'Receptor'})"
"frozenset({'Q13416', 'P33993', 'Receptor'})"
"frozenset({'Q9UBT2', 'Q8NC51', 'Receptor'})"
"frozenset({'Q96B26', 'O75461', 'Receptor'})"
"frozenset({'P11274', 'Q99704', 'Receptor'})"
"frozenset({'Receptor', 'O95166', 'P68104'})"
"frozenset({'P51809', 'O95721', 'Receptor'})"
"frozenset({'P51532', 'Q14526', 'Receptor'})"
"frozenset({'O15063', 'P31946', 'Receptor'})"
"frozenset({'P61289', 'Q6ZVK8', 'Receptor'})"
"frozenset({'P53675', 'Q13637', 'Receptor'})"
"frozenset({'Q96GF1', 'Q96HH6', 'Receptor'})"
"frozenset({'Q9P0N5', 'Receptor', 'Q99943'})"
"frozenset({'Receptor', 'Q14164', 'P52815'})"
"frozenset({'Q9UKB1', 'Q9H8N7', 'Receptor'})"
"frozenset({'P07948', 'Q9H400', 'Receptor'})"
"frozenset({'P35240', 'Q9UGJ0', 'Receptor'})"
"frozenset({'Receptor', 'P53365', 'Q9BYV2'})"
"frozenset({'Q14999', 'Receptor', 'P08621'})"
"frozenset({'P19174', 'Receptor', 'O95817'})"
"frozenset({'Q9UBI6', 'P07550', 'Receptor'})"
"frozenset({'P62873', 'Q8NGI4', 'Receptor'})"
"frozenset({'Q9P2J5', 'P26640', 'Receptor'})"
"frozenset({'O14807', 'Receptor', 'Q8IV61'})"
"frozenset({'Q86UT5', 'Receptor', 'Q8TDY4'})"
"frozenset({'Receptor', 'P02787', 'P84022'})"
"frozenset({'Receptor', 'O43809', 'O15121'})"
"frozenset({'Receptor', 'P62633', 'O95229'})"
"frozenset({'Q14999', 'P50454', 'Receptor'})"
"frozenset({'P18146', 'Q8IYK4', 'Receptor'})"
"frozenset({'O14633', 'Q9NRY6', 'Receptor'})"
"frozenset({'Receptor', 'P61981', 'Q14966'})"
"frozenset({'Q13164', 'P19419', 'Receptor'})"
"frozenset({'P63165', 'Receptor', 'P49790'})"
"frozenset({'Q9H2G2', 'P42566', 'Receptor'})"
"frozenset({'Q15717', 'Q13151', 'Receptor'})"
"frozenset({'Q05519', 'P12270', 'Receptor'})"
"frozenset({'O95376', 'Q99684', 'Receptor'})"
"frozenset({'Q14999', 'P50402', 'Receptor'})"
"frozenset({'P06730', 'Receptor', 'Q09161'})"
"frozenset({'Q96QF0', 'Q8NHQ8', 'Receptor'})"
"frozenset({'Receptor', 'Q9H0D6', 'Q9H9Z2'})"
"frozenset({'Q9HC77', 'Receptor', 'Q15058'})"
"frozenset({'P46109', 'Q9ULH0', 'Receptor'})"
"frozenset({'Q9BQI0', 'Q15717', 'Receptor'})"
"frozenset({'P10275', 'O14976', 'Receptor'})"
"frozenset({'P53672', 'Q9BVN2', 'Receptor'})"
"frozenset({'Q9UBX3', 'Q8IU60', 'Receptor'})"
"frozenset({'P09874', 'P14921', 'Receptor'})"
"frozenset({'P31689', 'Q92834', 'Receptor'})"
"frozenset({'Q04206', 'Q08211', 'Receptor'})"
"frozenset({'Q92841', 'Receptor', 'P08621'})"
"frozenset({'O96019', 'Receptor', 'Q9H0E9'})"
"frozenset({'Receptor', 'Q96PH1', 'P05412'})"
"frozenset({'Q12789', 'Receptor', 'P05412'})"
"frozenset({'Q86WB0', 'Q99459', 'Receptor'})"
"frozenset({'P10809', 'Q15428', 'Receptor'})"
"frozenset({'P46109', 'Q9H706', 'Receptor'})"
"frozenset({'P62753', 'P61326', 'Receptor'})"
"frozenset({'Q99798', 'P09972', 'Receptor'})"
"frozenset({'P08133', 'Q7L0Q8', 'Receptor'})"
"frozenset({'Q5VTR2', 'Q68DK7', 'Receptor'})"
"frozenset({'P01023', 'Q9Y3D6', 'Receptor'})"
"frozenset({'P11021', 'P25391', 'Receptor'})"
"frozenset({'Q8TD84', 'Q8TDG2', 'Receptor'})"
"frozenset({'Receptor', 'Q9H492', 'Q13576'})"
"frozenset({'O60678', 'Receptor', 'Q8N137'})"
"frozenset({'Receptor', 'Q16891', 'Q9C002'})"
"frozenset({'P16220', 'Receptor', 'P62136'})"
"frozenset({'O76011', 'Q8NI38', 'Receptor'})"
"frozenset({'P42167', 'O75147', 'Receptor'})"
"frozenset({'Q15717', 'P15848', 'Receptor'})"
"frozenset({'Receptor', 'P47929', 'P24941'})"
"frozenset({'Q96SB4', 'O43865', 'Receptor'})"
"frozenset({'P38919', 'Receptor', 'Q96FW1'})"
"frozenset({'Q00403', 'Receptor', 'P14316'})"
"frozenset({'Q16537', 'Receptor', 'Q8IZS8'})"
"frozenset({'Receptor', 'Q9BR77', 'O15078'})"
"frozenset({'Q8TAA1', 'P05067', 'Receptor'})"
"frozenset({'Q86VP1', 'Q3B820', 'Receptor'})"
"frozenset({'P11021', 'Receptor', 'P50416'})"
"frozenset({'Q8TD31', 'O75506', 'Receptor'})"
"frozenset({'Q9H813', 'Q4LDR2', 'Receptor'})"
"frozenset({'Q99459', 'Receptor', 'Q9NYL9'})"
"frozenset({'Q6H8Q1', 'Receptor', 'P60953'})"
"frozenset({'Q92542', 'Q7L8L6', 'Receptor'})"
"frozenset({'P45983', 'P16104', 'Receptor'})"
"frozenset({'Q9UH03', 'Q8N4T8', 'Receptor'})"
"frozenset({'P42263', 'P07550', 'Receptor'})"
"frozenset({'Receptor', 'P04264', 'P13647'})"
"frozenset({'Q13625', 'P63104', 'Receptor'})"
"frozenset({'Receptor', 'Q14258', 'Q9BZR9'})"
"frozenset({'P20591', 'Receptor', 'Q9H9S4'})"
"frozenset({'P55072', 'Q5T4S7', 'Receptor'})"
"frozenset({'P55735', 'Receptor', 'P58004'})"
"frozenset({'Q07627', 'O75716', 'Receptor'})"
"frozenset({'Q9P2B7', 'Q27J81', 'Receptor'})"
"frozenset({'P42858', 'P22748', 'Receptor'})"
"frozenset({'Q06278', 'Q9UJM3', 'Receptor'})"
"frozenset({'P48681', 'P09496', 'Receptor'})"
"frozenset({'P31150', 'Q9H492', 'Receptor'})"
"frozenset({'Q9NWB7', 'Q8NBT0', 'Receptor'})"
"frozenset({'O43707', 'P18206', 'Receptor'})"
"frozenset({'P09493', 'Q9NYB9', 'Receptor'})"
"frozenset({'P13569', 'Q9NZB2', 'Receptor'})"
"frozenset({'Receptor', 'O14828', 'P20648'})"
"frozenset({'P23458', 'Receptor', 'P22681'})"
"frozenset({'P27986', 'Receptor', 'O43493'})"
"frozenset({'P83731', 'Q99558', 'Receptor'})"
