negatives
"frozenset({'OncostatinM', 'Q8IZL9', 'P62333'})"
"frozenset({'OncostatinM', 'P36578', 'P61956'})"
"frozenset({'OncostatinM', 'P0C7T3', 'P22612'})"
"frozenset({'OncostatinM', 'Q9UBU3', 'P30542'})"
"frozenset({'P55854', 'OncostatinM', 'Q8IY92'})"
"frozenset({'P62277', 'Q13617', 'OncostatinM'})"
"frozenset({'OncostatinM', 'P41235', 'P32780'})"
"frozenset({'Q9UK45', 'OncostatinM', 'Q9Y4Y9'})"
"frozenset({'OncostatinM', 'Q96NT0', 'Q00610'})"
"frozenset({'OncostatinM', 'Q8WZA1', 'P10321'})"
"frozenset({'OncostatinM', 'P79483', 'P05026'})"
"frozenset({'P27694', 'OncostatinM', 'P09874'})"
"frozenset({'Q9H8W4', 'O95751', 'OncostatinM'})"
"frozenset({'OncostatinM', 'P05556', 'P46108'})"
"frozenset({'OncostatinM', 'Q16659', 'P28288'})"
"frozenset({'OncostatinM', 'Q02878', 'P19338'})"
"frozenset({'OncostatinM', 'Q86WV1', 'P51692'})"
"frozenset({'OncostatinM', 'P08047', 'Q05066'})"
"frozenset({'P50613', 'OncostatinM', 'Q58FG1'})"
"frozenset({'OncostatinM', 'P35908', 'Q9H0R8'})"
"frozenset({'P54725', 'Q9Y4K3', 'OncostatinM'})"
"frozenset({'OncostatinM', 'Q86X19', 'P53365'})"
"frozenset({'OncostatinM', 'Q99075', 'P08253'})"
"frozenset({'OncostatinM', 'Q9H0U4', 'Q6P1J9'})"
"frozenset({'OncostatinM', 'Q96NZ8', 'P67870'})"
"frozenset({'OncostatinM', 'Q86U38', 'Q8WYA1'})"
"frozenset({'OncostatinM', 'P01023', 'Q92956'})"
"frozenset({'Q13185', 'OncostatinM', 'Q6S8J3'})"
"frozenset({'OncostatinM', 'Q86WV1', 'Q13613'})"
"frozenset({'O60832', 'OncostatinM', 'Q9GZR7'})"
"frozenset({'P0DI81', 'OncostatinM', 'Q15717'})"
"frozenset({'Q9NX01', 'OncostatinM', 'O14980'})"
"frozenset({'O94916', 'OncostatinM', 'P05412'})"
"frozenset({'Q8TBE0', 'OncostatinM', 'Q9BYV9'})"
"frozenset({'OncostatinM', 'P06753', 'P68032'})"
"frozenset({'OncostatinM', 'Q16540', 'P61247'})"
"frozenset({'OncostatinM', 'Q9BVK6', 'Q9Y265'})"
"frozenset({'OncostatinM', 'P13010', 'O60678'})"
"frozenset({'OncostatinM', 'O95363', 'Q13137'})"
"frozenset({'Q16719', 'P35754', 'OncostatinM'})"
"frozenset({'OncostatinM', 'P07686', 'P62993'})"
"frozenset({'OncostatinM', 'P36578', 'Q99558'})"
"frozenset({'OncostatinM', 'P01106', 'P61077'})"
"frozenset({'OncostatinM', 'Q9Y333', 'Q9H9D4'})"
"frozenset({'O75364', 'OncostatinM', 'P02743'})"
"frozenset({'OncostatinM', 'Q9P2W3', 'O95006'})"
"frozenset({'OncostatinM', 'Q02750', 'P27797'})"
"frozenset({'P35638', 'OncostatinM', 'Q9Y2J4'})"
"frozenset({'OncostatinM', 'P24941', 'P18146'})"
"frozenset({'Q14103', 'OncostatinM', 'Q13618'})"
"frozenset({'OncostatinM', 'P31323', 'O15027'})"
"frozenset({'Q14032', 'Q96QB1', 'OncostatinM'})"
"frozenset({'Q504Q3', 'OncostatinM', 'P67809'})"
"frozenset({'OncostatinM', 'Q14152', 'P05386'})"
"frozenset({'P07900', 'OncostatinM', 'P14672'})"
"frozenset({'Q14469', 'P49918', 'OncostatinM'})"
"frozenset({'OncostatinM', 'Q96CB8', 'P39880'})"
"frozenset({'Q13315', 'OncostatinM', 'Q9UQ84'})"
"frozenset({'P40692', 'OncostatinM', 'P20585'})"
"frozenset({'OncostatinM', 'Q99550', 'P51784'})"
"frozenset({'OncostatinM', 'Q96D09', 'Q9HC52'})"
"frozenset({'OncostatinM', 'P11021', 'Q9UKG9'})"
"frozenset({'P35916', 'OncostatinM', 'P01127'})"
"frozenset({'OncostatinM', 'P10746', 'O75530'})"
"frozenset({'OncostatinM', 'P49720', 'O00232'})"
"frozenset({'Q9BV73', 'OncostatinM', 'Q12979'})"
"frozenset({'OncostatinM', 'Q96LOncostatinM6', 'Q53SZ7'})"
"frozenset({'OncostatinM', 'Q96OncostatinM86', 'Q9UBU9'})"
"frozenset({'Q05513', 'OncostatinM', 'O95999'})"
"frozenset({'OncostatinM', 'Q9BYV2', 'Q9H741'})"
"frozenset({'P51858', 'OncostatinM', 'Q9UBU9'})"
"frozenset({'OncostatinM', 'P62987', 'Q9BYX4'})"
"frozenset({'Q6ZW49', 'P31689', 'OncostatinM'})"
"frozenset({'OncostatinM', 'O60502', 'Q9H078'})"
"frozenset({'Q5SZK8', 'P05549', 'OncostatinM'})"
"frozenset({'OncostatinM', 'P24043', 'P17301'})"
"frozenset({'Q13671', 'OncostatinM', 'Q7Z6G8'})"
"frozenset({'OncostatinM', 'P00441', 'P50238'})"
"frozenset({'Q9GZQ8', 'OncostatinM', 'Q15059'})"
"frozenset({'P60410', 'OncostatinM', 'Q9BYR7'})"
"frozenset({'OncostatinM', 'Q9H334', 'Q9NZI7'})"
"frozenset({'OncostatinM', 'Q8WWY3', 'Q96AA8'})"
"frozenset({'Q99496', 'OncostatinM', 'Q9Y3A4'})"
"frozenset({'OncostatinM', 'P53708', 'Q01955'})"
"frozenset({'OncostatinM', 'Q86Y13', 'Q9BZK7'})"
"frozenset({'Q16719', 'OncostatinM', 'P13804'})"
"frozenset({'P26368', 'OncostatinM', 'Q01130'})"
"frozenset({'Q9BUN8', 'OncostatinM', 'Q96CS3'})"
"frozenset({'OncostatinM', 'Q13451', 'Q9BXA6'})"
"frozenset({'OncostatinM', 'Q13618', 'Q9UL18'})"
"frozenset({'OncostatinM', 'P43250', 'P25025'})"
"frozenset({'P40926', 'OncostatinM', 'P07954'})"
"frozenset({'OncostatinM', 'Q9BTL3', 'Q5SWW7'})"
"frozenset({'OncostatinM', 'Q13616', 'Q9NQR1'})"
"frozenset({'OncostatinM', 'Q9NSI6', 'Q8N4V1'})"
"frozenset({'OncostatinM', 'P84022', 'Q9Y6N5'})"
"frozenset({'OncostatinM', 'Q9H8S9', 'P60953'})"
"frozenset({'OncostatinM', 'Q8N6F7', 'Q9BXS5'})"
"frozenset({'P45880', 'OncostatinM', 'P05023'})"
"frozenset({'OncostatinM', 'O14746', 'Q96KB5'})"
"frozenset({'OncostatinM', 'Q9P2P5', 'O43148'})"
"frozenset({'P62891', 'OncostatinM', 'P84098'})"
"frozenset({'OncostatinM', 'Q9UHD1', 'Q00535'})"
"frozenset({'OncostatinM', 'Q15311', 'Q9NYZ3'})"
"frozenset({'OncostatinM', 'Q06609', 'Q6P1J9'})"
"frozenset({'P12931', 'Q9BXN2', 'OncostatinM'})"
"frozenset({'P31689', 'OncostatinM', 'O95757'})"
"frozenset({'OncostatinM', 'Q13444', 'P16333'})"
"frozenset({'P61769', 'OncostatinM', 'P15813'})"
"frozenset({'OncostatinM', 'P14866', 'Q86VP6'})"
"frozenset({'OncostatinM', 'Q9BV40', 'Q5SQN1'})"
"frozenset({'OncostatinM', 'P22061', 'P29401'})"
"frozenset({'Q9Y5P8', 'OncostatinM', 'P62955'})"
"frozenset({'OncostatinM', 'Q14118', 'A4D0S4'})"
"frozenset({'OncostatinM', 'P38398', 'P51965'})"
"frozenset({'Q07812', 'OncostatinM', 'P18146'})"
"frozenset({'OncostatinM', 'Q8NE31', 'Q8IXK0'})"
"frozenset({'OncostatinM', 'O15553', 'Q96P20'})"
"frozenset({'OncostatinM', 'Q9UHQ1', 'O95758'})"
"frozenset({'P10586', 'OncostatinM', 'Q92890'})"
"frozenset({'OncostatinM', 'Q9NYB9', 'Q9H9J2'})"
"frozenset({'OncostatinM', 'O43865', 'P50225'})"
"frozenset({'P22531', 'OncostatinM', 'O75461'})"
"frozenset({'P17252', 'OncostatinM', 'Q02978'})"
"frozenset({'Q96QS6', 'Q13451', 'OncostatinM'})"
"frozenset({'Q13315', 'OncostatinM', 'P11940'})"
"frozenset({'Q9Y6K9', 'OncostatinM', 'O00571'})"
"frozenset({'Q32OncostatinMZ4', 'OncostatinM', 'P01375'})"
"frozenset({'P07437', 'OncostatinM', 'Q6R327'})"
"frozenset({'Q05516', 'OncostatinM', 'Q8WY64'})"
"frozenset({'OncostatinM', 'Q6NZ36', 'Q15717'})"
"frozenset({'P11940', 'OncostatinM', 'Q8NDV7'})"
"frozenset({'P60981', 'Q9P2E9', 'OncostatinM'})"
"frozenset({'OncostatinM', 'P78424', 'Q6P2D0'})"
"frozenset({'Q9Y5P8', 'OncostatinM', 'P32121'})"
"frozenset({'OncostatinM', 'P17707', 'P51888'})"
"frozenset({'Q9UK73', 'P61201', 'OncostatinM'})"
"frozenset({'Q15485', 'OncostatinM', 'Q07954'})"
"frozenset({'OncostatinM', 'Q96JJ7', 'Q13643'})"
"frozenset({'OncostatinM', 'Q9UKL0', 'Q96JG6'})"
"frozenset({'OncostatinM', 'O00541', 'O00139'})"
"frozenset({'P62136', 'OncostatinM', 'Q92843'})"
"frozenset({'OncostatinM', 'P07947', 'Q8IVT5'})"
"frozenset({'OncostatinM', 'O00214', 'Q08722'})"
"frozenset({'OncostatinM', 'Q08830', 'Q13522'})"
"frozenset({'OncostatinM', 'P09038', 'P07333'})"
"frozenset({'OncostatinM', 'Q12834', 'Q6ZU80'})"
"frozenset({'OncostatinM', 'Q9P0K8', 'Q03112'})"
"frozenset({'P00533', 'OncostatinM', 'Q02156'})"
"frozenset({'P35268', 'P62244', 'OncostatinM'})"
"frozenset({'OncostatinM', 'O75554', 'O43172'})"
"frozenset({'OncostatinM', 'Q15717', 'Q92796'})"
"frozenset({'P07900', 'OncostatinM', 'Q8WZ60'})"
"frozenset({'Q15819', 'OncostatinM', 'O14810'})"
"frozenset({'Q9BWP8', 'OncostatinM', 'O94952'})"
"frozenset({'OncostatinM', 'P04629', 'Q15021'})"
"frozenset({'OncostatinM', 'P08047', 'Q9BXP5'})"
"frozenset({'OncostatinM', 'Q9H9Q2', 'Q9UNS2'})"
"frozenset({'Q96Q45', 'OncostatinM', 'P01876'})"
"frozenset({'Q96GE6', 'OncostatinM', 'P48454'})"
"frozenset({'OncostatinM', 'P46379', 'A5YKK6'})"
"frozenset({'OncostatinM', 'P01861', 'P02787'})"
"frozenset({'P28482', 'OncostatinM', 'Q9Y5K8'})"
"frozenset({'OncostatinM', 'O00257', 'P46937'})"
"frozenset({'P07814', 'P27708', 'OncostatinM'})"
"frozenset({'OncostatinM', 'Q9BVG8', 'O43379'})"
"frozenset({'OncostatinM', 'O95139', 'Q9NX14'})"
"frozenset({'OncostatinM', 'O75385', 'P54619'})"
"frozenset({'Q9H582', 'OncostatinM', 'Q96KQ7'})"
"frozenset({'OncostatinM', 'O15379', 'Q86Y13'})"
"frozenset({'Q9H6L4', 'OncostatinM', 'Q86UW9'})"
"frozenset({'OncostatinM', 'O95793', 'P38646'})"
"frozenset({'P54709', 'OncostatinM', 'P36543'})"
"frozenset({'Q96LR5', 'OncostatinM', 'Q16236'})"
"frozenset({'OncostatinM', 'Q8WXI9', 'Q9BTC8'})"
"frozenset({'OncostatinM', 'P83731', 'Q8TDR0'})"
"frozenset({'OncostatinM', 'P05067', 'Q8WUD1'})"
"frozenset({'Q8IXH7', 'OncostatinM', 'P10398'})"
"frozenset({'Q14999', 'P26368', 'OncostatinM'})"
"frozenset({'Q13043', 'OncostatinM', 'Q13748'})"
"frozenset({'P11802', 'Q13451', 'OncostatinM'})"
"frozenset({'OncostatinM', 'Q9GZZ9', 'P13674'})"
"frozenset({'OncostatinM', 'Q9H813', 'P10321'})"
"frozenset({'OncostatinM', 'O43610', 'Q5T7P2'})"
"frozenset({'Q6FI13', 'OncostatinM', 'Q9UQL6'})"
"frozenset({'P63104', 'OncostatinM', 'O95793'})"
"frozenset({'OncostatinM', 'P24844', 'Q13131'})"
"frozenset({'OncostatinM', 'P00734', 'O00254'})"
"frozenset({'P04629', 'OncostatinM', 'O60701'})"
"frozenset({'OncostatinM', 'Q69YU3', 'Q9UHB6'})"
"frozenset({'Q5JZY3', 'OncostatinM', 'P16220'})"
"frozenset({'P22059', 'OncostatinM', 'Q15436'})"
"frozenset({'P62241', 'OncostatinM', 'O15344'})"
"frozenset({'OncostatinM', 'Q12778', 'Q9UNE7'})"
"frozenset({'P33981', 'OncostatinM', 'Q8N4C6'})"
"frozenset({'OncostatinM', 'Q5S007', 'Q9Y6A4'})"
"frozenset({'P26012', 'OncostatinM', 'Q9Y490'})"
"frozenset({'OncostatinM', 'Q8WW35', 'P13984'})"
"frozenset({'OncostatinM', 'P78371', 'Q8IWZ6'})"
"frozenset({'P05412', 'OncostatinM', 'O75925'})"
"frozenset({'OncostatinM', 'Q96DT6', 'Q8TBN0'})"
"frozenset({'OncostatinM', 'Q8TCE9', 'Q9UFD9'})"
"frozenset({'OncostatinM', 'P53365', 'Q9Y5X3'})"
"frozenset({'OncostatinM', 'P62937', 'Q5TC82'})"
"frozenset({'OncostatinM', 'Q96C57', 'P54274'})"
"frozenset({'OncostatinM', 'Q9NPG1', 'P09471'})"
"frozenset({'O94776', 'Q16576', 'OncostatinM'})"
"frozenset({'OncostatinM', 'A6NLX3', 'Q00526'})"
"frozenset({'P62136', 'OncostatinM', 'Q13976'})"
"frozenset({'P20827', 'P12956', 'OncostatinM'})"
"frozenset({'P05387', 'OncostatinM', 'Q00653'})"
"frozenset({'OncostatinM', 'Q8IUQ4', 'Q7Z3E5'})"
"frozenset({'OncostatinM', 'Q96AT9', 'Q16831'})"
"frozenset({'Q99623', 'OncostatinM', 'P31930'})"
"frozenset({'P55209', 'OncostatinM', 'P62701'})"
"frozenset({'OncostatinM', 'Q71U36', 'Q86X10'})"
"frozenset({'OncostatinM', 'P81408', 'O60637'})"
"frozenset({'P62873', 'OncostatinM', 'A6NDH6'})"
"frozenset({'OncostatinM', 'P11021', 'O14920'})"
"frozenset({'OncostatinM', 'P36578', 'P62701'})"
"frozenset({'OncostatinM', 'P30085', 'Q8IVT5'})"
"frozenset({'O75486', 'OncostatinM', 'Q9HBOncostatinM6'})"
"frozenset({'OncostatinM', 'P68400', 'A6NK89'})"
"frozenset({'OncostatinM', 'Q9Y2A0', 'P04637'})"
"frozenset({'OncostatinM', 'Q8N2W9', 'P41235'})"
"frozenset({'OncostatinM', 'P60520', 'Q8TC07'})"
"frozenset({'OncostatinM', 'P36941', 'Q86XZ4'})"
"frozenset({'OncostatinM', 'Q9UI95', 'Q13291'})"
"frozenset({'P09661', 'OncostatinM', 'P49720'})"
"frozenset({'OncostatinM', 'P19429', 'Q66LE6'})"
"frozenset({'OncostatinM', 'Q8NET5', 'P43403'})"
"frozenset({'P48634', 'OncostatinM', 'P55345'})"
"frozenset({'Q13330', 'OncostatinM', 'P51948'})"
"frozenset({'O43809', 'OncostatinM', 'P35244'})"
"frozenset({'OncostatinM', 'W5XKT8', 'Q8N9N5'})"
"frozenset({'Q96JH8', 'OncostatinM', 'Q9NRG4'})"
"frozenset({'Q9NQX4', 'OncostatinM', 'Q13813'})"
"frozenset({'OncostatinM', 'Q7RTY3', 'Q9NR09'})"
"frozenset({'OncostatinM', 'O00308', 'Q16778'})"
"frozenset({'OncostatinM', 'P49790', 'Q9BTL4'})"
"frozenset({'Q01974', 'OncostatinM', 'O14503'})"
"frozenset({'Q9BQ66', 'P62857', 'OncostatinM'})"
"frozenset({'Q9UBF9', 'Q9NRC1', 'OncostatinM'})"
"frozenset({'OncostatinM', 'O43752', 'Q9P0N5'})"
"frozenset({'OncostatinM', 'Q96B26', 'Q9Y3B2'})"
"frozenset({'OncostatinM', 'Q9BZL1', 'P55081'})"
"frozenset({'Q13330', 'OncostatinM', 'Q99961'})"
"frozenset({'Q9UKX3', 'Q9BWF3', 'OncostatinM'})"
"frozenset({'Q9UBS0', 'OncostatinM', 'P12004'})"
"frozenset({'OncostatinM', 'O14732', 'Q13310'})"
"frozenset({'P32238', 'OncostatinM', 'P29992'})"
"frozenset({'O00429', 'OncostatinM', 'P24046'})"
"frozenset({'OncostatinM', 'Q9NWQ9', 'Q96D03'})"
"frozenset({'Q99623', 'OncostatinM', 'P52294'})"
"frozenset({'P09619', 'OncostatinM', 'Q05397'})"
"frozenset({'P04629', 'OncostatinM', 'P35613'})"
"frozenset({'Q4G0N4', 'OncostatinM', 'Q9UBS4'})"
"frozenset({'P01889', 'OncostatinM', 'O75390'})"
"frozenset({'P27348', 'OncostatinM', 'P53355'})"
"frozenset({'Q8WXJ9', 'OncostatinM', 'P68363'})"
"frozenset({'OncostatinM', 'P85037', 'O14641'})"
"frozenset({'OncostatinM', 'P25942', 'O95817'})"
"frozenset({'OncostatinM', 'Q03989', 'Q9Y586'})"
"frozenset({'Q15382', 'OncostatinM', 'O43889'})"
"frozenset({'OncostatinM', 'Q96OncostatinMH2', 'O43865'})"
"frozenset({'Q92905', 'OncostatinM', 'P83731'})"
"frozenset({'OncostatinM', 'Q15436', 'P23588'})"
"frozenset({'OncostatinM', 'P55201', 'Q8WYB5'})"
"frozenset({'OncostatinM', 'P09651', 'Q9HCE1'})"
"frozenset({'OncostatinM', 'Q86Y13', 'Q6ZT12'})"
"frozenset({'P55854', 'OncostatinM', 'O75925'})"
"frozenset({'Q13535', 'OncostatinM', 'Q5VZL5'})"
"frozenset({'P49736', 'OncostatinM', 'P55084'})"
"frozenset({'Q8NEC5', 'OncostatinM', 'P14373'})"
"frozenset({'P30084', 'OncostatinM', 'P16035'})"
"frozenset({'Q96JB3', 'OncostatinM', 'P05412'})"
"frozenset({'OncostatinM', 'P36543', 'Q9H444'})"
"frozenset({'OncostatinM', 'P31942', 'Q96GG9'})"
"frozenset({'OncostatinM', 'Q6IQ23', 'O15047'})"
"frozenset({'Q6WCQ1', 'OncostatinM', 'Q07889'})"
"frozenset({'OncostatinM', 'Q5T7W0', 'Q14C86'})"
"frozenset({'OncostatinM', 'Q9Y3E0', 'Q9C0E8'})"
"frozenset({'P53680', 'OncostatinM', 'P62316'})"
"frozenset({'O43809', 'OncostatinM', 'Q9NV58'})"
"frozenset({'P04629', 'OncostatinM', 'O43815'})"
"frozenset({'OncostatinM', 'O95760', 'Q9NPH3'})"
"frozenset({'OncostatinM', 'Q9P2A4', 'Q08043'})"
"frozenset({'OncostatinM', 'Q96S53', 'Q8NEY1'})"
"frozenset({'OncostatinM', 'P41225', 'O43186'})"
"frozenset({'OncostatinM', 'P31947', 'Q8TEW0'})"
"frozenset({'OncostatinM', 'P61353', 'P62249'})"
"frozenset({'OncostatinM', 'P06340', 'P13765'})"
"frozenset({'OncostatinM', 'Q8N668', 'Q15369'})"
"frozenset({'P04629', 'OncostatinM', 'O00299'})"
"frozenset({'Q504Q3', 'OncostatinM', 'Q13247'})"
"frozenset({'P13073', 'OncostatinM', 'P17568'})"
"frozenset({'Q14677', 'OncostatinM', 'Q99615'})"
"frozenset({'Q8IY18', 'OncostatinM', 'Q96LX8'})"
"frozenset({'Q99622', 'OncostatinM', 'Q8IXS6'})"
"frozenset({'O75592', 'OncostatinM', 'Q9NPJ6'})"
"frozenset({'Q16795', 'OncostatinM', 'Q15057'})"
"frozenset({'OncostatinM', 'P80188', 'Q6ISS4'})"
"frozenset({'OncostatinM', 'O75787', 'Q9Y2Q5'})"
"frozenset({'OncostatinM', 'Q9Y328', 'O43678'})"
"frozenset({'OncostatinM', 'Q9HCS7', 'Q13573'})"
"frozenset({'OncostatinM', 'Q5T7P8', 'Q13049'})"
"frozenset({'P62312', 'OncostatinM', 'Q9BRA0'})"
"frozenset({'P62873', 'OncostatinM', 'Q15375'})"
"frozenset({'Q14831', 'OncostatinM', 'P63218'})"
"frozenset({'P40238', 'OncostatinM', 'P23458'})"
"frozenset({'P62158', 'OncostatinM', 'O14830'})"
"frozenset({'P63000', 'OncostatinM', 'Q9NZQ3'})"
"frozenset({'OncostatinM', 'P61077', 'Q9NVW2'})"
"frozenset({'OncostatinM', 'P21333', 'O14920'})"
"frozenset({'P35637', 'OncostatinM', 'Q01081'})"
"frozenset({'OncostatinM', 'Q13057', 'Q13630'})"
"frozenset({'OncostatinM', 'P67812', 'Q5HYA8'})"
"frozenset({'OncostatinM', 'Q14697', 'P12956'})"
"frozenset({'Q13554', 'Q96GE6', 'OncostatinM'})"
"frozenset({'OncostatinM', 'Q92530', 'P43364'})"
"frozenset({'OncostatinM', 'P02655', 'P06858'})"
"frozenset({'P27694', 'OncostatinM', 'Q9BSJ8'})"
"frozenset({'O15084', 'OncostatinM', 'O95071'})"
"frozenset({'OncostatinM', 'Q15910', 'O75582'})"
"frozenset({'OncostatinM', 'Q5S007', 'Q96CW1'})"
"frozenset({'OncostatinM', 'P25090', 'P0CJ68'})"
"frozenset({'Q07960', 'OncostatinM', 'Q15369'})"
"frozenset({'OncostatinM', 'Q16620', 'P05019'})"
"frozenset({'P49286', 'P78527', 'OncostatinM'})"
"frozenset({'OncostatinM', 'Q92793', 'Q16763'})"
"frozenset({'OncostatinM', 'P49736', 'Q01844'})"
"frozenset({'OncostatinM', 'P06241', 'P42166'})"
"frozenset({'OncostatinM', 'A8OncostatinMQ03', 'Q9Y342'})"
"frozenset({'OncostatinM', 'P25398', 'Q99558'})"
"frozenset({'OncostatinM', 'Q9Y3E7', 'Q9UER7'})"
"frozenset({'Q8TCU6', 'OncostatinM', 'P61952'})"
"frozenset({'P23921', 'OncostatinM', 'P51688'})"
"frozenset({'OncostatinM', 'Q8IVT2', 'O00159'})"
"frozenset({'OncostatinM', 'Q6UXOncostatinM1', 'Q16635'})"
"frozenset({'Q71RC2', 'OncostatinM', 'P67809'})"
"frozenset({'Q13315', 'Q8N5F7', 'OncostatinM'})"
"frozenset({'P09496', 'OncostatinM', 'Q96CW1'})"
"frozenset({'OncostatinM', 'P01106', 'Q9UHX1'})"
"frozenset({'OncostatinM', 'Q9Y388', 'Q15717'})"
"frozenset({'OncostatinM', 'P43243', 'A2AJT9'})"
"frozenset({'OncostatinM', 'Q92621', 'Q9BVL2'})"
"frozenset({'OncostatinM', 'Q9BTE1', 'Q9UJW0'})"
"frozenset({'OncostatinM', 'Q9Y6X6', 'Q92731'})"
"frozenset({'OncostatinM', 'Q562F6', 'Q9ULW8'})"
"frozenset({'P62877', 'OncostatinM', 'Q9UHV2'})"
"frozenset({'OncostatinM', 'Q99733', 'Q8N0Z3'})"
"frozenset({'OncostatinM', 'P43657', 'P03886'})"
"frozenset({'OncostatinM', 'P07900', 'Q9H553'})"
"frozenset({'Q9NPF4', 'Q13617', 'OncostatinM'})"
"frozenset({'P31949', 'OncostatinM', 'P11171'})"
"frozenset({'Q8WZ74', 'OncostatinM', 'P43364'})"
"frozenset({'O43318', 'OncostatinM', 'Q00610'})"
"frozenset({'P48552', 'OncostatinM', 'P13631'})"
"frozenset({'O43298', 'OncostatinM', 'Q3B820'})"
"frozenset({'OncostatinM', 'Q9UKA8', 'P63098'})"
