negatives
"frozenset({'P05187', 'TNFalpha', 'P32242'})"
"frozenset({'Q16795', 'Q99496', 'TNFalpha'})"
"frozenset({'P20618', 'TNFalpha', 'Q9H079'})"
"frozenset({'TNFalpha', 'Q92830', 'Q13617'})"
"frozenset({'O95166', 'TNFalpha', 'Q15459'})"
"frozenset({'P14770', 'Q15323', 'TNFalpha'})"
"frozenset({'P63165', 'O60684', 'TNFalpha'})"
"frozenset({'Q9BU64', 'Q9HCE1', 'TNFalpha'})"
"frozenset({'Q15717', 'TNFalpha', 'Q70SY1'})"
"frozenset({'A8MQ03', 'TNFalpha', 'P15514'})"
"frozenset({'Q9HC98', 'O95644', 'TNFalpha'})"
"frozenset({'Q13618', 'TNFalpha', 'Q9BTW9'})"
"frozenset({'Q9NX04', 'TNFalpha', 'O75420'})"
"frozenset({'TNFalpha', 'P01833', 'P55851'})"
"frozenset({'P34897', 'TNFalpha', 'Q92522'})"
"frozenset({'Q9NQ25', 'TNFalpha', 'P09382'})"
"frozenset({'Q01844', 'P04637', 'TNFalpha'})"
"frozenset({'Q5UIP0', 'P54132', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P17947', 'P41182'})"
"frozenset({'Q96ES7', 'TNFalpha', 'Q9NS73'})"
"frozenset({'P57772', 'TNFalpha', 'Q15554'})"
"frozenset({'P04271', 'P15498', 'TNFalpha'})"
"frozenset({'Q96C12', 'Q8IVS8', 'TNFalpha'})"
"frozenset({'Q5JRA6', 'Q9Y5M8', 'TNFalpha'})"
"frozenset({'Q9H223', 'TNFalpha', 'Q15714'})"
"frozenset({'P32121', 'Q96RC9', 'TNFalpha'})"
"frozenset({'Q14103', 'TNFalpha', 'P13010'})"
"frozenset({'Q14722', 'P31939', 'TNFalpha'})"
"frozenset({'P05111', 'TNFalpha', 'Q9Y6K9'})"
"frozenset({'P35222', 'TNFalpha', 'O00482'})"
"frozenset({'Q5BJF6', 'TNFalpha', 'Q96L34'})"
"frozenset({'P62847', 'Q504Q3', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q99611', 'Q9UBT2'})"
"frozenset({'Q96SQ5', 'Q16543', 'TNFalpha'})"
"frozenset({'Q92731', 'TNFalpha', 'Q09161'})"
"frozenset({'O43683', 'TNFalpha', 'Q92688'})"
"frozenset({'Q99728', 'Q9NVC6', 'TNFalpha'})"
"frozenset({'P48047', 'P19012', 'TNFalpha'})"
"frozenset({'P51692', 'Q92793', 'TNFalpha'})"
"frozenset({'Q9GZQ8', 'P38646', 'TNFalpha'})"
"frozenset({'Q9UBU6', 'Q9Y3E0', 'TNFalpha'})"
"frozenset({'Q15022', 'Q8NG27', 'TNFalpha'})"
"frozenset({'Q8IWZ8', 'O75937', 'TNFalpha'})"
"frozenset({'P60331', 'TNFalpha', 'Q6PEX3'})"
"frozenset({'Q9UJA5', 'Q96QK1', 'TNFalpha'})"
"frozenset({'O60763', 'P42574', 'TNFalpha'})"
"frozenset({'O43156', 'P50406', 'TNFalpha'})"
"frozenset({'P24928', 'Q9HCE1', 'TNFalpha'})"
"frozenset({'P42226', 'P51692', 'TNFalpha'})"
"frozenset({'O43805', 'TNFalpha', 'Q86VQ0'})"
"frozenset({'TNFalpha', 'Q14994', 'P51843'})"
"frozenset({'Q14186', 'TNFalpha', 'O96017'})"
"frozenset({'P25098', 'O60404', 'TNFalpha'})"
"frozenset({'P26371', 'TNFalpha', 'Q8N339'})"
"frozenset({'Q9UHK0', 'P08247', 'TNFalpha'})"
"frozenset({'Q15323', 'TNFalpha', 'Q14773'})"
"frozenset({'Q14508', 'TNFalpha', 'P21246'})"
"frozenset({'Q9NPJ4', 'TNFalpha', 'P11474'})"
"frozenset({'Q7Z460', 'TNFalpha', 'Q99459'})"
"frozenset({'Q02539', 'Q09472', 'TNFalpha'})"
"frozenset({'Q01831', 'Q9UPP1', 'TNFalpha'})"
"frozenset({'Q9P2P5', 'O60921', 'TNFalpha'})"
"frozenset({'P24394', 'P26441', 'TNFalpha'})"
"frozenset({'Q8HWS3', 'TNFalpha', 'P09234'})"
"frozenset({'P03372', 'TNFalpha', 'Q86TE4'})"
"frozenset({'P78347', 'P04003', 'TNFalpha'})"
"frozenset({'Q12873', 'TNFalpha', 'P27635'})"
"frozenset({'P43250', 'TNFalpha', 'Q16625'})"
"frozenset({'P42771', 'TNFalpha', 'P01112'})"
"frozenset({'TNFalpha', 'Q92784', 'O94805'})"
"frozenset({'Q99961', 'Q99873', 'TNFalpha'})"
"frozenset({'O95870', 'O95415', 'TNFalpha'})"
"frozenset({'Q9UBU9', 'P34925', 'TNFalpha'})"
"frozenset({'P14859', 'Q15562', 'TNFalpha'})"
"frozenset({'O14980', 'TNFalpha', 'O00189'})"
"frozenset({'Q9Y2I6', 'TNFalpha', 'Q9UM11'})"
"frozenset({'Q6ZW49', 'Q9H9S0', 'TNFalpha'})"
"frozenset({'Q9UBB9', 'P05787', 'TNFalpha'})"
"frozenset({'O75578', 'TNFalpha', 'P17301'})"
"frozenset({'Q9BQ83', 'P49721', 'TNFalpha'})"
"frozenset({'Q8IX18', 'TNFalpha', 'Q93009'})"
"frozenset({'Q15942', 'P54253', 'TNFalpha'})"
"frozenset({'P30260', 'TNFalpha', 'Q08050'})"
"frozenset({'P26599', 'P43243', 'TNFalpha'})"
"frozenset({'Q9BPX3', 'TNFalpha', 'Q92747'})"
"frozenset({'O15162', 'Q5T5A8', 'TNFalpha'})"
"frozenset({'Q38SD2', 'TNFalpha', 'P08238'})"
"frozenset({'P09471', 'P04629', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q7KZ85', 'P0CAP1'})"
"frozenset({'P52943', 'TNFalpha', 'Q04206'})"
"frozenset({'P41743', 'P08047', 'TNFalpha'})"
"frozenset({'Q5VTB9', 'P51965', 'TNFalpha'})"
"frozenset({'Q9C0F1', 'Q9Y297', 'TNFalpha'})"
"frozenset({'P62913', 'TNFalpha', 'Q8N726'})"
"frozenset({'TNFalpha', 'Q96EP5', 'O75368'})"
"frozenset({'TNFalpha', 'P01563', 'P42701'})"
"frozenset({'TNFalpha', 'Q9P0L0', 'P56537'})"
"frozenset({'Q06323', 'TNFalpha', 'Q9BY78'})"
"frozenset({'TNFalpha', 'O75874', 'Q9HB07'})"
"frozenset({'O75364', 'P02533', 'TNFalpha'})"
"frozenset({'P99999', 'TNFalpha', 'Q9UHB4'})"
"frozenset({'O14561', 'TNFalpha', 'Q8N5M1'})"
"frozenset({'Q9NUQ3', 'Q66GS9', 'TNFalpha'})"
"frozenset({'P02751', 'P14210', 'TNFalpha'})"
"frozenset({'O15259', 'O94763', 'TNFalpha'})"
"frozenset({'P34897', 'Q15390', 'TNFalpha'})"
"frozenset({'P53350', 'TNFalpha', 'Q9UBS3'})"
"frozenset({'Q96PU5', 'Q9H0G5', 'TNFalpha'})"
"frozenset({'Q68CZ1', 'Q02241', 'TNFalpha'})"
"frozenset({'O00299', 'TNFalpha', 'Q14999'})"
"frozenset({'Q9NWV8', 'TNFalpha', 'Q9NRN7'})"
"frozenset({'P04150', 'P10599', 'TNFalpha'})"
"frozenset({'Q13114', 'P37198', 'TNFalpha'})"
"frozenset({'Q9BPX5', 'P01106', 'TNFalpha'})"
"frozenset({'Q86YM7', 'TNFalpha', 'Q96HH9'})"
"frozenset({'TNFalpha', 'P60981', 'Q9NY33'})"
"frozenset({'TNFalpha', 'P58012', 'Q15717'})"
"frozenset({'TNFalpha', 'Q9P2K1', 'Q9H6S0'})"
"frozenset({'P60520', 'TNFalpha', 'P50502'})"
"frozenset({'Q6P5W5', 'Q9NQ11', 'TNFalpha'})"
"frozenset({'P36404', 'Q9HCE1', 'TNFalpha'})"
"frozenset({'Q9NQ38', 'P09958', 'TNFalpha'})"
"frozenset({'Q13461', 'P26367', 'TNFalpha'})"
"frozenset({'Q7Z589', 'TNFalpha', 'Q15014'})"
"frozenset({'Q13620', 'Q93034', 'TNFalpha'})"
"frozenset({'Q9Y698', 'TNFalpha', 'Q15172'})"
"frozenset({'P02751', 'Q9UNM6', 'TNFalpha'})"
"frozenset({'Q00839', 'P39023', 'TNFalpha'})"
"frozenset({'Q9UNN4', 'TNFalpha', 'Q04741'})"
"frozenset({'Q13563', 'P43361', 'TNFalpha'})"
"frozenset({'Q9Y6Y0', 'TNFalpha', 'P33991'})"
"frozenset({'Q96L94', 'Q9NUX5', 'TNFalpha'})"
"frozenset({'P21145', 'TNFalpha', 'Q5T700'})"
"frozenset({'O75643', 'Q15796', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q13404', 'Q9HCM9'})"
"frozenset({'P05412', 'Q6XD76', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q12849', 'Q13617'})"
"frozenset({'Q92905', 'P04637', 'TNFalpha'})"
"frozenset({'Q9H967', 'P47755', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q96A19', 'Q96NT1'})"
"frozenset({'P43632', 'P30499', 'TNFalpha'})"
"frozenset({'Q9Y618', 'P55040', 'TNFalpha'})"
"frozenset({'O15534', 'TNFalpha', 'Q01167'})"
"frozenset({'P84022', 'TNFalpha', 'P21980'})"
"frozenset({'Q8WV22', 'Q8N140', 'TNFalpha'})"
"frozenset({'O75147', 'TNFalpha', 'P30876'})"
"frozenset({'P37802', 'Q9HCE1', 'TNFalpha'})"
"frozenset({'Q9H0P0', 'O95817', 'TNFalpha'})"
"frozenset({'P38405', 'TNFalpha', 'Q8NGL1'})"
"frozenset({'Q13148', 'P62750', 'TNFalpha'})"
"frozenset({'P00533', 'TNFalpha', 'Q9UBQ5'})"
"frozenset({'Q6P9B9', 'TNFalpha', 'Q96SY0'})"
"frozenset({'P16615', 'Q8TCJ0', 'TNFalpha'})"
"frozenset({'P45973', 'Q9UK41', 'TNFalpha'})"
"frozenset({'Q9UBU9', 'P02545', 'TNFalpha'})"
"frozenset({'O15033', 'O43236', 'TNFalpha'})"
"frozenset({'P16104', 'TNFalpha', 'P12236'})"
"frozenset({'Q9BXK5', 'TNFalpha', 'Q5BJF2'})"
"frozenset({'Q9UBW7', 'TNFalpha', 'Q15717'})"
"frozenset({'Q99758', 'Q02297', 'TNFalpha'})"
"frozenset({'O75365', 'TNFalpha', 'P50539'})"
"frozenset({'Q8NCR3', 'Q9NPD8', 'TNFalpha'})"
"frozenset({'O75208', 'TNFalpha', 'Q8N0X7'})"
"frozenset({'P53355', 'TNFalpha', 'Q92574'})"
"frozenset({'P21912', 'Q9BRJ2', 'TNFalpha'})"
"frozenset({'Q86VR2', 'Q96K19', 'TNFalpha'})"
"frozenset({'Q01094', 'TNFalpha', 'P36955'})"
"frozenset({'P82930', 'Q9UBC1', 'TNFalpha'})"
"frozenset({'O75593', 'Q03989', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P06748', 'Q9H0A0'})"
"frozenset({'O60504', 'P23415', 'TNFalpha'})"
"frozenset({'Q9Y3Z3', 'P22059', 'TNFalpha'})"
"frozenset({'Q9BVJ6', 'O14986', 'TNFalpha'})"
"frozenset({'P27694', 'Q2NL82', 'TNFalpha'})"
"frozenset({'O14756', 'TNFalpha', 'P20020'})"
"frozenset({'P62807', 'Q9GZN1', 'TNFalpha'})"
"frozenset({'Q00005', 'P14416', 'TNFalpha'})"
"frozenset({'Q02750', 'TNFalpha', 'P00540'})"
"frozenset({'Q9NVW2', 'P62837', 'TNFalpha'})"
"frozenset({'P01106', 'Q06830', 'TNFalpha'})"
"frozenset({'Q13191', 'P61088', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P05783', 'P35250'})"
"frozenset({'O95429', 'Q03933', 'TNFalpha'})"
"frozenset({'P35372', 'P16520', 'TNFalpha'})"
"frozenset({'Q9BXS5', 'TNFalpha', 'P14672'})"
"frozenset({'P05067', 'TNFalpha', 'O95466'})"
"frozenset({'TNFalpha', 'P60900', 'P40337'})"
"frozenset({'Q7RTV0', 'TNFalpha', 'P08579'})"
"frozenset({'P62487', 'TNFalpha', 'P30876'})"
"frozenset({'Q9GZQ8', 'O43390', 'TNFalpha'})"
"frozenset({'Q8NH03', 'P22694', 'TNFalpha'})"
"frozenset({'P25490', 'P19838', 'TNFalpha'})"
"frozenset({'Q14974', 'P12272', 'TNFalpha'})"
"frozenset({'Q9Y3A4', 'TNFalpha', 'Q9UKV3'})"
"frozenset({'Q96LX8', 'Q96Q77', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q96FJ0', 'Q9P2K1'})"
"frozenset({'Q8IZC4', 'P01857', 'TNFalpha'})"
"frozenset({'O75448', 'Q14974', 'TNFalpha'})"
"frozenset({'P56524', 'O43896', 'TNFalpha'})"
"frozenset({'Q9BRL7', 'P52790', 'TNFalpha'})"
"frozenset({'Q9Y6D5', 'TNFalpha', 'Q96AD5'})"
"frozenset({'P16104', 'Q93079', 'TNFalpha'})"
"frozenset({'Q9UPY8', 'Q8IUQ4', 'TNFalpha'})"
"frozenset({'Q8N668', 'P42771', 'TNFalpha'})"
"frozenset({'P78318', 'P12830', 'TNFalpha'})"
"frozenset({'O60508', 'Q9Y383', 'TNFalpha'})"
"frozenset({'Q9UBU9', 'TNFalpha', 'Q7RTY1'})"
"frozenset({'P16104', 'P62807', 'TNFalpha'})"
"frozenset({'Q96QB1', 'TNFalpha', 'P60763'})"
"frozenset({'P48735', 'TNFalpha', 'Q7KZF4'})"
"frozenset({'Q96SB4', 'Q9HCS5', 'TNFalpha'})"
"frozenset({'Q9Y247', 'TNFalpha', 'Q01850'})"
"frozenset({'O75360', 'Q7L775', 'TNFalpha'})"
"frozenset({'Q99496', 'Q8WY22', 'TNFalpha'})"
"frozenset({'Q92529', 'TNFalpha', 'Q8N6Y0'})"
"frozenset({'Q16649', 'TNFalpha', 'O43889'})"
"frozenset({'Q8IVT5', 'Q9NXE8', 'TNFalpha'})"
"frozenset({'Q8IYT8', 'Q155Q3', 'TNFalpha'})"
"frozenset({'P31942', 'TNFalpha', 'Q5VWX1'})"
"frozenset({'Q96EI5', 'TNFalpha', 'Q8WWM7'})"
"frozenset({'O95299', 'TNFalpha', 'P14927'})"
"frozenset({'Q15717', 'TNFalpha', 'Q5VTE6'})"
"frozenset({'Q6PD62', 'TNFalpha', 'Q9H2K8'})"
"frozenset({'Q9Y478', 'P31153', 'TNFalpha'})"
"frozenset({'P30048', 'O00584', 'TNFalpha'})"
"frozenset({'P05412', 'Q96DV4', 'TNFalpha'})"
"frozenset({'Q9NZT1', 'Q7Z6L0', 'TNFalpha'})"
"frozenset({'O95433', 'Q9UBM4', 'TNFalpha'})"
"frozenset({'P01579', 'P32927', 'TNFalpha'})"
"frozenset({'P18583', 'TNFalpha', 'P40337'})"
"frozenset({'TNFalpha', 'P27986', 'P00403'})"
"frozenset({'P42025', 'O43264', 'TNFalpha'})"
"frozenset({'Q13555', 'P56524', 'TNFalpha'})"
"frozenset({'P20073', 'Q15365', 'TNFalpha'})"
"frozenset({'Q9UJY1', 'Q2TAL8', 'TNFalpha'})"
"frozenset({'Q6NUS6', 'O15127', 'TNFalpha'})"
"frozenset({'O43776', 'TNFalpha', 'Q92769'})"
"frozenset({'TNFalpha', 'P17096', 'P68400'})"
"frozenset({'P51965', 'P00748', 'TNFalpha'})"
"frozenset({'Q6IA69', 'TNFalpha', 'O14964'})"
"frozenset({'O14775', 'TNFalpha', 'P21917'})"
"frozenset({'Q9ULV4', 'TNFalpha', 'P03372'})"
"frozenset({'Q9NVT9', 'TNFalpha', 'Q16555'})"
"frozenset({'TNFalpha', 'P10415', 'P02511'})"
"frozenset({'Q9UBU9', 'O15260', 'TNFalpha'})"
"frozenset({'P35268', 'TNFalpha', 'P15880'})"
"frozenset({'Q13596', 'TNFalpha', 'Q9UQ16'})"
"frozenset({'Q504Q3', 'TNFalpha', 'Q9BRS2'})"
"frozenset({'Q13188', 'TNFalpha', 'Q96IK5'})"
"frozenset({'P10636', 'P37840', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q05516', 'P09913'})"
"frozenset({'P46776', 'Q12904', 'TNFalpha'})"
"frozenset({'P05067', 'TNFalpha', 'Q96G21'})"
"frozenset({'Q02543', 'TNFalpha', 'Q9BYG3'})"
"frozenset({'Q9UBT6', 'Q6UN15', 'TNFalpha'})"
"frozenset({'O15379', 'O43847', 'TNFalpha'})"
"frozenset({'Q96IQ7', 'Q92973', 'TNFalpha'})"
"frozenset({'Q8N0Z3', 'TNFalpha', 'Q49MG5'})"
"frozenset({'Q13148', 'TNFalpha', 'P36578'})"
"frozenset({'Q9Y5W5', 'P56704', 'TNFalpha'})"
"frozenset({'O95379', 'Q9NT62', 'TNFalpha'})"
"frozenset({'Q13546', 'Q13489', 'TNFalpha'})"
"frozenset({'Q8IWL3', 'Q8NHH9', 'TNFalpha'})"
"frozenset({'P01106', 'P57678', 'TNFalpha'})"
"frozenset({'P25685', 'TNFalpha', 'P54646'})"
"frozenset({'TNFalpha', 'Q15418', 'Q15056'})"
"frozenset({'Q92905', 'P61313', 'TNFalpha'})"
"frozenset({'Q9BZW8', 'TNFalpha', 'Q63HN8'})"
"frozenset({'Q13526', 'TNFalpha', 'Q9UKT9'})"
"frozenset({'Q9UNK0', 'Q96HJ5', 'TNFalpha'})"
"frozenset({'P01834', 'TNFalpha', 'Q9NYY3'})"
"frozenset({'P49903', 'TNFalpha', 'Q15717'})"
"frozenset({'Q9UIA9', 'Q15750', 'TNFalpha'})"
"frozenset({'P52298', 'TNFalpha', 'Q69YL0'})"
"frozenset({'P00533', 'Q7Z4Q2', 'TNFalpha'})"
"frozenset({'Q9Y3C7', 'P22736', 'TNFalpha'})"
"frozenset({'Q8NGJ8', 'TNFalpha', 'P22612'})"
"frozenset({'Q13751', 'TNFalpha', 'O95816'})"
"frozenset({'P61586', 'TNFalpha', 'P10911'})"
"frozenset({'O95714', 'TNFalpha', 'Q8IZ69'})"
"frozenset({'Q8IXJ6', 'Q8TES7', 'TNFalpha'})"
"frozenset({'P61421', 'Q9Y5K8', 'TNFalpha'})"
"frozenset({'Q13555', 'O60359', 'TNFalpha'})"
"frozenset({'P01344', 'Q6UW60', 'TNFalpha'})"
"frozenset({'Q96SN8', 'TNFalpha', 'Q6NZ67'})"
"frozenset({'TNFalpha', 'Q8N9N8', 'Q15717'})"
"frozenset({'Q14966', 'TNFalpha', 'Q9NRC8'})"
"frozenset({'Q5T7P3', 'Q9BYR3', 'TNFalpha'})"
"frozenset({'O75923', 'P20929', 'TNFalpha'})"
"frozenset({'P07550', 'TNFalpha', 'Q02978'})"
"frozenset({'Q8TDN6', 'Q02543', 'TNFalpha'})"
"frozenset({'Q13323', 'TNFalpha', 'Q969F0'})"
"frozenset({'Q96HA8', 'TNFalpha', 'Q96HQ2'})"
"frozenset({'Q02790', 'TNFalpha', 'P10275'})"
"frozenset({'Q8NDC0', 'P63165', 'TNFalpha'})"
"frozenset({'Q9UHB9', 'P49736', 'TNFalpha'})"
"frozenset({'Q9UHC1', 'TNFalpha', 'O75474'})"
"frozenset({'Q99750', 'TNFalpha', 'P48378'})"
"frozenset({'P15924', 'TNFalpha', 'Q15691'})"
"frozenset({'A8MQ03', 'TNFalpha', 'Q96RF0'})"
"frozenset({'Q5VWQ8', 'Q99961', 'TNFalpha'})"
"frozenset({'O15049', 'TNFalpha', 'O14595'})"
"frozenset({'P20333', 'O14735', 'TNFalpha'})"
"frozenset({'Q00653', 'TNFalpha', 'P42081'})"
"frozenset({'Q05655', 'TNFalpha', 'P15941'})"
"frozenset({'B0YJ81', 'TNFalpha', 'P35232'})"
"frozenset({'Q96BN8', 'Q9BYM8', 'TNFalpha'})"
"frozenset({'Q15759', 'O15379', 'TNFalpha'})"
"frozenset({'P30305', 'TNFalpha', 'Q8WZA2'})"
"frozenset({'O00213', 'Q01105', 'TNFalpha'})"
"frozenset({'P36888', 'P10767', 'TNFalpha'})"
"frozenset({'P28482', 'P05129', 'TNFalpha'})"
"frozenset({'Q9Y3S2', 'P27918', 'TNFalpha'})"
"frozenset({'P04439', 'O15533', 'TNFalpha'})"
"frozenset({'Q6ZT07', 'TNFalpha', 'O43900'})"
"frozenset({'O00144', 'TNFalpha', 'Q92997'})"
"frozenset({'Q8NFW5', 'O43189', 'TNFalpha'})"
"frozenset({'P61421', 'O43242', 'TNFalpha'})"
"frozenset({'P27694', 'TNFalpha', 'O60506'})"
"frozenset({'O75360', 'TNFalpha', 'Q8N0U6'})"
"frozenset({'Q8TAP4', 'TNFalpha', 'Q13422'})"
"frozenset({'TNFalpha', 'Q8IZI9', 'Q01113'})"
"frozenset({'Q68CP9', 'TNFalpha', 'Q8WUB8'})"
"frozenset({'Q9UHB7', 'Q9H6A0', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P50461', 'Q02575'})"
"frozenset({'P37840', 'TNFalpha', 'P48729'})"
"frozenset({'Q9Y4K3', 'Q99873', 'TNFalpha'})"
"frozenset({'Q00597', 'TNFalpha', 'P0DMV8'})"
"frozenset({'Q13432', 'Q96GX8', 'TNFalpha'})"
"frozenset({'Q01546', 'O95678', 'TNFalpha'})"
"frozenset({'Q2MV58', 'P41250', 'TNFalpha'})"
"frozenset({'Q13153', 'Q14164', 'TNFalpha'})"
"frozenset({'Q9NZI8', 'P26599', 'TNFalpha'})"
"frozenset({'Q13363', 'O15379', 'TNFalpha'})"
"frozenset({'Q5SVZ6', 'P52739', 'TNFalpha'})"
"frozenset({'Q9UPM8', 'TNFalpha', 'P02768'})"
"frozenset({'P27348', 'P60174', 'TNFalpha'})"
"frozenset({'Q8WVD3', 'TNFalpha', 'Q7L5N1'})"
"frozenset({'P20338', 'Q6WKZ4', 'TNFalpha'})"
"frozenset({'P52926', 'O75475', 'TNFalpha'})"
"frozenset({'P00533', 'O43795', 'TNFalpha'})"
"frozenset({'O75165', 'Q9NVM4', 'TNFalpha'})"
"frozenset({'Q9NQ92', 'P22087', 'TNFalpha'})"
"frozenset({'Q16623', 'O95292', 'TNFalpha'})"
"frozenset({'Q15311', 'TNFalpha', 'Q14160'})"
"frozenset({'Q9NQL9', 'TNFalpha', 'O43559'})"
"frozenset({'P62851', 'Q14152', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q8TD31', 'Q14738'})"
"frozenset({'P04637', 'Q9HBJ7', 'TNFalpha'})"
"frozenset({'Q9NQW6', 'TNFalpha', 'Q16658'})"
"frozenset({'Q9H190', 'Q96MU7', 'TNFalpha'})"
"frozenset({'Q8N9W6', 'Q86Y33', 'TNFalpha'})"
"frozenset({'O60739', 'O75821', 'TNFalpha'})"
"frozenset({'P42224', 'Q13177', 'TNFalpha'})"
"frozenset({'Q99747', 'TNFalpha', 'P62312'})"
"frozenset({'Q8IWV7', 'TNFalpha', 'P38606'})"
"frozenset({'Q9C0J8', 'Q9NVC6', 'TNFalpha'})"
"frozenset({'P05013', 'Q92985', 'TNFalpha'})"
"frozenset({'Q5RL73', 'Q16594', 'TNFalpha'})"
"frozenset({'O43390', 'Q9H4L7', 'TNFalpha'})"
"frozenset({'O75015', 'Q8TDW0', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P04406', 'P49023'})"
"frozenset({'Q8TAP6', 'TNFalpha', 'Q13724'})"
"frozenset({'Q9NVS2', 'TNFalpha', 'Q9NYK5'})"
"frozenset({'O43583', 'TNFalpha', 'Q15078'})"
"frozenset({'P82914', 'P09651', 'TNFalpha'})"
"frozenset({'Q13618', 'Q13885', 'TNFalpha'})"
"frozenset({'O75376', 'P01106', 'TNFalpha'})"
"frozenset({'P11021', 'P07288', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9BYQ4', 'P63313'})"
"frozenset({'Q9NVP1', 'TNFalpha', 'P62424'})"
"frozenset({'Q5JRA6', 'P05543', 'TNFalpha'})"
"frozenset({'Q9BXM7', 'Q96HS1', 'TNFalpha'})"
"frozenset({'O75385', 'TNFalpha', 'Q7Z3C6'})"
"frozenset({'Q15834', 'O15062', 'TNFalpha'})"
"frozenset({'P63096', 'Q86XP0', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q15645', 'Q3LI64'})"
"frozenset({'Q14241', 'TNFalpha', 'Q96IK5'})"
"frozenset({'Q06330', 'P78426', 'TNFalpha'})"
"frozenset({'Q92504', 'P25490', 'TNFalpha'})"
"frozenset({'P02489', 'TNFalpha', 'O00560'})"
"frozenset({'TNFalpha', 'P21673', 'P51693'})"
"frozenset({'P49207', 'TNFalpha', 'Q9NY93'})"
"frozenset({'P78424', 'P56693', 'TNFalpha'})"
"frozenset({'P55957', 'TNFalpha', 'P04406'})"
"frozenset({'Q13683', 'TNFalpha', 'P16144'})"
"frozenset({'Q99757', 'TNFalpha', 'Q04206'})"
"frozenset({'P31943', 'Q9H4L7', 'TNFalpha'})"
"frozenset({'O60674', 'TNFalpha', 'P25024'})"
"frozenset({'P51843', 'TNFalpha', 'P10275'})"
"frozenset({'P01106', 'TNFalpha', 'O95139'})"
"frozenset({'Q13489', 'P62837', 'TNFalpha'})"
"frozenset({'Q9UL18', 'TNFalpha', 'P53621'})"
"frozenset({'Q9Y2I6', 'Q6UWE0', 'TNFalpha'})"
"frozenset({'Q9C0B0', 'TNFalpha', 'Q9BV81'})"
"frozenset({'P35579', 'TNFalpha', 'Q9BUZ4'})"
"frozenset({'Q9BRF8', 'Q13492', 'TNFalpha'})"
"frozenset({'O95400', 'TNFalpha', 'Q15428'})"
"frozenset({'Q13616', 'TNFalpha', 'Q92522'})"
"frozenset({'P01571', 'TNFalpha', 'Q13261'})"
"frozenset({'P41182', 'TNFalpha', 'P62979'})"
"frozenset({'P19878', 'TNFalpha', 'Q9Y5S8'})"
"frozenset({'Q9Y3E2', 'TNFalpha', 'Q86SX6'})"
"frozenset({'P04629', 'TNFalpha', 'P11802'})"
"frozenset({'Q9UGI8', 'TNFalpha', 'Q9NQG5'})"
"frozenset({'Q9UEY8', 'P33993', 'TNFalpha'})"
"frozenset({'Q96AT9', 'TNFalpha', 'P24941'})"
"frozenset({'Q8IYD1', 'O95352', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q96RQ3', 'O75521'})"
"frozenset({'TNFalpha', 'Q9Y468', 'P55072'})"
"frozenset({'P49336', 'P01106', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P17301', 'P49023'})"
"frozenset({'Q96AB3', 'P05067', 'TNFalpha'})"
"frozenset({'P30939', 'P63096', 'TNFalpha'})"
"frozenset({'P23025', 'TNFalpha', 'P01111'})"
"frozenset({'Q15006', 'TNFalpha', 'Q9UKT9'})"
"frozenset({'Q96D05', 'TNFalpha', 'Q8WXA8'})"
"frozenset({'Q6RFH5', 'TNFalpha', 'P05455'})"
"frozenset({'Q8N752', 'O94916', 'TNFalpha'})"
"frozenset({'O14757', 'TNFalpha', 'O75461'})"
"frozenset({'P49792', 'Q02880', 'TNFalpha'})"
"frozenset({'Q9NZN5', 'P16070', 'TNFalpha'})"
"frozenset({'O43602', 'P54274', 'TNFalpha'})"
"frozenset({'Q9NPY3', 'P00748', 'TNFalpha'})"
"frozenset({'O75832', 'Q86U70', 'TNFalpha'})"
"frozenset({'Q9UBB5', 'TNFalpha', 'Q8NHZ7'})"
"frozenset({'Q15370', 'TNFalpha', 'Q9UK73'})"
"frozenset({'Q9Y666', 'TNFalpha', 'P17931'})"
"frozenset({'Q9BV68', 'TNFalpha', 'P05141'})"
"frozenset({'Q9UBU9', 'Q6NUS6', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P23508', 'P29692'})"
"frozenset({'P04920', 'Q6DD88', 'TNFalpha'})"
"frozenset({'Q9NPY3', 'Q14031', 'TNFalpha'})"
"frozenset({'Q14247', 'Q13131', 'TNFalpha'})"
"frozenset({'P24928', 'Q9NW08', 'TNFalpha'})"
"frozenset({'Q04726', 'TNFalpha', 'Q12952'})"
