negatives
"frozenset({'KitReceptor', 'Q9NUX5', 'Q96PK6'})"
"frozenset({'P48023', 'KitReceptor', 'P55345'})"
"frozenset({'KitReceptor', 'P68431', 'Q8TAE8'})"
"frozenset({'KitReceptor', 'P63279', 'Q14191'})"
"frozenset({'Q9Y3U8', 'Q15233', 'KitReceptor'})"
"frozenset({'Q6NUK1', 'O60260', 'KitReceptor'})"
"frozenset({'Q9BYQ6', 'KitReceptor', 'P26371'})"
"frozenset({'Q96QF0', 'KitReceptor', 'P61962'})"
"frozenset({'P62873', 'KitReceptor', 'P58181'})"
"frozenset({'Q9Y4A5', 'KitReceptor', 'Q9UBU8'})"
"frozenset({'KitReceptor', 'Q9UHB7', 'Q9HB65'})"
"frozenset({'Q9H211', 'KitReceptor', 'Q99459'})"
"frozenset({'KitReceptor', 'Q02548', 'Q86UE8'})"
"frozenset({'Q9Y5K5', 'Q9Y230', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q8NI36', 'P22087'})"
"frozenset({'KitReceptor', 'P16520', 'P01112'})"
"frozenset({'P33316', 'P11172', 'KitReceptor'})"
"frozenset({'Q9BQE3', 'KitReceptor', 'P08238'})"
"frozenset({'Q9NR12', 'KitReceptor', 'Q14103'})"
"frozenset({'KitReceptor', 'P05067', 'Q8IU85'})"
"frozenset({'Q8N6T3', 'KitReceptor', 'P62913'})"
"frozenset({'P68104', 'P61019', 'KitReceptor'})"
"frozenset({'Q9H944', 'Q9ULV4', 'KitReceptor'})"
"frozenset({'KitReceptor', 'O60784', 'P63000'})"
"frozenset({'P52701', 'P21281', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P24385', 'P62979'})"
"frozenset({'KitReceptor', 'Q14943', 'P18465'})"
"frozenset({'P33316', 'P11142', 'KitReceptor'})"
"frozenset({'Q9UKV8', 'KitReceptor', 'Q12906'})"
"frozenset({'O14686', 'KitReceptor', 'Q01201'})"
"frozenset({'KitReceptor', 'Q5T8P6', 'Q9UP38'})"
"frozenset({'KitReceptor', 'O43318', 'Q9C035'})"
"frozenset({'Q9P1W9', 'Q9Y5L4', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9HCE1', 'Q9C009'})"
"frozenset({'Q9UKJ5', 'KitReceptor', 'Q9C0F1'})"
"frozenset({'O60346', 'KitReceptor', 'Q09019'})"
"frozenset({'Q00765', 'KitReceptor', 'Q2M296'})"
"frozenset({'Q5T7W0', 'KitReceptor', 'Q6W0C5'})"
"frozenset({'Q9UHV7', 'A0JLT2', 'KitReceptor'})"
"frozenset({'Q96HJ5', 'KitReceptor', 'Q6UX40'})"
"frozenset({'Q14498', 'KitReceptor', 'P04637'})"
"frozenset({'KitReceptor', 'P08134', 'Q96N67'})"
"frozenset({'P62995', 'Q13616', 'KitReceptor'})"
"frozenset({'P62258', 'P31629', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q09472', 'P18827'})"
"frozenset({'Q68CZ1', 'KitReceptor', 'Q5VT06'})"
"frozenset({'Q5T5X7', 'KitReceptor', 'Q9C005'})"
"frozenset({'Q99549', 'KitReceptor', 'P06733'})"
"frozenset({'Q9UPN9', 'P35222', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P17612', 'O14921'})"
"frozenset({'P11142', 'P42704', 'KitReceptor'})"
"frozenset({'P10909', 'KitReceptor', 'Q02833'})"
"frozenset({'KitReceptor', 'O95394', 'Q9H974'})"
"frozenset({'Q8N6L0', 'KitReceptor', 'Q9HC62'})"
"frozenset({'Q13315', 'KitReceptor', 'Q96J87'})"
"frozenset({'Q99683', 'P30304', 'KitReceptor'})"
"frozenset({'Q969H6', 'O95707', 'KitReceptor'})"
"frozenset({'Q9H3R0', 'KitReceptor', 'P00374'})"
"frozenset({'P49354', 'KitReceptor', 'P40429'})"
"frozenset({'P04629', 'KitReceptor', 'Q92786'})"
"frozenset({'Q9Y5E9', 'KitReceptor', 'P61978'})"
"frozenset({'O94875', 'KitReceptor', 'P32969'})"
"frozenset({'Q9H0E9', 'KitReceptor', 'Q96Q83'})"
"frozenset({'Q15233', 'KitReceptor', 'O60356'})"
"frozenset({'P52888', 'KitReceptor', 'P00533'})"
"frozenset({'P54253', 'KitReceptor', 'Q92609'})"
"frozenset({'KitReceptor', 'Q15424', 'Q70EL2'})"
"frozenset({'P51688', 'KitReceptor', 'Q86YD3'})"
"frozenset({'KitReceptor', 'Q02878', 'Q07020'})"
"frozenset({'Q9H6L2', 'KitReceptor', 'Q15323'})"
"frozenset({'P42568', 'P63208', 'KitReceptor'})"
"frozenset({'Q969P0', 'P27701', 'KitReceptor'})"
"frozenset({'O00499', 'KitReceptor', 'P26006'})"
"frozenset({'P40222', 'KitReceptor', 'Q96FW1'})"
"frozenset({'P04629', 'KitReceptor', 'Q8IY81'})"
"frozenset({'KitReceptor', 'Q9Y5M8', 'P51153'})"
"frozenset({'P22680', 'KitReceptor', 'P41235'})"
"frozenset({'O94986', 'Q2KHM9', 'KitReceptor'})"
"frozenset({'P49720', 'KitReceptor', 'P55345'})"
"frozenset({'P05141', 'KitReceptor', 'P32969'})"
"frozenset({'KitReceptor', 'O75164', 'Q9HCE1'})"
"frozenset({'P46013', 'KitReceptor', 'P27635'})"
"frozenset({'Q9HC52', 'Q6ZW49', 'KitReceptor'})"
"frozenset({'KitReceptor', 'O14746', 'Q9NVN8'})"
"frozenset({'P05161', 'KitReceptor', 'P53396'})"
"frozenset({'P10242', 'P05112', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P05412', 'Q6PIW4'})"
"frozenset({'P27348', 'P62736', 'KitReceptor'})"
"frozenset({'Q9Y343', 'KitReceptor', 'Q969R8'})"
"frozenset({'Q14119', 'KitReceptor', 'Q9NRD5'})"
"frozenset({'Q86WN2', 'KitReceptor', 'P40189'})"
"frozenset({'KitReceptor', 'Q9BVG8', 'Q96CS2'})"
"frozenset({'Q8WUD4', 'KitReceptor', 'Q96DI7'})"
"frozenset({'P40933', 'KitReceptor', 'P38484'})"
"frozenset({'P62191', 'Q96JN8', 'KitReceptor'})"
"frozenset({'P08238', 'KitReceptor', 'Q09013'})"
"frozenset({'O14733', 'KitReceptor', 'O14980'})"
"frozenset({'P51610', 'KitReceptor', 'Q06547'})"
"frozenset({'P62269', 'KitReceptor', 'P62750'})"
"frozenset({'KitReceptor', 'Q15464', 'P62993'})"
"frozenset({'P54368', 'Q53T94', 'KitReceptor'})"
"frozenset({'O75056', 'KitReceptor', 'P26371'})"
"frozenset({'Q13418', 'KitReceptor', 'Q9UMF0'})"
"frozenset({'KitReceptor', 'O14604', 'Q9NUX5'})"
"frozenset({'Q96GE6', 'Q03135', 'KitReceptor'})"
"frozenset({'Q9BQB6', 'KitReceptor', 'P53007'})"
"frozenset({'Q86WN2', 'Q6UXL0', 'KitReceptor'})"
"frozenset({'P38398', 'KitReceptor', 'Q9UIC8'})"
"frozenset({'Q15843', 'P62917', 'KitReceptor'})"
"frozenset({'P52565', 'Q14019', 'KitReceptor'})"
"frozenset({'P30307', 'KitReceptor', 'P24941'})"
"frozenset({'P06748', 'KitReceptor', 'P01730'})"
"frozenset({'KitReceptor', 'Q96GX1', 'Q53H12'})"
"frozenset({'P05549', 'Q9P2P5', 'KitReceptor'})"
"frozenset({'P11142', 'KitReceptor', 'P01911'})"
"frozenset({'KitReceptor', 'Q9BYE7', 'P49368'})"
"frozenset({'KitReceptor', 'Q16222', 'Q96I15'})"
"frozenset({'P47900', 'P30542', 'KitReceptor'})"
"frozenset({'P62753', 'KitReceptor', 'P22694'})"
"frozenset({'Q13137', 'KitReceptor', 'P48634'})"
"frozenset({'P40763', 'KitReceptor', 'P29350'})"
"frozenset({'P30101', 'KitReceptor', 'Q6R327'})"
"frozenset({'P17568', 'KitReceptor', 'P07384'})"
"frozenset({'O43172', 'KitReceptor', 'P48431'})"
"frozenset({'Q7L5N7', 'KitReceptor', 'Q15051'})"
"frozenset({'KitReceptor', 'Q86YB8', 'Q13087'})"
"frozenset({'Q9UNS1', 'P12004', 'KitReceptor'})"
"frozenset({'P0DMV9', 'KitReceptor', 'Q9BXM7'})"
"frozenset({'Q8WUA2', 'KitReceptor', 'Q99717'})"
"frozenset({'P08865', 'KitReceptor', 'Q9H116'})"
"frozenset({'KitReceptor', 'O43610', 'O43593'})"
"frozenset({'P04629', 'KitReceptor', 'P09211'})"
"frozenset({'P24522', 'KitReceptor', 'P46379'})"
"frozenset({'Q96D05', 'P48039', 'KitReceptor'})"
"frozenset({'Q15007', 'Q7Z3I7', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P10809', 'Q16778'})"
"frozenset({'Q16637', 'O75821', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q02218', 'P06733'})"
"frozenset({'Q13554', 'KitReceptor', 'O60359'})"
"frozenset({'Q13829', 'KitReceptor', 'Q9Y6W3'})"
"frozenset({'Q9P0M9', 'KitReceptor', 'P26373'})"
"frozenset({'KitReceptor', 'P00533', 'Q92832'})"
"frozenset({'Q16787', 'KitReceptor', 'Q96K37'})"
"frozenset({'Q16363', 'P25054', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q08117', 'Q9H9H4'})"
"frozenset({'O43395', 'KitReceptor', 'Q9NTK5'})"
"frozenset({'KitReceptor', 'O60293', 'Q8IXZ2'})"
"frozenset({'KitReceptor', 'Q96I24', 'P17861'})"
"frozenset({'KitReceptor', 'Q96GD4', 'Q9H0H5'})"
"frozenset({'P68400', 'Q92997', 'KitReceptor'})"
"frozenset({'KitReceptor', 'O43852', 'Q9H492'})"
"frozenset({'Q13164', 'KitReceptor', 'Q16665'})"
"frozenset({'P21333', 'KitReceptor', 'O43293'})"
"frozenset({'P62258', 'KitReceptor', 'P04637'})"
"frozenset({'P02545', 'KitReceptor', 'P49790'})"
"frozenset({'KitReceptor', 'P20073', 'P00488'})"
"frozenset({'P83731', 'KitReceptor', 'P62424'})"
"frozenset({'KitReceptor', 'Q9BTV5', 'O14562'})"
"frozenset({'KitReceptor', 'Q9HAU4', 'P61077'})"
"frozenset({'Q9BYC9', 'P05067', 'KitReceptor'})"
"frozenset({'O00273', 'KitReceptor', 'O15067'})"
"frozenset({'Q92574', 'KitReceptor', 'P42345'})"
"frozenset({'Q16637', 'KitReceptor', 'P09651'})"
"frozenset({'Q86YD7', 'KitReceptor', 'O95967'})"
"frozenset({'Q13868', 'KitReceptor', 'Q9Y2L1'})"
"frozenset({'P34947', 'O95782', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9C0C7', 'P62195'})"
"frozenset({'Q13509', 'P04629', 'KitReceptor'})"
"frozenset({'P19838', 'KitReceptor', 'P04406'})"
"frozenset({'P60174', 'KitReceptor', 'Q9NUX5'})"
"frozenset({'KitReceptor', 'Q16630', 'P51116'})"
"frozenset({'Q9H1Y0', 'P55072', 'KitReceptor'})"
"frozenset({'Q13618', 'Q9NXS3', 'KitReceptor'})"
"frozenset({'Q6ZW49', 'P16104', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P35609', 'Q9UBI6'})"
"frozenset({'P46100', 'KitReceptor', 'Q92878'})"
"frozenset({'Q13352', 'KitReceptor', 'Q96H22'})"
"frozenset({'Q969H6', 'Q6A162', 'KitReceptor'})"
"frozenset({'Q9UNF0', 'Q07666', 'KitReceptor'})"
"frozenset({'P20333', 'KitReceptor', 'Q5VWQ8'})"
"frozenset({'P53350', 'KitReceptor', 'O14818'})"
"frozenset({'Q9UMS4', 'KitReceptor', 'Q53H47'})"
"frozenset({'P19012', 'KitReceptor', 'Q6ZU52'})"
"frozenset({'Q96IM9', 'KitReceptor', 'P18146'})"
"frozenset({'KitReceptor', 'Q9NVP2', 'P21675'})"
"frozenset({'KitReceptor', 'P51398', 'Q13158'})"
"frozenset({'P15622', 'KitReceptor', 'Q8WWY3'})"
"frozenset({'P07205', 'P09972', 'KitReceptor'})"
"frozenset({'O14639', 'KitReceptor', 'Q5BJF6'})"
"frozenset({'Q13164', 'P28324', 'KitReceptor'})"
"frozenset({'P03372', 'KitReceptor', 'P62195'})"
"frozenset({'P13612', 'KitReceptor', 'P33992'})"
"frozenset({'P07910', 'Q9NUN5', 'KitReceptor'})"
"frozenset({'P58062', 'KitReceptor', 'P23141'})"
"frozenset({'Q8N163', 'KitReceptor', 'P25789'})"
"frozenset({'P0C7P0', 'KitReceptor', 'P82664'})"
"frozenset({'KitReceptor', 'P20674', 'P42858'})"
"frozenset({'O94903', 'P13667', 'KitReceptor'})"
"frozenset({'Q00796', 'KitReceptor', 'Q3LXA3'})"
"frozenset({'KitReceptor', 'Q8TCT9', 'P17861'})"
"frozenset({'Q5T653', 'KitReceptor', 'Q9BYD2'})"
"frozenset({'P20248', 'KitReceptor', 'P49815'})"
"frozenset({'KitReceptor', 'Q5VVQ6', 'Q13546'})"
"frozenset({'Q9BWG6', 'Q96EB6', 'KitReceptor'})"
"frozenset({'O00541', 'KitReceptor', 'P62899'})"
"frozenset({'Q16610', 'KitReceptor', 'Q9NX04'})"
"frozenset({'O43242', 'O75934', 'KitReceptor'})"
"frozenset({'KitReceptor', 'O00560', 'P49902'})"
"frozenset({'O95166', 'Q13595', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q6UXS9', 'P55211'})"
"frozenset({'O75164', 'KitReceptor', 'P10275'})"
"frozenset({'P60510', 'KitReceptor', 'P46379'})"
"frozenset({'P25445', 'KitReceptor', 'Q6P996'})"
"frozenset({'KitReceptor', 'P49715', 'P51532'})"
"frozenset({'Q8N196', 'KitReceptor', 'Q99504'})"
"frozenset({'P50148', 'KitReceptor', 'P41220'})"
"frozenset({'Q04724', 'P15336', 'KitReceptor'})"
"frozenset({'Q9UGY1', 'P05067', 'KitReceptor'})"
"frozenset({'Q8IXJ9', 'P51610', 'KitReceptor'})"
"frozenset({'Q4V328', 'KitReceptor', 'Q969G3'})"
"frozenset({'Q9UKB1', 'O00418', 'KitReceptor'})"
"frozenset({'Q9UN86', 'KitReceptor', 'P60484'})"
"frozenset({'KitReceptor', 'P49841', 'P22492'})"
"frozenset({'Q92945', 'KitReceptor', 'P02751'})"
"frozenset({'Q14451', 'KitReceptor', 'Q02763'})"
"frozenset({'P16402', 'KitReceptor', 'P31947'})"
"frozenset({'KitReceptor', 'P43358', 'Q4VCS5'})"
"frozenset({'O14686', 'KitReceptor', 'P10275'})"
"frozenset({'Q03135', 'KitReceptor', 'P61586'})"
"frozenset({'Q96EV8', 'Q5T0J7', 'KitReceptor'})"
"frozenset({'O60294', 'KitReceptor', 'P41250'})"
"frozenset({'KitReceptor', 'Q05397', 'O60880'})"
"frozenset({'Q9Y3S2', 'KitReceptor', 'Q07627'})"
"frozenset({'Q9BZJ0', 'Q86SE5', 'KitReceptor'})"
"frozenset({'P04626', 'KitReceptor', 'Q15303'})"
"frozenset({'Q5T6F0', 'KitReceptor', 'Q7L5N1'})"
"frozenset({'Q16637', 'Q12840', 'KitReceptor'})"
"frozenset({'KitReceptor', 'O95202', 'P05412'})"
"frozenset({'KitReceptor', 'Q9NRE2', 'Q9UBB9'})"
"frozenset({'P20333', 'Q8TAQ5', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P00533', 'Q8IVM0'})"
"frozenset({'KitReceptor', 'P24941', 'P54198'})"
"frozenset({'Q5VST9', 'KitReceptor', 'P27694'})"
"frozenset({'Q00653', 'KitReceptor', 'Q6P597'})"
"frozenset({'KitReceptor', 'Q9UHV9', 'O43399'})"
"frozenset({'KitReceptor', 'P20849', 'P48436'})"
"frozenset({'P07900', 'KitReceptor', 'Q969H0'})"
"frozenset({'P57088', 'P48039', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q659A1', 'Q9HB65'})"
"frozenset({'KitReceptor', 'O75438', 'P22694'})"
"frozenset({'P26368', 'P35637', 'KitReceptor'})"
"frozenset({'Q92552', 'KitReceptor', 'Q8TAP6'})"
"frozenset({'KitReceptor', 'P52736', 'Q13263'})"
"frozenset({'KitReceptor', 'P43235', 'O15392'})"
"frozenset({'KitReceptor', 'P17936', 'P78527'})"
"frozenset({'KitReceptor', 'P22694', 'O95006'})"
"frozenset({'Q8IWZ8', 'P67809', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P16403', 'Q99496'})"
"frozenset({'Q9Y2T4', 'KitReceptor', 'Q8WV28'})"
"frozenset({'KitReceptor', 'Q9UMX0', 'P02814'})"
"frozenset({'Q9HCN4', 'Q9NVC6', 'KitReceptor'})"
"frozenset({'KitReceptor', 'A0AVT1', 'P15374'})"
"frozenset({'KitReceptor', 'Q9UHB6', 'P24941'})"
"frozenset({'P00533', 'KitReceptor', 'Q96C36'})"
"frozenset({'P26441', 'KitReceptor', 'P17181'})"
"frozenset({'P10909', 'P05067', 'KitReceptor'})"
"frozenset({'Q96MT4', 'KitReceptor', 'O43559'})"
"frozenset({'P55072', 'Q9NRD1', 'KitReceptor'})"
"frozenset({'P62136', 'KitReceptor', 'Q07812'})"
"frozenset({'KitReceptor', 'Q9Y266', 'Q6P1M3'})"
"frozenset({'P02794', 'KitReceptor', 'Q96CV9'})"
"frozenset({'Q96HA8', 'P14136', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9GZR7', 'Q9BQ67'})"
"frozenset({'KitReceptor', 'Q14392', 'P01137'})"
"frozenset({'Q14142', 'KitReceptor', 'Q86Z20'})"
"frozenset({'P11487', 'KitReceptor', 'P08069'})"
"frozenset({'P45452', 'KitReceptor', 'P17676'})"
"frozenset({'KitReceptor', 'Q92934', 'P35557'})"
"frozenset({'Q8N1B3', 'P20248', 'KitReceptor'})"
"frozenset({'Q13526', 'KitReceptor', 'P19320'})"
"frozenset({'P60369', 'KitReceptor', 'Q9UKJ5'})"
"frozenset({'KitReceptor', 'P16220', 'O75582'})"
"frozenset({'P43243', 'KitReceptor', 'Q9H4L4'})"
"frozenset({'Q99848', 'KitReceptor', 'Q9Y2X3'})"
"frozenset({'P62917', 'O00567', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q05639', 'Q12933'})"
"frozenset({'Q68CJ9', 'KitReceptor', 'P53567'})"
"frozenset({'Q9H9Q2', 'KitReceptor', 'Q99873'})"
"frozenset({'P49840', 'KitReceptor', 'Q9P0R6'})"
"frozenset({'Q13885', 'Q9Y263', 'KitReceptor'})"
"frozenset({'P61981', 'P21127', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P17676', 'P01375'})"
"frozenset({'KitReceptor', 'Q99665', 'P42701'})"
"frozenset({'KitReceptor', 'Q6YN16', 'Q12931'})"
"frozenset({'Q9NRD1', 'KitReceptor', 'Q9UNW1'})"
"frozenset({'Q96QB1', 'KitReceptor', 'Q9HBL0'})"
"frozenset({'P16298', 'KitReceptor', 'Q8TD86'})"
"frozenset({'O60826', 'KitReceptor', 'P98160'})"
"frozenset({'Q9UDT6', 'KitReceptor', 'Q15811'})"
"frozenset({'P54709', 'KitReceptor', 'Q8WVV5'})"
"frozenset({'P21860', 'KitReceptor', 'Q7L190'})"
"frozenset({'Q8IWL3', 'O14733', 'KitReceptor'})"
"frozenset({'Q8N3C0', 'KitReceptor', 'P04637'})"
"frozenset({'P35244', 'Q8TDB6', 'KitReceptor'})"
"frozenset({'O95433', 'Q08752', 'KitReceptor'})"
"frozenset({'Q8N5G2', 'Q86UK5', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P37198', 'Q8IY31'})"
"frozenset({'KitReceptor', 'Q9Y5Q9', 'Q08174'})"
"frozenset({'P04626', 'KitReceptor', 'P11021'})"
"frozenset({'KitReceptor', 'Q9UHD1', 'O00116'})"
"frozenset({'P13569', 'KitReceptor', 'P54652'})"
"frozenset({'P21333', 'KitReceptor', 'Q9UBI6'})"
"frozenset({'KitReceptor', 'P17252', 'P16885'})"
"frozenset({'KitReceptor', 'P16220', 'P35453'})"
"frozenset({'P11234', 'Q96A65', 'KitReceptor'})"
"frozenset({'O43395', 'Q15276', 'KitReceptor'})"
"frozenset({'P43155', 'KitReceptor', 'P56545'})"
"frozenset({'Q9Y376', 'KitReceptor', 'Q15637'})"
"frozenset({'KitReceptor', 'P63000', 'Q92558'})"
"frozenset({'Q9BXH1', 'KitReceptor', 'Q9NPI1'})"
"frozenset({'Q14164', 'KitReceptor', 'P41250'})"
"frozenset({'Q13685', 'KitReceptor', 'P49458'})"
"frozenset({'Q13200', 'KitReceptor', 'Q9NZJ7'})"
"frozenset({'Q9BUF5', 'Q13315', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q6NUN9', 'Q9BVJ7'})"
"frozenset({'KitReceptor', 'Q5JXC2', 'Q8IUH5'})"
"frozenset({'Q6YP21', 'KitReceptor', 'Q9H492'})"
"frozenset({'KitReceptor', 'Q13153', 'P24941'})"
"frozenset({'Q9UIJ7', 'KitReceptor', 'Q99798'})"
"frozenset({'O75643', 'KitReceptor', 'Q8NDD1'})"
"frozenset({'Q8N668', 'Q14289', 'KitReceptor'})"
"frozenset({'Q99942', 'KitReceptor', 'Q96QD8'})"
"frozenset({'Q9H672', 'KitReceptor', 'Q93034'})"
"frozenset({'KitReceptor', 'O14543', 'Q04206'})"
"frozenset({'O43847', 'KitReceptor', 'Q9NX40'})"
"frozenset({'Q9UBB4', 'KitReceptor', 'P49459'})"
"frozenset({'O60296', 'KitReceptor', 'P49841'})"
"frozenset({'P60520', 'KitReceptor', 'P62424'})"
"frozenset({'P49281', 'KitReceptor', 'O60260'})"
"frozenset({'KitReceptor', 'Q8WYH8', 'Q969G3'})"
"frozenset({'KitReceptor', 'Q14653', 'P01567'})"
"frozenset({'Q03701', 'KitReceptor', 'P48443'})"
"frozenset({'KitReceptor', 'Q53TQ3', 'Q6PI98'})"
"frozenset({'KitReceptor', 'Q16630', 'P55318'})"
"frozenset({'KitReceptor', 'Q96RK4', 'Q99814'})"
"frozenset({'P04406', 'KitReceptor', 'P05305'})"
"frozenset({'Q9UJV3', 'KitReceptor', 'Q6NYC8'})"
"frozenset({'Q16539', 'P02686', 'KitReceptor'})"
"frozenset({'P08243', 'P61221', 'KitReceptor'})"
"frozenset({'KitReceptor', 'O75874', 'Q8IVT5'})"
"frozenset({'Q9NUQ3', 'P61244', 'KitReceptor'})"
"frozenset({'P08047', 'KitReceptor', 'O95718'})"
"frozenset({'Q14676', 'KitReceptor', 'P78317'})"
"frozenset({'P14625', 'KitReceptor', 'P51149'})"
"frozenset({'KitReceptor', 'O43293', 'P10275'})"
"frozenset({'Q08050', 'KitReceptor', 'P24385'})"
"frozenset({'KitReceptor', 'P20290', 'Q9UPV0'})"
"frozenset({'Q9H1Y0', 'KitReceptor', 'Q9HCH5'})"
"frozenset({'KitReceptor', 'Q8TCJ0', 'O75937'})"
"frozenset({'P53041', 'KitReceptor', 'Q9Y5S2'})"
"frozenset({'P84243', 'KitReceptor', 'Q8WTS6'})"
"frozenset({'Q9UHD9', 'KitReceptor', 'Q96GF1'})"
"frozenset({'Q5JR59', 'P52737', 'KitReceptor'})"
"frozenset({'Q9UPY3', 'KitReceptor', 'Q9Y316'})"
"frozenset({'Q9NWY4', 'KitReceptor', 'Q16778'})"
"frozenset({'KitReceptor', 'Q09472', 'P28562'})"
"frozenset({'Q16670', 'KitReceptor', 'P60370'})"
"frozenset({'Q13111', 'Q96LI5', 'KitReceptor'})"
"frozenset({'Q9BZ95', 'KitReceptor', 'P68431'})"
"frozenset({'O95166', 'KitReceptor', 'Q08380'})"
"frozenset({'KitReceptor', 'Q05397', 'P35968'})"
"frozenset({'Q16537', 'KitReceptor', 'Q08289'})"
"frozenset({'KitReceptor', 'O75015', 'Q15818'})"
"frozenset({'KitReceptor', 'O14610', 'P42336'})"
"frozenset({'KitReceptor', 'P10827', 'Q13547'})"
"frozenset({'A0JLT2', 'Q9H1A4', 'KitReceptor'})"
"frozenset({'Q7L0Q8', 'KitReceptor', 'Q9P227'})"
"frozenset({'KitReceptor', 'P05412', 'O14862'})"
"frozenset({'P61981', 'KitReceptor', 'Q14103'})"
"frozenset({'Q9BYR2', 'KitReceptor', 'P32242'})"
"frozenset({'KitReceptor', 'P07355', 'P62277'})"
"frozenset({'O15455', 'KitReceptor', 'Q13546'})"
"frozenset({'Q8N5R6', 'Q9H6L4', 'KitReceptor'})"
"frozenset({'Q9NX20', 'KitReceptor', 'P32969'})"
"frozenset({'KitReceptor', 'Q13148', 'P23396'})"
"frozenset({'Q9ULV1', 'KitReceptor', 'O14904'})"
"frozenset({'P60568', 'KitReceptor', 'P10912'})"
"frozenset({'KitReceptor', 'Q04206', 'Q09472'})"
"frozenset({'O95751', 'KitReceptor', 'Q15311'})"
"frozenset({'Q00587', 'O95758', 'KitReceptor'})"
"frozenset({'P60410', 'KitReceptor', 'Q9NR46'})"
"frozenset({'KitReceptor', 'P15374', 'O95218'})"
"frozenset({'KitReceptor', 'Q96MX6', 'Q9BRG1'})"
"frozenset({'P26010', 'KitReceptor', 'P08514'})"
"frozenset({'P55072', 'Q9H3S7', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9UN37', 'Q9NVJ2'})"
"frozenset({'P62807', 'KitReceptor', 'Q8IUE6'})"
"frozenset({'KitReceptor', 'Q9NRD1', 'O96019'})"
"frozenset({'KitReceptor', 'P55209', 'P62913'})"
"frozenset({'Q8IWL3', 'O14976', 'KitReceptor'})"
"frozenset({'Q15435', 'KitReceptor', 'Q93009'})"
"frozenset({'KitReceptor', 'P46531', 'Q9UPP1'})"
"frozenset({'Q15628', 'KitReceptor', 'P63261'})"
"frozenset({'P55060', 'KitReceptor', 'O14745'})"
"frozenset({'KitReceptor', 'O95678', 'O43143'})"
"frozenset({'KitReceptor', 'P06899', 'Q9NRC8'})"
"frozenset({'P35244', 'KitReceptor', 'Q9UPQ0'})"
"frozenset({'Q93077', 'KitReceptor', 'Q9BXL5'})"
"frozenset({'P42892', 'Q9H3Z4', 'KitReceptor'})"
"frozenset({'Q9HBW1', 'KitReceptor', 'Q9Y2I2'})"
"frozenset({'KitReceptor', 'P09471', 'O60262'})"
"frozenset({'KitReceptor', 'Q8TEQ0', 'Q96CW1'})"
"frozenset({'KitReceptor', 'Q86XR8', 'O14654'})"
"frozenset({'KitReceptor', 'P09210', 'P37231'})"
"frozenset({'Q969D9', 'KitReceptor', 'P19235'})"
"frozenset({'Q8IYF3', 'KitReceptor', 'Q9HBH7'})"
"frozenset({'KitReceptor', 'Q9P2B4', 'O00506'})"
"frozenset({'Q9Y2V7', 'KitReceptor', 'Q16718'})"
"frozenset({'KitReceptor', 'O43147', 'Q12873'})"
"frozenset({'Q06190', 'P54289', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9NRD1', 'P04181'})"
"frozenset({'Q9UBB4', 'KitReceptor', 'P27105'})"
"frozenset({'Q9P0L1', 'KitReceptor', 'P57086'})"
"frozenset({'KitReceptor', 'P01589', 'P15248'})"
"frozenset({'Q8N0Z3', 'KitReceptor', 'Q9UQ80'})"
"frozenset({'P45983', 'KitReceptor', 'P42773'})"
"frozenset({'Q15596', 'KitReceptor', 'P04637'})"
"frozenset({'Q92731', 'Q16539', 'KitReceptor'})"
"frozenset({'P55072', 'KitReceptor', 'Q7Z3B4'})"
"frozenset({'P46060', 'KitReceptor', 'Q9Y4K3'})"
"frozenset({'P14222', 'KitReceptor', 'A8MQ03'})"
"frozenset({'P63211', 'KitReceptor', 'Q9Y478'})"
"frozenset({'P49411', 'KitReceptor', 'P62241'})"
"frozenset({'P17947', 'KitReceptor', 'P30740'})"
"frozenset({'KitReceptor', 'Q92614', 'P60981'})"
"frozenset({'Q9NY35', 'KitReceptor', 'Q9ULC8'})"
"frozenset({'Q96L33', 'KitReceptor', 'Q9P227'})"
"frozenset({'P51608', 'KitReceptor', 'Q15554'})"
"frozenset({'O60711', 'KitReceptor', 'P10275'})"
