negatives
"('P62910', 'P62750')"
"('Q5SW24', 'Q02156')"
"('P25054', 'Q9BQ04')"
"('P13797', 'Q9UET6')"
"('P45984', 'P30305')"
"('P63261', 'Q8TDR0')"
"('Q13228', 'Q9H8Y8')"
"('P36897', 'O75563')"
"('Q00613', 'P62258')"
"('P38398', 'Q9UBD5')"
"('P07996', 'P26012')"
"('Q13595', 'O75956')"
"('Q04206', 'P10147')"
"('O95630', 'P41182')"
"('P61956', 'Q92560')"
"('Q9UN88', 'P60520')"
"('Q9GZS3', 'P63146')"
"('O00716', 'P42771')"
"('P20226', 'Q13422')"
"('Q7Z434', 'Q99942')"
"('P43355', 'P01889')"
"('P16220', 'Q8IZ02')"
"('Q06124', 'P13987')"
"('P22612', 'Q9HAV0')"
"('P60953', 'Q13432')"
"('P49207', 'O15479')"
"('Q9Y5P1', 'P38405')"
"('Q9UI12', 'P01106')"
"('Q9BXL7', 'P48729')"
"('P54257', 'O95295')"
"('Q8NEB9', 'P61981')"
"('O75365', 'O15260')"
"('Q86V81', 'Q13242')"
"('P46459', 'P31644')"
"('P06241', 'Q14185')"
"('P01133', 'P22681')"
"('O14641', 'P35813')"
"('Q15648', 'P04637')"
"('Q9UKV8', 'P82650')"
"('P02794', 'Q9H0E2')"
"('O75420', 'Q13322')"
"('P10144', 'P04275')"
"('Q14994', 'Q9UBK2')"
"('Q9BUN8', 'Q99942')"
"('Q9NZT1', 'Q13557')"
"('P29459', 'Q00978')"
"('Q93008', 'P49662')"
"('Q12857', 'Q10586')"
"('Q7Z699', 'Q9NPF4')"
"('Q9BWC9', 'Q9BVJ6')"
"('P49736', 'O14775')"
"('Q92597', 'P46781')"
"('Q96HP0', 'Q7L0Q8')"
"('O14544', 'P10721')"
"('P08648', 'P05106')"
"('Q00653', 'P01563')"
"('Q16543', 'Q13131')"
"('Q99697', 'P67809')"
"('P20248', 'Q08050')"
"('Q96TA1', 'Q13573')"
"('O00463', 'P49069')"
"('P14136', 'P08670')"
"('Q9Y2R5', 'Q14197')"
"('Q12809', 'Q96RG2')"
"('Q9NWB1', 'O14641')"
"('P41240', 'P07948')"
"('O60936', 'Q96T60')"
"('P15509', 'O14920')"
"('Q15233', 'Q68DV7')"
"('P48730', 'P78396')"
"('P16871', 'P06241')"
"('P17302', 'Q03135')"
"('Q9BS34', 'Q96EK5')"
"('Q9BT40', 'P20073')"
"('P48039', 'P61026')"
"('Q9P0J0', 'O95139')"
"('P28370', 'Q09028')"
"('Q6Y7W6', 'P06729')"
"('Q9Y4K3', 'P61081')"
"('P61964', 'Q16778')"
"('O75367', 'Q8IYW5')"
"('O43439', 'O75081')"
"('O95347', 'Q9BPX3')"
"('O14490', 'Q9UPX8')"
"('P29320', 'Q8N5V2')"
"('O75528', 'P01106')"
"('P17612', 'P54619')"
"('P17301', 'O00401')"
"('P51636', 'Q92993')"
"('O15209', 'Q96EY1')"
"('Q13315', 'Q96GM5')"
"('P01579', 'Q13651')"
"('P33402', 'Q96RT1')"
"('Q13153', 'Q13976')"
"('Q00839', 'P35637')"
"('P11233', 'P62714')"
"('P58012', 'P10147')"
"('P01106', 'Q6UWJ1')"
"('Q15008', 'O43396')"
"('P02679', 'P02675')"
"('O43426', 'Q99963')"
"('P16220', 'P62820')"
"('P31273', 'P16333')"
"('Q92843', 'Q9BXH1')"
"('Q9Y5J5', 'Q9UNL2')"
"('P45985', 'P78527')"
"('P17948', 'Q9Y6I3')"
"('Q5VTR2', 'P62191')"
"('Q9NPB6', 'Q9HCE7')"
"('Q9NRG9', 'Q9UKX7')"
"('P04406', 'Q6PD62')"
"('Q8IYI6', 'P08727')"
"('P00734', 'P05121')"
"('P27037', 'Q13705')"
"('P30519', 'P05067')"
"('P61981', 'O14757')"
"('Q92870', 'Q06481')"
"('Q9P2R6', 'Q5JSZ5')"
"('P56192', 'Q9Y478')"
"('Q9NPF8', 'P04156')"
"('407053', 'Q8NFW9')"
"('P01106', 'Q8IY37')"
"('Q99618', 'Q13616')"
"('Q149N8', 'P37268')"
"('Q9UBS0', 'O00418')"
"('Q9Y2Y9', 'Q92908')"
"('P62993', 'Q9NZS9')"
"('P62258', 'Q9NR30')"
"('P41236', 'P49841')"
"('Q92831', 'Q04206')"
"('Q8WYR1', 'P41743')"
"('O75365', 'Q14139')"
"('P05015', 'O60674')"
"('Q93009', 'Q9NRD5')"
"('P01241', 'Q13261')"
"('Q9BQY4', 'Q93062')"
"('O43765', 'Q9UQK1')"
"('Q9UNA4', 'Q9Y3C5')"
"('Q9UM73', 'P42338')"
"('P01106', 'P54725')"
"('Q96RS0', 'Q9Y2X3')"
"('P62263', 'P63220')"
"('O95391', 'Q13427')"
"('Q16849', 'Q9NRR5')"
"('P40198', 'P06702')"
"('P83731', 'Q02543')"
"('Q04724', 'Q96AE4')"
"('P27361', 'O75116')"
"('P24821', 'P06756')"
"('Q9UBD5', 'Q13573')"
"('Q9UL18', 'Q9NVP1')"
"('P27361', 'P53355')"
"('Q13671', 'P61020')"
"('P78527', 'Q9Y265')"
"('P05386', 'Q6ZRI6')"
"('O60603', 'P51617')"
"('Q9P0T4', 'Q9BRK4')"
"('Q8NHW4', 'P41597')"
"('P10321', 'Q13241')"
"('P00374', 'Q15388')"
"('P16471', 'Q15303')"
"('Q9Y678', 'Q99623')"
"('Q13485', 'Q969H4')"
"('P16333', 'Q9BYB0')"
"('Q04206', 'O15294')"
"('P56945', 'Q07912')"
"('P08670', 'Q9Y6Y0')"
"('O14964', 'O75962')"
"('P19320', 'P42338')"
"('Q14696', 'P56704')"
"('Q9Y4K3', 'P06748')"
"('Q09472', 'P14316')"
"('P35626', 'Q8NGH8')"
"('Q8TDR0', 'P78559')"
"('P37802', 'P23508')"
"('P16220', 'P15923')"
"('Q07021', 'Q99558')"
"('P01889', 'P41250')"
"('Q16363', 'P25054')"
"('P63104', 'P55327')"
"('Q2I0M4', 'Q8TDR0')"
"('P04637', 'P53350')"
"('P10809', 'P13073')"
"('P04278', 'Q96G75')"
"('P22681', 'Q01344')"
"('P55196', 'Q9Y2D8')"
"('P10451', 'P18564')"
"('O94763', 'P19388')"
"('Q01201', 'Q96GM5')"
"('Q99459', 'Q8WXD5')"
"('Q8NFH3', 'P51116')"
"('P17405', 'P18146')"
"('P17693', 'P26715')"
"('P19388', 'Q9H1D9')"
"('Q13887', 'P19838')"
"('Q13952', 'Q01658')"
"('Q9GZV5', 'Q15562')"
"('Q8TD86', 'Q14012')"
"('P52803', 'P06213')"
"('Q9BTT4', 'Q9UHV7')"
"('P62070', 'Q13009')"
"('P55268', 'P05106')"
"('Q9HC24', 'Q99417')"
"('P08588', 'Q96AW1')"
"('Q58FF8', 'P31749')"
"('Q01082', 'Q14164')"
"('Q15759', 'O43524')"
"('Q99459', 'O00471')"
"('P36405', 'O75695')"
"('P52292', 'Q9H213')"
"('P19438', 'P78356')"
"('P27361', 'Q14247')"
"('A7XYQ1', 'Q5SZQ8')"
"('Q92547', 'Q99638')"
"('P30411', 'P50148')"
"('Q12933', 'O95816')"
"('Q9NZT1', 'P18206')"
"('P63220', 'P62269')"
"('P23246', 'P0CG48')"
"('P31749', 'Q9UHD2')"
"('Q9UBU8', 'Q13573')"
"('O00401', 'Q9Y5X1')"
"('P27694', 'P67870')"
"('P10144', 'O00273')"
"('Q15653', 'P07437')"
"('O60674', 'P21741')"
"('Q9HAU4', 'Q15018')"
"('Q9Y5J5', 'Q9Y5M8')"
"('Q01130', 'Q86U42')"
"('Q12967', 'P53779')"
"('Q8N3U4', 'Q8WVM7')"
"('Q8IZI9', 'Q99665')"
"('P49639', 'Q9UKJ5')"
"('P62993', 'A7KAX9')"
"('P10275', 'Q99933')"
"('P35052', 'Q12841')"
"('O14775', 'O60503')"
"('Q6P1J9', 'P34932')"
"('Q7Z5N4', 'O75400')"
"('P10412', 'P83916')"
"('P60709', 'Q92993')"
"('Q16667', 'Q00526')"
"('Q05516', 'Q99759')"
"('O75116', 'Q01449')"
"('P35372', 'P32121')"
"('P42224', 'Q92793')"
"('P21860', 'Q9NR46')"
"('P62070', 'P10398')"
"('P23229', 'P50552')"
"('Q96FA3', 'Q13546')"
"('Q92574', 'P07196')"
"('P59768', 'O15264')"
"('P0C0S5', 'Q969S8')"
"('O00482', 'Q15466')"
"('P19525', 'P20248')"
"('P54259', 'Q8WYB5')"
"('Q92752', 'P31431')"
"('P52272', 'Q92620')"
"('P63096', 'Q9HAV0')"
"('Q5VTR2', 'Q13200')"
"('O14715', 'P61956')"
"('Q96GM8', 'Q8N302')"
"('Q12933', 'Q9NYJ8')"
"('P06493', 'O43583')"
"('Q5VVX9', 'Q9Y508')"
"('O14879', 'Q7Z434')"
"('P04626', 'P62987')"
"('P48643', 'Q99426')"
"('Q9H2F5', 'Q96L91')"
"('Q9Y6K9', 'P33176')"
"('P52434', 'P05423')"
"('P98175', 'Q5VVJ2')"
"('Q05513', 'Q04759')"
"('P61328', 'P07333')"
"('P28482', 'P31994')"
"('Q96B02', 'P78317')"
"('Q9P212', 'P24723')"
"('A1A4S6', 'O00212')"
"('Q9NPH9', 'P38484')"
"('Q9UKJ0', 'Q06124')"
"('Q9UKR5', 'P16220')"
"('Q08881', 'Q13283')"
"('Q5JWF2', 'Q9HAV0')"
"('Q99459', 'Q16629')"
"('P01106', 'O60313')"
"('Q07890', 'P00519')"
"('P00519', 'P09603')"
"('O95817', 'Q9UJY1')"
"('P31749', 'Q8TAQ2')"
"('P83916', 'Q5T3J3')"
"('Q9Y6F1', 'Q16778')"
"('Q9P1Y5', 'Q13509')"
"('P10600', 'Q03167')"
"('O95168', 'Q9NX14')"
"('P05771', 'Q13233')"
"('P49711', 'O43187')"
"('P55201', 'P25205')"
"('P21583', 'P10721')"
"('407045', 'P00533')"
"('Q8N2W9', 'P04637')"
"('O14593', 'Q96EY7')"
"('P27635', 'P62829')"
"('Q9P2G9', 'P38432')"
"('P19793', 'Q14686')"
"('P30050', 'Q00005')"
"('O75159', 'P24394')"
"('P08865', 'P62081')"
"('P35638', 'Q16649')"
"('O60869', 'P20226')"
"('Q9NZC7', 'O14640')"
"('P31689', 'O00422')"
"('Q15796', 'P78524')"
"('Q9ULV8', 'P15260')"
"('P12111', 'P05106')"
"('P28328', 'Q92541')"
"('Q9NYY1', 'Q5VWK5')"
"('P40855', 'O43808')"
"('P01871', 'P02751')"
"('O75962', 'O14964')"
"('P61812', 'P53779')"
"('Q09028', 'O94776')"
"('O00203', 'Q13573')"
"('P39687', 'Q13469')"
"('Q96A08', 'O15379')"
"('P61077', 'Q6ZNA4')"
"('P07910', 'P11387')"
"('O15287', 'Q8IYD8')"
"('P78549', 'Q9Y623')"
"('Q8NEM0', 'P38398')"
"('P04629', 'P98077')"
"('Q99700', 'P54253')"
"('P45983', 'P16581')"
"('P62857', 'P62273')"
"('P53004', 'Q05513')"
"('P39023', 'P27635')"
"('Q9UPN3', 'Q9NV70')"
"('P09769', 'P98077')"
"('Q9H1J1', 'Q9UBU9')"
"('P62993', 'P00813')"
"('O75145', 'O15083')"
"('P12883', 'P63261')"
"('Q13546', 'Q8TEL6')"
"('P05787', 'P08729')"
"('Q8TDR0', 'P38646')"
"('O43237', 'P04350')"
"('P09669', 'Q8IXH7')"
"('Q96S55', 'Q9H0E2')"
"('Q8IY81', 'Q9Y6K5')"
"('Q9H2G2', 'P56945')"
"('Q5VU43', 'P38936')"
"('P19174', 'P27816')"
"('Q16514', 'O75486')"
"('P19838', 'P05412')"
"('P01106', 'O15063')"
"('P22681', 'Q9GZY6')"
"('Q15475', 'P12644')"
"('Q15797', 'Q8NAM6')"
"('P32298', 'P51677')"
"('Q9UKR5', 'P51114')"
"('Q15365', 'Q13243')"
"('Q99459', 'O14782')"
"('P50914', 'P62829')"
"('P09486', 'P12956')"
"('406991', 'Q13126')"
"('Q05397', 'P56199')"
"('Q9H204', 'O43586')"
"('Q9Y468', 'P30304')"
"('Q96BD5', 'Q13547')"
"('P01100', 'O94916')"
"('P55345', 'Q9BUJ2')"
"('P37023', 'P10600')"
"('O00743', 'P78318')"
"('Q96SN8', 'Q14194')"
"('O14832', 'O00628')"
"('P05387', 'P62945')"
"('Q07955', 'Q92620')"
"('P46063', 'O00629')"
"('Q9ULV5', 'Q9BV47')"
"('Q92905', 'Q8IVH8')"
"('P36402', 'P09237')"
"('Q9UKJ5', 'Q9BQ66')"
"('Q9BS26', 'Q14643')"
"('Q9H4K1', 'Q12933')"
"('P08183', 'Q99496')"
"('O76096', 'P53634')"
"('P51955', 'Q5VU43')"
"('P51817', 'Q93100')"
"('Q13547', 'P62136')"
"('Q14197', 'O95363')"
"('O75694', 'Q9NRG9')"
"('Q15819', 'P61088')"
"('P11387', 'P04637')"
"('O75528', 'Q8NEM7')"
"('Q15811', 'P60953')"
"('O43353', 'Q13114')"
"('Q9UQL6', 'P25963')"
"('O43159', 'Q96EB6')"
"('Q99459', 'Q96JB3')"
"('Q96DV4', 'P62256')"
"('P07602', 'P63104')"
"('O00203', 'Q13315')"
"('Q9P212', 'Q02833')"
"('Q15329', 'P18146')"
"('Q04695', 'O95782')"
"('O43395', 'Q9C005')"
"('O15379', 'P48552')"
"('Q9BTC8', 'Q12873')"
"('P02787', 'P07711')"
"('P05412', 'Q9UPN3')"
"('Q07890', 'P27986')"
"('407004', 'P03372')"
"('P31947', 'Q8ND30')"
"('P49815', 'Q8TDY2')"
"('Q99576', 'Q15648')"
"('P20073', 'P11177')"
"('Q9UL18', 'O95602')"
"('P19012', 'P25054')"
"('Q13233', 'P45983')"
"('Q02833', 'P25685')"
"('Q5THK1', 'P30153')"
"('P06396', 'P68133')"
"('P46108', 'Q14807')"
"('O95201', 'Q16659')"
"('Q15796', 'P48730')"
"('Q92831', 'Q9BV73')"
"('Q7L590', 'Q9UNS1')"
"('P30153', 'P36507')"
"('P63000', 'P48039')"
"('P01303', 'P28222')"
"('Q02447', 'P30793')"
"('P62851', 'P62841')"
"('P16333', 'P55157')"
"('P26010', 'P60709')"
"('P43155', 'P56545')"
"('P21796', 'Q07812')"
"('Q99459', 'P25440')"
"('Q5H9R7', 'O00743')"
"('O60716', 'Q9Y572')"
"('Q9Y616', 'Q99836')"
"('Q96JP2', 'Q14134')"
"('O14519', 'P67870')"
"('Q9NR55', 'P35638')"
"('Q5TH69', 'P54259')"
"('P62879', 'O14775')"
"('Q14116', 'Q13478')"
"('Q8IUQ4', 'P62837')"
"('P04844', 'P27824')"
"('P26641', 'Q9HAU4')"
"('P35626', 'Q8NH59')"
"('Q96EP1', 'P38570')"
"('P37198', 'Q9Y3C0')"
"('Q96B02', 'Q9BZY9')"
"('P43351', 'P18074')"
"('P61981', 'P05783')"
"('Q9UBW8', 'Q7L5N1')"
"('Q13247', 'P22626')"
"('P40337', 'P00492')"
"('P82933', 'Q99547')"
"('O95819', 'P62906')"
"('P05067', 'P22303')"
"('Q96BK5', 'Q9NW61')"
"('Q92523', 'Q92519')"
"('Q13263', 'P36406')"
"('P53365', 'P63000')"
"('P23508', 'O15371')"
"('P51668', 'Q14139')"
"('Q96EE3', 'Q5SRE5')"
"('P26368', 'Q9NVV9')"
"('Q9NRD5', 'P38432')"
"('P49662', 'Q14683')"
"('P23396', 'P08708')"
"('O95405', 'P37173')"
"('Q9NR61', 'P46531')"
"('P36873', 'P04049')"
"('Q9NPF4', 'Q5RL73')"
"('407006', 'P03372')"
"('P61978', 'P06241')"
"('Q07157', 'P63261')"
"('P08138', 'P63000')"
"('P51946', 'P14635')"
"('Q8IWV7', 'P49841')"
"('P61313', 'P62888')"
"('Q71F56', 'Q96HR3')"
"('O95872', 'P62993')"
"('Q13838', 'Q99459')"
"('Q14833', 'P16520')"
"('Q01973', 'P41221')"
"('Q9NPD8', 'Q8IYD8')"
"('Q14332', 'Q92997')"
"('P01111', 'O15211')"
"('Q9HCE1', 'Q14197')"
"('Q8N122', 'Q9BVC4')"
"('P27635', 'P62906')"
"('Q9H9Y6', 'O15160')"
"('P22612', 'Q92793')"
"('P50150', 'P53779')"
"('O60749', 'Q9UNH7')"
"('P08047', 'P07864')"
"('Q14164', 'Q9HB71')"
"('Q86UP0', 'P35221')"
"('P18146', 'P20142')"
"('P20073', 'Q9UKR5')"
"('P42224', 'Q04206')"
"('Q9UBC1', 'Q9H307')"
"('P45985', 'P49407')"
"('P16520', 'P08172')"
"('Q9Y3C7', 'Q9BPY3')"
"('O14641', 'P61586')"
"('P32881', 'Q9HC73')"
"('O00329', 'P60953')"
"('Q6PEY2', 'Q96NA2')"
"('P55884', 'O60739')"
"('Q9H8W4', 'P15104')"
"('Q13131', 'Q86TI0')"
"('O76071', 'O60762')"
"('Q9BX70', 'Q8N8V2')"
"('Q15366', 'Q01081')"
"('Q6ZU52', 'P61981')"
"('Q05655', 'P15056')"
"('Q9ULL4', 'Q14999')"
"('Q9NR46', 'P00558')"
"('Q9UL03', 'Q14152')"
"('O14929', 'P49459')"
"('P38936', 'O96020')"
"('Q14194', 'Q12972')"
"('Q92879', 'Q9BX46')"
"('P51149', 'Q13409')"
"('P01106', 'P41235')"
"('P13725', 'P40189')"
"('Q9BQD3', 'Q8N5R6')"
"('O95347', 'Q9Y2Q3')"
"('Q9BQ95', 'Q9Y375')"
"('O95619', 'Q13315')"
"('P49286', 'P61952')"
"('Q9Y295', 'Q9UET6')"
"('Q9C0E2', 'Q9HAW0')"
"('P31947', 'P14635')"
"('P15927', 'O95985')"
"('P52797', 'Q9UF33')"
"('O75530', 'P07711')"
"('P51965', 'P78317')"
"('P32927', 'Q07812')"
"('O00401', 'P63261')"
"('Q15907', 'Q9BXF6')"
"('O00501', 'Q8N7P3')"
"('P06241', 'Q9P1A6')"
"('P33176', 'P40337')"
"('P43405', 'P31994')"
"('P30530', 'P22681')"
"('P17947', 'P49716')"
"('Q00839', 'Q05519')"
"('Q9NP55', 'Q9NRR5')"
"('Q9H4B7', 'Q9Y6G9')"
"('O00463', 'O94972')"
"('Q93008', 'Q13485')"
"('P25445', 'P19438')"
"('O15504', 'P12270')"
"('Q92841', 'Q12913')"
"('P32121', 'O60641')"
"('P56703', 'O00144')"
"('Q9Y376', 'Q9Y478')"
"('P18754', 'P08138')"
"('Q9Y3A3', 'P60660')"
"('P25116', 'Q03113')"
"('Q99567', 'Q8TEM1')"
"('Q96EY7', 'O14593')"
"('28881', 'Q13323')"
"('P04156', 'P32004')"
"('Q9UJX2', 'P11802')"
"('Q9BXP8', 'Q96KM6')"
"('Q9Y478', 'O75534')"
"('Q13535', 'Q5TGY3')"
"('Q9NRW4', 'P53779')"
"('P42229', 'P27986')"
"('P35626', 'Q8NGG4')"
"('P34931', 'P45984')"
"('P30480', 'P12004')"
"('Q58F21', 'P52735')"
"('Q15283', 'Q07890')"
"('P67870', 'Q16625')"
"('P15407', 'Q9Y5Q3')"
"('Q13813', 'Q9UI08')"
"('O95257', 'P37231')"
"('Q15306', 'O75626')"
"('P05771', 'P26010')"
"('P18146', 'O15551')"
"('Q13200', 'P63104')"
"('P62945', 'P61254')"
"('P05412', 'P20749')"
"('Q13616', 'Q9NRD1')"
"('P62136', 'Q9P2K8')"
"('P05412', 'P16083')"
"('Q9C0K7', 'Q9Y478')"
"('P05556', 'P12931')"
"('P46108', 'Q9Y3L3')"
"('O15320', 'P55157')"
"('Q9HC36', 'O75940')"
"('P01137', 'Q13347')"
"('Q96CS2', 'P42771')"
"('P18146', 'Q03405')"
"('Q13418', 'P26373')"
"('Q9BPU6', 'P11021')"
"('O75832', 'O00233')"
"('P40763', 'O43293')"
"('O43491', 'P63104')"
"('Q9NVC6', 'A0JLT2')"
"('P06881', 'Q16602')"
"('Q00013', 'P55055')"
"('P62136', 'O00305')"
"('P35754', 'O14920')"
"('P07900', 'O94916')"
"('Q96SB8', 'Q9UM73')"
"('Q00653', 'Q13114')"
"('P01106', 'Q5QJE6')"
"('P29372', 'P23142')"
"('Q7Z589', 'P83916')"
"('Q99717', 'Q8WUA2')"
"('Q9GZP0', 'P08581')"
"('Q07889', 'P61160')"
"('Q92993', 'Q6N063')"
"('O00206', 'Q0VDF9')"
"('P63165', 'Q92793')"
"('P27635', 'P05387')"
"('Q9Y5S9', 'P62249')"
"('Q9BRX2', 'Q3ZCQ8')"
"('O15444', 'P46094')"
"('Q9BQD3', 'Q96D59')"
"('O76093', 'P07333')"
"('Q3SY52', 'P61978')"
"('P36873', 'Q9BQI3')"
"('P31751', 'P41279')"
"('Q13478', 'O95256')"
"('P98175', 'Q06055')"
"('P21728', 'O95467')"
"('Q9BQ66', 'Q9BT49')"
"('Q13310', 'P62324')"
"('P99999', 'P23508')"
"('Q14164', 'P25685')"
"('P09038', 'P22455')"
"('Q9UNF1', 'P51681')"
"('P34947', 'P08588')"
"('P60953', 'P56945')"
"('O60496', 'P24394')"
"('Q9HBE4', 'Q99665')"
"('P14598', 'P08253')"
"('O75444', 'P02511')"
"('P04406', 'Q13077')"
"('O14640', 'P21291')"
"('P22307', 'Q15067')"
"('Q9NRG9', 'Q99567')"
"('Q9UBU7', 'P25205')"
"('P78509', 'P06756')"
"('P36405', 'Q5UIP0')"
"('P61353', 'P61254')"
"('Q99759', 'P12236')"
"('P33991', 'P33992')"
"('B1A4H9', 'P26951')"
"('P14598', 'P13498')"
"('P07237', 'O95400')"
"('Q9Y478', 'Q9HCM4')"
"('Q03405', 'P06241')"
"('Q9H4G0', 'Q9UDY2')"
"('P13861', 'Q92667')"
"('P31749', 'Q9UBS0')"
"('P22607', 'P46108')"
"('P61254', 'Q96BK5')"
"('P07437', 'Q96L34')"
"('P18507', 'Q9NQX3')"
"('P16104', 'P08758')"
"('Q9C0D3', 'Q13617')"
"('P01889', 'P41091')"
"('P62913', 'P05386')"
"('P04637', 'P28360')"
"('P00519', 'P32239')"
"('Q8IWW6', 'Q9H4E5')"
"('P68363', 'Q00005')"
"('O43295', 'Q07890')"
"('Q13444', 'Q5TCZ1')"
"('P62158', 'Q14012')"
"('Q9UKB1', 'P17181')"
"('O60739', 'P04179')"
"('P05386', 'Q9GZQ8')"
"('P56537', 'P22234')"
"('O75306', 'O75489')"
"('Q15691', 'P30480')"
"('P10721', 'O00459')"
"('P43364', 'Q96DC9')"
"('Q9BZI7', 'Q15287')"
"('Q68DV7', 'Q969T4')"
"('Q99575', 'P78345')"
"('Q9NPJ3', 'O75569')"
"('P56385', 'Q9HCK5')"
"('O15111', 'Q9Y4H2')"
"('Q13112', 'P67870')"
"('P98177', 'P27348')"
"('Q02779', 'P35232')"
"('O00139', 'Q8IUQ4')"
"('Q9P086', 'Q9NX70')"
"('P49418', 'O14964')"
"('Q9Y616', 'O43187')"
"('O75626', 'Q9Y6W6')"
"('Q92569', 'P14868')"
"('O60739', 'Q9UHV9')"
"('P32121', 'Q96RD0')"
"('P07437', 'Q00653')"
"('P63096', 'P53779')"
"('Q13242', 'P07910')"
"('O14737', 'P30480')"
"('O95813', 'Q9H1J7')"
"('Q15831', 'Q92922')"
"('Q8N7P3', 'Q9Y5I7')"
"('P21860', 'O00459')"
"('P11388', 'Q9NR30')"
"('O43251', 'Q9P2R6')"
"('P41743', 'Q9NPB6')"
"('P07288', 'Q5VVJ2')"
"('Q7L1Q6', 'Q14203')"
"('Q9H4E5', 'Q04771')"
"('Q8WXA3', 'Q9BVJ7')"
"('P62877', 'Q13617')"
"('P07900', 'Q8TDR0')"
"('P32780', 'P10275')"
"('O95487', 'O94979')"
"('Q8NHJ6', 'P08637')"
"('P51571', 'Q9BUV8')"
"('Q05655', 'Q8TAA9')"
"('Q9NS73', 'P33993')"
"('P57088', 'Q9UKV8')"
"('O75582', 'Q70SY1')"
"('P48023', 'Q9BY11')"
"('A6NMZ7', 'P26012')"
"('Q04323', 'P23508')"
"('P18146', 'Q9NYI0')"
"('P06576', 'P63104')"
"('Q9Y272', 'Q9HAV0')"
"('Q9ULG1', 'Q53TQ3')"
"('Q9BUJ2', 'P62633')"
"('Q96E40', 'Q15714')"
"('P04626', 'P00519')"
"('Q14088', 'Q9NQC3')"
"('P04637', 'P61981')"
"('Q8IY92', 'Q5QP82')"
"('P14859', 'P07948')"
"('P04908', 'Q8WUI4')"
"('Q86WN2', 'P01589')"
"('P30291', 'P31749')"
"('P10586', 'P98077')"
"('Q86TM6', 'Q15059')"
"('Q16627', 'P32248')"
"('Q6I9Y2', 'Q99816')"
"('P19793', 'O60244')"
"('P10412', 'P12544')"
"('P20674', 'P08246')"
"('P49005', 'Q99816')"
"('P24534', 'Q14240')"
"('Q9Y6C7', 'P03372')"
"('P01243', 'Q15365')"
"('A0AVK6', 'P24864')"
"('P05452', 'P00750')"
"('P28482', 'P06493')"
"('Q9H0D6', 'Q9HAU5')"
"('P32456', 'Q9Y2M5')"
"('Q13573', 'Q9HBI1')"
"('Q9Y3A5', 'Q14164')"
"('P02766', 'P01023')"
"('Q8TEM1', 'Q92621')"
"('P25445', 'P62158')"
"('P28074', 'Q9BQ83')"
"('P49720', 'Q9UET6')"
"('Q9UNS1', 'Q14691')"
"('P62979', 'P62837')"
"('Q06889', 'P29965')"
"('Q9Y2M5', 'P53355')"
"('Q9P1A6', 'P46108')"
"('Q15149', 'Q13191')"
"('P47992', 'P32302')"
"('P0C1Z6', 'Q96CJ1')"
"('P32121', 'Q6IFH4')"
"('Q92900', 'P62424')"
"('Q6DN03', 'O15047')"
"('Q8TAP4', 'Q8HWS3')"
"('Q9NSA1', 'P35968')"
"('P11021', 'Q76MJ5')"
"('Q9NRD5', 'P04049')"
"('P32969', 'P62910')"
"('P00519', 'P51587')"
"('Q16254', 'P30304')"
"('Q16576', 'O75446')"
"('P33993', 'O75365')"
"('O00488', 'P62820')"
"('Q9NS56', 'O75800')"
"('O14544', 'P52333')"
"('P49407', 'P46094')"
"('P61224', 'P11215')"
"('P04632', 'Q7L5D6')"
"('Q9P212', 'Q14643')"
"('P38936', 'Q8WYH8')"
"('Q9H9G7', 'Q13885')"
"('Q9GZX6', 'P19235')"
"('Q13753', 'Q496J9')"
"('Q92793', 'Q9UBG7')"
"('O95751', 'Q96PV7')"
"('P26373', 'P36578')"
"('O95551', 'O00463')"
"('Q9ULV8', 'Q9UHF4')"
"('Q8IZL2', 'Q92830')"
"('P78344', 'O14727')"
"('P08237', 'P27361')"
"('Q9H910', 'O43374')"
"('P23258', 'Q9BSJ2')"
"('Q66LE6', 'Q7Z3S7')"
"('Q9Y5B9', 'Q96HA7')"
"('P16298', 'O94916')"
"('P30304', 'Q00537')"
"('Q9HCS7', 'Q12906')"
"('P62258', 'Q9UHD2')"
"('O00329', 'Q06124')"
"('Q9H0C2', 'P21796')"
"('Q01082', 'Q9BY11')"
"('Q13315', 'P61978')"
"('Q9Y2W1', 'Q9Y4K3')"
"('Q9UNI6', 'P21246')"
"('Q9NYL2', 'O14733')"
"('P20618', 'Q9UET6')"
"('P04792', 'Q9UJY1')"
"('P06576', 'Q01085')"
"('Q86YT6', 'P51668')"
"('P16220', 'Q08426')"
"('Q99956', 'P27361')"
"('O15198', 'Q13950')"
"('Q96E14', 'Q5UIP0')"
"('P29590', 'P01100')"
"('P0C1Z6', 'Q9C086')"
"('P14866', 'P67809')"
"('Q13557', 'Q08289')"
"('P61981', 'Q9H0H5')"
"('Q9BTM1', 'Q16778')"
"('P49841', 'Q05397')"
"('O95747', 'O00238')"
"('P62491', 'Q9Y4K3')"
"('Q9UKM9', 'P61978')"
"('P68400', 'P01106')"
"('O14920', 'P09874')"
"('P53778', 'P30307')"
"('Q96BY9', 'Q9NRS6')"
"('Q9NUC0', 'P30153')"
"('P05455', 'P98170')"
"('O75525', 'Q92530')"
"('P09471', 'O15264')"
"('P50453', 'Q9Y3C7')"
"('Q99759', 'Q12959')"
"('P19532', 'P42704')"
"('Q92547', 'O75928')"
"('O15455', 'P12931')"
