negatives
"('O75400', 'Q12873')"
"('O14641', 'Q01974')"
"('P04049', 'P45983')"
"('O14908', 'P08588')"
"('Q9Y232', 'Q6R327')"
"('P84022', 'Q9NQ87')"
"('Q15303', 'Q05586')"
"('P45983', 'O75369')"
"('O95298', 'Q16795')"
"('Q86Y39', 'Q9UI09')"
"('Q8IWZ3', 'O00221')"
"('O14807', 'P15056')"
"('Q9ULZ3', 'P10644')"
"('P42229', 'P15248')"
"('Q969Q0', 'Q9H5J8')"
"('Q7Z434', 'Q13490')"
"('O95819', 'P11142')"
"('P15927', 'Q15011')"
"('P26045', 'Q96KM6')"
"('Q9NX09', 'Q5UIP0')"
"('P04637', 'Q08345')"
"('P26038', 'P16871')"
"('P41743', 'P62993')"
"('P04629', 'P42566')"
"('P26599', 'Q99459')"
"('Q13241', 'P29350')"
"('O95777', 'Q15029')"
"('P01106', 'P11926')"
"('Q15181', 'P04792')"
"('P05014', 'Q9UHF4')"
"('O60285', 'P01877')"
"('Q15365', 'Q00839')"
"('O60925', 'Q96AW1')"
"('Q15393', 'O75533')"
"('P05154', 'P02679')"
"('Q15758', 'P20333')"
"('O00459', 'P16885')"
"('Q13769', 'Q9Y3C6')"
"('O75940', 'P14678')"
"('P21675', 'Q00613')"
"('P37802', 'P16871')"
"('Q13105', 'Q02556')"
"('Q07890', 'P28482')"
"('P02749', 'P43629')"
"('P35637', 'Q13151')"
"('Q9H2G2', 'O43900')"
"('Q15102', 'Q9C0C9')"
"('P12931', 'P62993')"
"('P04075', 'P16104')"
"('P68400', 'Q9UNN5')"
"('Q75N90', 'P04183')"
"('Q05397', 'P17655')"
"('Q9Y4K3', 'O95816')"
"('P14317', 'Q01518')"
"('Q00610', 'P01889')"
"('P10914', 'Q96DX7')"
"('Q13485', 'O15198')"
"('O00238', 'O75995')"
"('Q9Y3E7', 'P40818')"
"('Q8WZ42', 'P21796')"
"('P62987', 'P62913')"
"('Q8IY92', 'Q8WXX5')"
"('P52945', 'P40424')"
"('Q8TCJ2', 'Q86WV6')"
"('P02686', 'P49759')"
"('P18754', 'Q5T3J3')"
"('P41182', 'Q6PCE3')"
"('P46379', 'Q9H095')"
"('Q96KM6', 'Q9Y2K7')"
"('P16220', 'Q92519')"
"('A7E2Y1', 'P63261')"
"('Q96B97', 'Q13077')"
"('P43250', 'P35243')"
"('P32121', 'Q8WZ94')"
"('O43707', 'Q15599')"
"('P01243', 'Q9UM73')"
"('P10827', 'Q02078')"
"('Q07020', 'P46776')"
"('Q14990', 'Q15654')"
"('P46777', 'P62888')"
"('P62263', 'Q8NHQ8')"
"('Q13573', 'O15160')"
"('P51617', 'Q15750')"
"('P01106', 'Q93008')"
"('P28482', 'P03372')"
"('P01106', 'Q9ULZ2')"
"('Q8TF72', 'Q99459')"
"('P11171', 'P30086')"
"('P22612', 'P54646')"
"('Q9BTP7', 'Q9NPD8')"
"('P62847', 'P23396')"
"('O95400', 'Q01844')"
"('Q8NFD5', 'Q96GM5')"
"('Q01844', 'Q9UHX1')"
"('Q9Y3D3', 'P40337')"
"('Q14296', 'Q99750')"
"('Q96G01', 'O43747')"
"('Q9NYL2', 'Q13432')"
"('Q9UBV2', 'Q9H1C4')"
"('P27348', 'P50990')"
"('Q08117', 'P08246')"
"('Q13619', 'P62877')"
"('O75175', 'Q99459')"
"('Q8IUE6', 'Q7Z2G1')"
"('Q5T4F7', 'O00755')"
"('Q9NZC7', 'P07942')"
"('Q10570', 'Q6P1J9')"
"('P04183', 'O60551')"
"('O60684', 'Q53H96')"
"('Q9ULA0', 'P01019')"
"('Q9UJV9', 'P46108')"
"('O75832', 'Q9BRP4')"
"('Q96DV4', 'Q9UKR5')"
"('P0CG48', 'Q13351')"
"('P14416', 'Q13362')"
"('P46531', 'P04628')"
"('Q09472', 'Q12905')"
"('O00220', 'Q15628')"
"('P52735', 'O15524')"
"('Q6UB35', 'Q15714')"
"('P82930', 'Q14197')"
"('P28324', 'P19419')"
"('Q93034', 'Q03164')"
"('P25391', 'P53708')"
"('O14964', 'Q9UBB9')"
"('P62140', 'Q13557')"
"('P47992', 'P61073')"
"('Q14807', 'O95433')"
"('P35637', 'P51991')"
"('P01106', 'Q8IXU6')"
"('Q07666', 'Q13509')"
"('Q09161', 'Q9UL03')"
"('O43447', 'Q9UKE5')"
"('P19012', 'O14639')"
"('P04181', 'O60232')"
"('Q9H0C2', 'P21796')"
"('Q15599', 'Q9BXI6')"
"('P09038', 'P06213')"
"('Q09472', 'P22736')"
"('Q6P1J9', 'Q99459')"
"('Q99615', 'O60921')"
"('Q9UBP9', 'P05107')"
"('Q66LE6', 'Q9UPR3')"
"('Q13568', 'Q7Z434')"
"('Q6UXL0', 'P23458')"
"('P23588', 'Q9H9G7')"
"('Q9NRI5', 'P63104')"
"('P26640', 'Q05639')"
"('Q14203', 'Q13409')"
"('Q09028', 'P24385')"
"('P48556', 'Q06323')"
"('407040', 'Q96EB6')"
"('Q9NPJ6', 'Q71SY5')"
"('Q96EB6', 'Q14191')"
"('Q5VYV7', 'Q9H0R8')"
"('Q16667', 'P18146')"
"('Q13418', 'P35606')"
"('P62081', 'P62979')"
"('P01100', 'O75030')"
"('Q9UNS1', 'Q96GE4')"
"('P35637', 'Q8IX12')"
"('O14641', 'P17252')"
"('Q96A08', 'P20671')"
"('Q15365', 'Q14103')"
"('O14686', 'Q9UBL3')"
"('P09104', 'Q16842')"
"('P13646', 'P25054')"
"('Q6IBS0', 'P05060')"
"('P52597', 'O60508')"
"('O95072', 'Q8NDV3')"
"('Q16623', 'P08670')"
"('P14316', 'O95352')"
"('Q9UNM6', 'Q99459')"
"('P50616', 'Q96DU9')"
"('P78396', 'P06493')"
"('P01023', 'Q07954')"
"('Q9Y6K9', '343477')"
"('P17181', 'P50591')"
"('Q15653', 'Q00653')"
"('Q9Y618', 'Q96T58')"
"('P63279', 'Q96RL1')"
"('P49716', 'P78504')"
"('P10275', 'Q6AZZ1')"
"('P62987', 'Q9C0C9')"
"('Q8TBX8', 'P06396')"
"('Q9UBI6', 'Q9UBY5')"
"('O95747', 'Q9HCE7')"
"('Q96AZ6', 'P19838')"
"('Q92802', 'P08246')"
"('P08708', 'P62851')"
"('Q8NH01', 'P38405')"
"('Q00610', 'P25963')"
"('P00519', 'P04083')"
"('Q9Y620', 'Q9UK33')"
"('P52630', 'P11309')"
"('Q13315', 'Q86VM9')"
"('P24043', 'Q13797')"
"('407006', 'P03372')"
"('P13378', 'O60925')"
"('Q7Z417', 'Q00005')"
"('Q09472', 'O75528')"
"('Q9NRG4', 'O15169')"
"('Q9Y5M8', 'Q9HAW0')"
"('P62888', 'P05388')"
"('Q9NPA1', 'Q13698')"
"('Q9Y2K3', 'P60709')"
"('Q9H2A7', 'P51685')"
"('Q3ZCQ8', 'Q6WCQ1')"
"('P49418', 'O14964')"
"('P62993', 'O75832')"
"('A7MCY6', 'Q8TDY2')"
"('O75143', 'Q6PHR2')"
"('O00193', 'Q14703')"
"('P01567', 'P10912')"
"('Q16659', 'P42025')"
"('Q9P2N4', 'Q01094')"
"('P62993', 'O14776')"
"('Q15759', 'Q8NER1')"
"('Q9GZX5', 'Q6VMQ6')"
"('Q9Y6E0', 'P43243')"
"('P22455', 'P01112')"
"('P67775', 'Q16537')"
"('Q96EB6', 'P04637')"
"('P83876', 'Q9Y333')"
"('P59998', 'P42768')"
"('O60507', 'Q14242')"
"('Q96NW4', 'Q15797')"
"('Q969G2', 'Q16385')"
"('C9J798', 'P62070')"
"('Q92541', 'P49407')"
"('P49841', 'P41236')"
"('O60216', 'P49711')"
"('P10412', 'P05114')"
"('Q9Y371', 'Q99570')"
"('P32246', 'P63096')"
"('Q9HAU4', 'P12757')"
"('P17252', 'O75689')"
"('O43678', 'P03923')"
"('P25205', 'P62330')"
"('P46379', 'Q96IP4')"
"('P49716', 'P26358')"
"('Q9NQC7', 'O95786')"
"('P13631', 'P08047')"
"('P04637', 'Q07820')"
"('P13942', 'P26010')"
"('P12270', 'P25054')"
"('O15455', 'Q9H0E2')"
"('Q16288', 'Q92529')"
"('O60814', 'Q9UBN7')"
"('P05452', 'Q01804')"
"('Q99880', 'Q08945')"
"('P09661', 'P11387')"
"('Q08945', 'Q71UI9')"
"('P51948', 'P10275')"
"('Q9Y4K3', 'O43187')"
"('Q92997', 'P63000')"
"('P22061', 'Q14164')"
"('Q15393', 'Q99459')"
"('P18146', 'Q9Y5B9')"
"('O95602', 'Q08945')"
"('P04150', 'P09651')"
"('P83881', 'P18621')"
"('Q9NRD1', 'P63208')"
"('P62487', 'Q15560')"
"('Q02779', 'P35232')"
"('Q13772', 'Q14289')"
"('P01106', 'P41235')"
"('P38432', 'Q8IYF1')"
"('O43916', 'P31947')"
"('Q92597', 'P14868')"
"('P03372', 'P27986')"
"('Q9UNA1', 'Q92730')"
"('P55157', 'Q9BZM3')"
"('Q16082', 'Q15714')"
"('Q9Y3F4', 'Q15287')"
"('Q9UQK1', 'P27482')"
"('Q92769', 'P23527')"
"('Q03519', 'P17693')"
"('P05412', 'P16220')"
"('Q5UIP0', 'Q16637')"
"('Q9H9F9', 'Q9H981')"
"('P02751', 'Q13485')"
"('P32121', 'Q6IF82')"
"('Q9NR55', 'Q16520')"
"('P35680', 'Q12899')"
"('Q07889', 'O43639')"
"('P62258', 'O15397')"
"('Q13268', 'P04406')"
"('Q15714', 'O60749')"
"('P15090', 'Q92882')"
"('Q71F56', 'O60244')"
"('Q14677', 'Q9H0R8')"
"('P49810', 'O43187')"
"('Q8N806', 'Q96DH6')"
"('P01889', 'O43242')"
"('P01730', 'P02786')"
"('406884', 'P24385')"
"('Q13432', 'P40937')"
"('Q13237', 'Q12791')"
"('P62258', 'Q92934')"
"('Q9Y478', 'Q15029')"
"('Q9Y6Q6', 'Q9UKW4')"
"('P20963', 'Q14790')"
"('Q9Y3A3', 'Q5VSL9')"
"('P32927', 'Q07812')"
"('P29372', 'O00264')"
"('Q92598', 'Q13233')"
"('Q13315', 'Q02952')"
"('Q92876', 'Q9HBG4')"
"('Q13573', 'P52907')"
"('9757', 'Q6ZW49')"
"('Q9NPH9', 'P48357')"
"('Q9P086', 'Q9NX70')"
"('P17152', 'Q96GD3')"
"('P22455', 'P29353')"
"('Q96DI7', 'Q16531')"
"('Q9UKV8', 'Q9Y265')"
"('P60002', 'Q16659')"
"('P42345', 'Q8TCU6')"
"('O15264', 'P31751')"
"('P05014', 'Q14627')"
"('O14929', 'Q71DI3')"
"('Q92922', 'O96019')"
"('O95983', 'Q8WXI9')"
"('Q08211', 'P52272')"
"('Q01094', 'Q01831')"
"('O75506', 'Q9Y3C0')"
"('P29590', 'Q86WT6')"
"('407018', 'O00628')"
"('Q9Y295', 'P01889')"
"('O60641', 'Q14164')"
"('Q08945', 'Q14566')"
"('P20823', 'O75347')"
"('Q9Y4K3', 'Q13114')"
"('P27986', 'P29074')"
"('Q8NF50', 'P60763')"
"('Q16543', 'Q14590')"
"('O75019', 'P08637')"
"('Q9Y3A5', 'P43360')"
"('Q00653', 'P62158')"
"('O60239', 'Q07889')"
"('Q14980', 'O43491')"
"('P0CG47', 'P01106')"
"('P62158', 'Q13562')"
"('O43390', 'Q9BUJ2')"
"('Q6UWE0', 'Q9Y2X8')"
"('P17302', 'Q9BQE3')"
"('Q11203', 'P60709')"
"('P17676', 'P05112')"
"('Q8WX92', 'P18615')"
"('P13942', 'Q9UKX5')"
"('O43809', 'O94913')"
"('Q93062', 'Q96PU8')"
"('Q6R327', 'P42345')"
"('Q96RG2', 'P56545')"
"('P61163', 'P30480')"
"('O14787', 'O75365')"
"('P62805', 'Q9NQ92')"
"('P13746', 'Q8NHL6')"
"('P62891', 'Q9UNX3')"
"('Q99963', 'P50402')"
"('O60341', 'O75362')"
"('P26715', 'P29350')"
"('Q9H9T3', 'Q9Y5B9')"
"('Q12778', 'Q13485')"
"('P10145', 'P32248')"
"('Q9UKE5', 'Q9BWD1')"
"('P21246', 'Q9UBS4')"
"('P25208', 'Q02153')"
"('Q92769', 'Q969G3')"
"('Q15080', 'Q15759')"
"('Q9P2S2', 'Q9NZ94')"
"('O75365', 'Q9UHI6')"
"('Q13243', 'P31943')"
"('P49810', 'P18850')"
"('Q969Q1', 'Q5T653')"
"('O75807', 'P20264')"
"('Q8IU81', 'P14316')"
"('O60739', 'O43324')"
"('Q01968', 'P20340')"
"('Q13616', 'P63208')"
"('P62136', 'O14974')"
"('Q13627', 'Q9H2X6')"
"('Q15750', 'Q15759')"
"('P49674', 'Q12778')"
"('Q02241', 'Q05823')"
"('Q15834', 'O75604')"
"('P07437', 'P00533')"
"('P63104', 'Q9UQL6')"
"('P01106', 'Q96KQ7')"
"('Q10586', 'Q9NR55')"
"('Q9NQC3', 'O96009')"
"('Q9UNY5', 'P02768')"
"('P19105', 'P35579')"
"('Q01094', 'P19525')"
"('P33778', 'P16104')"
"('Q96KK5', 'P23527')"
"('Q99459', 'P43243')"
"('P18621', 'P47914')"
"('P27797', 'P25942')"
"('Q14240', 'P24534')"
"('P10070', 'P98160')"
"('O75056', 'P31431')"
"('P35579', 'Q7Z3C6')"
"('Q96AP0', 'P12956')"
"('P51668', 'P26442')"
"('Q12929', 'O14936')"
"('Q9UBD5', 'P38398')"
"('P19404', 'Q14194')"
"('O14965', 'P04179')"
"('Q9UK08', 'P08754')"
"('P62841', 'P62241')"
"('P27361', 'P17535')"
"('P62854', 'P62263')"
"('Q92997', 'P25054')"
"('P22694', 'Q92806')"
"('Q9C0F1', 'Q9P2A4')"
"('P38398', 'P10275')"
"('Q75N90', 'P49841')"
"('P07437', 'Q96KQ4')"
"('O75554', 'O75533')"
"('Q96GR2', 'P49841')"
"('Q5VSY0', 'O14964')"
"('P07237', 'Q13162')"
"('Q13885', 'O60603')"
"('Q9Y6X2', 'P51692')"
"('Q07020', 'P18124')"
"('P62491', 'Q9Y4K3')"
"('Q5EG05', 'Q9Y2G2')"
"('Q9Y2J2', 'P00519')"
"('P50151', 'Q13936')"
"('Q9UKX5', 'P23229')"
"('P49747', 'P16144')"
"('P50148', 'Q9BZM2')"
"('P49642', 'Q00610')"
"('P35626', 'Q9Y3N9')"
"('P11021', 'P19438')"
"('O60496', 'P24394')"
"('P41235', 'Q04721')"
"('P05114', 'P22492')"
"('Q15075', 'Q9UL26')"
"('O14641', 'P46531')"
"('P62258', 'P68431')"
"('O95619', 'P25440')"
"('O15111', 'P14921')"
"('P14784', 'P29597')"
"('P46782', 'P62269')"
"('P12956', 'P52294')"
"('P11171', 'P25786')"
"('Q5RL73', 'Q9H0Q3')"
"('P04637', 'Q9BX70')"
"('Q9UBT7', 'Q9UBE8')"
"('O14512', 'Q14765')"
"('P05230', 'P07333')"
"('P37840', 'P11802')"
"('P46781', 'P62280')"
"('406952', 'P24385')"
"('P15498', 'O43561')"
"('Q96IF1', 'P31947')"
"('P49815', 'P46527')"
"('Q8NGI2', 'P38405')"
"('Q9BXP5', 'Q16891')"
"('P09619', 'Q07889')"
"('P62834', 'Q92569')"
"('P61586', 'Q969H4')"
"('Q13191', 'P01106')"
"('O60739', 'P06753')"
"('P22612', 'P19429')"
"('P14923', 'P10586')"
"('P62910', 'P61313')"
"('Q5RI15', 'P18146')"
"('Q15797', 'Q9UNY4')"
"('P62993', 'Q14247')"
"('P26927', 'P53990')"
"('Q96HD1', 'P56537')"
"('P68400', 'P01106')"
"('Q07889', 'P84095')"
"('P36578', 'P61513')"
"('Q15811', 'P60880')"
"('O75643', 'O15541')"
"('Q93097', 'O75084')"
"('P67870', 'Q99661')"
"('P30050', 'P62891')"
"('Q14168', 'Q99459')"
"('P58012', 'P03971')"
"('P06576', 'P61289')"
"('Q99558', 'O43318')"
"('Q16589', 'Q15257')"
"('Q9Y2H0', 'O95433')"
"('Q9NRR5', 'O95967')"
"('P23508', 'Q9BWD1')"
"('Q15648', 'P49336')"
"('P15976', '406936')"
"('Q00169', 'Q15014')"
"('Q9BQ52', 'O75593')"
"('Q96QV6', 'P33778')"
"('P98095', 'P54259')"
"('P19387', 'P52434')"
"('Q15486', 'Q13432')"
"('P12956', 'O95997')"
"('P50502', 'Q9Y478')"
"('P02771', 'P30480')"
"('Q13838', 'Q06265')"
"('P38919', 'Q09161')"
"('O00257', 'P63279')"
"('P62829', 'Q04206')"
"('Q13535', 'Q92989')"
"('P49815', 'Q13619')"
"('Q9NPF4', 'P29353')"
"('P27986', 'O75167')"
"('P05013', 'P26951')"
"('P17612', 'P54619')"
"('Q15369', 'Q14241')"
"('P52435', 'O95402')"
"('O95168', 'O95182')"
"('P63104', 'P55196')"
"('Q07820', 'P04406')"
"('P12931', 'P19174')"
"('Q16637', 'Q15910')"
"('Q8NFH3', 'Q99567')"
"('Q15759', 'P15336')"
"('Q96A72', 'P61981')"
"('Q969T4', 'Q96GF1')"
"('Q9UMN6', 'Q16637')"
"('P04637', 'Q8NFD5')"
"('Q96FK6', 'P0CAP2')"
"('P13637', 'P32418')"
"('Q96N67', 'O00212')"
"('Q9Y3T9', 'Q9HAW0')"
"('Q9Y6K9', 'Q13748')"
"('Q2NKX8', 'Q8TDY2')"
"('P62942', 'Q08209')"
"('Q04206', 'P60510')"
"('P01112', 'Q9Y613')"
"('Q9P0J0', 'P03905')"
"('P49747', 'P18084')"
"('Q96IZ6', 'Q16659')"
"('Q8N339', 'P58062')"
"('P06400', 'P39880')"
"('Q08050', 'P22680')"
"('P62851', 'P62266')"
"('P04899', 'Q92569')"
"('Q02543', 'P62829')"
"('P54136', 'Q14164')"
"('Q9BVA1', 'Q96AH8')"
"('P05113', 'P17181')"
"('P30480', 'Q00688')"
"('P49716', 'Q6W2J9')"
"('Q15796', 'P04637')"
"('P59768', 'Q8TCU6')"
"('Q13202', 'P28482')"
"('O60610', 'Q13573')"
"('P41595', 'Q13936')"
"('P34931', 'O14920')"
"('P24723', 'Q9NRA0')"
"('Q05513', 'P31946')"
"('P41159', 'P48551')"
"('Q9UKV8', 'P62854')"
"('P14314', 'Q05513')"
"('Q9H9D4', 'O95751')"
"('O14964', 'O75478')"
"('Q15021', 'Q13573')"
"('P28562', 'O15264')"
"('Q92783', 'P49407')"
"('P31629', 'P63104')"
"('P41134', 'P51636')"
"('Q9H293', 'Q9NRM6')"
"('P05388', 'P62829')"
"('P16333', 'P21817')"
"('Q99469', 'P02545')"
"('P22607', 'P43234')"
"('P40337', 'Q8TEY7')"
"('Q15910', 'Q9H5J8')"
"('Q9UBF6', 'Q9NQX7')"
"('Q02641', 'P54259')"
"('Q13444', 'Q8WV41')"
"('Q13748', 'Q96NA2')"
"('Q00005', 'P27708')"
"('P24522', 'O75165')"
"('P03372', 'Q13153')"
"('Q13352', 'Q06323')"
"('Q9GZS3', 'Q03164')"
"('O95471', 'Q9UDY2')"
"('P20265', 'Q9UJU2')"
"('P17301', 'Q9HBI1')"
"('Q8TDY2', 'Q9GZS1')"
"('Q9Y6K9', 'P33993')"
"('Q99417', 'Q9UKV8')"
"('Q9NWA0', 'Q9UPY3')"
"('Q5T4F7', 'P04628')"
"('P0CG47', 'Q9Y6K9')"
"('Q9BT49', 'Q15834')"
"('P81605', 'P63104')"
"('O60508', 'P09651')"
"('P13497', 'P35348')"
"('O43791', 'Q8IXJ6')"
"('Q7LDG7', 'Q9P2K9')"
"('Q969W0', 'P07437')"
"('Q07325', 'P51679')"
"('Q9BVJ7', 'Q71U36')"
"('P22492', 'Q96EB6')"
"('P00519', 'P24928')"
"('P50914', 'P62910')"
"('Q99704', 'P46109')"
"('Q15843', 'P15374')"
"('343477', 'Q9Y243')"
"('P14678', 'O43719')"
"('Q15038', 'Q9NY61')"
"('P32121', 'P43250')"
"('P62328', 'P63261')"
"('P21802', 'P42338')"
"('P23771', 'P14921')"
"('Q9HAW0', 'Q9UDX5')"
"('P12757', 'Q13485')"
"('P15153', 'Q9NPB6')"
"('P57678', 'Q13233')"
"('Q12986', 'Q13247')"
"('Q13409', 'P68371')"
"('P60763', 'Q86VI3')"
"('P10966', 'P30466')"
"('P51681', 'P62310')"
"('P18146', 'P29350')"
"('P46108', 'P20774')"
"('P20963', 'P06729')"
"('P38936', 'Q9BRK5')"
"('Q9HCS4', 'Q13308')"
"('Q93034', 'Q15796')"
"('Q96B02', 'O15344')"
"('Q13522', 'Q9UD71')"
"('Q8TCJ0', 'Q13616')"
"('P14316', 'Q9H1B7')"
"('P20226', 'Q00987')"
"('P25024', 'P04899')"
"('Q9NV44', 'Q14582')"
"('P50148', 'Q15147')"
"('P01100', 'P05412')"
"('Q9NRI5', 'Q99615')"
"('Q9HC24', 'Q9UM00')"
"('P46779', 'P49207')"
"('Q13200', 'Q13573')"
"('P12931', 'Q16825')"
"('P42224', 'P19438')"
"('Q6UXH1', 'P48304')"
"('Q9ULA0', 'Q15323')"
"('P56747', 'P56746')"
"('O60244', 'P48443')"
"('P49207', 'P62899')"
"('P01889', 'Q9NP97')"
"('Q9BPX6', 'Q8IY92')"
"('Q9Y4W2', 'Q15714')"
"('P05787', 'O75503')"
"('P32969', 'P61353')"
"('Q05195', 'Q15418')"
"('P23229', 'P49023')"
"('P03886', 'O75438')"
"('P35606', 'Q99459')"
"('P63165', 'Q05516')"
"('Q9NTX7', 'P36897')"
"('O43281', 'P27986')"
"('O94972', 'Q96M61')"
"('Q99712', 'Q14005')"
"('O75626', 'Q7Z7L9')"
"('P13612', 'Q9NVD7')"
"('Q99878', 'Q99880')"
"('O14508', 'P32927')"
"('Q9BYB0', 'P55157')"
"('O75674', 'Q15075')"
"('P01023', 'P60568')"
"('P05107', 'Q9BX67')"
"('Q5T4F7', 'O96014')"
"('Q9BUJ2', 'Q15365')"
"('Q96HR3', 'P10827')"
"('P35222', 'Q9NQB0')"
"('P83731', 'P61927')"
"('O60383', 'Q9BX70')"
"('Q92765', 'P62877')"
"('P13645', 'P01857')"
"('P62158', 'P19438')"
"('Q14164', 'P54920')"
"('O75376', 'Q99933')"
"('P16144', 'O43707')"
"('Q15274', 'O15131')"
"('P51692', 'P16871')"
"('Q13151', 'Q05519')"
"('Q96EB6', 'Q9GZQ8')"
"('P49407', 'P34947')"
"('P05412', 'P20809')"
"('Q01130', 'Q15365')"
"('Q8IWV7', 'Q9BX70')"
"('O60282', 'P61981')"
"('O14508', 'P06213')"
"('P04843', 'Q9BUV8')"
"('Q86V81', 'Q13838')"
"('Q9NQ87', 'Q9H422')"
"('Q9UK73', 'Q15370')"
"('Q15047', 'P38936')"
"('Q03112', 'P45983')"
"('Q9NQW1', 'Q13573')"
"('P17568', 'O95139')"
"('P01579', 'Q06323')"
"('P42224', 'Q02556')"
"('Q13485', 'Q9NPI6')"
"('Q8TEW0', 'P01876')"
"('P08069', 'O14508')"
"('P53778', 'P30307')"
"('O96001', 'P30153')"
"('P35658', 'P25054')"
"('P0C0S5', 'P68431')"
"('Q06945', 'Q01344')"
"('Q15428', 'Q14498')"
"('O60506', 'P78527')"
"('Q96NT1', 'P62993')"
"('P06241', 'P42167')"
"('P63316', 'P19474')"
"('P10276', 'O75528')"
"('Q93034', 'Q96S21')"
"('P62277', 'P15880')"
"('P29590', 'P83916')"
"('Q13573', 'Q13416')"
"('Q9HCK4', 'Q8N8S7')"
"('P14678', 'Q969L4')"
"('Q92558', 'Q92747')"
"('P10276', 'P78413')"
"('P27348', 'P25963')"
"('Q15349', 'P01112')"
"('P23508', 'P23284')"
"('Q13546', 'Q92844')"
"('P52797', 'P29322')"
"('P18146', 'Q96IM9')"
"('P30281', 'P10276')"
"('P40926', 'P12004')"
"('Q5VWQ8', 'Q13546')"
"('P30273', 'O75015')"
"('P48023', 'Q9NZM3')"
"('P49841', 'P48740')"
"('P10827', 'O60244')"
"('Q06418', 'Q96S59')"
"('O75528', 'O75822')"
"('Q9HC98', 'O95347')"
"('P60763', 'Q9UHY1')"
"('P29992', 'P34998')"
"('P07942', 'O15230')"
"('Q86VX9', 'Q9H270')"
"('Q99460', 'Q15008')"
"('P46776', 'Q92901')"
"('P25786', 'P25787')"
"('P03901', 'O95139')"
"('O15169', 'Q15796')"
"('Q9BTT6', 'Q8IY92')"
"('Q9Y375', 'P04259')"
"('P08243', 'P29083')"
"('Q6IEY1', 'P38405')"
"('P20333', 'Q9BYX7')"
"('P12931', 'Q16832')"
"('P19012', 'Q96ES7')"
"('Q9NV70', 'Q9C026')"
"('O75376', 'Q05516')"
"('Q9UI10', 'Q969M7')"
"('P05112', 'Q9UHF4')"
"('O43913', 'P49736')"
"('Q9P286', 'P54727')"
"('O60739', 'O15372')"
"('P08571', 'Q03113')"
"('Q9BY11', 'O75128')"
"('Q9H9D4', 'Q9NY93')"
"('Q9Y6D6', 'P26885')"
"('Q99570', 'P61981')"
"('P29350', 'O43318')"
"('P62993', 'Q13191')"
"('P22607', 'Q01970')"
"('Q9Y4P9', 'Q9H8W4')"
"('Q92993', 'Q04206')"
"('P01374', 'P01375')"
"('Q09472', 'Q8WUF5')"
"('P02686', 'Q9GZU7')"
"('Q6DN03', 'Q08945')"
"('Q13576', 'Q04206')"
"('Q9Y5S2', 'Q9NR30')"
"('P11802', 'P62136')"
"('Q9UHD2', 'P31749')"
"('O14508', 'Q6UXL0')"
"('O43464', 'O15392')"
"('Q13111', 'P27986')"
"('P03989', 'P32241')"
"('P48546', 'P01275')"
"('Q92901', 'P62899')"
"('P54132', 'P62380')"
"('P46108', 'Q8IUG5')"
"('Q04206', 'P32881')"
"('P36402', 'O14627')"
"('Q6PL18', 'Q01094')"
"('Q13526', 'Q13469')"
"('O14827', 'P16333')"
"('P42229', 'P46108')"
"('P60903', 'Q9H1D0')"
"('Q9H204', 'Q9Y5X1')"
"('Q92832', 'Q0ZGT2')"
"('Q6P5X5', 'P62714')"
"('P04181', 'O60739')"
"('Q15008', 'Q9BV73')"
"('P26358', 'P0CG48')"
"('P60484', 'P69905')"
"('Q5TD97', 'Q9P2E2')"
"('P09619', 'P23470')"
"('Q9UKV8', 'P62906')"
"('P00533', 'Q9P104')"
"('Q15102', 'Q9Y4G2')"
"('P62993', 'Q9H9Y6')"
"('Q6FI81', 'O76003')"
"('Q8IUD2', 'Q9UGN5')"
"('Q9GZP4', 'Q6P1J9')"
"('P63151', 'P31751')"
"('Q9H0R8', 'P05129')"
"('P61981', 'O43896')"
"('P28482', 'P47712')"
"('P01106', 'Q8IUF8')"
"('Q8N808', 'Q14194')"
"('Q66GS9', 'Q9P2S5')"
"('P11532', 'P08727')"
"('P35236', 'Q15759')"
"('P13569', 'Q9UEU0')"
"('Q00535', 'Q13153')"
"('P11388', 'O43918')"
"('P50406', 'Q92905')"
"('P22695', 'P01889')"
"('P17947', 'Q99062')"
"('P43405', 'Q13177')"
"('P63010', 'P62316')"
"('Q96D59', 'Q969F0')"
"('P40429', 'P47914')"
"('P22105', 'P06756')"
"('Q13315', 'Q99661')"
"('P23508', 'Q8IYT4')"
"('P42704', 'Q9Y5V3')"
"('P05000', 'P01589')"
"('Q09013', 'Q16082')"
"('Q15052', 'Q9HBI1')"
"('Q13485', 'P01100')"
"('Q5VTB9', 'O14933')"
"('Q9Y4K3', 'P49768')"
"('P41279', 'Q02750')"
"('P38936', 'P47897')"
"('P17844', 'Q9H9S0')"
"('P21860', 'Q63HR2')"
"('Q96S97', 'P18146')"
"('Q13017', 'P60953')"
"('P78549', 'P28749')"
"('Q96L91', 'Q15906')"
"('Q02779', 'P42684')"
"('P49915', 'P01889')"
"('Q14807', 'Q8IUQ4')"
"('Q15047', 'Q8TAD8')"
"('Q10586', 'P78527')"
"('O60684', 'P32320')"
"('Q8NFH5', 'Q92621')"
"('Q9H2G2', 'Q9NYQ7')"
"('Q9H4P4', 'P22607')"
"('P61981', 'Q9NYL2')"
"('Q9Y6X6', 'Q7L576')"
"('Q04206', 'Q00403')"
"('P49619', 'P02768')"
