negatives
"('Q9NSU2', 'Q8IY31')"
"('P31751', 'Q68CJ9')"
"('P08590', 'P16871')"
"('P49841', 'P05412')"
"('Q96B36', 'O75385')"
"('P05129', 'P30086')"
"('Q13315', 'P16220')"
"('O15350', 'Q96J02')"
"('O14807', 'O15211')"
"('O76081', 'Q9Y230')"
"('P68036', 'O60739')"
"('Q92966', 'Q16533')"
"('Q14204', 'Q9BVA1')"
"('Q16659', 'P55290')"
"('O94941', 'P68036')"
"('Q15428', 'Q9Y6A4')"
"('O95067', 'P49736')"
"('P29350', 'P16410')"
"('Q13568', 'Q13098')"
"('Q14254', 'P13569')"
"('P48643', 'Q00005')"
"('P51784', 'Q12788')"
"('Q9HAV0', 'O60266')"
"('P19174', 'Q14315')"
"('Q6Y7W6', 'P09234')"
"('Q9UER7', 'Q13489')"
"('Q13472', 'O60934')"
"('Q14164', 'P14550')"
"('O15530', 'P42345')"
"('Q16643', 'Q13642')"
"('P18621', 'P62913')"
"('Q9BV86', 'Q9Y2L1')"
"('O95467', 'P0C869')"
"('P30101', 'P23229')"
"('Q9Y244', 'Q99436')"
"('Q9HAU5', 'Q9Y5S9')"
"('P04156', 'P07237')"
"('P02647', 'Q15388')"
"('Q9Y478', 'Q00610')"
"('Q8WTQ7', 'P32121')"
"('Q13748', 'Q9UKG9')"
"('Q13153', 'Q8IWR0')"
"('Q96AY2', 'P12980')"
"('Q92989', 'Q16630')"
"('Q9Y243', 'Q9UQK1')"
"('P01876', 'P42285')"
"('P62987', 'Q9P2G9')"
"('Q9UNM6', 'Q9UKE5')"
"('O00482', 'Q15466')"
"('Q9UKV8', 'Q12906')"
"('P10398', 'Q16539')"
"('P55884', 'Q99459')"
"('O14543', 'P48551')"
"('P26022', 'P02746')"
"('P22694', 'P51828')"
"('P05129', 'Q70SY1')"
"('Q9Y385', 'Q9UBV2')"
"('P20338', 'Q13526')"
"('O43924', 'Q92730')"
"('P61201', 'Q7L5N1')"
"('Q8NCM8', 'Q9BQE3')"
"('Q15121', 'Q9NVE7')"
"('P53675', 'O95782')"
"('442896', 'P43354')"
"('P04435', 'P07766')"
"('Q9UKW4', 'P60953')"
"('P0C1H6', 'Q9BTM1')"
"('P30559', 'P09471')"
"('O75821', 'Q13347')"
"('Q07812', 'Q9ULZ3')"
"('O15230', 'P18564')"
"('P82933', 'O75909')"
"('Q9H4K1', 'P08670')"
"('O95433', 'Q14315')"
"('Q15154', 'Q8TAM2')"
"('O43504', 'O14986')"
"('P17947', 'P62380')"
"('Q96BK5', 'O60641')"
"('P40337', 'P16949')"
"('P40306', 'P21246')"
"('P41227', 'Q9NTK1')"
"('P29460', 'Q6UXL0')"
"('P17676', 'P56524')"
"('Q9Y333', 'Q96IZ7')"
"('Q3ZCQ8', 'O14920')"
"('Q13202', 'P45983')"
"('Q99873', 'Q00839')"
"('P40939', 'P18146')"
"('P06730', 'P18206')"
"('P52597', 'Q13242')"
"('Q13191', 'Q9Y6Q6')"
"('Q92997', 'Q96B18')"
"('P07900', 'P50502')"
"('Q92922', 'Q99459')"
"('Q92830', 'Q9Y6Q9')"
"('Q4VC05', 'Q01201')"
"('P00740', 'P00742')"
"('P17544', 'P15408')"
"('O94806', 'Q96B18')"
"('Q96EY1', 'O15209')"
"('P41743', 'O75323')"
"('Q16659', 'Q99418')"
"('Q8NBN7', 'O95257')"
"('P63104', 'Q13698')"
"('Q14532', 'Q00005')"
"('P01236', 'P48357')"
"('P19338', 'P05455')"
"('Q9UKV8', 'P51114')"
"('Q13635', 'Q99835')"
"('Q99708', 'P28749')"
"('O96018', 'A7MCY6')"
"('P49763', 'O60462')"
"('P24522', 'Q07869')"
"('P27708', 'Q12933')"
"('Q9UQM7', 'P42261')"
"('Q9BQY4', 'Q92900')"
"('Q14191', 'P12004')"
"('P05019', 'Q92569')"
"('P04049', 'P48736')"
"('P01008', 'P03951')"
"('Q8WUB8', 'Q969R5')"
"('Q9H1R2', 'O95433')"
"('P15036', '406913')"
"('Q05215', 'Q13469')"
"('Q15811', 'O75940')"
"('Q562R1', 'P38432')"
"('P62714', 'P13686')"
"('Q9Y4A5', 'O75478')"
"('P51159', 'Q8IYJ3')"
"('Q96SB3', 'O95685')"
"('P28472', 'Q15111')"
"('P41227', 'Q14164')"
"('Q9BX66', 'O15357')"
"('Q9Y618', 'Q13547')"
"('P52757', 'Q9HBH0')"
"('O75618', 'Q9P031')"
"('407018', 'Q01196')"
"('Q9BZL4', 'P10916')"
"('P36896', 'Q9UER7')"
"('O95865', 'Q6P1J9')"
"('P60763', 'P52566')"
"('Q9Y272', 'P63211')"
"('P14653', 'P40424')"
"('P35626', 'O76001')"
"('P01106', 'Q9H3N1')"
"('P01225', 'Q01718')"
"('P04049', 'P28482')"
"('P61952', 'P28482')"
"('Q16891', 'Q5T3J3')"
"('Q9H0E2', 'Q96PU5')"
"('Q04206', 'Q66LE6')"
"('Q8TAQ2', 'P54253')"
"('P49841', 'Q9Y600')"
"('Q9UK32', 'P61968')"
"('Q99684', 'Q06455')"
"('O75970', 'Q96B33')"
"('Q12959', 'Q9ULH1')"
"('Q86VX9', 'Q5VTD9')"
"('P35916', 'Q15147')"
"('Q6PEY2', 'P17302')"
"('Q9BQ83', 'P62826')"
"('Q9H2D6', 'P08670')"
"('P09038', 'P29317')"
"('Q9Y5V3', 'Q9BUZ4')"
"('P29350', 'P40189')"
"('P25788', 'Q96EK6')"
"('Q13309', 'P10244')"
"('Q9NTK5', 'Q9UHX1')"
"('Q9UKV8', 'P42677')"
"('P62945', 'P27635')"
"('P84022', 'Q14511')"
"('Q99570', 'Q9NYY3')"
"('Q9UJU2', 'P20265')"
"('P56545', 'Q9H8T0')"
"('Q9H936', 'Q9P2S5')"
"('Q16665', 'P08833')"
"('Q9UPV9', 'Q8TDR0')"
"('P10636', 'P63104')"
"('P56545', 'Q96RG2')"
"('P40337', 'Q6IE81')"
"('P01308', 'P00533')"
"('P22612', 'P51787')"
"('P62714', 'P46937')"
"('O00442', 'P62750')"
"('Q9P209', 'Q15154')"
"('Q13535', 'O14497')"
"('P32121', 'Q8NGG2')"
"('P46783', 'P62249')"
"('Q14197', 'Q9UJS0')"
"('P55040', 'Q02641')"
"('Q9UMX0', 'Q8WWW0')"
"('P08962', 'Q9BXN2')"
"('O14640', 'Q9Y283')"
"('Q8TE77', 'Q9Y281')"
"('P22607', 'P18847')"
"('Q04206', 'P06734')"
"('P01241', 'Q15691')"
"('Q8IY92', 'P13797')"
"('Q9UQQ2', 'P00533')"
"('P60709', 'Q14686')"
"('Q09028', 'Q16576')"
"('P26367', 'Q16630')"
"('Q13315', 'P24864')"
"('P43355', 'Q9NR46')"
"('Q9H8W4', 'Q9HAF1')"
"('Q8N6P7', 'P52333')"
"('Q99613', 'O00303')"
"('Q7Z7J5', 'O60568')"
"('O43683', 'Q13257')"
"('P15502', 'P01857')"
"('Q14677', 'Q9H0R8')"
"('Q15025', 'Q9Y3C5')"
"('P83916', 'Q92793')"
"('Q15173', 'Q13522')"
"('P61247', 'P62701')"
"('P55085', 'Q5JY77')"
"('P22392', 'Q16576')"
"('Q9H210', 'P38405')"
"('P35609', 'Q9NPC6')"
"('Q12805', 'Q16610')"
"('P31751', 'P38936')"
"('Q9Y490', 'P84103')"
"('Q9NPD3', 'Q9Y3B2')"
"('P55196', 'Q96FS4')"
"('Q8WW22', 'Q9P0V3')"
"('O94921', 'Q9HCE7')"
"('Q8TF46', 'Q01780')"
"('P05386', 'P62913')"
"('P23229', 'P07942')"
"('P62280', 'P35544')"
"('Q86U86', 'Q13315')"
"('P41586', 'P50148')"
"('Q15811', 'Q13432')"
"('P42229', 'P41182')"
"('P62834', 'P13612')"
"('Q15029', 'Q9Y478')"
"('Q13164', 'P53355')"
"('Q9UBQ7', 'O15116')"
"('P12755', 'Q09472')"
"('Q15617', 'P38405')"
"('Q6P1J9', 'Q08043')"
"('Q6ZVK8', 'P61289')"
"('P46109', 'P43405')"
"('Q8IZ13', 'P26641')"
"('Q9H5J8', 'P51668')"
"('Q8N1F7', 'Q99623')"
"('P61313', 'P42766')"
"('P60510', 'O14654')"
"('Q14469', 'Q9BXW9')"
"('P35626', 'A6NLW9')"
"('Q8NHQ1', 'Q6P1J9')"
"('P13612', 'Q13477')"
"('Q9UQ07', 'P33764')"
"('P00441', 'P49716')"
"('Q14185', 'P61586')"
"('Q9NZW5', 'P42285')"
"('P30876', 'P62875')"
"('Q6EEV6', 'P49792')"
"('P18146', 'Q96S97')"
"('P25963', 'P63165')"
"('P05423', 'P19388')"
"('Q96R06', 'O95295')"
"('Q9Y2X8', 'Q6Q0C0')"
"('P42224', 'Q9NR97')"
"('Q8WXH5', 'P26992')"
"('P0CG47', 'Q9UM54')"
"('P84243', 'P49848')"
"('P62195', 'Q00653')"
"('Q9BWF2', 'Q5VVX9')"
"('Q9UMN6', 'P04083')"
"('O14788', 'Q14703')"
"('Q9Y232', 'O15131')"
"('Q9Y572', 'P31689')"
"('Q9UL17', 'Q14765')"
"('O43639', 'O60500')"
"('Q13887', 'Q15796')"
"('Q8TEE9', 'Q99750')"
"('O75508', 'O00501')"
"('P36402', 'O95813')"
"('P02768', 'P20933')"
"('P60896', 'Q5JVF3')"
"('P56880', 'O95471')"
"('Q13315', 'P04083')"
"('Q8N8V2', 'Q9BX70')"
"('A0JLT2', 'Q15528')"
"('Q9NR50', 'O76061')"
"('O00206', 'O43353')"
"('O60565', 'Q04917')"
"('Q5VVX9', 'P36406')"
"('Q13191', 'O43597')"
"('Q9NPF5', 'O43257')"
"('Q06587', 'P51965')"
"('Q9Y5P8', 'O60840')"
"('P43487', 'Q14164')"
"('P28482', 'Q9UKE5')"
"('O14640', 'Q13485')"
"('Q9UQ80', 'Q01094')"
"('P05013', 'P26992')"
"('P26045', 'P31946')"
"('Q13526', 'Q9Y478')"
"('Q99714', 'Q12873')"
"('Q9UNS2', 'Q5VTR2')"
"('P48729', 'O15151')"
"('P53778', 'P31749')"
"('Q9UBW7', 'P26599')"
"('P61088', 'Q9UKV5')"
"('Q05086', 'Q14160')"
"('Q15389', 'P17948')"
"('Q96QC0', 'Q9NYB0')"
"('P63151', 'Q9UF02')"
"('Q8NHW5', 'Q9Y6K9')"
"('Q92831', 'P10827')"
"('P35222', 'Q15717')"
"('Q9UKV8', 'Q86YZ3')"
"('P21583', 'P22607')"
"('O15479', 'P67870')"
"('Q92786', 'P41235')"
"('P36873', 'P26678')"
"('Q9Y4L5', 'P51668')"
"('P52565', 'P55210')"
"('P14678', 'O75643')"
"('P57739', 'Q9UDY2')"
"('P61254', 'P18124')"
"('Q00005', 'P31151')"
"('P12757', 'Q9H0M0')"
"('P63279', 'Q8IUQ4')"
"('Q96CW1', 'P16410')"
"('Q15389', 'P29317')"
"('O14544', 'Q14627')"
"('Q16665', 'P09958')"
"('P26368', 'P51003')"
"('Q9Y5A9', 'P84022')"
"('Q15653', 'Q9UJF2')"
"('Q16543', 'Q9Y572')"
"('Q00613', 'P11142')"
"('O75896', 'P50851')"
"('P00519', 'O15457')"
"('Q96P50', 'Q15750')"
"('O60262', 'P62873')"
"('P49407', 'Q14137')"
"('Q13547', 'Q99459')"
"('Q9NRG4', 'Q99996')"
"('Q9Y2U9', 'Q9UMR2')"
"('P30480', 'O75964')"
"('O15111', 'Q14164')"
"('P09237', 'Q96GW7')"
"('Q5MIZ7', 'P60510')"
"('Q9BYC9', 'O60641')"
"('P0C0L4', 'P02768')"
"('O95433', 'P48023')"
"('Q9UHC7', 'Q96B02')"
"('Q13177', 'P53671')"
"('Q16637', 'Q14974')"
"('P03897', 'O00483')"
"('P14921', 'P04150')"
"('Q99877', 'Q9BY41')"
"('P42224', 'P46527')"
"('Q8N1N0', 'P54253')"
"('Q9UQM7', 'Q09472')"
"('Q9Y4G6', 'P08648')"
"('Q13347', 'Q14152')"
"('Q9Y4K3', 'Q13200')"
"('P42574', 'P41091')"
"('Q04206', 'P19320')"
"('O94832', 'Q13418')"
"('O43175', 'P62993')"
"('Q9UBC2', 'Q8WXE9')"
"('Q8NFP9', 'P06241')"
"('406891', 'O00206')"
"('Q13555', 'Q13255')"
"('Q9NRI5', 'Q9Y316')"
"('Q9UBC3', 'Q15910')"
"('P56746', 'P56880')"
"('Q8NF91', 'Q9NRI5')"
"('P23443', 'Q7L190')"
"('P84022', 'Q9C0E2')"
"('P15153', 'P98170')"
"('P41220', 'P05129')"
"('P02768', 'P49619')"
"('P63165', 'P83916')"
"('P13987', 'P07357')"
"('P61289', 'P01243')"
"('Q9Y5Q8', 'Q9UKN8')"
"('P35228', 'Q99612')"
"('Q16778', 'O15047')"
"('P27658', 'Q9BQ66')"
"('Q96B33', 'Q9UDY2')"
"('Q96BK5', 'Q86YZ3')"
"('Q16543', 'Q8IYT8')"
"('P68366', 'Q9Y3M8')"
"('Q96BN2', 'Q9Y4A5')"
"('P05997', 'P53708')"
"('Q13501', 'P84022')"
"('Q14397', 'P31749')"
"('P62273', 'P62857')"
"('O14786', 'P15692')"
"('Q9Y295', 'Q13573')"
"('Q7Z6M1', 'Q9Y2Y6')"
"('P62837', 'Q9Y3C5')"
"('P25685', 'Q9UNE7')"
"('Q9NYY1', 'P15260')"
"('P04222', 'O75347')"
"('P49407', 'P07550')"
"('P15153', 'P61586')"
"('P01106', 'Q9H9Y6')"
"('Q9UBD5', 'P25205')"
"('P11802', 'P37840')"
"('Q8NF50', 'Q96L33')"
"('Q14289', 'O60437')"
"('P30411', 'P50148')"
"('Q9UL18', 'Q92988')"
"('Q8IY92', 'P35749')"
"('P08254', 'O00214')"
"('Q92997', 'Q9Y2T1')"
"('P05386', 'P62945')"
"('Q15750', 'P45984')"
"('Q10570', 'P51003')"
"('P10767', 'P16234')"
"('P31946', 'Q9H4L5')"
"('P40763', 'Q14765')"
"('Q9BVA1', 'Q9Y4K3')"
"('P01579', 'P40189')"
"('P27635', 'P62888')"
"('P0C5Y9', 'P62875')"
"('Q99547', 'Q04724')"
"('Q16890', 'P31947')"
"('Q92616', 'Q9HAW0')"
"('P0C1Z6', 'Q96EZ8')"
"('P06241', 'P42167')"
"('Q92574', 'Q8NI35')"
"('Q9UN88', 'O95166')"
"('P07602', 'P07339')"
"('Q9HAU4', 'Q9NPB6')"
"('Q9UBB5', 'Q13547')"
"('5512', 'Q12972')"
"('Q9GZR7', 'P08238')"
"('Q99962', 'Q13443')"
"('Q9UKV8', 'P35232')"
"('Q99623', 'P19532')"
"('Q9UBF8', 'P31947')"
"('P20936', 'P10721')"
"('P30260', 'O95997')"
"('P25786', 'P28066')"
"('P60568', 'Q9HC73')"
"('Q8N5D0', 'Q9ULK4')"
"('P27540', 'Q8IUM7')"
"('Q5W0B1', 'Q9HAW0')"
"('Q969G2', 'Q16384')"
"('Q9NXR8', 'Q96Q83')"
"('Q9Y6I3', 'P08069')"
"('P67870', 'P04637')"
"('Q9Y5X1', 'P49257')"
"('P30480', 'Q9UGP8')"
"('P63279', 'Q9UBC3')"
"('P01106', 'P41279')"
"('P52292', 'P46063')"
"('P38936', 'P20248')"
"('Q9Y6K9', 'Q14204')"
"('Q9BRQ0', 'Q9UPT9')"
"('Q9UJX2', 'O43913')"
"('P07237', 'Q9H3N1')"
"('Q96QV1', 'Q96BK5')"
"('O75400', 'Q13435')"
"('Q14571', 'Q8NDB2')"
"('P23470', 'Q13224')"
"('Q92993', 'Q13332')"
"('Q13418', 'P05106')"
"('Q9NRZ9', 'P09630')"
"('Q16537', 'Q06432')"
"('Q9ULL4', 'Q8TDG2')"
"('Q12873', 'Q14839')"
"('Q15052', 'Q6UXF1')"
"('P55773', 'P25025')"
"('P09874', 'P06899')"
"('P83731', 'Q00005')"
"('Q68DV7', 'Q15233')"
"('Q15084', 'P22392')"
"('Q8WXF1', 'P23246')"
"('Q13077', 'P21580')"
"('P56134', 'Q92692')"
"('O95793', 'Q00839')"
"('P22234', 'Q9GZT8')"
"('P32780', 'Q01094')"
"('O15264', 'P11021')"
"('Q68CJ9', 'O43889')"
"('P48039', 'P09543')"
"('P0CG12', 'Q13541')"
"('O15264', 'P30101')"
"('P20248', 'Q96EV8')"
"('P49662', 'P06396')"
"('P69905', 'Q9NZD4')"
"('O14640', 'Q9HAU4')"
"('P03905', 'O95178')"
"('P38936', 'Q96N67')"
"('Q96I25', 'O15042')"
"('O00590', 'Q99616')"
"('P51681', 'Q15583')"
"('Q9NPJ6', 'P28702')"
"('Q9UKW4', 'P78314')"
"('Q14573', 'Q9UQM7')"
"('Q15843', 'P98170')"
"('Q9H0E9', 'Q15906')"
"('P98177', 'P84022')"
"('Q13797', 'P49023')"
"('Q9P2G9', 'Q13702')"
"('Q14197', 'Q9UJZ1')"
"('P37231', 'Q86X55')"
"('Q9Y5S8', 'P19878')"
"('O00231', 'O00233')"
"('P17252', 'P46527')"
"('O00213', 'Q07954')"
"('Q13535', 'Q8NFD5')"
"('Q86TM6', 'Q9H832')"
"('P00441', 'Q07021')"
"('Q13480', 'P42336')"
"('P06454', 'P40763')"
"('P01137', 'Q8N2S1')"
"('O43678', 'O43676')"
"('P16871', 'Q14019')"
"('O95139', 'Q9HC24')"
"('Q14999', 'Q96KG7')"
"('P24723', 'Q9NRA0')"
"('P08754', 'Q8WZA2')"
"('P21673', 'Q9NVL1')"
"('P09936', 'P40337')"
"('Q06330', 'P06734')"
"('P07766', 'P27986')"
"('Q92752', 'P56199')"
"('Q9Y490', 'P18206')"
"('P15924', 'Q02156')"
"('P11182', 'Q9HCK5')"
"('Q92844', 'P61956')"
"('P01857', 'P04264')"
"('P02768', 'P02671')"
"('51639', 'P40337')"
"('P06400', 'P42685')"
"('P51149', 'O43237')"
"('Q14203', 'P49662')"
"('P14921', 'O15111')"
"('Q02410', 'O14618')"
"('O60739', 'Q9Y262')"
"('P17693', 'P26717')"
"('P60484', 'P10275')"
"('P49407', 'Q03431')"
"('P11387', 'O75533')"
"('Q9NPF7', 'P40189')"
"('Q01844', 'P25445')"
"('P08754', 'P12931')"
"('Q96PU5', 'P31948')"
"('Q99459', 'P62333')"
"('P13727', 'P17947')"
"('P08238', 'P31946')"
"('Q13547', 'Q8N5A5')"
"('P19367', 'Q96GD3')"
"('Q13555', 'Q9NZT1')"
"('P07602', 'P04062')"
"('O43927', 'P51685')"
"('P48443', 'P11473')"
"('Q5ST30', 'Q14197')"
"('Q9Y2U5', 'Q9H4A3')"
"('Q13535', 'Q6IBW4')"
"('P62158', 'P40337')"
"('P68400', 'P61244')"
"('Q14833', 'P63211')"
"('O14512', 'P40763')"
"('P27540', 'Q16665')"
"('Q15653', 'O15446')"
"('P14866', 'Q13242')"
"('Q8TEQ6', 'Q99683')"
"('P18847', 'Q96ID5')"
"('P18621', 'P63173')"
"('Q9Y3S1', 'Q9H4A3')"
"('Q9H2G2', 'Q9UQ16')"
"('P20908', 'Q13797')"
"('P84098', 'Q9UL18')"
"('Q96KB5', 'P04049')"
"('P54619', 'Q16877')"
"('P35626', 'Q8NGX1')"
"('P49207', 'P18124')"
"('P22090', 'P62841')"
"('Q9Y4K3', 'Q99873')"
"('Q8WXF1', 'P84022')"
"('Q04206', 'P41221')"
"('P27348', 'P17987')"
"('P10966', 'P17693')"
"('Q9BT40', 'Q6P996')"
"('P35268', 'P18124')"
"('Q13535', 'Q6P9F5')"
"('Q9UHG3', 'Q15910')"
"('Q05397', 'P15311')"
"('Q9NZI8', 'Q9NRG4')"
"('Q96KQ4', 'P54259')"
"('P04899', 'P09769')"
"('P09874', 'P08107')"
"('Q99612', 'O95997')"
"('Q9UHD2', 'Q9Y230')"
"('P46781', 'P46783')"
"('Q03014', 'P23769')"
"('P13010', 'P52294')"
"('O14640', 'P48729')"
"('Q9H840', 'Q16637')"
"('Q9NYY3', 'Q9Y2H0')"
"('P30480', 'P41091')"
"('O14965', 'P61978')"
"('Q96T58', 'P62993')"
"('Q9HAW0', 'P08195')"
"('Q14204', 'Q9BUV8')"
"('P62136', 'P12830')"
"('Q07157', 'Q9Y5I7')"
"('Q13546', 'Q92851')"
"('Q14683', 'Q9HC98')"
"('Q9HAW0', 'Q99653')"
"('P49841', 'Q7Z5J4')"
"('Q9UBN6', 'P45974')"
"('Q15287', 'Q9BUJ2')"
"('Q15545', 'P25490')"
"('Q9P0J0', 'O95168')"
"('Q15155', 'O75674')"
"('O60858', 'Q9UKM9')"
"('Q9ULA0', 'Q9UM07')"
"('P62993', 'P19438')"
"('Q04206', 'P08107')"
"('P62258', 'Q05086')"
"('Q9NR83', 'Q02078')"
"('O14744', 'P27348')"
"('Q13573', 'Q7L014')"
"('Q14005', 'P11142')"
"('O60260', 'P62253')"
"('P60660', 'P16871')"
"('O15379', 'Q96KK5')"
"('Q15907', 'Q7L804')"
"('Q86Z02', 'Q8WWW0')"
"('406984', 'Q9UJM3')"
"('P10914', 'P10071')"
"('P06239', 'Q07666')"
"('P59542', 'A8MTJ3')"
"('Q14832', 'O14775')"
"('P04439', 'Q14954')"
"('P17252', 'Q5SW24')"
"('O60739', 'Q2NL82')"
"('Q9Y4K3', 'Q13748')"
"('P42574', 'P16144')"
"('P67809', 'P28482')"
"('Q9NRJ4', 'P00519')"
"('P18206', 'Q9NZT1')"
"('P31930', 'P31689')"
"('P16234', 'Q07889')"
"('Q9Y5J5', 'Q9Y3Z3')"
"('Q9UET6', 'O00232')"
"('P21281', 'P08311')"
"('O76071', 'Q9Y5Q8')"
"('406906', 'Q15759')"
"('P51946', 'P20248')"
"('Q16659', 'P18146')"
"('Q9BZL4', 'Q01449')"
"('Q14738', 'Q96PY6')"
"('P31749', 'Q16584')"
"('P55957', 'Q04724')"
"('P06239', 'P35222')"
"('P23508', 'P52907')"
"('P63211', 'P35913')"
"('Q15334', 'Q12959')"
"('Q6WCQ1', 'Q9UKW4')"
"('P98170', 'P60763')"
"('O15123', 'Q02763')"
"('P21741', 'P98164')"
"('Q99963', 'P08670')"
"('P42336', 'O00329')"
"('Q96EK5', 'Q8TAP6')"
"('Q9NRG9', 'O75694')"
"('Q07864', 'P56282')"
"('P42345', 'Q8IYT8')"
"('Q9NPD8', 'Q9BXW9')"
"('Q9GZT6', 'Q15102')"
"('P14866', 'O15519')"
"('Q14194', 'Q9NYL2')"
"('P07910', 'Q01081')"
"('O15533', 'P30466')"
"('O43318', 'O00743')"
"('O95630', 'Q9BZP3')"
"('P62993', 'P43405')"
"('P58876', 'Q92769')"
"('Q6WCQ1', 'Q9Y230')"
"('Q9Y4K3', 'P46060')"
"('P04637', 'P32780')"
"('P47992', 'P51684')"
"('P06748', 'P62633')"
"('P00533', 'Q9NQ66')"
"('P43487', 'Q9UBN6')"
"('Q5T3J3', 'P18754')"
"('P22626', 'P63104')"
"('Q12968', 'P43694')"
"('Q15650', 'P19793')"
"('O75390', 'P40926')"
"('Q05086', 'P51965')"
"('O15397', 'P54253')"
"('Q9BQY4', 'P57052')"
"('O15162', 'O60269')"
"('P43686', 'O95816')"
"('P09601', 'Q15717')"
"('P18031', 'O75925')"
"('P16860', 'P27487')"
"('P06132', 'Q9UGU5')"
"('P26641', 'Q9Y3C7')"
"('Q9Y243', 'O15111')"
"('Q8N196', 'P54253')"
"('P30260', 'P06241')"
"('Q9H9Y6', 'Q5UIP0')"
"('O00148', 'Q9UKV8')"
"('Q9NU22', 'P01106')"
"('P30050', 'P83731')"
"('P02768', 'Q8NHM4')"
"('P84022', 'Q8N6I1')"
"('Q9Y3R0', 'P42263')"
"('P47901', 'P30679')"
"('Q13131', 'Q9UGJ0')"
"('Q92905', 'P61244')"
"('O60383', 'Q12906')"
"('Q13415', 'P62979')"
"('Q9Y275', 'O14836')"
"('O15235', 'Q14194')"
"('P53396', 'Q9UBN6')"
"('Q15365', 'Q01081')"
"('O14980', 'P35232')"
"('P78537', 'Q9ULM3')"
"('P51668', 'Q6ZSG1')"
"('Q12962', 'P02792')"
"('P31947', 'Q71H61')"
"('O14920', 'Q13748')"
"('P62993', 'P48634')"
"('P78406', 'Q9UBU9')"
"('P31946', 'Q04912')"
"('Q01538', 'P45983')"
"('P03886', 'Q9Y6M9')"
"('P16473', 'Q5JWF2')"
"('P62899', 'P30050')"
"('P20290', 'Q96BK5')"
"('Q8TAZ6', 'P49459')"
"('O00115', 'Q9Y265')"
"('P09486', 'Q9NY15')"
"('P29597', 'O00459')"
"('Q08116', 'Q15714')"
"('Q07912', 'P08575')"
"('P43364', 'Q01844')"
"('Q2I0M4', 'Q9NRG4')"
"('Q9P2A4', 'Q96EV8')"
"('Q6ZVK8', 'Q96CN4')"
"('Q7Z5H3', 'P61586')"
"('Q9UK45', 'P62312')"
"('Q5T5U3', 'P84077')"
"('Q9UJX6', 'Q9UJX2')"
"('Q07021', 'P61923')"
"('O95182', 'O43676')"
"('P01100', 'Q92731')"
"('P16333', 'Q13191')"
"('Q9Y2Q3', 'O95347')"
"('Q92560', 'P62837')"
"('P63104', 'P23396')"
"('P41594', 'Q12879')"
"('Q06124', 'Q05397')"
"('P20963', 'P42574')"
"('O60244', 'Q93074')"
"('Q9Y230', 'Q9NXR8')"
"('P53539', 'P17275')"
"('P19838', 'P17676')"
"('Q9P258', 'P01889')"
"('Q96RN5', 'O60244')"
"('O75051', 'Q00535')"
"('Q8TAM1', 'O14788')"
"('P62136', 'P60484')"
"('P22105', 'P08514')"
"('Q16539', 'P17181')"
"('P10809', 'Q16611')"
"('P60709', 'P51532')"
"('P10276', 'P13631')"
"('Q08170', 'O75937')"
"('Q04941', 'Q9Y2H0')"
"('P33778', 'Q969S8')"
"('Q99614', 'P84996')"
"('P62495', 'P18146')"
"('P01730', 'Q6ICR9')"
"('Q9BWH2', 'Q9H1I8')"
"('P46013', 'P00519')"
"('Q96C90', 'P36873')"
"('O43597', 'Q9BQ66')"
"('P13569', 'Q9UJC5')"
"('Q8IYJ3', 'P51159')"
"('Q13751', 'Q13753')"
"('Q9NTM9', 'Q8TBB1')"
"('P40425', 'O75935')"
"('P63010', 'O60566')"
"('P10398', 'Q8IXH7')"
"('O00168', 'Q13733')"
"('P51665', 'Q00653')"
"('Q92837', 'O14641')"
"('Q9BQ95', 'Q9Y375')"
"('Q9UKS6', 'Q9BQ67')"
"('Q7KZF4', 'P31483')"
"('P30968', 'P51511')"
"('Q9UPR3', 'Q92540')"
"('P01106', 'O75446')"
"('P04628', 'Q6UXX9')"
"('P12235', 'P30405')"
"('Q99459', 'Q7L1Q6')"
"('Q8TBB1', 'P09467')"
"('O95163', 'P23508')"
"('P13569', 'Q9Y6I7')"
"('P18084', 'Q12929')"
"('Q12972', 'Q99459')"
"('P05015', 'P16871')"
"('P62899', 'Q13573')"
"('P46108', 'P50570')"
"('O43318', 'Q9Y265')"
"('P48039', 'Q15084')"
"('P56282', 'Q04724')"
"('Q99714', 'P05067')"
"('P63104', 'Q5T200')"
"('P11274', 'P04637')"
"('P15692', 'P08138')"
"('P25054', 'Q8IUQ4')"
"('Q13573', 'O60610')"
"('Q06323', 'Q16401')"
"('P80075', 'P32248')"
"('O94907', 'O15198')"
"('P10914', 'P01562')"
"('Q13243', 'Q01130')"
"('Q8WVK2', 'P78362')"
"('P05060', 'Q13885')"
"('P30050', 'P61513')"
"('Q86Y13', 'Q15819')"
"('Q8IW19', 'P13010')"
"('Q8N357', 'Q9Y328')"
"('Q03164', 'O00257')"
"('Q9Y230', 'Q6WCQ1')"
"('Q14498', 'P55795')"
"('Q96BK5', 'Q9BQ39')"
"('Q13153', 'Q96T58')"
"('P49715', 'Q01094')"
"('O15264', 'Q9Y243')"
"('P01303', 'P30872')"
"('Q96SB3', 'P31749')"
"('O43182', 'Q96L33')"
"('O14775', 'Q92806')"
"('Q9P0W0', 'Q08334')"
"('Q9UKK9', 'O95989')"
"('Q13501', 'P28715')"
"('Q5S007', 'P52564')"
"('P41238', 'O95319')"
