negatives
"('Q5T5U3', 'Q96L33')"
"('Q02543', 'P62987')"
"('Q16630', 'P52298')"
"('Q8N5C8', 'Q15759')"
"('Q9H553', 'Q5VWQ8')"
"('Q96B70', 'Q99459')"
"('Q12824', 'P38398')"
"('P22004', 'Q6ZVN8')"
"('Q86TM6', 'Q5VVX9')"
"('P04156', 'P36507')"
"('Q66LE6', 'P41743')"
"('P10747', 'P46459')"
"('P49682', 'P04899')"
"('P55036', 'Q99436')"
"('Q16659', 'P01106')"
"('P21802', 'P62993')"
"('P29622', 'Q16659')"
"('P35222', 'P03956')"
"('Q6DN03', 'P61964')"
"('P18564', 'P53708')"
"('P54259', 'Q8NBV4')"
"('Q96BY6', 'Q96L33')"
"('Q9Y4P8', 'Q9NRL3')"
"('P02538', 'P02768')"
"('Q13315', 'P56645')"
"('P10147', 'P32248')"
"('P07437', 'Q9Y6K9')"
"('O94875', 'P63104')"
"('A0AVK6', 'Q96AV8')"
"('Q96EP5', 'Q96DU9')"
"('Q9UKB1', 'P42574')"
"('P26012', 'P23229')"
"('Q9P0J0', 'Q8IZH2')"
"('Q13569', 'Q8TAD8')"
"('Q9UL18', 'Q00325')"
"('P05412', 'O00268')"
"('O96019', 'Q92993')"
"('P18146', 'P15498')"
"('Q01130', 'Q13242')"
"('Q15796', 'P56915')"
"('Q8WXH5', 'P42702')"
"('O14576', 'Q9H4H8')"
"('P17980', 'Q99460')"
"('Q8NGD1', 'P38405')"
"('Q16630', 'O43809')"
"('P11226', 'Q9Y6Y9')"
"('Q9BQI7', 'P21675')"
"('Q9UGI9', 'Q16877')"
"('Q96ID5', 'P01116')"
"('P32121', 'O60641')"
"('Q17RW2', 'P05556')"
"('P39023', 'Q14164')"
"('P10276', 'P17483')"
"('Q9Y5J5', 'P42704')"
"('Q8NF50', 'Q15796')"
"('Q9UQ88', 'Q15287')"
"('Q5T3J3', 'Q16891')"
"('Q13596', 'P30559')"
"('Q6FI13', 'Q5QNW6')"
"('Q16254', 'Q9HAW4')"
"('Q8NBJ7', 'Q969H0')"
"('P57075', 'O60260')"
"('Q96D21', 'Q9HCE7')"
"('P31689', 'Q9NPF4')"
"('Q9H1R2', 'P55157')"
"('P61106', 'Q6XUX3')"
"('P04222', 'Q13263')"
"('P56524', 'P16104')"
"('Q13501', 'Q14596')"
"('P16233', 'P04118')"
"('Q15910', 'O75367')"
"('Q15672', 'Q04206')"
"('P13631', 'Q96IF1')"
"('Q9NRI5', 'P12110')"
"('Q14240', 'P04183')"
"('Q8NAV1', 'Q16659')"
"('Q92882', 'Q16394')"
"('P21333', 'Q8WZ42')"
"('P01574', 'P14784')"
"('P02461', 'P13612')"
"('P55268', 'Q9UKX5')"
"('P18077', 'Q99963')"
"('P40763', 'P41221')"
"('Q9NR96', 'Q9NSB4')"
"('Q96SN8', 'Q9Y383')"
"('P52272', 'P67809')"
"('P20366', 'Q6UXH1')"
"('O75448', 'O60244')"
"('Q96KK5', 'Q9UKV0')"
"('Q9Y2T4', 'P62955')"
"('Q04917', 'Q92574')"
"('P14735', 'P13236')"
"('P12277', 'Q8N6R1')"
"('Q9Y6K9', 'Q00653')"
"('407008', 'Q12857')"
"('P03956', 'P18847')"
"('P26599', 'O43390')"
"('P84022', 'Q9UBH0')"
"('Q9H832', 'Q8TBB1')"
"('Q9BUZ4', 'Q8TD31')"
"('Q7Z5A7', 'P16220')"
"('P01106', 'P54578')"
"('P27487', 'P09681')"
"('Q86VP6', 'Q13573')"
"('P30954', 'Q9Y4K3')"
"('Q9NR96', 'Q9BW60')"
"('P21333', 'P53708')"
"('Q7Z698', 'Q13501')"
"('Q13275', 'P22314')"
"('Q14164', 'O15371')"
"('Q9UBN7', 'P33778')"
"('Q06190', 'Q13936')"
"('Q9HAW4', 'Q92466')"
"('P19838', 'P01567')"
"('P52797', 'P06213')"
"('P21127', 'Q13153')"
"('Q9BS18', 'P30260')"
"('P61981', 'Q8WUI4')"
"('P68366', 'Q86U06')"
"('O43823', 'P01106')"
"('P01889', 'P52907')"
"('Q99963', 'O00499')"
"('Q09472', 'P01106')"
"('O95391', 'Q6P2Q9')"
"('P30876', 'O94762')"
"('Q8TBF2', 'O14788')"
"('Q92769', 'O60341')"
"('P62913', 'P62917')"
"('P05129', 'P12931')"
"('P60510', 'Q53ET0')"
"('P62879', 'P36897')"
"('Q13227', 'Q96EA4')"
"('Q5T3J3', 'P09429')"
"('Q7Z401', 'P27348')"
"('P78545', 'P14314')"
"('P62316', 'P01133')"
"('P51681', 'P15927')"
"('Q9H2X0', 'P03971')"
"('O43561', 'Q86WV1')"
"('O60508', 'P67809')"
"('Q9NWF9', 'Q9NR96')"
"('Q9UEE9', 'Q01844')"
"('Q9BWF2', 'P62993')"
"('Q14451', 'P31947')"
"('P08069', 'P63104')"
"('P16104', 'O75340')"
"('Q96RJ3', 'Q99558')"
"('Q8TAQ2', 'P31749')"
"('P30291', 'P14625')"
"('Q08170', 'Q00839')"
"('P56880', 'Q9UDY2')"
"('O00459', 'P10827')"
"('Q6VMQ6', 'Q08174')"
"('P46379', 'P13727')"
"('Q9H1R2', 'P00519')"
"('P16333', 'Q8TEW0')"
"('P05412', 'Q9Y616')"
"('Q96FW1', 'Q13114')"
"('P16403', 'P05114')"
"('O14640', 'O95996')"
"('Q16520', 'P53567')"
"('P19105', 'Q14164')"
"('Q99750', 'Q96HB5')"
"('P32121', 'Q8NH43')"
"('P02768', 'P02671')"
"('P16871', 'P07437')"
"('Q9UBZ4', 'O95967')"
"('Q9UKV8', 'P13637')"
"('Q01955', 'Q9HCN6')"
"('Q92629', 'O43556')"
"('Q96FJ0', 'Q15796')"
"('P40425', 'O75935')"
"('P61296', 'Q92905')"
"('P51970', 'Q9NX14')"
"('Q9UMX1', 'P49841')"
"('Q14669', 'O94985')"
"('P18146', 'P22033')"
"('P38398', 'P52630')"
"('O75352', 'O95714')"
"('P00734', 'Q96RI0')"
"('P08603', 'P26022')"
"('P42677', 'P62280')"
"('P20809', 'P19235')"
"('Q12874', 'Q15459')"
"('P17252', 'P01112')"
"('Q92993', 'P68431')"
"('Q9BPZ7', 'P85299')"
"('P62917', 'P62945')"
"('Q86XP3', 'Q13573')"
"('P50454', 'P62993')"
"('Q7LC44', 'Q14790')"
"('P39019', 'P62701')"
"('A0JLT2', 'Q71SY5')"
"('P01100', 'P13984')"
"('O43293', 'P40429')"
"('Q8N6Y0', 'Q9H204')"
"('Q9H2G2', 'Q9NYQ7')"
"('Q9UJX6', 'Q93009')"
"('O94817', 'Q9Y3Y2')"
"('P37235', 'Q9NRX2')"
"('Q13315', 'Q96Q15')"
"('Q53H12', 'O00151')"
"('Q14164', 'P62158')"
"('P18846', 'Q6UUV9')"
"('P01589', 'P10914')"
"('O14746', 'P07900')"
"('P27695', 'P78396')"
"('P27487', 'P01275')"
"('Q14155', 'Q13191')"
"('P07196', 'Q96SN8')"
"('P31749', 'P84022')"
"('Q16658', 'P62820')"
"('P18124', 'P83731')"
"('P62993', 'O14522')"
"('Q9NWT8', 'O14965')"
"('Q9BVJ7', 'Q92993')"
"('Q86UA6', 'Q13748')"
"('O15442', 'P20073')"
"('Q9HAU4', 'Q99717')"
"('P40227', 'Q9Y2T4')"
"('P25788', 'Q15008')"
"('Q15388', 'P27824')"
"('P01111', 'Q15759')"
"('Q8TDB6', 'Q969T4')"
"('P24723', 'P11234')"
"('Q9H2X0', 'P13497')"
"('P13569', 'P22061')"
"('Q9P0J0', 'Q9UI09')"
"('O95983', 'Q09028')"
"('O94762', 'P36954')"
"('Q12933', 'P23510')"
"('O94832', 'Q9BRX2')"
"('Q9GZV5', 'Q9UDY2')"
"('Q13813', 'Q13573')"
"('O14544', 'Q13261')"
"('Q13418', 'O00571')"
"('Q9NQ66', 'Q8TEW0')"
"('Q9NQL2', 'Q9UHA4')"
"('A6NIT4', 'P15509')"
"('P01570', 'Q99665')"
"('O15357', 'P62993')"
"('P08908', 'P28221')"
"('Q9UKG1', 'P31749')"
"('Q9UBR4', 'P01236')"
"('P62807', 'Q7L7L0')"
"('Q03164', 'O14686')"
"('Q9Y2T4', 'Q13698')"
"('Q9Y3C5', 'Q8IYW5')"
"('P11362', 'Q92529')"
"('P45985', 'P45983')"
"('O15379', 'P78347')"
"('Q05209', 'Q15118')"
"('Q9NWA0', 'O60244')"
"('Q9Y277', 'Q14197')"
"('Q00005', 'Q8NDX1')"
"('Q9Y4K3', 'P41250')"
"('P54259', 'P02686')"
"('P50148', 'Q9BZM1')"
"('P49757', 'P05067')"
"('O14625', 'P32302')"
"('P20783', 'Q16620')"
"('P51636', 'P05106')"
"('O95405', 'Q96IP4')"
"('O75506', 'Q00613')"
"('P62273', 'P62266')"
"('P15391', 'P52735')"
"('O14744', 'Q92561')"
"('O76021', 'Q9NX58')"
"('O15534', 'O00327')"
"('O15116', 'Q6NUQ4')"
"('P06239', 'Q9NP31')"
"('O43318', 'Q9UL54')"
"('P05771', 'P62993')"
"('P61006', 'P61026')"
"('P55268', 'P17301')"
"('P35626', 'Q8NGE5')"
"('Q9GZX6', 'P40238')"
"('O60383', 'Q9BRR6')"
"('Q92583', 'P32248')"
"('P31749', 'Q9UQB3')"
"('Q63HR2', 'P26010')"
"('Q9NX58', 'P22087')"
"('P01375', 'Q32MZ4')"
"('Q6PIW4', 'P35609')"
"('O43541', 'Q96FA3')"
"('Q13347', 'P20042')"
"('P06241', 'Q01362')"
"('P19338', 'P06748')"
"('P15311', 'P07384')"
"('P19320', 'P27986')"
"('P68133', 'Q9H2F5')"
"('O15297', 'P04637')"
"('O60739', 'Q01469')"
"('O00463', 'Q13489')"
"('O43567', 'P61077')"
"('Q9C093', 'P02647')"
"('P56703', 'Q9UEF7')"
"('Q9UQ90', 'Q5UIP0')"
"('P01135', 'Q969F2')"
"('P30273', 'P48736')"
"('Q9HBI0', 'P13612')"
"('O95166', 'Q9NT62')"
"('Q86VW0', 'Q99417')"
"('P04637', 'P12429')"
"('Q08722', 'P41231')"
"('Q14562', 'Q96FV9')"
"('P62140', 'P54289')"
"('Q01469', 'P01241')"
"('P10721', 'Q14451')"
"('P37802', 'P14317')"
"('O15350', 'P84022')"
"('Q969V5', 'O14933')"
"('Q9Y2K7', 'Q04206')"
"('P62979', 'P23246')"
"('Q9HAV0', 'Q13698')"
"('Q9Y6K9', 'Q13501')"
"('P62701', 'P62277')"
"('P55316', 'O43524')"
"('Q14974', 'P62258')"
"('Q12962', 'O75486')"
"('P10147', 'P14735')"
"('P00533', 'Q13322')"
"('Q00005', 'Q02878')"
"('P07900', 'P10275')"
"('Q969Q1', 'Q96RP9')"
"('Q9NYY1', 'P08887')"
"('Q9UGJ1', 'Q13748')"
"('Q13573', 'P46100')"
"('P51531', 'Q8NFD5')"
"('O14713', 'P22392')"
"('Q14197', 'P47985')"
"('P57088', 'Q99608')"
"('Q9H9T3', 'Q08945')"
"('P08107', 'Q9H816')"
"('Q13309', 'P31946')"
"('P82664', 'Q9Y5J5')"
"('P07766', 'Q13424')"
"('P36578', 'P61353')"
"('P26599', 'P67809')"
"('Q5JR59', 'Q8TAB5')"
"('P12931', 'Q9Y2W2')"
"('P01574', 'P32927')"
"('Q6VY07', 'P67870')"
"('Q00653', 'P01563')"
"('Q96G01', 'O43747')"
"('P47224', 'Q6YP21')"
"('P33151', 'P18146')"
"('O60262', 'Q8TCU6')"
"('P05771', 'P16885')"
"('Q9Y243', 'O14920')"
"('P14598', 'Q15759')"
"('P33981', 'Q13573')"
"('O14908', 'P11274')"
"('Q9UHV7', 'Q9NWA0')"
"('O95967', 'P0CG48')"
"('P08107', 'P63104')"
"('Q05519', 'Q8IWZ8')"
"('Q9UPY6', 'O15144')"
"('Q13387', 'Q15910')"
"('P31749', 'P43403')"
"('O43294', 'P04150')"
"('P01579', 'P48357')"
"('Q14203', 'P10636')"
"('Q8WVX9', 'Q9Y2Q3')"
"('P55884', 'O00571')"
"('Q9UHD0', 'Q8N6P7')"
"('P30154', 'P19429')"
"('Q13485', 'Q00341')"
"('P62714', 'P49407')"
"('P50914', 'Q99558')"
"('P63000', 'P52306')"
"('Q13158', 'Q15121')"
"('Q9Y4K3', 'P60228')"
"('P19793', 'P32302')"
"('O14901', 'P18146')"
"('P68104', 'O15264')"
"('Q9H6R7', 'P10644')"
"('Q9NYK1', 'P08571')"
"('O00231', 'P61289')"
"('P17612', 'P05026')"
"('Q13751', 'P13612')"
"('P11309', 'P34896')"
"('Q9NVW2', 'Q9UBR4')"
"('Q14103', 'Q12906')"
"('Q70Z53', 'O75400')"
"('Q9UBS4', 'O95163')"
"('P63000', 'Q9P286')"
"('P16870', 'Q12873')"
"('P54753', 'P52799')"
"('Q04724', 'P31314')"
"('Q9UKV8', 'P57088')"
"('Q9BPX5', 'P42768')"
"('P62993', 'P46108')"
"('Q8TAD8', 'O14641')"
"('P20333', 'O14980')"
"('P35398', 'P51843')"
"('P41235', 'P05091')"
"('P0CG47', 'P01106')"
"('Q7RTS9', 'Q99798')"
"('P42574', 'P21980')"
"('P61421', 'Q6P1Q9')"
"('P15153', 'Q86VI3')"
"('Q9NZM3', 'O95777')"
"('Q9HC77', 'O43303')"
"('Q9NR09', 'Q96GD4')"
"('Q6ZVD8', 'P31749')"
"('Q15365', 'Q05519')"
"('O15524', 'P48551')"
"('Q9BRP8', 'P04156')"
"('P51608', 'P51531')"
"('Q15714', 'O43795')"
"('Q86V81', 'P52272')"
"('P08651', 'Q9P0L1')"
"('P51587', 'O60566')"
"('Q8NEW0', 'P25942')"
"('P62714', 'Q9NWZ3')"
"('P62851', 'P62979')"
"('P43364', 'Q96JH8')"
"('P29400', 'P20073')"
"('Q9UM11', 'Q99618')"
"('Q9Y2J2', 'P27348')"
"('O95182', 'P03905')"
"('P22612', 'P45984')"
"('O15031', 'P30519')"
"('Q9Y2Q3', 'Q9H3U1')"
"('Q13557', 'O95622')"
"('P13804', 'P78545')"
"('Q13315', 'Q86U44')"
"('Q13573', 'Q9BRS2')"
"('Q9H0H5', 'Q07889')"
"('P55036', 'O00232')"
"('Q9UN37', 'O43633')"
"('P01130', 'P30101')"
"('Q15427', 'P06241')"
"('Q99956', 'P45984')"
"('P23229', 'P05106')"
"('Q8N488', 'P0C0S8')"
"('O14978', 'Q9UMX1')"
"('P29350', 'P17844')"
"('O43684', 'Q13257')"
"('Q9NZT1', 'P46019')"
"('Q5UIP0', 'P51114')"
"('P49770', 'Q9UI10')"
"('P62495', 'P02768')"
"('P62258', 'P23634')"
"('Q16363', 'Q5T3J3')"
"('P61244', 'Q9Y6K1')"
"('Q15637', 'Q15427')"
"('Q04206', 'P42226')"
"('P04637', 'P61224')"
"('P62826', 'Q92973')"
"('O14807', 'Q9NZL6')"
"('Q7KZF4', 'P29084')"
"('O00255', 'Q03164')"
"('Q8N423', 'P13746')"
"('Q8IUC6', 'Q9H6S1')"
"('P07585', 'P02452')"
"('P50552', 'Q96MA1')"
"('P62306', 'Q9Y5J5')"
"('Q96EY4', 'Q9NX58')"
"('Q7Z7K6', 'P12931')"
"('P62906', 'P46776')"
"('P50591', 'O00220')"
"('P24928', 'Q9BTT4')"
"('P25098', 'P35372')"
"('Q13151', 'Q16659')"
"('P01243', 'O15198')"
"('Q9UNN5', 'P01344')"
"('P12004', 'P06746')"
"('P50454', 'P18206')"
"('P63104', 'Q12778')"
"('P38398', 'P17275')"
"('Q13435', 'Q9Y5S9')"
"('P50570', 'P57060')"
"('P17655', 'P20810')"
"('Q92915', 'P22455')"
"('Q14197', 'Q8IXM3')"
"('Q01780', 'Q13573')"
"('Q9UL51', 'Q15788')"
"('P29401', 'P23508')"
"('P02768', 'P01614')"
"('P15813', 'P07602')"
"('P12956', 'Q15102')"
"('A6NLW9', 'P38405')"
"('Q93077', 'Q9UBN7')"
"('P21796', 'Q9Y4K3')"
"('O94973', 'Q9NZN4')"
"('Q13151', 'Q00839')"
"('P04049', 'Q13233')"
"('Q13191', 'P32927')"
"('Q14839', 'Q9BTC8')"
"('Q99683', 'P45985')"
"('Q9P2M7', 'P31946')"
"('Q8WXH5', 'P38484')"
"('Q9NYU2', 'P23508')"
"('Q13077', 'Q96EP0')"
"('P78369', 'P56747')"
"('P14416', 'Q15172')"
"('Q9Y275', 'Q96RJ3')"
"('P15531', 'P54274')"
"('Q7Z406', 'P24844')"
"('Q6IN85', 'Q16539')"
"('Q12834', 'Q9UBN7')"
"('Q13501', 'Q9UDY8')"
"('Q13554', 'Q02641')"
"('P26368', 'P54253')"
"('P51610', 'P14316')"
"('Q13748', 'Q8NCM8')"
"('O14818', 'P25787')"
"('P46776', 'Q92901')"
"('Q03060', 'P16220')"
"('Q15714', 'Q8IWA4')"
"('P21281', 'P24158')"
"('Q9Y3C7', 'Q15038')"
"('P62263', 'P23508')"
"('Q9H4B7', 'Q6PEY2')"
"('P16220', 'Q96IG2')"
"('Q9Y4K3', 'P37802')"
"('Q9UEU0', 'O15400')"
"('P41743', 'P15090')"
"('Q9NQB0', 'Q14526')"
"('P04637', 'Q99728')"
"('Q15653', 'P08238')"
"('P21673', 'Q04724')"
"('P00367', 'O60684')"
"('P40337', 'P13693')"
"('Q9Y2K2', 'P17612')"
"('P50616', 'Q4VXU2')"
"('O60739', 'P61247')"
"('P13611', 'P02776')"
"('Q13616', 'Q8TCJ0')"
"('P84022', 'Q9HAZ2')"
"('Q9NY61', 'O96017')"
"('Q96T76', 'Q13418')"
"('P05129', 'Q16236')"
"('Q8WUI4', 'Q96QV6')"
"('P02461', 'P06756')"
"('Q9H1C4', 'Q9UM00')"
"('Q15047', 'Q8TDN6')"
"('P62745', 'O75914')"
"('P08133', 'P23297')"
"('Q14103', 'Q14683')"
"('Q13546', 'Q9H171')"
"('O15111', 'P52907')"
"('Q9NS56', 'Q05516')"
"('P30480', 'P49773')"
"('O14745', 'Q01970')"
"('P29317', 'P62993')"
"('P37173', 'P36896')"
"('P62263', 'P46782')"
"('Q9UI95', 'Q9UJX6')"
"('P62987', 'P25686')"
"('Q92905', 'Q99759')"
"('Q14318', 'Q5T4F4')"
"('Q7Z3B3', 'P19012')"
"('Q00653', 'P05014')"
"('P22694', 'P16118')"
"('O95257', 'O95865')"
"('Q13485', 'Q9UHP6')"
"('Q9NP81', 'Q9UET6')"
"('Q99459', 'Q15393')"
"('P63098', 'Q92934')"
"('P15498', 'Q12866')"
"('P06400', 'P17947')"
"('P43403', 'Q92569')"
"('O15144', 'P12830')"
"('P31749', 'P23443')"
"('P00519', 'Q9NRJ4')"
"('Q5UIP0', 'P61513')"
"('Q96JN2', 'Q9NRR5')"
"('Q8N488', 'P25490')"
"('P21333', 'P26010')"
"('P09917', 'P20292')"
"('P04637', 'Q7Z419')"
"('Q01658', 'P78537')"
"('Q9Y570', 'P67775')"
"('Q13765', 'P51693')"
"('O95819', 'Q12840')"
"('P02538', 'Q04695')"
"('P62249', 'Q08AD1')"
"('Q8N0Y5', 'P38405')"
"('Q13418', 'Q9NVD7')"
"('Q9UGP8', 'Q99442')"
"('P35606', 'P23508')"
"('Q9HC98', 'Q32P44')"
"('P45983', 'Q16539')"
"('P01106', 'O75027')"
"('Q8TEQ6', 'P06730')"
"('P21815', 'P06756')"
"('Q13191', 'P46108')"
"('O95178', 'O95299')"
"('Q92993', 'P40763')"
"('P52948', 'Q8NFH4')"
"('Q9BVG8', 'P12830')"
"('Q969L4', 'P62318')"
"('Q8WVM8', 'P36957')"
"('Q9UJW3', 'P20671')"
"('P04350', 'Q92974')"
"('O14786', 'P54259')"
"('P42566', 'P07949')"
"('O43924', 'P20936')"
"('P28482', 'Q9UKL4')"
"('Q9ULV8', 'Q96J02')"
"('P52272', 'Q8IYB3')"
"('Q9BYN8', 'Q14197')"
"('P27540', 'Q8NI08')"
"('P26012', 'P08648')"
"('P51681', 'O95376')"
"('Q92794', 'P55201')"
"('P50151', 'P08754')"
"('Q5VYV7', 'P57775')"
"('O00303', 'O14602')"
"('P49591', 'P04222')"
"('P09429', 'P04637')"
"('P98170', 'P63000')"
"('O43516', 'O60861')"
"('P51668', 'Q9P0P0')"
"('P17275', 'P35354')"
"('O15479', 'P37108')"
"('Q9NPI1', 'Q9H213')"
"('P10321', 'P43628')"
"('Q15038', 'Q9UNA4')"
"('Q92561', 'Q96DB2')"
"('Q9UI30', 'O76081')"
"('Q9H6Y7', 'Q9Y2X8')"
"('O94916', 'P19174')"
"('P32121', 'A6NMS3')"
"('Q9Y4K3', 'P30153')"
"('Q07869', 'Q13133')"
"('P31749', 'Q9UBS0')"
"('Q15427', 'P52597')"
"('Q12933', 'P62829')"
"('O60260', 'P62253')"
"('Q16254', 'Q8N682')"
"('Q14185', 'P12931')"
"('Q8IWW6', 'P60953')"
"('O15013', 'P12980')"
"('Q5QNW6', 'Q96DB2')"
"('Q9NR96', 'P49715')"
"('Q9P2K5', 'P61978')"
"('O14641', 'Q86T65')"
"('O60831', 'P27824')"
"('P61026', 'Q15717')"
"('P41240', 'P12931')"
"('Q14526', 'Q92858')"
"('P05771', 'Q15139')"
"('Q9Y4K3', 'Q16539')"
"('P62993', 'Q92743')"
"('P40429', 'P61313')"
"('Q9GZQ8', 'Q676U5')"
"('Q9H2G2', 'P16383')"
"('Q15306', 'Q01892')"
"('P54198', 'P20248')"
"('Q13568', 'O60684')"
"('P48556', 'O00231')"
"('Q92574', 'Q9BVC4')"
"('P01242', 'P15509')"
"('O43257', 'Q6ZRS2')"
"('P25101', 'P29992')"
"('P06748', 'P11387')"
"('Q15102', 'Q9Y3C7')"
"('P52292', 'Q14974')"
"('P32121', 'P58181')"
"('Q9H257', 'P45984')"
"('P07585', 'P02458')"
"('406950', 'P10415')"
"('Q9NP77', 'P62136')"
"('Q9HCU9', 'P09455')"
"('P05783', 'P08729')"
"('P03897', 'O95178')"
"('P56704', 'O75084')"
"('P04183', 'Q15047')"
"('O95402', 'O95071')"
"('P22607', 'Q99963')"
"('Q86UR1', 'Q9Y5S8')"
"('P55055', 'O43597')"
"('P35222', 'Q92597')"
"('P03897', 'P56556')"
"('P19387', 'Q8N7H5')"
"('P08123', 'P13612')"
"('P48736', 'P54709')"
"('P52294', 'Q9UJU2')"
"('P62136', 'Q13698')"
"('Q92609', 'P60520')"
"('P00533', 'P12830')"
"('P43403', 'Q13239')"
"('Q15834', 'Q9BT78')"
"('P01889', 'P61769')"
"('Q9Y4K3', 'P09874')"
"('Q99459', 'Q9Y3I0')"
"('P68400', 'P40337')"
"('Q86X55', 'P68431')"
"('Q9HC98', 'Q15834')"
"('P18124', 'P60709')"
"('Q9Y6N6', 'P13612')"
"('P28749', 'P24864')"
"('O60814', 'P16104')"
"('Q15257', 'P01106')"
"('Q8NC51', 'P35222')"
"('Q92796', 'Q6P1M3')"
"('Q92997', 'O75474')"
"('P49407', 'P51686')"
"('Q09472', 'P06899')"
"('P49815', 'P11142')"
"('Q969S8', 'Q96KK5')"
"('P62854', 'P08865')"
"('P42345', 'O75143')"
"('P04626', 'P62993')"
"('Q6P1M3', 'Q9BYG5')"
"('P52655', 'P62380')"
"('P54819', 'Q14164')"
"('Q9Y5S2', 'Q07157')"
"('Q00610', 'Q9H0R8')"
"('P46779', 'O95793')"
"('Q13489', 'Q01094')"
"('P49459', 'P04406')"
"('P07585', 'P04626')"
"('Q14164', 'P61289')"
"('P49459', 'Q6ZT12')"
"('P33993', 'P78527')"
"('O43181', 'O75306')"
"('Q13330', 'Q92769')"
"('P25963', 'P12931')"
"('O94842', 'Q9H422')"
"('P52434', 'P61218')"
"('Q9UBD5', 'O75419')"
"('O95271', 'Q9NWT6')"
"('P38646', 'Q7Z6M2')"
"('P16220', 'O43312')"
"('P57739', 'P56746')"
"('Q13315', 'Q9H1E3')"
"('P60900', 'P0CG48')"
"('P05231', 'P42702')"
"('Q07890', 'O15511')"
"('P24864', 'P38398')"
"('P35626', 'Q8NGJ1')"
"('Q99547', 'Q8N392')"
"('P23025', 'P54727')"
"('O60260', 'Q8WVB3')"
"('P02778', 'P27487')"
"('Q969T4', 'Q8N9I9')"
"('Q14344', 'P47712')"
"('Q12824', 'O00716')"
"('P78371', 'P62714')"
"('Q8IWF7', 'Q9BUK6')"
"('P61952', 'P25116')"
"('P05556', 'P31749')"
"('Q9HAV5', 'Q13158')"
"('Q8TAX7', 'P15516')"
"('Q8WUI4', 'P0C0S8')"
"('Q9UJX2', 'Q14566')"
"('P62310', 'P62312')"
"('P31947', 'Q8WWL7')"
"('Q13347', 'Q9NX58')"
"('P01127', 'Q02763')"
"('P62328', 'Q14451')"
"('P19174', 'Q07890')"
"('O75170', 'O00743')"
"('Q15008', 'Q9BV73')"
"('P61769', 'P30460')"
"('O60244', 'P49336')"
"('P78356', 'P19438')"
"('O15379', 'P42224')"
"('P05129', 'P02545')"
"('Q9HCM9', 'P68036')"
"('Q9H1Y0', 'Q9BWD1')"
"('P23508', 'Q9Y4L1')"
"('Q99558', 'O00571')"
"('Q00653', 'Q96ST3')"
"('P78536', 'Q99466')"
"('Q9UNL4', 'P84243')"
"('P05771', 'P40145')"
"('P63244', 'Q96DF8')"
"('Q04900', 'Q9ULV0')"
"('O43678', 'O95178')"
"('Q02543', 'P21741')"
"('P56182', 'P68371')"
"('O15239', 'Q14789')"
"('O94776', 'Q13330')"
"('P42336', 'P41743')"
"('Q14192', 'Q9NYA1')"
"('Q9UKY1', 'Q9H4I2')"
"('Q9NSN8', 'P36897')"
"('Q93079', 'P0C5Y9')"
"('Q92542', 'P56817')"
"('Q92597', 'Q969Y2')"
"('O15162', 'P31269')"
"('P18124', 'P62945')"
"('P61224', 'P05107')"
"('Q9Y620', 'P49674')"
"('Q92769', 'P09455')"
"('P60709', 'P04083')"
"('Q8N474', 'O00744')"
"('P04085', 'P29317')"
"('O14727', 'P98170')"
"('P07437', 'Q15653')"
"('P56134', 'P05386')"
"('O15479', 'Q9UJX6')"
"('Q16543', 'Q9H6X5')"
"('P08172', 'P29992')"
"('Q9NWF9', 'O00273')"
"('P84022', 'P62070')"
"('Q9NR30', 'P82930')"
"('P16333', 'P26373')"
"('P22694', 'P59768')"
"('P23759', 'P15121')"
"('Q96B26', 'Q9UHC7')"
"('P55001', 'P39060')"
"('Q9Y2I6', 'Q01844')"
"('P62249', 'P62847')"
"('P21246', 'Q96SN8')"
"('P62140', 'Q99941')"
"('P05107', 'Q9UBP9')"
"('P39019', 'P01241')"
"('P21860', 'O95208')"
"('O00487', 'P61289')"
"('P60763', 'Q9Y6W5')"
"('Q9Y6N6', 'O75578')"
"('P04183', 'Q2QGD7')"
"('Q07817', 'Q14318')"
"('Q9UKV0', 'P41212')"
"('P28069', 'P37231')"
"('Q9NRR5', 'Q9NRD5')"
"('O14757', 'P61981')"
"('Q9NYQ7', 'Q9UH65')"
"('P61457', 'Q9Y463')"
"('Q13347', 'O75822')"
"('Q9NSC5', 'P26367')"
"('P62891', 'Q02878')"
"('P06401', 'P53778')"
"('Q8N5U6', 'P62993')"
"('P28074', 'Q9UET6')"
"('Q8NFZ0', 'P62877')"
"('P78369', 'P56750')"
"('Q96GX9', 'Q9BRG1')"
"('P61266', 'P61764')"
"('P49715', 'P35558')"
"('P31947', 'Q16890')"
"('P04183', 'Q14919')"
"('O15525', 'P26367')"
"('P15391', 'P40259')"
"('Q9Y478', 'Q96B36')"
"('P49888', 'P51681')"
"('P54098', 'Q9UHN1')"
"('Q9H0E2', 'Q96S55')"
"('P25208', 'Q15011')"
"('Q9NRG1', 'P00492')"
"('Q9NP95', 'P29317')"
"('P43403', 'Q16539')"
"('P60709', 'P10275')"
"('Q14204', 'P62330')"
"('P08581', 'P26045')"
"('P03956', 'P08123')"
"('Q93077', 'Q93079')"
"('Q9Y277', 'P99999')"
"('Q8IY92', 'P53007')"
"('P31249', 'P12980')"
"('O00232', 'Q14164')"
