negatives
"('Q13618', 'Q13263')"
"('P51681', 'P63167')"
"('P84090', 'Q6ZVZ8')"
"('Q12913', 'P08581')"
"('Q03111', 'Q8TEK3')"
"('Q9Y232', 'Q15047')"
"('Q96GF1', 'P04843')"
"('O43808', 'Q9Y512')"
"('Q9Y680', 'P78417')"
"('O15173', 'Q9NWU2')"
"('Q15025', 'Q13546')"
"('Q8WV44', 'Q8TB45')"
"('P69849', 'Q86YD3')"
"('P22694', 'Q8NGA1')"
"('P01889', 'Q16740')"
"('Q9NXR8', 'Q05BQ5')"
"('P01892', 'Q9UBS0')"
"('Q9NZC7', 'O14776')"
"('P11473', 'P30281')"
"('P15923', 'P12235')"
"('Q13509', 'Q13618')"
"('P07355', 'Q09472')"
"('Q9HD42', 'Q8WV92')"
"('P15259', 'P09972')"
"('Q6NUN9', 'Q6P1L8')"
"('P62736', 'Q96L46')"
"('Q9NP81', 'Q8TB22')"
"('Q12983', 'O60238')"
"('P55769', 'Q9BVP2')"
"('P35226', 'P41182')"
"('Q9NRC8', 'Q9UKV3')"
"('Q53EZ4', 'Q92734')"
"('Q9H492', 'P20700')"
"('Q99719', 'P43356')"
"('P30281', 'P15531')"
"('Q16656', 'Q9BZS1')"
"('O75095', 'Q5VTD9')"
"('Q9BRT6', 'P05067')"
"('P35637', 'P26641')"
"('Q12929', 'Q9UL45')"
"('Q16825', 'O43896')"
"('Q96JN0', 'Q13363')"
"('P04629', 'Q99623')"
"('P01833', 'P10145')"
"('Q92485', 'P09067')"
"('Q9Y3M2', 'Q9NPI6')"
"('O60307', 'P67870')"
"('Q9UBU9', 'O60239')"
"('O43823', 'P04745')"
"('Q71RC2', 'O14503')"
"('O14602', 'O60841')"
"('P53671', 'P68366')"
"('Q86X19', 'O95297')"
"('Q96JP2', 'P37198')"
"('O60307', 'P06576')"
"('P63000', 'Q53QZ3')"
"('Q9UKR5', 'Q9NPA5')"
"('Q8IVF5', 'P61586')"
"('Q14192', 'Q9NRA0')"
"('P62993', 'O60885')"
"('Q00059', 'Q14164')"
"('Q9Y2I6', 'Q96GE4')"
"('Q9Y2Q3', 'P49755')"
"('Q13501', 'Q12933')"
"('Q6H8Q1', 'P68133')"
"('P35548', 'P28069')"
"('P47985', 'Q93009')"
"('P51553', 'O14974')"
"('P34810', 'P17931')"
"('O00423', 'P68363')"
"('Q9UHI6', 'P57678')"
"('P04075', 'P43351')"
"('Q9BRX9', 'P52738')"
"('P55795', 'P60983')"
"('Q96GD4', 'Q09472')"
"('Q8NG27', 'Q96MG7')"
"('Q96I34', 'P14902')"
"('Q8NBP7', 'Q96EY1')"
"('O15321', 'O60930')"
"('O75382', 'P51668')"
"('O95486', 'Q15645')"
"('O00622', 'O95229')"
"('Q9H4L7', 'Q10570')"
"('O15379', 'Q96RE7')"
"('Q8NEY8', 'Q15388')"
"('P01106', 'Q9NX24')"
"('Q13428', 'Q15633')"
"('P43088', 'P54707')"
"('Q16566', 'Q02930')"
"('Q12873', 'O14530')"
"('P35462', 'P62993')"
"('P14927', 'P62072')"
"('Q96FQ7', 'O76011')"
"('O15550', 'Q6ZW49')"
"('P67870', 'P35222')"
"('O14950', 'P13612')"
"('Q9UKW4', 'P61586')"
"('P0DP23', 'Q00872')"
"('O75521', 'Q9H1D9')"
"('P49368', 'P62714')"
"('O00409', 'Q70JA7')"
"('P49917', 'Q8IW19')"
"('Q8NBZ0', 'P60709')"
"('Q9NZI7', 'Q9H334')"
"('Q8N5M9', 'P05067')"
"('Q9NRC8', 'O43592')"
"('Q9GZS3', 'P54136')"
"('Q7KYR7', 'Q8NEN9')"
"('Q6PKG0', 'O15075')"
"('Q9C009', 'Q9H4L4')"
"('P98194', 'Q15717')"
"('P05771', 'P08754')"
"('Q9BQG1', 'Q5T7P8')"
"('P61586', 'Q07890')"
"('O75031', 'Q96BW1')"
"('Q6R327', 'O00141')"
"('Q96JH8', 'P15976')"
"('Q14103', 'Q15366')"
"('P27635', 'P46379')"
"('Q09028', 'P62805')"
"('P22087', 'Q9H8G1')"
"('Q8TB45', 'Q6R327')"
"('Q9P0J0', 'Q5RKV6')"
"('Q9Y3I1', 'Q15398')"
"('Q15291', 'P25788')"
"('P20774', 'P00519')"
"('P52943', 'P54253')"
"('P00747', 'Q16787')"
"('P78559', 'Q9H492')"
"('P79522', 'Q3LI66')"
"('P01106', 'P55884')"
"('Q9NRD5', 'P08397')"
"('Q13347', 'Q14669')"
"('Q14832', 'Q9P2W3')"
"('P18075', 'O43707')"
"('P49286', 'P50151')"
"('Q9H4L4', 'Q9Y678')"
"('Q9HAU4', 'Q96AE4')"
"('Q8NB25', 'Q13233')"
"('P07437', 'Q15843')"
"('O15516', 'Q5R372')"
"('Q8N8S7', 'Q9BT78')"
"('Q9UQ80', 'P36578')"
"('P32121', 'Q7Z3T1')"
"('Q8NHQ8', 'P36873')"
"('O14639', 'P19012')"
"('P56537', 'P03372')"
"('P34932', 'Q16665')"
"('Q9UKV3', 'P68402')"
"('P47914', 'P61247')"
"('O14980', 'Q9NRC8')"
"('Q8IWC1', 'O43303')"
"('P01569', 'Q969J5')"
"('Q96LM6', 'Q9UQM7')"
"('Q9H4Y5', 'Q6JEL2')"
"('O00148', 'Q71U36')"
"('Q9H4L7', 'P62318')"
"('Q96T37', 'O95628')"
"('P26038', 'Q15293')"
"('P02452', 'Q15717')"
"('Q9UJX4', 'Q01094')"
"('Q9BQA1', 'Q504Q3')"
"('P15923', 'P01106')"
"('Q9BV73', 'P58107')"
"('P42704', 'Q9Y2Q3')"
"('Q9UI09', 'O00483')"
"('Q13418', 'Q9UNN5')"
"('Q9UMS4', 'Q99496')"
"('Q12834', 'Q9UJX4')"
"('Q9BRX5', 'Q14566')"
"('P47929', 'O14980')"
"('Q9UI26', 'Q3SXY8')"
"('Q9NQ39', 'P46778')"
"('Q8N5N7', 'Q86TS9')"
"('Q14527', 'P08047')"
"('Q16620', 'P29353')"
"('P21580', 'P52732')"
"('Q9BWC9', 'Q9UKR5')"
"('Q08945', 'Q13616')"
"('O00217', 'Q9Y6M9')"
"('Q8IYT4', 'Q14204')"
"('O14980', 'Q8NB46')"
"('Q9Y6G9', 'Q13885')"
"('Q86UT5', 'Q13698')"
"('P11940', 'Q96SB4')"
"('Q9UI30', 'O75400')"
"('O43921', 'P04629')"
"('Q8NFU4', 'Q9UHD9')"
"('Q8TEE9', 'O75182')"
"('P13498', 'P14598')"
"('Q9H1B4', 'P49368')"
"('Q9BRK4', 'Q15834')"
"('P09651', 'P46782')"
"('P04798', 'P22033')"
"('P30154', 'Q9Y698')"
"('Q5S007', 'Q14974')"
"('P11021', 'Q96G04')"
"('P12694', 'P0C7P0')"
"('O43918', 'P30876')"
"('P98082', 'Q9HAU4')"
"('O43829', 'O60671')"
"('Q13415', 'P33993')"
"('Q7Z434', 'P62979')"
"('P17947', 'P04839')"
"('Q92543', 'P06400')"
"('Q9Y5V3', 'P35548')"
"('P62258', 'Q96AP0')"
"('P62312', 'Q9UK45')"
"('P49767', 'P08069')"
"('Q07955', 'Q9H492')"
"('Q8IUD2', 'Q9H0H5')"
"('Q8TB61', 'P51674')"
"('Q13233', 'Q16836')"
"('P62330', 'P36406')"
"('P50991', 'Q7L2J0')"
"('Q6P2E9', 'P52732')"
"('Q96QD8', 'Q15717')"
"('Q99814', 'Q96RN5')"
"('Q9Y597', 'P30305')"
"('Q06124', 'O15111')"
"('Q16666', 'Q9NQS7')"
"('Q8N6T7', 'P40222')"
"('Q9UMX0', 'P34903')"
"('Q7Z3Y8', 'Q4LEZ3')"
"('Q9BZF9', 'P31321')"
"('Q9H4G0', 'Q14643')"
"('P36941', 'Q8IXZ2')"
"('Q9UBS5', 'P46459')"
"('P25787', 'Q13561')"
"('Q9UHD9', 'Q86Z23')"
"('Q15714', 'O75530')"
"('P21333', 'P14416')"
"('Q9C0B0', 'Q9Y2L5')"
"('O15116', 'P62316')"
"('P11473', 'Q15788')"
"('P52788', 'Q9UJ70')"
"('Q16584', 'Q13526')"
"('P07437', 'P11142')"
"('Q3KQU3', 'Q13509')"
"('Q9UK80', 'Q00536')"
"('Q13237', 'P14415')"
"('P34947', 'Q9Y4E8')"
"('Q9H7X7', 'Q9Y547')"
"('Q9UNE7', 'P25685')"
"('P35611', 'P63172')"
"('Q9UL51', 'P55157')"
"('Q96GT9', 'Q8IVH2')"
"('Q9NYV4', 'P50750')"
"('Q9H0I2', 'A8MQ03')"
"('Q8NCM8', 'Q96NA2')"
"('P41182', 'Q9UKI9')"
"('Q13049', 'P62837')"
"('Q70CQ2', 'O75643')"
"('P10155', 'Q99973')"
"('O60437', 'Q14943')"
"('Q96RG2', 'Q8WZ79')"
"('P13612', 'P62888')"
"('Q9HBD1', 'Q5TC82')"
"('Q8IZI9', 'P15260')"
"('P56748', 'O95484')"
"('Q9Y383', 'P35268')"
"('P61006', 'P27105')"
"('Q9BTC8', 'P07437')"
"('O94986', 'Q9UPQ9')"
"('Q3SY69', 'Q8NEV4')"
"('Q9UQ88', 'Q9HCL3')"
"('Q13868', 'P51884')"
"('Q8IVT5', 'P27361')"
"('O15075', 'Q6ZW31')"
"('P49327', 'Q96KQ7')"
"('Q9UBX7', 'Q8NCW6')"
"('Q9Y6M7', 'Q9C0B0')"
"('P04920', 'P17931')"
"('P21926', 'P04229')"
"('O15162', 'Q8N9N2')"
"('Q9UBX0', 'Q99743')"
"('Q9Y4L1', 'Q13217')"
"('Q96FK6', 'P0CAP2')"
"('P35680', 'Q5SWW7')"
"('Q01113', 'O60674')"
"('P54652', 'Q01844')"
"('O94805', 'P63261')"
"('Q13618', 'Q13573')"
"('Q9HBJ8', 'Q96H35')"
"('P12236', 'Q13077')"
"('Q6NSZ9', 'P17040')"
"('Q14164', 'Q15056')"
"('Q9Y5B9', 'Q9UPN9')"
"('Q12906', 'O95758')"
"('P11117', 'P01375')"
"('Q969R5', 'Q9P0K8')"
"('O94986', 'Q6UVJ0')"
"('Q5JTV8', 'Q16666')"
"('P13224', 'P63104')"
"('Q03135', 'P08138')"
"('Q07002', 'P05067')"
"('P43246', 'Q9UBZ9')"
"('Q5RL73', 'Q9BWC9')"
"('P12277', 'Q13206')"
"('Q9H9L4', 'P61964')"
"('Q6NXG1', 'Q03989')"
"('Q96EZ8', 'P51116')"
"('Q9BXB1', 'P53985')"
"('Q9GZV7', 'Q9BYR9')"
"('Q9Y6K9', 'Q9UIV1')"
"('Q9H840', 'Q8WXD5')"
"('Q9UQL6', 'P31947')"
"('Q9P2D1', 'P09874')"
"('Q9Y478', 'Q12778')"
"('P60006', 'Q92738')"
"('O15160', 'Q16659')"
"('Q9UBT2', 'P25789')"
"('Q04721', 'Q15084')"
"('Q8WWY3', 'P09651')"
"('P31941', 'O95630')"
"('Q9UBE8', 'Q13485')"
"('Q9BQ15', 'P68104')"
"('P62304', 'Q8IYB3')"
"('Q9P0J0', 'O14561')"
"('P0DP25', 'P52888')"
"('O75526', 'P19838')"
"('Q8NGR4', 'P62873')"
"('P09917', 'Q86W26')"
"('Q7L2Z9', 'P05067')"
"('P63165', 'Q12888')"
"('Q16777', 'Q9UGU0')"
"('Q9HAV0', 'O60840')"
"('P04844', 'P61586')"
"('Q9HBG4', 'Q02410')"
"('P30405', 'P51681')"
"('P30466', 'Q9Y6D5')"
"('P04264', 'P02751')"
"('Q96BR6', 'A8MQ03')"
"('P25705', 'P09651')"
"('Q9BWM7', 'Q9NVR5')"
"('O60259', 'Q14964')"
"('O00257', 'P62258')"
"('P52597', 'P05412')"
"('P10826', 'Q15910')"
"('Q9BZ95', 'Q13185')"
"('Q96IV0', 'Q9UNN5')"
"('Q92985', 'Q13546')"
"('Q5T3J3', 'P13385')"
"('Q15418', 'Q8N122')"
"('P31946', 'P17812')"
"('O00257', 'Q9P2P5')"
"('P37802', 'P78417')"
"('P62312', 'O43172')"
"('P25098', 'Q8NGE7')"
"('Q15654', 'Q5JXC2')"
"('O43809', 'P19320')"
"('P40926', 'P00505')"
"('Q8IWF2', 'Q13438')"
"('Q5VUM1', 'Q5JRX3')"
"('Q569H4', 'P05067')"
"('Q504Q3', 'O43795')"
"('Q6P1J9', 'Q15084')"
"('P36896', 'Q7Z3T8')"
"('P09110', 'Q6PKC3')"
"('O00193', 'Q9NX55')"
"('Q92934', 'Q92843')"
"('Q8WXI9', 'Q9UBB5')"
"('Q12931', 'P30084')"
"('P35240', 'Q92963')"
"('P30044', 'P50897')"
"('Q9BVA0', 'Q14204')"
"('P18146', 'Q99706')"
"('Q9NUT2', 'Q9BRR6')"
"('P19438', 'Q13107')"
"('P49759', 'P59998')"
"('Q13330', 'Q09028')"
"('P21549', 'A8MQ03')"
"('Q969P0', 'Q9NY65')"
"('Q8IWZ3', 'Q9UBU9')"
"('P16104', 'P0C1H6')"
"('Q96EL2', 'Q96C28')"
"('P01588', 'P42702')"
"('P17301', 'Q14315')"
"('Q86X19', 'P02786')"
"('O60610', 'Q13185')"
"('P00734', 'P02675')"
"('A8MQ03', 'Q9UK33')"
"('P41587', 'Q96RT1')"
"('Q96HE9', 'Q9Y3C1')"
"('Q96RC9', 'P38405')"
"('P62906', 'P62266')"
"('P02810', 'O95166')"
"('P38159', 'P49736')"
"('Q9UBS0', 'Q92804')"
"('Q9UHW5', 'Q96SB8')"
"('O94903', 'P49736')"
"('P04899', 'Q9UBI6')"
"('Q6ZN17', 'Q9BYG3')"
"('P22061', 'O75147')"
"('P62829', 'P05388')"
"('Q15768', 'P54753')"
"('Q9NRF9', 'Q6PL18')"
"('Q13617', 'P48741')"
"('Q3SX64', 'Q8IZP0')"
"('P23284', 'P61604')"
"('P38606', 'P11310')"
"('P50750', 'Q9P1T7')"
"('Q96KP1', 'Q8IYI6')"
"('P04637', 'Q96PE2')"
"('Q8WUM4', 'Q9H553')"
"('O43927', 'P51679')"
"('Q99728', 'Q13285')"
"('Q14204', 'P04629')"
"('P17535', 'Q9HBE5')"
"('Q14689', 'P61289')"
"('P13196', 'Q8IWL3')"
"('Q9BRK5', 'Q9HBG6')"
"('P61296', 'O14813')"
"('Q9NZI7', 'Q01664')"
"('Q07955', 'Q9P127')"
"('Q00973', 'Q9Y287')"
"('O00625', 'P31483')"
"('Q92882', 'O00560')"
"('Q9NXB0', 'Q8WVJ2')"
"('Q6TFL4', 'Q9NRD5')"
"('Q96AB3', 'P05067')"
"('Q14974', 'O60216')"
"('Q8ND90', 'O43303')"
"('Q14999', 'Q9P2K5')"
"('P04637', 'Q9Y3T9')"
"('Q8IYA8', 'O00560')"
"('Q08357', 'Q9UBU9')"
"('P04629', 'P23284')"
"('Q99877', 'P61964')"
"('P41250', 'Q9HCU4')"
"('P05412', 'Q9NVI7')"
"('P08238', 'P11586')"
"('Q14103', 'O75937')"
"('Q15554', 'P17858')"
"('P16520', 'P48549')"
"('Q9NRG0', 'Q00987')"
"('O14980', 'P0CAP1')"
"('Q8NGR6', 'Q9P2W3')"
"('P27361', 'Q03060')"
"('P49407', 'P36575')"
"('Q8TAT6', 'Q92995')"
"('Q15717', 'Q9BW62')"
"('Q96QV1', 'Q14623')"
"('Q9ULV1', 'O14641')"
"('Q9BWW9', 'P00519')"
"('P45983', 'O75369')"
"('P30153', 'Q99459')"
"('Q16531', 'Q9UHX1')"
"('P11309', 'P05067')"
"('Q13426', 'O43583')"
"('O43390', 'Q9H492')"
"('P04637', 'Q9HCK8')"
"('Q15365', 'O60307')"
"('P16871', 'P09211')"
"('Q9NQ39', 'P62979')"
"('P47985', 'P21912')"
"('O75582', 'Q9NRM6')"
"('P40925', 'Q9H944')"
"('Q9NYL9', 'P24941')"
"('Q8NDP4', 'Q9BYQ3')"
"('Q68D86', 'Q8IX06')"
"('Q15831', 'P63104')"
"('Q86XS8', 'Q6UX41')"
"('P31483', 'Q15717')"
"('P14778', 'P31749')"
"('Q15717', 'O43303')"
"('Q8NHV4', 'O14980')"
"('Q96LK0', 'Q9BQD3')"
"('Q99836', 'P11142')"
"('Q86UT8', 'Q15020')"
"('Q99697', 'Q96FV0')"
"('Q8NHM5', 'Q13162')"
"('Q9C0J9', 'Q9UKX3')"
"('Q9C0F1', 'Q14203')"
"('P30042', 'Q96FC7')"
"('P15927', 'P23025')"
"('Q9BWF3', 'P19320')"
"('Q9BYR6', 'Q99958')"
"('Q9NPJ4', 'Q92731')"
"('Q96RS0', 'Q15637')"
"('Q05707', 'Q86YD3')"
"('P42830', 'P61073')"
"('P60409', 'Q8IW45')"
"('P29401', 'Q9UI15')"
"('Q15717', 'Q7Z2W4')"
"('P39019', 'Q504Q3')"
"('Q9Y473', 'O43586')"
"('P02751', 'P62244')"
"('Q13291', 'Q96CB8')"
"('P20700', 'Q8IYM1')"
"('P67775', 'P56524')"
"('P29375', 'P10276')"
"('Q86TM6', 'Q9Y2K9')"
"('Q9NR82', 'Q8TDD5')"
"('P09496', 'Q9Y6A5')"
"('P05089', 'P83916')"
"('Q53QZ3', 'Q96L33')"
"('P45983', 'Q9Y6Q9')"
"('Q6P597', 'O75150')"
"('P41743', 'Q9NRA8')"
"('Q9H0H5', 'Q9H4E5')"
"('P38936', 'P39748')"
"('P35244', 'Q01082')"
"('O14744', 'P15173')"
"('Q9NQW6', 'O15145')"
"('Q9NSE2', 'Q04759')"
"('O14867', 'Q13547')"
"('O60641', 'Q96BK5')"
"('Q86X02', 'P13682')"
"('Q9Y6K9', 'P10415')"
"('A4D2B8', 'Q15084')"
"('O95214', 'P21757')"
"('Q9NXK8', 'P62877')"
"('Q96DA0', 'Q96IY1')"
"('Q9UMY4', 'Q13526')"
"('Q92997', 'O95251')"
"('P23527', 'Q8NAV1')"
"('O43143', 'Q8WXX5')"
"('Q86SF2', 'O14788')"
"('Q92621', 'P01106')"
"('C9JRZ8', 'P31948')"
"('Q9NTI5', 'P35613')"
"('P43360', 'Q96FG2')"
"('P20591', 'Q05516')"
"('Q9NYG5', 'O95997')"
"('P04629', 'Q7Z3J2')"
"('Q96HL8', 'O95817')"
"('P05106', 'P26006')"
"('Q12770', 'Q6UX41')"
"('Q8N5I2', 'Q15018')"
"('Q8IZJ0', 'Q14626')"
"('Q96EQ0', 'Q8TD06')"
"('Q9UKM9', 'Q1KMD3')"
"('Q9P127', 'Q4VCS5')"
"('Q7Z6Z7', 'Q99832')"
"('P63279', 'P35712')"
"('P53999', 'P51858')"
"('Q149N8', 'Q15819')"
"('Q8NF91', 'Q99459')"
"('Q6NYC8', 'Q96IK5')"
"('P39023', 'P62987')"
"('Q9UHB7', 'Q6PD62')"
"('Q96AG4', 'Q5TGU0')"
"('Q8IWL3', 'Q5JPH6')"
"('Q9Y6H1', 'Q6UY14')"
"('Q9UQL6', 'O43242')"
"('Q9UJM3', 'P28072')"
"('P02647', 'Q16659')"
"('O15479', 'Q93009')"
"('P30203', 'P17931')"
"('Q8TEW0', 'Q9NQ66')"
"('Q96BV0', 'P07332')"
"('Q9NXH9', 'P07814')"
"('P11441', 'P35637')"
"('P60520', 'Q18PE1')"
"('Q6VY07', 'P09958')"
"('Q9UBC1', 'Q96JC9')"
"('P38398', 'Q9GZX5')"
"('P09493', 'Q15717')"
"('O43143', 'P62899')"
"('Q13258', 'P27361')"
"('Q9BQG0', 'O76021')"
"('P14866', 'P49736')"
"('P09497', 'Q00610')"
"('O43175', 'Q13043')"
"('P18206', 'P60673')"
"('P04792', 'P26599')"
"('P78527', 'P04155')"
"('P29353', 'P35030')"
"('P14373', 'Q8NHY3')"
"('Q13618', 'Q9P2I0')"
"('Q2KHN1', 'Q5HYN5')"
"('Q9C0B0', 'Q9Y3I0')"
"('O14757', 'Q8NEM0')"
"('O95433', 'P20774')"
"('P40938', 'Q00577')"
"('P21359', 'Q9NRR6')"
"('P10828', 'Q71SY5')"
"('Q16594', 'Q99689')"
"('Q14134', 'P62269')"
"('Q8ND90', 'Q7Z2V1')"
"('Q96JE9', 'P13631')"
"('Q00341', 'Q92990')"
"('Q6UUV7', 'Q03060')"
"('Q6R327', 'Q9Y4R8')"
"('P47872', 'Q13424')"
"('Q5JS54', 'P28065')"
"('Q13505', 'Q9UBY8')"
"('Q9HBM0', 'Q15717')"
"('Q15311', 'Q63ZY3')"
"('P09913', 'P43243')"
"('Q9Y5U2', 'Q9BRR8')"
"('Q13617', 'Q9Y334')"
"('Q6ZN04', 'P47736')"
"('O75147', 'O94776')"
"('Q99853', 'Q96DV4')"
"('Q9BYD3', 'Q12906')"
"('O75530', 'P02545')"
"('Q96PU5', 'Q9NYL2')"
"('Q9Y2I6', 'Q9UQM7')"
"('Q13243', 'P62306')"
"('Q14790', 'P68036')"
"('P40763', 'Q92569')"
"('P78424', 'Q16543')"
"('O15269', 'O76081')"
"('O75937', 'P31943')"
"('Q9NPI1', 'P02794')"
"('Q96A19', 'P09493')"
"('Q9Y6K9', 'P58107')"
"('P04629', 'P31689')"
"('Q9H672', 'Q8IYB3')"
"('P31689', 'Q8IVT5')"
"('O95433', 'Q92988')"
"('P30044', 'Q00013')"
"('Q9UNE7', 'Q9HCE1')"
"('P05166', 'Q14197')"
"('P51572', 'Q9NZ45')"
"('P52799', 'P29323')"
"('Q9UBX3', 'P07550')"
"('Q96Q27', 'P49902')"
"('Q15061', 'P55072')"
"('P54274', 'Q96MG2')"
"('O95376', 'O95340')"
"('P57078', 'P31431')"
"('Q9UPQ3', 'O75044')"
"('Q9BRA2', 'Q96T51')"
"('O76062', 'Q5TA81')"
"('O43676', 'Q16795')"
"('Q13616', 'Q9Y297')"
"('Q5SW79', 'Q9BV73')"
"('P00533', 'Q13144')"
"('Q15274', 'Q04726')"
"('P12318', 'P29353')"
"('Q9H492', 'Q13242')"
"('P47992', 'P25025')"
"('P26651', 'Q8IUH5')"
"('P49407', 'A6NKK0')"
"('O94993', 'O43865')"
"('Q9NZT1', 'Q96NX5')"
"('Q08379', 'Q9UER7')"
"('Q9Y3M2', 'Q9NYF3')"
"('P11473', 'Q9H0R8')"
"('P11388', 'P63000')"
"('P22612', 'O95222')"
"('Q86YD7', 'O60885')"
"('A7E2Y1', 'P08047')"
"('P16615', 'P35228')"
"('Q9H299', 'Q9Y6I4')"
"('P05412', 'Q13526')"
"('O95810', 'Q969G5')"
"('P30419', 'P63173')"
"('P60410', 'O43463')"
"('Q8TF42', 'P16403')"
"('O95157', 'P12931')"
"('O00764', 'P15311')"
"('Q13148', 'Q8N1W1')"
"('Q4LE39', 'Q9HCU9')"
"('Q8NGX9', 'P62873')"
"('Q9H944', 'O75478')"
"('P10321', 'Q96CS3')"
"('O14654', 'Q13618')"
"('Q9P2G9', 'P28482')"
"('Q9Y4K3', 'P02786')"
"('Q9BWH6', 'Q14980')"
"('Q00597', 'Q9HB96')"
"('Q53GS7', 'Q9BTL4')"
"('Q06830', 'P60006')"
"('P08754', 'P48051')"
"('P19256', 'Q9Y231')"
"('P05771', 'P28482')"
"('Q92561', 'Q96JG8')"
"('Q9NY47', 'Q15262')"
"('Q8TBB1', 'P38919')"
"('P49321', 'P31948')"
"('O00459', 'Q92835')"
"('P04637', 'Q92696')"
"('P36578', 'Q13043')"
"('Q15084', 'P22392')"
"('P07954', 'Q9UBK8')"
"('P78362', 'O43290')"
"('Q9Y2B5', 'Q6PF05')"
"('Q9HDD0', 'Q9UMX0')"
"('P63241', 'Q9H0R8')"
"('P35372', 'P41143')"
"('Q14202', 'Q9C009')"
"('Q9BQE3', 'Q969H0')"
"('Q13043', 'Q92630')"
"('Q00688', 'Q8WX92')"
"('Q969R5', 'P50221')"
"('Q16543', 'P62244')"
"('Q9UJX2', 'P38936')"
"('P05187', 'P35244')"
"('Q9H209', 'O60262')"
"('P01241', 'Q8IU57')"
"('Q8NG31', 'Q9H081')"
"('Q92769', 'P51858')"
"('P61247', 'P11441')"
"('P25705', 'P01023')"
"('P15248', 'Q8IU57')"
"('Q16531', 'Q13618')"
"('Q8N137', 'O94972')"
"('P14625', 'Q9UHP3')"
"('Q9UPP5', 'Q9UBC2')"
"('Q8IZU1', 'P86480')"
"('Q9NP92', 'Q16540')"
"('P33993', 'P46087')"
"('P56524', 'P06899')"
"('P62993', 'A6NGB9')"
"('P84022', 'O15111')"
"('Q9P2W3', 'P27986')"
"('P27694', 'Q969X5')"
"('P0C7H8', 'Q8WZ59')"
"('Q9Y478', 'P35580')"
"('Q9GZN8', 'Q93100')"
"('P00533', 'P42858')"
"('Q86VP6', 'P52597')"
"('Q8TEK3', 'P55198')"
"('Q9UPN7', 'O95163')"
"('Q9H9G7', 'O15397')"
"('Q9NRC8', 'Q16531')"
"('Q92544', 'Q9Y324')"
"('Q13573', 'Q9BZK7')"
"('Q92851', 'Q13546')"
"('Q969S9', 'P46782')"
"('Q06187', 'P15498')"
"('P23142', 'Q16594')"
"('O15027', 'P24941')"
"('O43504', 'Q9Y2X7')"
"('P40189', 'P04626')"
"('O75865', 'P0DI82')"
"('Q9H0W5', 'P55196')"
"('Q9H0H5', 'Q9P258')"
"('Q8N4L8', 'Q8N6Y0')"
"('P19320', 'Q96AE4')"
"('Q9BQ95', 'O95169')"
"('P58182', 'O60262')"
"('P12830', 'Q9H792')"
"('Q9UPN7', 'P03372')"
"('P46778', 'P61326')"
"('Q9Y478', 'P98177')"
"('Q96RU7', 'Q5RL73')"
"('P32119', 'Q9NPF0')"
"('O94992', 'P03372')"
"('Q96FA3', 'Q8N137')"
"('Q00169', 'Q8NC96')"
"('O60264', 'P52272')"
"('P08727', 'P78386')"
"('P06400', 'Q9UJX6')"
"('Q16777', 'Q8NI51')"
"('Q8WUM4', 'A0AVT1')"
"('Q14966', 'Q96QZ7')"
"('O75821', 'Q6IQ23')"
"('P40222', 'Q9NS73')"
"('A1L4K1', 'P78358')"
"('Q96JY6', 'P22455')"
"('Q8IZP0', 'Q9NYB9')"
"('O00291', 'Q99732')"
"('Q9Y5X4', 'P11473')"
"('Q09470', 'Q16322')"
"('P03905', 'Q13315')"
"('O75530', 'P61020')"
"('Q13868', 'Q9UBU9')"
"('P55884', 'P62753')"
"('Q9BT09', 'Q9GZU5')"
"('Q9NQP4', 'Q8TC44')"
"('P68104', 'Q93045')"
"('Q01518', 'P63261')"
"('Q96HS1', 'Q9UGI0')"
"('Q8NBJ5', 'Q5VSL9')"
"('Q9UMZ3', 'Q8N157')"
"('Q03164', 'Q13496')"
"('P04792', 'P62877')"
"('Q14999', 'P07237')"
"('P49407', 'Q8NGB4')"
"('Q5VW36', 'P61077')"
"('Q9P244', 'O95544')"
"('P25445', 'Q9UKR5')"
"('O60383', 'Q9BRR6')"
"('Q9NZZ3', 'P15313')"
"('Q13451', 'Q96GD4')"
"('Q92791', 'Q6UX06')"
"('P04637', 'P54252')"
"('Q676U5', 'P05067')"
"('P13716', 'Q32P28')"
"('P82094', 'Q92754')"
"('Q8IU54', 'O75626')"
"('Q96BY6', 'Q7L0Q8')"
"('P09874', 'Q6K0P9')"
"('Q5VZ89', 'O14980')"
"('Q01105', 'P06454')"
"('Q9NRC8', 'Q13283')"
"('Q9NYF5', 'Q9H4A3')"
"('P11831', 'Q99801')"
"('P35527', 'P07550')"
"('Q00325', 'Q9Y6N5')"
"('Q9UBR1', 'Q9H993')"
"('P04196', 'O75364')"
"('Q9UK80', 'O75420')"
"('P04181', 'P22392')"
"('Q9Y2S7', 'Q92731')"
"('Q9UHG3', 'P55058')"
"('Q15834', 'Q9BWG6')"
"('Q96D53', 'Q9Y2S7')"
"('Q9Y3Q8', 'Q15369')"
"('Q96EV8', 'Q99608')"
"('Q9ULR0', 'O60306')"
"('Q9UNE7', 'Q99497')"
"('Q92966', 'Q8IYX8')"
"('Q96PU8', 'Q9NX70')"
"('Q15596', 'P43699')"
"('O00716', 'P43246')"
"('O00267', 'O43148')"
"('P31947', 'P30307')"
"('P24928', 'P26368')"
"('P33681', 'Q9NZQ7')"
