negatives
"('P02765', 'P00519')"
"('P05161', 'P14316')"
"('P80303', 'Q5JWF2')"
"('Q9NVS2', 'Q9UGY1')"
"('Q9NX70', 'Q15528')"
"('O43889', 'P14324')"
"('Q9H0W5', 'P35232')"
"('P29558', 'O60828')"
"('Q96KS0', 'Q9UGP4')"
"('P48431', 'Q8IVW6')"
"('Q13188', 'Q9H6Z9')"
"('P38919', 'P46778')"
"('Q6UWE0', 'P51668')"
"('P49736', 'Q6Y7W6')"
"('P23467', 'P22061')"
"('P68133', 'Q8WYL5')"
"('Q9UNM6', 'Q9Y6K9')"
"('Q9GZQ8', 'Q6DN90')"
"('Q9UHX1', 'P61981')"
"('O14733', 'O14980')"
"('Q96D09', 'P11229')"
"('P10253', 'Q9BWS9')"
"('Q8IWI9', 'Q06587')"
"('P27694', 'Q12906')"
"('Q15326', 'Q13077')"
"('P14598', 'Q9BUZ4')"
"('Q9Y6Y0', 'Q9UQE7')"
"('Q9HBH9', 'O15213')"
"('P11362', 'Q92569')"
"('Q8TD22', 'P54219')"
"('O15350', 'P04637')"
"('O15511', 'O15143')"
"('P63244', 'Q14694')"
"('P62857', 'Q15599')"
"('P04083', 'Q06124')"
"('Q6W2J9', 'Q9BSM1')"
"('Q9UK80', 'Q9BYM8')"
"('Q9BYD5', 'P09067')"
"('P53999', 'P20042')"
"('P61960', 'Q93052')"
"('Q13625', 'Q5TB80')"
"('O43290', 'O75533')"
"('Q8NDX6', 'Q8WYB5')"
"('Q9UBB6', 'O75365')"
"('P14854', 'P20674')"
"('P61981', 'Q07954')"
"('Q9H169', 'Q9UL62')"
"('Q13323', 'Q8NBD8')"
"('O00308', 'P37088')"
"('Q9BVP2', 'O75147')"
"('P51610', 'Q92560')"
"('P05113', 'Q99062')"
"('Q16288', 'P42679')"
"('Q9Y2K6', 'Q9UBC5')"
"('P49406', 'Q969Q1')"
"('Q92520', 'Q8IXM3')"
"('Q8WUX9', 'P54578')"
"('P0DPB3', 'Q8TEU7')"
"('Q3B820', 'Q9H4L5')"
"('P22087', 'Q9UJV9')"
"('Q99853', 'Q86WJ1')"
"('O00499', 'Q13948')"
"('P50222', 'Q99909')"
"('Q66GS9', 'Q9BYJ9')"
"('P48643', 'P62873')"
"('Q9Y2K6', 'O00232')"
"('P07814', 'P03372')"
"('P20823', 'P09661')"
"('O95258', 'Q9Y279')"
"('P24941', 'P18085')"
"('O00148', 'P38919')"
"('P31321', 'Q96HA8')"
"('Q9H1Y0', 'Q14145')"
"('P35558', 'Q9NQX3')"
"('P57088', 'P07550')"
"('P63279', 'A6NKT7')"
"('P58658', 'P37287')"
"('P0DJD0', 'P61956')"
"('P23229', 'P56945')"
"('O95393', 'Q9H2H9')"
"('Q9UBU9', 'Q01081')"
"('Q15111', 'P18505')"
"('Q99614', 'P11142')"
"('P34931', 'Q9NV56')"
"('P46934', 'Q9Y4K4')"
"('P30480', 'P35244')"
"('P14923', 'Q14192')"
"('P29317', 'O14493')"
"('P11441', 'P62750')"
"('Q96RT1', 'P23634')"
"('P09874', 'P35244')"
"('Q7Z3Y8', 'Q96IZ5')"
"('Q13148', 'Q6ZW49')"
"('Q9P0W2', 'Q9Y4E8')"
"('Q6IV72', 'P60409')"
"('Q96RU8', 'Q8NHQ8')"
"('O95405', 'Q96RT1')"
"('P49748', 'P15336')"
"('Q9UKG9', 'P60981')"
"('Q9NR45', 'P00966')"
"('P38936', 'P10074')"
"('P30480', 'P51572')"
"('P01569', 'P42702')"
"('Q92804', 'Q9UHR5')"
"('P12236', 'Q7Z6Z7')"
"('Q9UJX2', 'Q96B97')"
"('Q9Y3T9', 'Q99853')"
"('Q6P5W5', 'Q96B77')"
"('O95678', 'Q99816')"
"('Q9HBZ2', 'Q86UW9')"
"('P35372', 'Q9Y679')"
"('Q9H0D6', 'Q14562')"
"('Q8N9T8', 'P08865')"
"('Q92934', 'P60903')"
"('P20849', 'P05106')"
"('Q13415', 'O43929')"
"('P14373', 'Q8N2W9')"
"('P38936', 'P58107')"
"('Q12931', 'Q8TDR0')"
"('Q7KZ85', 'Q9BV73')"
"('P39880', 'P50613')"
"('O75604', 'Q2TAC2')"
"('O00159', 'P52943')"
"('Q58EX2', 'Q2NL98')"
"('P18859', 'Q13352')"
"('Q8TEB1', 'P50851')"
"('Q16204', 'Q13526')"
"('Q9BYG5', 'Q8ND90')"
"('P68400', 'Q92784')"
"('P34932', 'Q6RW13')"
"('Q9UH99', 'Q9ULV4')"
"('O94955', 'P51151')"
"('P31947', 'O00515')"
"('P29372', 'P46108')"
"('P06756', 'P22681')"
"('Q8TEK3', 'Q13164')"
"('Q9NPJ4', 'P03372')"
"('Q8N2W9', 'Q99684')"
"('Q13228', 'P47985')"
"('Q9Y618', 'O00482')"
"('Q9BQE5', 'Q6NUS6')"
"('Q9Y468', 'P51571')"
"('Q8IWZ6', 'P05062')"
"('P05388', 'P49207')"
"('Q9H6Z9', 'Q12815')"
"('Q8NHS2', 'P34947')"
"('P15884', 'Q8N2W9')"
"('Q86V81', 'Q13418')"
"('Q5JRX3', 'P61960')"
"('Q99816', 'Q8ND30')"
"('P13612', 'Q14204')"
"('Q9UNA1', 'Q05397')"
"('Q15714', 'P51571')"
"('P17040', 'O14771')"
"('O00189', 'P11233')"
"('Q9UNE7', 'Q00013')"
"('Q8NI27', 'Q13615')"
"('Q15262', 'P06213')"
"('Q8NA56', 'Q9BZK7')"
"('O75083', 'P22392')"
"('P21359', 'Q8IVT5')"
"('P32248', 'P20963')"
"('Q8IXK0', 'Q14781')"
"('O43597', 'P62837')"
"('P42892', 'P48039')"
"('P49585', 'Q96L14')"
"('P15336', 'P08670')"
"('P54278', 'P40692')"
"('O75688', 'Q13099')"
"('Q53HC9', 'P49368')"
"('P98095', 'Q9HD26')"
"('P21980', 'P49736')"
"('Q99879', 'P0C0S5')"
"('Q9UL45', 'Q9NYB9')"
"('Q15717', 'O75712')"
"('O60381', 'Q5VSY0')"
"('Q9Y4E8', 'Q86VP6')"
"('Q13277', 'Q9UHD2')"
"('Q8IV20', 'Q99598')"
"('Q96ST3', 'Q9UI36')"
"('Q96S59', 'P17844')"
"('Q9UBU9', 'P52756')"
"('P04637', 'Q969H0')"
"('P20333', 'Q00839')"
"('P49639', 'Q9BZL1')"
"('Q9UPV0', 'Q86SQ7')"
"('Q9H1Y0', 'Q09028')"
"('P01891', 'P17693')"
"('O60381', 'Q15797')"
"('Q7Z7F7', 'Q8IXM3')"
"('O60573', 'P05067')"
"('P51149', 'P68371')"
"('P38919', 'Q13813')"
"('Q0VG06', 'Q96E14')"
"('P50613', 'P23193')"
"('P35638', 'P0DPB5')"
"('P21917', 'P16520')"
"('O00567', 'P62917')"
"('Q6P1J9', 'Q15771')"
"('P17252', 'P05023')"
"('Q13144', 'Q9H4I9')"
"('P26441', 'P16871')"
"('P15289', 'P34059')"
"('Q13617', 'Q6FI81')"
"('Q6WCQ1', 'P80723')"
"('P62140', 'P54289')"
"('Q9UNH7', 'P34897')"
"('Q96NL6', 'Q9Y5X3')"
"('P05412', 'Q6P087')"
"('P14618', 'P04843')"
"('Q8NFD5', 'Q9BQE9')"
"('Q9NVU0', 'Q9H6T3')"
"('Q8IW19', 'P78527')"
"('P48431', 'Q7L5Y9')"
"('Q14974', 'Q9UH99')"
"('P62318', 'Q04206')"
"('P22314', 'P49427')"
"('Q96I99', 'Q9NX18')"
"('P60568', 'Q9Y6K1')"
"('P06239', 'P67775')"
"('P41218', 'P11940')"
"('Q9H0W5', 'P34932')"
"('Q7L4I2', 'P04629')"
"('Q96B97', 'P28300')"
"('Q8TBB1', 'P61457')"
"('P04406', 'P06748')"
"('P07737', 'P42765')"
"('Q99832', 'Q92466')"
"('O95274', 'P51798')"
"('Q9UHX1', 'Q2TAL8')"
"('Q8N3C7', 'Q96SN8')"
"('P49736', 'P46777')"
"('O75679', 'O75677')"
"('P05014', 'Q13261')"
"('Q9NX40', 'P49821')"
"('P04629', 'Q14103')"
"('Q96MK2', 'Q86Z20')"
"('Q5W0B1', 'P55316')"
"('O76081', 'P55157')"
"('P53350', 'Q9Y265')"
"('Q9Y3Q8', 'Q9H8Y8')"
"('O75164', 'P62805')"
"('Q9BVV7', 'O14746')"
"('O14786', 'P13598')"
"('P55899', 'Q9NPC4')"
"('Q92731', 'P38159')"
"('Q99459', 'Q14999')"
"('Q8N3U4', 'Q96FF9')"
"('Q96N67', 'Q8IUI8')"
"('Q15003', 'Q15021')"
"('Q8TBZ9', 'P50222')"
"('P05067', 'P21980')"
"('O75420', 'Q16773')"
"('P35268', 'Q13148')"
"('Q6P1J9', 'P15976')"
"('O75791', 'Q9UJX6')"
"('Q00975', 'P48039')"
"('Q99972', 'P36897')"
"('Q14764', 'P50221')"
"('O96028', 'P46821')"
"('Q9H361', 'P68104')"
"('Q9Y5U2', 'O75934')"
"('Q8NHY2', 'Q9BW61')"
"('O14497', 'Q15717')"
"('Q99816', 'Q16822')"
"('P12277', 'O43707')"
"('P14618', 'Q96CW1')"
"('Q15819', 'Q9C035')"
"('O75489', 'P23246')"
"('Q8N4V1', 'O60524')"
"('Q8IZA0', 'Q86X19')"
"('Q9NRC8', 'P39019')"
"('Q9Y6K9', 'P0DP25')"
"('P04629', 'Q99829')"
"('Q9BQ04', 'P39023')"
"('A5D8V7', 'Q2M2I5')"
"('O95721', 'Q96QT4')"
"('Q92945', 'Q92905')"
"('Q9Y6C9', 'Q8IWL3')"
"('P31689', 'O95433')"
"('Q9BW61', 'Q8N448')"
"('Q8WYJ6', 'Q9H672')"
"('P0DP24', 'O95259')"
"('P83876', 'Q8NI17')"
"('P14373', 'Q86YD7')"
"('P22694', 'Q8NGX6')"
"('P62495', 'P02768')"
"('Q9Y4L1', 'P04629')"
"('Q9ULT8', 'Q9P2Y5')"
"('Q13571', 'Q8IYW5')"
"('P09874', 'Q14790')"
"('Q15464', 'O43561')"
"('P43307', 'P78371')"
"('P13498', 'P53778')"
"('Q9HC77', 'Q96AC1')"
"('Q12931', 'P45880')"
"('O75027', 'P16989')"
"('Q9H0I9', 'P37802')"
"('A8MVU1', 'P13498')"
"('P08294', 'Q9UHD9')"
"('P14373', 'P14136')"
"('Q9Y232', 'O60684')"
"('P61978', 'Q9C0C2')"
"('P15880', 'Q969P0')"
"('Q96EB6', 'Q04724')"
"('Q99638', 'Q9BSD3')"
"('P78362', 'P49207')"
"('P80188', 'P09651')"
"('Q15392', 'P54707')"
"('Q13595', 'Q96KR1')"
"('O43615', 'O95758')"
"('P15336', 'P19367')"
"('Q9Y618', 'Q07869')"
"('Q9H832', 'Q75QN2')"
"('P35222', 'P23471')"
"('P28370', 'Q8IXM2')"
"('P23396', 'O00716')"
"('Q15904', 'Q16643')"
"('P16473', 'P84996')"
"('P35080', 'Q9UI08')"
"('P19793', 'Q15653')"
"('O14641', 'P32121')"
"('Q8IVD9', 'Q9H2M9')"
"('Q86YS7', 'Q6UVJ0')"
"('Q8WVK7', 'Q14203')"
"('P05386', 'P21673')"
"('P41440', 'Q9P0N5')"
"('Q86VP6', 'O75526')"
"('Q13526', 'P49815')"
"('Q8IUH5', 'Q96HB5')"
"('Q05655', 'O60733')"
"('Q9BYU1', 'P14652')"
"('Q13255', 'Q9NSC5')"
"('Q07157', 'O75147')"
"('O75364', 'P08779')"
"('Q96HA8', 'Q5BKX8')"
"('Q15286', 'P15927')"
"('O75953', 'Q9Y4L1')"
"('Q4VCS5', 'Q86WA8')"
"('P00558', 'P25705')"
"('P63096', 'O00555')"
"('Q9UQ35', 'P08670')"
"('P63165', 'Q9Y620')"
"('P35579', 'Q15257')"
"('Q13464', 'P30304')"
"('Q08379', 'Q9Y6W3')"
"('Q14160', 'Q8TES7')"
"('O43597', 'Q8WXE1')"
"('P01562', 'P00533')"
"('P09913', 'P62316')"
"('P11441', 'Q9UQ80')"
"('Q9NUG6', 'P22307')"
"('Q96L46', 'P04632')"
"('Q96N21', 'P11021')"
"('Q9UP83', 'Q99853')"
"('Q96H20', 'P09455')"
"('Q8TEQ6', 'P10599')"
"('P19532', 'Q00610')"
"('P62979', 'P62249')"
"('P12931', 'P78314')"
"('Q8N165', 'P08238')"
"('P35241', 'P04629')"
"('P53675', 'P01889')"
"('P17987', 'P78380')"
"('Q9H773', 'P12004')"
"('Q13618', 'Q6PID8')"
"('O43921', 'P35916')"
"('P23921', 'Q53S58')"
"('O43704', 'Q9NUX5')"
"('Q86TI0', 'P40222')"
"('P27635', 'Q9NYL2')"
"('P08727', 'O60341')"
"('P22301', 'P42224')"
"('O43390', 'O95433')"
"('Q9Y6K9', 'Q9P2J5')"
"('Q96FV9', 'Q08211')"
"('Q9BWF2', 'Q13114')"
"('Q3LI66', 'Q5T4B2')"
"('Q96CS3', 'P51151')"
"('P40763', 'P11362')"
"('P04150', 'O75582')"
"('O43781', 'O00267')"
"('P68400', 'Q68G74')"
"('P48729', 'P10636')"
"('Q96CV9', 'P57735')"
"('Q7L2Z9', 'P62249')"
"('P35609', 'P78352')"
"('P35453', 'Q03405')"
"('P61586', 'P19338')"
"('O75147', 'P05783')"
"('Q9UBU8', 'P51116')"
"('P54762', 'O14745')"
"('P69891', 'P02008')"
"('Q9Y2P4', 'P01909')"
"('P57678', 'P63162')"
"('Q9NPI1', 'Q5T3J3')"
"('Q969G3', 'O94805')"
"('Q14653', 'Q3ZCM7')"
"('P15692', 'Q16620')"
"('Q9NVN8', 'Q6NT76')"
"('Q15691', 'Q5JR59')"
"('Q00987', 'Q9NY61')"
"('Q9Y6G3', 'O14958')"
"('Q8TB22', 'P99999')"
"('Q9NZU7', 'P34947')"
"('P50591', 'Q14653')"
"('P17844', 'P16455')"
"('P68400', 'P18858')"
"('P41218', 'Q7Z7K6')"
"('O43791', 'P35226')"
"('Q9H3G5', 'Q6ZU80')"
"('P68431', 'P25398')"
"('Q9H9F9', 'P60709')"
"('Q8TBB1', 'Q9H9H4')"
"('Q9BXW9', 'P43246')"
"('P24941', 'P33552')"
"('Q13596', 'Q4G0F5')"
"('P40692', 'P49750')"
"('Q9Y5Q3', 'Q14653')"
"('Q63HR2', 'Q13526')"
"('Q6ZQN5', 'Q9UPW6')"
"('P06400', 'Q16665')"
"('O75592', 'P0C2W1')"
"('P45973', 'P83916')"
"('Q5VT52', 'P68400')"
"('Q93062', 'Q6P1W5')"
"('Q9P0N5', 'P08195')"
"('Q00796', 'P14324')"
"('P11532', 'O14980')"
"('Q8TAU3', 'Q9BYR5')"
"('P54886', 'Q13618')"
"('Q9NUL7', 'P38606')"
"('Q9H4P4', 'Q9NPF7')"
"('P45984', 'O15264')"
"('O14656', 'Q8WXE9')"
"('O43194', 'P49841')"
"('Q9P2D0', 'Q86VP6')"
"('Q9Y4K3', 'Q8TCG1')"
"('Q9H2C0', 'P05388')"
"('Q9P2M7', 'Q8TBB1')"
"('P78346', 'Q9H0A6')"
"('Q16539', 'Q8WYK2')"
"('Q13618', 'Q86UQ4')"
"('Q86VW0', 'P16949')"
"('P31689', 'P17066')"
"('P40337', 'Q9UNM6')"
"('Q96JK2', 'P49368')"
"('Q8WVC0', 'P30876')"
"('P15311', 'Q9Y5L4')"
"('O60244', 'O95402')"
"('Q0D2I5', 'Q8NEL9')"
"('Q9UMX0', 'Q9H0X6')"
"('Q8WXX7', 'Q86SE9')"
"('Q14683', 'Q9UH62')"
"('P30301', 'P43320')"
"('P07900', 'Q07954')"
"('Q9C009', 'Q14807')"
"('Q8WZ74', 'P50990')"
"('Q14139', 'P04629')"
"('Q8IUE6', 'P49407')"
"('P29033', 'P25106')"
"('Q9BT25', 'Q96ST8')"
"('P05412', 'O00148')"
"('P18146', 'P52823')"
"('O14617', 'P07900')"
"('Q9NRD5', 'Q9HBH7')"
"('P49683', 'Q9C0E4')"
"('Q7RTP6', 'P61026')"
"('P15408', 'P29692')"
"('Q9UJV3', 'P17482')"
"('P61020', 'Q7Z7A1')"
"('Q13094', 'P29353')"
"('Q969H0', 'P47914')"
"('P55209', 'Q8IVT5')"
"('Q13315', 'P15924')"
"('Q8TCJ2', 'Q16629')"
"('Q96JG6', 'Q96P16')"
"('P56545', 'P17812')"
"('P46934', 'Q99816')"
"('P11137', 'P78406')"
"('P06401', 'P09429')"
"('Q9BW27', 'Q9NRG9')"
"('P31150', 'P28331')"
"('P68036', 'Q9H492')"
"('Q9BRG1', 'Q9UK41')"
"('Q9Y239', 'Q9UBW8')"
"('Q04864', 'Q16181')"
"('Q9BYW2', 'P24928')"
"('Q8TDY2', 'Q5VTR2')"
"('P61224', 'P52564')"
"('Q86UU5', 'O95817')"
"('Q9Y2I6', 'Q9UHD2')"
"('Q9Y468', 'Q14566')"
"('Q96GD4', 'Q92734')"
"('Q9NRR4', 'Q13618')"
"('Q9HCE1', 'P62805')"
"('Q12899', 'Q08117')"
"('P50570', 'P98170')"
"('Q8N726', 'P68371')"
"('Q5TEA3', 'P36405')"
"('O75385', 'P62820')"
"('Q68EM7', 'Q07889')"
"('Q9UGY1', 'Q6ZN17')"
"('Q7Z3I7', 'Q13077')"
"('Q12905', 'P21333')"
"('Q14677', 'P63010')"
"('P45880', 'Q04837')"
"('Q9NX47', 'Q96B02')"
"('Q7Z6J0', 'P51668')"
"('P29401', 'P31948')"
"('O00170', 'O15392')"
"('Q06323', 'P04798')"
"('Q8IV08', 'P19838')"
"('Q07955', 'O14776')"
"('Q92794', 'P55201')"
"('Q15717', 'O15119')"
"('Q13882', 'P35222')"
"('Q86VD7', 'Q96DB2')"
"('Q9HA38', 'Q15717')"
"('Q6IAN0', 'Q8IWL3')"
"('Q7Z460', 'Q9Y3M2')"
"('Q9H944', 'P62308')"
"('Q96BD6', 'P08581')"
"('Q14533', 'P50222')"
"('P26196', 'Q92905')"
"('P02751', 'Q15637')"
"('O75159', 'Q99062')"
"('Q15910', 'P29375')"
"('Q96IZ0', 'Q9GZV3')"
"('Q9UNA3', 'Q9BU23')"
"('P83916', 'Q96JM3')"
"('P62937', 'O14746')"
"('Q9UDY6', 'P51668')"
"('P63208', 'Q92990')"
"('Q93062', 'O43638')"
"('Q00325', 'P49368')"
"('P49715', 'P18848')"
"('P69905', 'P10909')"
"('P42261', 'Q9UJX6')"
"('P29972', 'Q3B820')"
"('Q96KN7', 'Q96JP0')"
"('P10644', 'P82279')"
"('Q15834', 'O94868')"
"('Q96QE5', 'Q68CZ1')"
"('P31930', 'Q9P0L0')"
"('Q96LR5', 'Q96JY6')"
"('Q9H7D0', 'P78371')"
"('Q96B67', 'P32121')"
"('P09874', 'P10451')"
"('Q8NAF0', 'P13725')"
"('P09651', 'Q6KB66')"
"('P18206', 'O14980')"
"('Q9BWH6', 'Q96KR1')"
"('Q9NX00', 'Q9H2A9')"
"('P35609', 'P63261')"
"('Q96BZ8', 'Q08379')"
"('Q05519', 'Q9UQ35')"
"('Q9NRD5', 'P42772')"
"('P04899', 'Q13433')"
"('Q12913', 'P17948')"
"('Q9Y4K3', 'P61247')"
"('O14595', 'Q8IZ07')"
"('P60903', 'Q7KZ85')"
"('P07355', 'Q9UHB6')"
"('Q15904', 'Q96GX1')"
"('P38432', 'Q9Y3D8')"
"('Q9HAV0', 'P28482')"
"('P62875', 'Q9H1D9')"
"('P51858', 'Q7L0Y3')"
"('Q05513', 'P41743')"
"('Q9UMX0', 'P62837')"
"('O43719', 'O75554')"
"('Q9BS18', 'P06493')"
"('O95273', 'Q9BSJ6')"
"('O94972', 'Q15398')"
"('Q14687', 'P05230')"
"('P27635', 'P63244')"
"('Q8NFJ9', 'P61006')"
"('P42858', 'Q02447')"
"('Q00005', 'Q9UPR3')"
"('P63208', 'Q4G163')"
"('P61160', 'Q9Y371')"
"('Q7L014', 'Q9P0L0')"
"('P35637', 'Q9UQ80')"
"('Q92731', 'Q6ZTR5')"
"('Q9NVX0', 'Q9H019')"
"('Q9Y4F9', 'P63104')"
"('Q13509', 'O95831')"
"('O95182', 'P03923')"
"('Q8TBK6', 'O43829')"
"('Q13148', 'Q96SB4')"
"('Q5TB80', 'O95714')"
"('Q6NZI2', 'Q6ZNC8')"
"('Q16576', 'Q9BQG0')"
"('P61221', 'Q9P0L0')"
"('Q96JB3', 'Q8NHQ1')"
"('P48634', 'P0C7T5')"
"('P33981', 'Q9UHY7')"
"('Q8IX18', 'Q99871')"
"('Q96ST8', 'P46108')"
"('P62304', 'Q9Y4Y9')"
"('P62195', 'Q13133')"
"('O15014', 'P04629')"
"('P13612', 'Q7L7L0')"
"('O60260', 'Q96GD4')"
"('P01106', 'Q93008')"
"('P05387', 'P46777')"
"('Q14011', 'P54253')"
"('O43597', 'Q9BSJ1')"
"('Q8NHY3', 'Q9UPY8')"
"('O15294', 'Q9P0U4')"
"('Q99536', 'O60664')"
"('P04843', 'P40227')"
"('P46379', 'Q9BXW9')"
"('P53007', 'P30480')"
"('Q15393', 'P08579')"
"('P56748', 'P56856')"
"('Q13523', 'Q9H1D9')"
"('Q86XK2', 'Q9H1R3')"
"('Q6EEV4', 'Q96P16')"
"('Q9BQA1', 'Q5TAQ9')"
"('P49918', 'P06400')"
"('Q8IWL3', 'Q9BRX8')"
"('P19838', 'P16581')"
"('O15514', 'P19387')"
"('Q07021', 'Q9UQL6')"
"('Q9UBI6', 'P62873')"
"('Q8IZP0', 'P22061')"
"('P23508', 'Q14032')"
"('Q92754', 'Q9NTJ4')"
"('Q96GY0', 'Q71U36')"
"('Q04864', 'Q9Y2I8')"
"('Q96AT9', 'Q01780')"
"('Q8IWL3', 'Q9UMX0')"
"('Q9Y3M2', 'Q8WUI4')"
"('P49821', 'O75251')"
"('Q8N4N3', 'Q9Y312')"
"('Q9UBS4', 'P00533')"
"('Q9BRG1', 'Q96H20')"
"('P01106', 'Q8TEQ6')"
"('Q9BTL3', 'Q92905')"
"('Q15631', 'Q8TBB1')"
"('P60228', 'Q8IY42')"
"('P52306', 'P60953')"
"('Q15717', 'Q9Y3P9')"
"('P61970', 'Q96I15')"
"('Q9NQX4', 'O95782')"
"('Q15834', 'Q8TBZ8')"
"('Q6L8G9', 'P48745')"
"('P03891', 'Q96TA2')"
"('Q9UHB6', 'P07355')"
"('P41212', 'P09619')"
"('Q96KM6', 'Q9UIS9')"
"('P04629', 'P22059')"
"('P61254', 'P49736')"
"('P80370', 'Q6NSJ0')"
"('O15360', 'Q9BXW9')"
"('Q9H799', 'Q13153')"
"('Q9Y2Z0', 'Q9H967')"
"('Q8N5I9', 'P51813')"
"('P04234', 'Q9BUN8')"
"('Q13257', 'Q9UG63')"
"('Q96P15', 'Q71U36')"
"('P10275', 'P07451')"
"('Q16851', 'Q8WUI4')"
"('Q9BSE5', 'Q15717')"
"('O00233', 'Q9NP66')"
"('P28072', 'Q0PNE2')"
"('Q4LE39', 'Q05195')"
"('P26368', 'Q96SB4')"
"('Q9UL03', 'P35226')"
"('P62993', 'Q9Y230')"
"('P12956', 'P13639')"
"('Q7Z6J0', 'P48048')"
"('Q5FBB7', 'P30154')"
"('Q86Y56', 'Q9HC98')"
"('P25788', 'Q96AA3')"
"('Q8NBT2', 'Q96IY1')"
"('P35228', 'P55036')"
"('P62987', 'Q15796')"
"('Q5U5Q3', 'Q7Z417')"
"('Q719H9', 'Q96PF1')"
"('P04179', 'P80404')"
"('O60336', 'Q99750')"
"('Q9BRK4', 'Q8TES7')"
"('Q9Y490', 'P53004')"
"('P17706', 'P23458')"
"('Q16643', 'O14976')"
"('P11142', 'O75530')"
"('Q99729', 'P17096')"
"('P55316', 'Q04724')"
"('Q96DV4', 'Q7Z2W9')"
"('Q05513', 'O60603')"
"('A1A4S6', 'P62745')"
"('Q9BR01', 'Q13526')"
"('P42224', 'Q16531')"
"('Q9Y570', 'P27694')"
"('Q99598', 'Q00987')"
"('P16435', 'Q9Y6M9')"
"('P27361', 'Q06124')"
"('P05165', 'Q9Y6E7')"
"('P82650', 'P11441')"
"('P17612', 'Q8NGS0')"
"('P0C0L4', 'P03372')"
"('P55899', 'Q04206')"
"('Q15006', 'Q9BRS2')"
"('Q93034', 'P62081')"
"('P63279', 'Q9Y265')"
"('Q14011', 'Q92905')"
"('P51805', 'P04183')"
"('P53365', 'Q15811')"
"('Q15038', 'P08572')"
"('Q15365', 'Q13247')"
"('Q9GZT3', 'Q9BQ83')"
"('P19438', 'Q8TEL6')"
"('P27986', 'P25963')"
"('Q96Q35', 'P27986')"
"('Q8NB14', 'P02765')"
"('Q9C0E2', 'Q15717')"
"('P17812', 'Q9Y4K3')"
"('Q9Y6R4', 'P26651')"
"('P04818', 'O94888')"
"('Q12959', 'Q9NVW2')"
"('Q16666', 'P45973')"
"('P67870', 'O60749')"
"('P35579', 'Q9H967')"
"('P04049', 'Q5T3F8')"
"('Q00526', 'Q9H211')"
"('O15259', 'Q9Y5X1')"
"('Q15008', 'O00141')"
"('Q13131', 'Q13085')"
"('P01106', 'Q7L5A8')"
"('O96024', 'P63167')"
"('P05106', 'P23229')"
"('P50570', 'P22392')"
"('Q2KHT3', 'Q9H4P4')"
"('O15524', 'Q13748')"
"('O00329', 'Q8TCU6')"
"('Q12873', 'P49841')"
"('P35626', 'Q8NGA0')"
"('Q15165', 'Q13033')"
"('Q6PI98', 'Q96EZ8')"
"('Q13547', 'P05412')"
"('Q6NYC8', 'Q5VU43')"
"('Q01081', 'Q6NYC1')"
"('Q9BUQ8', 'Q9HCS7')"
"('P23508', 'Q13011')"
"('Q96S59', 'Q96E35')"
"('Q8N6R1', 'Q9NVC3')"
"('P10253', 'P47985')"
"('Q01860', 'P07437')"
"('P46379', 'Q9NP80')"
"('P52306', 'P41236')"
"('P21333', 'P09382')"
"('Q14994', 'Q15596')"
"('P08670', 'Q9C019')"
"('O60244', 'P52630')"
"('Q9BYD3', 'Q9BYD2')"
"('Q8N5M1', 'P43360')"
"('Q13625', 'P46108')"
"('P48643', 'Q6NXE6')"
"('P56748', 'O15551')"
"('Q9NRD5', 'P51451')"
"('P42345', 'Q9UQ80')"
"('P24941', 'Q86V81')"
"('Q96IK5', 'Q53F39')"
"('P68366', 'Q9H0K1')"
"('P45983', 'Q9NP77')"
"('Q9C0B0', 'Q9NYF5')"
"('Q7Z5K2', 'P48039')"
"('Q14194', 'O95994')"
"('Q86WB0', 'Q13616')"
"('Q92925', 'Q92922')"
"('P34969', 'P61952')"
"('O75449', 'Q9C0H5')"
"('Q53EL6', 'P56182')"
"('O75147', 'Q14683')"
"('O43181', 'P03886')"
"('O43561', 'O60496')"
"('Q12778', 'Q09472')"
"('P29353', 'O15027')"
"('P61956', 'O43865')"
"('P11142', 'P53041')"
"('Q5JST6', 'Q9H6Z9')"
"('P49257', 'Q15363')"
"('P52630', 'O14965')"
"('Q8IY22', 'Q86YT6')"
"('O43707', 'P07951')"
"('Q15910', 'Q9H0M0')"
"('Q8NA61', 'Q9C0F1')"
"('P04049', 'O43852')"
"('P17858', 'P06737')"
"('Q9HC84', 'P43631')"
"('Q9C002', 'Q9Y2R0')"
"('P48745', 'P19838')"
"('Q9NXB0', 'Q99615')"
"('Q9Y6H1', 'Q86TW2')"
"('P06280', 'P57078')"
"('O95678', 'Q8NEH6')"
"('Q9H814', 'Q9H9Z2')"
"('Q00987', 'P06396')"
"('Q9H9G7', 'Q9UPY3')"
"('Q9H9E1', 'P56524')"
"('P26640', 'P30480')"
"('Q13115', 'Q13164')"
"('Q12904', 'P62750')"
"('Q9NR55', 'Q15744')"
"('Q13045', 'P46940')"
"('Q01664', 'P13010')"
"('P04179', 'P30038')"
"('O00567', 'P46782')"
"('O75530', 'Q13642')"
"('Q5VYK3', 'P61024')"
"('P61923', 'O14980')"
"('Q92985', 'P02778')"
"('Q9NPF4', 'P41227')"
"('P06396', 'Q9UMR2')"
"('Q13416', 'P54274')"
"('Q9NZZ3', 'P51532')"
"('P16520', 'O95467')"
"('P37231', 'P51532')"
