negatives
"('O95429', 'Q6PL18')"
"('Q9NVZ3', 'Q9UGI8')"
"('P12931', 'P11511')"
"('Q8NBM4', 'P04844')"
"('Q8N5A5', 'O43143')"
"('Q9BVC4', 'P42345')"
"('P48552', 'O00482')"
"('Q16186', 'Q9HCE7')"
"('Q00688', 'O15027')"
"('Q15643', 'Q9UJC3')"
"('Q9NY64', 'O60259')"
"('Q9BYJ9', 'Q6UWE0')"
"('P24941', 'P62826')"
"('P84022', 'P26367')"
"('P62081', 'P62847')"
"('Q92905', 'Q9Y3I1')"
"('O96008', 'O95363')"
"('Q9UNM6', 'Q01860')"
"('Q16778', 'O95166')"
"('P35372', 'P41143')"
"('Q01844', 'P13667')"
"('O60841', 'Q9UBG3')"
"('Q00839', 'P52435')"
"('P39687', 'P15927')"
"('Q96GG9', 'Q9Y4A5')"
"('P23258', 'P61254')"
"('P10828', 'Q99816')"
"('P09914', 'Q13325')"
"('Q96BR9', 'Q96CW1')"
"('Q5T751', 'P20618')"
"('Q13509', 'P05412')"
"('Q07021', 'Q8WV93')"
"('Q9BRX9', 'Q9HCS7')"
"('O75360', 'Q96GM5')"
"('P23229', 'Q9Y490')"
"('P13942', 'P04183')"
"('Q06609', 'O75792')"
"('Q6PKC3', 'Q9UBU9')"
"('Q9GZZ9', 'Q9BXW4')"
"('Q8WXI9', 'Q16777')"
"('Q9NXC2', 'Q8IZU0')"
"('P62241', 'Q9UNX3')"
"('Q96KR1', 'Q92905')"
"('Q99684', 'Q06455')"
"('Q504Q3', 'P35268')"
"('Q13643', 'P09603')"
"('Q9P2E2', 'Q02410')"
"('P62993', 'Q92953')"
"('Q8TD31', 'Q53HC9')"
"('P32119', 'Q9P2P5')"
"('Q9Y2L8', 'O43463')"
"('P30480', 'P14174')"
"('P48643', 'P49736')"
"('P27707', 'P52888')"
"('Q13643', 'Q8N9I5')"
"('Q8NB90', 'Q6P656')"
"('Q01518', 'Q562R1')"
"('P00374', 'O00257')"
"('P60520', 'P58107')"
"('Q9NQW6', 'P29692')"
"('Q93045', 'Q9UBT2')"
"('O60260', 'Q99436')"
"('P55072', 'Q9NVI1')"
"('P54727', 'P62195')"
"('P49281', 'Q96PU5')"
"('P25098', 'P51684')"
"('P11831', 'O95863')"
"('Q96PU5', 'Q9NWM3')"
"('P36897', 'Q96S59')"
"('Q8NF99', 'Q8N2I9')"
"('P51398', 'P62241')"
"('P53671', 'Q9H936')"
"('Q15014', 'O75352')"
"('Q8TF76', 'Q9UII4')"
"('Q9UGJ0', 'P54840')"
"('Q53G59', 'Q3MIN7')"
"('O43542', 'O43502')"
"('P53618', 'Q9Y616')"
"('Q13347', 'Q5T7N2')"
"('P16615', 'Q04721')"
"('Q7Z7F7', 'Q14197')"
"('Q8N5Y8', 'P46934')"
"('Q15008', 'Q8WV99')"
"('P42680', 'Q8WV28')"
"('Q8WW01', 'Q8TD10')"
"('P0DP23', 'Q9NR30')"
"('Q2WGJ6', 'A8MQ03')"
"('Q9NZI7', 'O14980')"
"('Q8ND90', 'Q13895')"
"('P43699', 'Q06710')"
"('P26651', 'Q96B26')"
"('Q7Z3S9', 'Q86VE0')"
"('P62140', 'P67870')"
"('P12830', 'P31949')"
"('Q4VXU2', 'P03372')"
"('Q8IYW5', 'Q14203')"
"('P39656', 'P04629')"
"('Q9UK61', 'P13984')"
"('Q9ULJ6', 'Q92585')"
"('O15379', 'Q9NZC7')"
"('P30876', 'Q99728')"
"('O75147', 'Q15459')"
"('P04181', 'Q08752')"
"('Q2TAY7', 'P55081')"
"('P29323', 'P12931')"
"('P62995', 'Q8N0Z3')"
"('O15121', 'Q9UL03')"
"('Q5TZ20', 'P62873')"
"('Q16576', 'P62891')"
"('P06400', 'Q14186')"
"('O76014', 'O14964')"
"('Q9NYY1', 'P16234')"
"('P05067', 'Q9Y5N6')"
"('Q9H237', 'O14905')"
"('Q9HAU4', 'P82650')"
"('Q7Z478', 'Q9UG56')"
"('P53350', 'P35222')"
"('Q92905', 'O75400')"
"('P11387', 'P14625')"
"('P01308', 'P22607')"
"('Q702N8', 'P20929')"
"('Q8WVM8', 'Q92624')"
"('P62244', 'Q9NWU5')"
"('Q96RC9', 'P38405')"
"('Q9H3S7', 'O75340')"
"('Q8N2G8', 'P07766')"
"('Q12933', 'Q9Y6K9')"
"('Q68DA7', 'P12830')"
"('Q8NA61', 'Q8IWZ5')"
"('P61421', 'P12236')"
"('Q8TAD2', 'P38484')"
"('Q9UL18', 'P07900')"
"('O95831', 'Q8WXK4')"
"('Q14204', 'P43034')"
"('P49207', 'Q99848')"
"('O94829', 'P47813')"
"('Q00597', 'Q9UHC1')"
"('P00441', 'P16871')"
"('P61981', 'Q6K0P9')"
"('P35579', 'O00291')"
"('P17987', 'P23396')"
"('P52789', 'P19320')"
"('Q01081', 'P62263')"
"('P37802', 'O60232')"
"('O14544', 'Q12805')"
"('Q13263', 'Q6AHZ1')"
"('P01137', 'Q5TA76')"
"('P16220', 'P04070')"
"('P17980', 'Q13435')"
"('P48645', 'Q9BYS1')"
"('Q96PM5', 'P08709')"
"('P07949', 'Q8WU20')"
"('P50750', 'Q9Y5B9')"
"('P20036', 'O95167')"
"('O95433', 'Q16513')"
"('Q08380', 'P28065')"
"('P53701', 'Q8NDA8')"
"('Q9Y6R0', 'Q9NYJ8')"
"('P05976', 'Q15327')"
"('Q07021', 'O43325')"
"('Q9NQT8', 'Q9BQ89')"
"('P10275', 'Q6IQ26')"
"('P83916', 'P33778')"
"('P47756', 'Q96H55')"
"('P25788', 'P52948')"
"('P04049', 'O00459')"
"('P49840', 'P10275')"
"('Q9Y230', 'Q8IW40')"
"('P19784', 'Q8N5F7')"
"('P82933', 'Q8NEY4')"
"('Q6UB35', 'P07550')"
"('Q9UPZ9', 'Q99460')"
"('O60341', 'Q96BD6')"
"('Q12905', 'Q96SI9')"
"('Q8IXL6', 'P01024')"
"('Q13885', 'Q9Y3D0')"
"('Q6RFH8', 'Q08043')"
"('Q6DKI2', 'Q3LI66')"
"('P30968', 'P14780')"
"('O15198', 'P0DML3')"
"('Q9UQE7', 'Q9UQL6')"
"('Q9Y3I1', 'Q99873')"
"('Q7Z3Z2', 'Q9Y6M4')"
"('Q05329', 'Q6E0U4')"
"('O43896', 'Q9UPQ3')"
"('P17980', 'P49720')"
"('P62993', 'Q13424')"
"('P34896', 'P41250')"
"('Q86Y56', 'Q9Y5J5')"
"('Q13823', 'P05067')"
"('Q99829', 'P50502')"
"('P52566', 'P60763')"
"('Q96QR1', 'O95429')"
"('P12830', 'Q8WWM7')"
"('Q15435', 'Q9H788')"
"('Q7Z7K6', 'P35226')"
"('Q9NR12', 'Q12965')"
"('Q5KU26', 'O94766')"
"('O14967', 'O75503')"
"('O43251', 'Q9H0E2')"
"('Q9HCE1', 'O95544')"
"('Q9UKX7', 'O15504')"
"('Q12913', 'P28482')"
"('Q5SQN1', 'Q08379')"
"('O95619', 'O95359')"
"('O95619', 'P55197')"
"('Q9GZX7', 'Q5VY09')"
"('O14633', 'P32242')"
"('P01106', 'P05166')"
"('P52435', 'P62875')"
"('P20073', 'Q13976')"
"('P27824', 'Q92611')"
"('O95295', 'P63104')"
"('Q15424', 'Q8IYB3')"
"('P16455', 'Q13415')"
"('Q16363', 'Q6VMQ6')"
"('Q96AP4', 'P34897')"
"('Q9UQM7', 'Q8IW92')"
"('Q9H0W5', 'P49748')"
"('P54274', 'P04632')"
"('P57054', 'Q9BRB3')"
"('P62829', 'Q12905')"
"('P68431', 'P16220')"
"('P41182', 'O15156')"
"('P61964', 'Q6DRA6')"
"('Q16623', 'Q6UX34')"
"('Q9UHV7', 'P24863')"
"('Q9NUU7', 'Q9GZT8')"
"('P25787', 'Q86VP6')"
"('P0CAP1', 'Q96K76')"
"('Q99460', 'P25789')"
"('P25963', 'P38646')"
"('P35244', 'Q68E01')"
"('Q9NRC8', 'O75152')"
"('P48643', 'Q9BQE3')"
"('Q9UKB1', 'Q15773')"
"('O60504', 'Q96EY9')"
"('P84103', 'O43918')"
"('P62280', 'P84098')"
"('Q9UI26', 'Q9Y3C4')"
"('Q99459', 'Q8WWH5')"
"('Q9NYZ3', 'O75146')"
"('O94972', 'Q96M61')"
"('Q92698', 'P53667')"
"('O00141', 'Q9Y3S1')"
"('P63096', 'Q96PN6')"
"('Q9UL45', 'Q2T9L4')"
"('Q9BWG4', 'Q969G2')"
"('P62258', 'P21580')"
"('Q8IWL3', 'Q9NX14')"
"('Q9NYL9', 'P25786')"
"('Q6DCA0', 'Q8TBB1')"
"('Q92784', 'Q9BQE9')"
"('Q6IMI6', 'P38606')"
"('P46937', 'P54619')"
"('P82979', 'Q8NI27')"
"('P14923', 'P49768')"
"('P12830', 'O95372')"
"('Q9NWU5', 'Q7Z7H8')"
"('O75347', 'O43865')"
"('P08473', 'P68104')"
"('Q86WV1', 'P0DPB5')"
"('Q9UHR5', 'Q14204')"
"('Q8N8L2', 'P49760')"
"('O00231', 'Q6IQ23')"
"('P55735', 'P49674')"
"('Q9H492', 'Q15459')"
"('P43657', 'P54849')"
"('Q6R327', 'P23258')"
"('O75496', 'P42771')"
"('Q12834', 'P23258')"
"('Q13797', 'Q07890')"
"('P50990', 'P29597')"
"('Q15120', 'P55072')"
"('P09341', 'P51685')"
"('P83731', 'Q5S007')"
"('Q9Y5B0', 'P84090')"
"('Q15424', 'O14862')"
"('Q5BKZ1', 'Q9H0W5')"
"('Q9BY89', 'P31946')"
"('Q9UGI0', 'Q63ZY3')"
"('Q9Y6X1', 'Q13323')"
"('Q13114', 'Q9NR28')"
"('Q9BYB4', 'P21266')"
"('Q9Y5I1', 'O95433')"
"('P01106', 'P53814')"
"('Q9NYB0', 'P13010')"
"('Q13352', 'Q9BU64')"
"('P57088', 'P49736')"
"('Q9NVX0', 'P23258')"
"('Q00613', 'P14625')"
"('Q05516', 'Q9GZU7')"
"('Q16623', 'O95159')"
"('P62158', 'Q96HU8')"
"('Q8NGW6', 'P38405')"
"('P26371', 'P60411')"
"('Q9NZM3', 'Q07666')"
"('O15228', 'P04792')"
"('Q969H0', 'Q8IXK2')"
"('Q7Z4H7', 'Q96KN7')"
"('Q9P2W1', 'P04150')"
"('P41208', 'Q16513')"
"('Q9BVI4', 'Q86VQ0')"
"('P62277', 'P49411')"
"('Q8IY92', 'Q9C0B1')"
"('P40937', 'O15049')"
"('P07900', 'O94972')"
"('P01236', 'P26951')"
"('Q01130', 'O75665')"
"('Q96G21', 'P05067')"
"('Q5T5B0', 'Q8N5G2')"
"('P29350', 'Q96RL6')"
"('Q13191', 'Q14155')"
"('Q9BPY3', 'O60318')"
"('Q8N8Y5', 'P06737')"
"('Q15717', 'P06730')"
"('Q9BRJ7', 'Q9UGI0')"
"('Q03252', 'P07954')"
"('Q15796', 'O75953')"
"('O14543', 'Q9UGI8')"
"('Q13185', 'Q8TDI0')"
"('Q9NRG9', 'Q8N1F7')"
"('Q92841', 'Q969P0')"
"('Q12929', 'P22681')"
"('Q9UHW5', 'O15446')"
"('Q13509', 'P20073')"
"('Q03933', 'Q5JR59')"
"('P09382', 'A8MVW5')"
"('P14317', 'Q96PU8')"
"('Q16633', 'Q9BTL3')"
"('O60861', 'Q00839')"
"('P07900', 'Q6P1J9')"
"('P00167', 'P05177')"
"('Q6UWE0', 'P56537')"
"('Q14974', 'P52292')"
"('Q9BRJ6', 'P78563')"
"('A6NHQ4', 'Q9UBU9')"
"('Q8N443', 'Q15777')"
"('O60381', 'Q8WXS4')"
"('Q9UJU2', 'Q13015')"
"('Q53EL6', 'P02649')"
"('P60228', 'O14602')"
"('O75530', 'Q9NR30')"
"('Q9NPB6', 'P54278')"
"('Q9Y5P8', 'P67775')"
"('Q16540', 'O94817')"
"('P41218', 'Q9BXY0')"
"('Q9Y5E6', 'P04629')"
"('Q8WV16', 'Q13620')"
"('P14174', 'Q9Y4K3')"
"('P25205', 'P05412')"
"('P18848', 'P13984')"
"('Q92804', 'Q92993')"
"('Q9UIQ6', 'Q86X19')"
"('O95793', 'Q12834')"
"('P35637', 'P35226')"
"('Q16891', 'Q9Y2Q3')"
"('O75150', 'Q9UKY1')"
"('O95816', 'P62249')"
"('Q96N58', 'O95273')"
"('O14786', 'Q9NU53')"
"('Q07627', 'P59990')"
"('Q8TD30', 'Q9NWV8')"
"('P08670', 'Q13813')"
"('Q15596', 'P10275')"
"('Q13573', 'P50991')"
"('P35052', 'P16284')"
"('Q9UIA0', 'Q8NCU1')"
"('Q12756', 'Q15654')"
"('Q9UNF1', 'Q9BUV8')"
"('Q9HCE1', 'Q02388')"
"('Q2WGJ6', 'P50222')"
"('Q9NX04', 'Q5VU43')"
"('P22612', 'Q8NG95')"
"('P21709', 'P22314')"
"('Q16643', 'O00267')"
"('P07949', 'P46108')"
"('O14939', 'P18031')"
"('Q13547', 'Q16204')"
"('O60216', 'Q14683')"
"('Q96A57', 'Q9BQB6')"
"('Q6IBS0', 'Q9BY76')"
"('Q14562', 'Q9UHR5')"
"('P55199', 'P49736')"
"('Q2TAL8', 'O94842')"
"('Q9Y333', 'Q9H9D4')"
"('Q07960', 'P49286')"
"('Q9Y383', 'P61970')"
"('P0DPB3', 'Q8TEU7')"
"('O15105', 'P15884')"
"('P54253', 'Q9H4I2')"
"('O43157', 'Q06945')"
"('P11021', 'Q504Q3')"
"('Q6VAB6', 'Q9UNE7')"
"('P55854', 'Q9UER7')"
"('Q99704', 'P00519')"
"('O75448', 'Q9UBS9')"
"('Q5T3F8', 'Q9UNF1')"
"('P01106', 'Q6XYB7')"
"('P38398', 'Q12824')"
"('O95352', 'O00443')"
"('P49207', 'P63220')"
"('P06213', 'Q13501')"
"('P61970', 'Q9UJW9')"
"('P61019', 'Q99623')"
"('Q01082', 'P12830')"
"('Q969X6', 'F7VJQ1')"
"('Q01968', 'P0DP23')"
"('O95429', 'Q99615')"
"('Q16666', 'O95251')"
"('P33241', 'O15083')"
"('P55769', 'Q9UPE1')"
"('P55075', 'P07333')"
"('P21266', 'Q9P2K6')"
"('P62937', 'Q15717')"
"('Q08117', 'Q15323')"
"('P46778', 'Q9UKV8')"
"('P00533', 'Q13144')"
"('Q9UHD0', 'Q01113')"
"('Q13148', 'P27694')"
"('Q96L93', 'Q15075')"
"('P54252', 'P25686')"
"('Q9UKT9', 'Q5T7W7')"
"('Q13488', 'P46379')"
"('P32942', 'Q05516')"
"('P06733', 'Q13163')"
"('Q9Y4K3', 'P51965')"
"('Q9Y295', 'Q14999')"
"('P40763', 'Q6NSI1')"
"('Q6IQ23', 'P05455')"
"('P60842', 'P49450')"
"('O43815', 'Q9H2K2')"
"('Q96FW1', 'Q9BUQ8')"
"('Q14687', 'O75386')"
"('P20700', 'Q14146')"
"('Q15051', 'Q13445')"
"('P63000', 'Q86UR1')"
"('P31323', 'Q15506')"
"('P17252', 'Q5SW24')"
"('Q96DU9', 'Q96EP5')"
"('P15884', 'Q96ES7')"
"('P35611', 'Q13813')"
"('Q15047', 'Q13148')"
"('P55263', 'Q16719')"
"('P02462', 'P07996')"
"('O60806', 'Q92734')"
"('Q13415', 'Q92576')"
"('P25208', 'Q9H7B4')"
"('P14625', 'P49368')"
"('Q9BPZ7', 'Q9P244')"
"('Q96JM3', 'Q92878')"
"('P78406', 'Q9NW08')"
"('P07900', 'Q96P20')"
"('Q6NUN9', 'P09874')"
"('Q12852', 'Q13387')"
"('O00193', 'Q01105')"
"('Q9NUY8', 'Q9BQ66')"
"('Q9BXL7', 'Q8N5C8')"
"('O60830', 'Q15388')"
"('Q96NE9', 'Q9H2G9')"
"('P61160', 'O75787')"
"('Q96AY4', 'P01889')"
"('Q9P013', 'P05412')"
"('P38159', 'Q9UQL6')"
"('Q01094', 'O96020')"
"('P21980', 'P52209')"
"('Q9UQ84', 'P62258')"
"('Q15637', 'P21127')"
"('P08047', 'P19525')"
"('Q8N0S2', 'Q68D86')"
"('Q9BY44', 'P55769')"
"('O75665', 'P56537')"
"('Q13561', 'Q9NPJ6')"
"('Q9NQC8', 'Q9Y366')"
"('P60006', 'P31350')"
"('Q99729', 'P05412')"
"('O75365', 'O60762')"
"('P01893', 'P10321')"
"('P19876', 'P51686')"
"('Q09028', 'O15379')"
"('P12955', 'P63241')"
"('P08575', 'Q99704')"
"('Q16531', 'Q7L590')"
"('Q05397', 'Q8IZJ1')"
"('Q969Q1', 'Q14324')"
"('Q09472', 'P09016')"
"('Q15029', 'Q9Y2Q3')"
"('P08238', 'P15918')"
"('P21964', 'P55072')"
"('P36873', 'Q4KMQ1')"
"('Q15022', 'P38919')"
"('P51159', 'Q8IYJ3')"
"('Q9Y3E7', 'Q92734')"
"('A8MQ03', 'O95154')"
"('O00161', 'O15127')"
"('P55060', 'Q13490')"
"('Q96HJ9', 'P99999')"
"('P78395', 'Q16777')"
"('P05013', 'P48551')"
"('P12814', 'Q9NPC6')"
"('P08648', 'P26006')"
"('Q9HBM1', 'O14777')"
"('P21912', 'P61006')"
"('Q6NUQ4', 'O14763')"
"('Q9NPJ6', 'Q86VP1')"
"('O75530', 'Q7KZ85')"
"('Q8IW75', 'O60543')"
"('Q15424', 'O15379')"
"('P16885', 'Q96DX5')"
"('Q8N6Y0', 'Q9BQ89')"
"('Q9P031', 'P43699')"
"('Q9Y4X3', 'P51679')"
"('Q15165', 'P62834')"
"('Q9Y5B9', 'Q9UGP5')"
"('P83916', 'Q16666')"
"('P58012', 'P35354')"
"('Q99747', 'O75379')"
"('Q00839', 'Q13526')"
"('Q86YP4', 'Q14532')"
"('Q8IWC1', 'Q9UET6')"
"('Q9H7D0', 'P40227')"
"('Q8IYJ3', 'O00194')"
"('P42229', 'O75444')"
"('P01106', 'Q8N1F7')"
"('Q9BS34', 'P60370')"
"('Q06830', 'P10275')"
"('Q9UJV9', 'Q9Y3M2')"
"('Q9UKY1', 'Q9NQZ2')"
"('P20794', 'Q9NQS3')"
"('Q99571', 'P26371')"
"('Q9NYB0', 'Q9NUX5')"
"('Q6ZRI6', 'Q2M3V2')"
"('Q15853', 'Q9UM73')"
"('Q3LI66', 'Q8IZ20')"
"('P11441', 'P62258')"
"('P82912', 'P82675')"
"('P35637', 'Q3MHD2')"
"('Q9Y6M7', 'P13569')"
"('P42566', 'Q9NSY1')"
"('Q9NZC7', 'Q6DN90')"
"('P79483', 'O43283')"
"('Q8WY64', 'Q8TD10')"
"('P67870', 'O00267')"
"('O43318', 'Q9UF56')"
"('Q6NUN9', 'Q8IY81')"
"('Q3ZCQ8', 'P19438')"
"('P49137', 'Q16875')"
"('Q9GZX6', 'P31785')"
"('P49407', 'Q8NGR3')"
"('Q9UHH9', 'Q12933')"
"('P54274', 'P25787')"
"('O75582', 'P18846')"
"('P35244', 'P18887')"
"('Q96DF8', 'P08670')"
"('P48169', 'O75907')"
"('Q9Y5Q9', 'Q8N5N7')"
"('P48431', 'Q9UL15')"
"('Q92624', 'Q9BXJ5')"
"('P06400', 'P42166')"
"('P05556', 'Q14773')"
"('Q567U6', 'Q9NX08')"
"('P63104', 'Q9NYL2')"
"('Q969Z0', 'P00533')"
"('Q0VD86', 'Q14CS0')"
"('P80404', 'P16930')"
"('P38919', 'Q8TBB1')"
"('O43765', 'Q9BXJ1')"
"('P38398', 'Q96HA1')"
"('Q8NAT1', 'Q13635')"
"('Q9BSJ2', 'P0DMV8')"
"('P04626', 'Q9BRG2')"
"('Q9NPH9', 'Q9UHF4')"
"('Q04206', 'P53350')"
"('Q9ULR3', 'Q3MII6')"
"('P62266', 'Q9NQ39')"
"('Q9UBG3', 'P08579')"
"('O43610', 'Q92504')"
"('Q16520', 'Q16649')"
"('P22694', 'P46019')"
"('P26715', 'P54849')"
"('Q5JU00', 'Q9H0E3')"
"('P26371', 'P49638')"
"('P63165', 'Q9UHP3')"
"('Q86UX2', 'Q92731')"
"('O14965', 'Q9UPY8')"
"('Q13151', 'O95166')"
"('Q8N6F1', 'O00501')"
"('Q9UI14', 'Q13885')"
"('Q96T91', 'Q86YW7')"
"('P22626', 'Q15006')"
"('Q8N726', 'P68133')"
"('Q9NZV5', 'P79483')"
"('P52735', 'P52888')"
"('P61964', 'Q9H3U1')"
"('Q13188', 'Q99661')"
"('Q01968', 'P63267')"
"('P08473', 'Q13423')"
"('Q9NWT6', 'Q96F86')"
"('O00499', 'Q05397')"
"('Q9Y6K9', 'Q8N5C8')"
"('P27361', 'Q9UHA4')"
"('P49407', 'Q8NGH3')"
"('O43463', 'Q8IWI9')"
"('P23443', 'P07948')"
"('Q96B26', 'Q99547')"
"('Q15717', 'P0DP23')"
"('P49458', 'Q9P2J5')"
"('Q6PD62', 'P01871')"
"('Q8NG31', 'P33981')"
"('Q4VCS5', 'P30622')"
"('P46934', 'P61328')"
"('P40337', 'Q00005')"
"('Q16854', 'Q14195')"
"('Q53G59', 'Q9GZQ8')"
"('O95816', 'O43447')"
"('O14964', 'O95405')"
"('P78537', 'Q9ULM3')"
"('Q6P2Q9', 'P63279')"
"('P48729', 'P15927')"
"('P13987', 'O95782')"
"('P62891', 'P62906')"
"('Q9H361', 'P03372')"
"('P61313', 'P62891')"
"('O94921', 'Q58FG0')"
"('Q96KP6', 'P13489')"
"('Q13153', 'Q92974')"
"('Q8NHY2', 'Q13620')"
"('P62241', 'O60260')"
"('Q08830', 'O75380')"
"('Q04206', 'P34931')"
"('Q9H361', 'P50616')"
"('P15259', 'Q9Y371')"
"('O43889', 'Q9BQB6')"
"('Q658Y4', 'Q9P0N5')"
"('Q16539', 'Q16828')"
"('Q13501', 'P29401')"
"('P00533', 'P29597')"
"('P13647', 'Q9GZQ8')"
"('P50552', 'Q9Y6A5')"
"('P51991', 'Q8IYB3')"
"('Q9Y224', 'O60826')"
"('O75190', 'Q9Y5J5')"
"('Q9H7N4', 'P50222')"
"('Q9P0L0', 'O75380')"
"('Q8IZX4', 'Q9UBU9')"
"('P19320', 'Q99798')"
"('O75131', 'Q15717')"
"('Q8NI27', 'Q6I9Y2')"
"('P20248', 'Q92793')"
"('P54278', 'P06241')"
"('P23219', 'P35354')"
"('P60409', 'Q9BS34')"
"('Q9UHD2', 'Q9UDY6')"
"('Q96CW1', 'Q01082')"
"('Q53ET0', 'Q68CJ9')"
"('Q9HD33', 'P09001')"
"('O00231', 'O60383')"
"('Q13573', 'O00232')"
"('Q13087', 'P46108')"
"('P12004', 'Q9BYD3')"
"('Q99570', 'Q92731')"
"('Q14999', 'Q16778')"
"('Q5HYK7', 'Q96HL8')"
"('Q9NVS9', 'Q9Y2Z0')"
"('O60346', 'Q8TBZ3')"
"('Q9NNX1', 'O43815')"
"('Q9GZT8', 'Q68J44')"
"('Q9UM01', 'Q96PU5')"
"('P48643', 'O14775')"
"('Q0VD86', 'P43115')"
"('Q9UPQ9', 'Q6Y7W6')"
"('P61201', 'Q15139')"
"('P01298', 'Q14164')"
"('O15467', 'P51686')"
"('P06733', 'O75083')"
"('P0DP25', 'Q16643')"
"('Q13642', 'P52630')"
"('P40855', 'O60683')"
"('Q14152', 'Q15800')"
"('Q96T76', 'Q7Z7L1')"
"('Q13555', 'O00305')"
"('O75643', 'Q92905')"
"('Q9NRD1', 'P62701')"
"('Q99714', 'P42765')"
"('P21281', 'Q9NXH9')"
"('Q99733', 'Q8N960')"
"('P45973', 'P06733')"
"('P49841', 'P15924')"
"('Q14999', 'O43143')"
"('Q14103', 'Q15102')"
"('O14980', 'Q86WH2')"
"('Q9Y5K6', 'Q12768')"
"('P68431', 'P49959')"
"('P07437', 'P37231')"
"('Q8N5U6', 'P62837')"
"('Q13620', 'Q5JU67')"
"('Q9NX08', 'Q01201')"
"('Q15717', 'O43707')"
"('P01848', 'Q13572')"
"('Q00610', 'Q8NC96')"
"('P49789', 'P61421')"
"('Q8NGA5', 'O60262')"
"('Q9P2P5', 'Q9P0L2')"
"('O14640', 'Q96EB6')"
"('O60573', 'Q9UQC2')"
"('Q5T3I0', 'Q9Y5E8')"
"('A2RUG3', 'P68400')"
"('Q9Y5U4', 'Q13323')"
"('P38606', 'P58546')"
"('Q04206', 'P08047')"
"('Q8IYX3', 'Q5JR59')"
"('Q14839', 'P17542')"
"('P49591', 'O15355')"
"('Q08AM6', 'Q92905')"
"('O43264', 'Q13257')"
"('P07437', 'Q68CR1')"
"('Q9Y6K9', 'P61964')"
"('O15315', 'O43543')"
"('Q96PU4', 'P25490')"
"('O60603', 'Q9BXR5')"
"('O00560', 'Q9NPJ6')"
"('P62899', 'Q93034')"
"('P13501', 'P51685')"
"('Q15006', 'Q8N5I9')"
"('Q13363', 'Q8IVP5')"
"('P15559', 'P09874')"
"('P28066', 'P62195')"
"('Q9H4L7', 'P24468')"
"('O00303', 'Q7Z3B4')"
"('Q96IK1', 'P61964')"
"('Q9UM00', 'Q9NRX5')"
"('P17098', 'Q15797')"
"('Q9BPX1', 'P35219')"
"('Q96DB2', 'P30876')"
"('P42766', 'P42677')"
"('Q562R1', 'Q01968')"
"('P04629', 'Q9NTK5')"
"('Q12778', 'O14980')"
"('P34998', 'P19086')"
"('Q9NZ71', 'P13010')"
"('O43493', 'Q9BXS5')"
"('Q9Y6Q5', 'O43493')"
"('Q13144', 'Q86Y82')"
"('P30520', 'P00390')"
"('P42574', 'P78344')"
"('P06748', 'Q8WXA9')"
"('Q15797', 'O14640')"
"('P00540', 'O75791')"
"('P10720', 'P51677')"
"('P67870', 'P20042')"
"('Q8N2Z9', 'Q9BXW9')"
"('P25098', 'Q8NGJ8')"
"('P16234', 'P01112')"
"('Q92945', 'Q9H0W5')"
"('P29590', 'P61956')"
"('Q99714', 'P22626')"
"('Q9UPR3', 'P04637')"
"('Q13772', 'Q92831')"
"('Q13043', 'Q9UER7')"
"('Q8WXX5', 'Q12778')"
"('P28907', 'P08637')"
"('P02511', 'P55210')"
"('Q13797', 'P26010')"
"('P62269', 'Q14999')"
"('Q15468', 'P00387')"
"('P28223', 'O00303')"
"('P19338', 'P49711')"
"('P52209', 'P07195')"
"('Q9NPJ3', 'P43897')"
"('P13647', 'P46108')"
"('Q9UQL6', 'P62826')"
"('Q8IZP0', 'O15357')"
"('P12956', 'Q9BUH6')"
"('P61964', 'Q86UQ8')"
"('P04843', 'P01106')"
"('Q9UBB5', 'Q9HCN4')"
"('Q9H9J4', 'P27348')"
"('Q96CW1', 'P12830')"
"('P0DP23', 'Q8WVX3')"
"('Q13467', 'Q7Z7G0')"
"('Q9HBV2', 'Q70HW3')"
"('Q8N4C6', 'Q96M89')"
"('Q8NHW5', 'P62753')"
"('Q03164', 'P49639')"
"('P13805', 'P13725')"
"('Q9Y2H0', 'Q9UPX8')"
"('Q08378', 'O60506')"
"('P15336', 'Q99986')"
"('P42331', 'Q96L33')"
"('P51116', 'Q53EZ4')"
"('Q9UJX0', 'P01116')"
"('Q8N9T8', 'P05388')"
"('P49748', 'O00483')"
"('P05067', 'P78318')"
"('P28300', 'Q9UBX5')"
"('P24928', 'Q14683')"
"('Q7Z417', 'Q99759')"
"('P38936', 'P42704')"
"('O00299', 'O00400')"
"('Q8NEV1', 'P29590')"
"('O43852', 'Q9BPX5')"
"('Q04206', 'O00762')"
"('P62277', 'P62917')"
"('P20849', 'P13612')"
"('P55345', 'P49720')"
"('P24385', 'O43823')"
"('Q96P53', 'O95070')"
"('O95831', 'Q9UBS0')"
"('Q08117', 'O14964')"
"('P18206', 'Q8N5D0')"
"('Q9BYM8', 'P62987')"
"('P38484', 'P42224')"
"('Q13485', 'P24468')"
"('P30260', 'O00358')"
"('P18146', 'O00631')"
"('Q15785', 'Q9NPF5')"
"('Q9Y2F9', 'Q9H8Y8')"
"('Q9UJX3', 'Q9NZH5')"
"('P19838', 'P06493')"
"('Q13451', 'P11802')"
"('Q9BV73', 'Q5SW79')"
"('P68400', 'P48643')"
"('Q9Y2K5', 'P42229')"
