negatives
"('P00488', 'Q99962')"
"('P05556', 'P37173')"
"('Q13105', 'Q04917')"
"('Q16602', 'P84996')"
"('Q9UHD2', 'P07195')"
"('Q16082', 'Q9HAW0')"
"('O00716', 'O43683')"
"('Q14831', 'P50150')"
"('P37837', 'Q9UKY1')"
"('P06730', 'Q13283')"
"('O15259', 'Q13444')"
"('Q15583', 'P01023')"
"('P62910', 'P61927')"
"('Q9Y271', 'P30679')"
"('P60228', 'O00303')"
"('Q14160', 'P78352')"
"('Q9BY41', 'Q93077')"
"('P39019', 'Q13573')"
"('P15498', 'Q9Y2R2')"
"('Q06787', 'Q13153')"
"('Q16891', 'Q9NVH1')"
"('P27482', 'Q9H0B3')"
"('Q9UMS4', 'Q13573')"
"('Q8WYR1', 'O14939')"
"('P53350', 'Q13625')"
"('Q96AH8', 'Q6PEY2')"
"('O95182', 'O00217')"
"('P08754', 'O95622')"
"('Q16531', 'Q9UKV8')"
"('O14543', 'O15530')"
"('P42336', 'Q13393')"
"('Q96AG4', 'P00533')"
"('P31943', 'P17844')"
"('P32121', 'P25024')"
"('P17612', 'O60262')"
"('Q15286', 'P60709')"
"('Q96B02', 'Q8N8N0')"
"('Q9BRP4', 'P62195')"
"('P49792', 'P46937')"
"('P27986', 'Q06187')"
"('Q86U86', 'Q12824')"
"('P62877', 'Q9H211')"
"('O60262', 'P27361')"
"('Q9BY11', 'P42858')"
"('P01106', 'O15042')"
"('Q9H1C4', 'Q7L8L6')"
"('Q5T5U3', 'P60953')"
"('Q13200', 'Q9UMX0')"
"('P56134', 'P04632')"
"('Q04206', 'P01579')"
"('Q9P0M6', 'Q99880')"
"('P51693', 'Q9BVJ6')"
"('P51617', 'Q99836')"
"('Q9Y616', 'O43187')"
"('Q15306', 'O00767')"
"('Q9HCS7', 'P19387')"
"('Q12986', 'P51991')"
"('Q8TAX7', 'O15230')"
"('Q9NPF7', 'Q99062')"
"('P62333', 'P62195')"
"('Q9Y600', 'Q16637')"
"('P16220', 'Q7Z3K6')"
"('P01106', 'O43312')"
"('Q9Y2X0', 'P28702')"
"('Q9UIA9', 'P49790')"
"('Q71F56', 'Q9NPJ6')"
"('P84022', 'Q8TEW0')"
"('P03915', 'P03905')"
"('O14818', 'P30480')"
"('Q9NRJ4', 'P12931')"
"('P18859', 'Q9NTG7')"
"('P35626', 'Q8NGT5')"
"('Q05193', 'P04156')"
"('P07948', 'P35222')"
"('P62847', 'Q00653')"
"('Q03113', 'P61586')"
"('P22392', 'P18146')"
"('Q9H7D0', 'P50991')"
"('Q9NZT1', 'P35228')"
"('P13010', 'Q14103')"
"('O75964', 'Q15714')"
"('P06241', 'Q9Y4K3')"
"('Q53ET0', 'P05108')"
"('Q6ZUM4', 'Q7L0Q8')"
"('Q9NY93', 'P62750')"
"('P13637', 'Q86UA1')"
"('P63104', 'Q9Y224')"
"('Q9ULU4', 'O95405')"
"('Q9UKV8', 'Q9UHI6')"
"('Q99459', 'O60264')"
"('O14512', 'P17181')"
"('P61981', 'P38919')"
"('Q9NYU2', 'P30450')"
"('P27986', 'P10114')"
"('Q15369', 'Q04206')"
"('Q9NRR5', 'P78356')"
"('Q15291', 'Q99880')"
"('P22061', 'Q13177')"
"('Q14469', 'P02743')"
"('Q16254', 'Q96B26')"
"('P62987', 'P62750')"
"('Q9UGT4', 'P09382')"
"('P25940', 'Q13683')"
"('Q6STE5', 'Q92925')"
"('O14543', 'O43318')"
"('O94875', 'Q8WX93')"
"('Q6ZVM7', 'Q13571')"
"('Q92900', 'O95793')"
"('P19338', 'Q13464')"
"('P41235', 'P22680')"
"('P30480', 'P24752')"
"('P78527', 'P31751')"
"('O15239', 'O95299')"
"('P21673', 'P04637')"
"('O15511', 'P42768')"
"('P17947', 'P07332')"
"('Q00005', 'Q14289')"
"('P51571', 'O14908')"
"('407040', 'Q02750')"
"('Q5JVS0', 'Q04759')"
"('P01567', 'P48357')"
"('P26006', 'P26012')"
"('P38398', 'Q8NFD5')"
"('P46777', 'P62917')"
"('P53779', 'O43524')"
"('P55075', 'P10721')"
"('P20226', 'P01574')"
"('Q8N8Z6', 'P30101')"
"('P16870', 'P27694')"
"('P98175', 'P05455')"
"('Q7Z6G8', 'Q15303')"
"('Q13535', 'Q9NS91')"
"('P41279', 'O14920')"
"('Q15691', 'P01889')"
"('Q9UBC1', 'Q9H9J2')"
"('Q9UGI9', 'Q12778')"
"('Q9UBC5', 'O60264')"
"('P62993', 'Q6WCQ1')"
"('Q9NZN4', 'P63010')"
"('Q92752', 'P08648')"
"('P28288', 'O14832')"
"('P62140', 'O43889')"
"('P38936', 'P28749')"
"('P35638', 'O15525')"
"('P04406', 'P50453')"
"('Q9UBS8', 'Q13404')"
"('P62280', 'P60866')"
"('Q08117', 'P29083')"
"('Q9Y3A3', 'Q8WZ74')"
"('Q9BPU6', 'Q14117')"
"('Q04864', 'P32519')"
"('P35222', 'Q96QZ7')"
"('O14933', 'Q9ULV8')"
"('Q9Y4A5', 'Q9Y605')"
"('Q9NV56', 'Q13315')"
"('P62380', 'O60664')"
"('P08100', 'P62873')"
"('P26358', 'Q6BDS2')"
"('P63279', 'Q9UBE0')"
"('O95059', 'P43246')"
"('P58753', 'Q9NWZ3')"
"('Q99469', 'P02545')"
"('P63104', 'O75077')"
"('P25100', 'P29992')"
"('P32121', 'Q9Y585')"
"('O14908', 'Q01995')"
"('Q5VWQ8', 'Q07889')"
"('Q6P1L5', 'P31947')"
"('Q13642', 'Q9Y478')"
"('Q14686', 'Q9C005')"
"('P54257', 'Q14055')"
"('Q92922', 'P38936')"
"('Q9BQA5', 'Q12933')"
"('Q9UHI7', 'P62993')"
"('Q16611', 'P55957')"
"('P42229', 'Q9NRG1')"
"('P01106', 'Q92616')"
"('Q8IY92', 'Q14166')"
"('P12931', 'P47712')"
"('O00255', 'Q9UBL3')"
"('O00470', 'Q92793')"
"('O14610', 'P53779')"
"('Q13432', 'P18754')"
"('P26651', 'P31946')"
"('P48730', 'Q96B18')"
"('P49888', 'P04637')"
"('P33076', 'Q92793')"
"('Q8N8V2', 'P21673')"
"('P12318', 'B5ME96')"
"('Q96JB5', 'P01876')"
"('P27540', 'P13984')"
"('Q06830', 'Q00005')"
"('Q92731', 'Q9GZR2')"
"('P09874', 'P06899')"
"('Q9HBY0', 'P14780')"
"('P15559', 'Q9UK53')"
"('P59768', 'Q16539')"
"('O75909', 'Q9HBU1')"
"('Q7Z5Y6', 'O00238')"
"('P35557', 'Q92934')"
"('Q13535', 'P25205')"
"('P62993', 'Q8WXR4')"
"('P30153', 'P23443')"
"('P30926', 'O60674')"
"('P14672', 'P63279')"
"('Q9ULC4', 'Q9UIK4')"
"('P18084', 'P41231')"
"('P35968', 'Q01970')"
"('Q9Y6Q9', 'P02768')"
"('Q8NI08', 'Q9H0R8')"
"('P60520', 'P15170')"
"('Q8IUQ4', 'Q9H9Q2')"
"('P67775', 'P41743')"
"('Q8IZH2', 'P00338')"
"('O43298', 'Q9H8Y8')"
"('P28221', 'P21453')"
"('P01241', 'P40238')"
"('Q969K3', 'Q969M7')"
"('O60381', 'O75830')"
"('Q13237', 'Q99941')"
"('Q6UVK1', 'P62837')"
"('Q9Y692', 'Q8TAD8')"
"('P35606', 'P01106')"
"('P42574', 'Q7Z434')"
"('P62826', 'Q8IY92')"
"('Q15796', 'Q16254')"
"('Q9NRR5', 'Q9UM22')"
"('Q9H2K8', 'Q12933')"
"('Q13137', 'Q86VP1')"
"('Q6IQ55', 'Q5TCY1')"
"('Q96B02', 'Q86UW7')"
"('P35442', 'O75578')"
"('O96013', 'O14733')"
"('P35626', 'Q8NGP8')"
"('P22612', 'P35498')"
"('Q9P0K7', 'Q9Y572')"
"('Q06190', 'P28749')"
"('Q13573', 'P53350')"
"('Q9HBW0', 'P41182')"
"('Q9Y3R0', 'P07288')"
"('Q9NTG7', 'P50542')"
"('Q13535', 'Q8WWQ0')"
"('P54727', 'Q13148')"
"('O60739', 'P34897')"
"('Q9P2D1', 'Q9NPI1')"
"('P78537', 'Q6QNY0')"
"('P01225', 'P16473')"
"('P19022', 'Q15262')"
"('P10828', 'O15379')"
"('Q05193', 'P12931')"
"('P19387', 'O95402')"
"('Q05086', 'P55854')"
"('Q8NFH3', 'P52948')"
"('Q13191', 'P62993')"
"('Q8WYA6', 'P41223')"
"('Q14596', 'Q99689')"
"('P19838', 'P60660')"
"('P27482', 'P01116')"
"('Q9C000', 'Q13635')"
"('P60709', 'P04183')"
"('P53675', 'P19438')"
"('Q13131', 'P35558')"
"('P67870', 'Q02575')"
"('Q9NPP4', 'Q9Y239')"
"('P01100', 'P40763')"
"('Q86YP4', 'Q9UBB5')"
"('O75175', 'Q99459')"
"('P01857', 'P07288')"
"('P01127', 'P10721')"
"('P62993', 'Q8N5U6')"
"('P25942', 'P27797')"
"('Q9UBC1', 'P82650')"
"('Q8N5F7', 'Q15366')"
"('Q96S59', 'P10275')"
"('Q5VYV7', 'Q9UBW8')"
"('P49674', 'Q9H6R7')"
"('Q15714', 'P46777')"
"('Q15811', 'Q99962')"
"('O95999', 'P58876')"
"('Q9NWA0', 'P10809')"
"('O95467', 'P47712')"
"('Q401N2', 'Q9HBE1')"
"('Q12906', 'Q01085')"
"('O95997', 'Q14674')"
"('Q14738', 'O95072')"
"('Q8WXA9', 'Q16629')"
"('P62917', 'P30050')"
"('P48443', 'Q9UHV7')"
"('P36873', 'P04637')"
"('Q9HAW0', 'Q9P031')"
"('P36897', 'Q96D21')"
"('Q15172', 'P54289')"
"('Q99880', 'Q13547')"
"('Q15393', 'Q9UKV8')"
"('P62899', 'P05387')"
"('P01116', 'P01100')"
"('P06241', 'P48023')"
"('Q9HCB6', 'Q8NEU8')"
"('P51532', 'O94805')"
"('P29353', 'Q99459')"
"('P12980', 'Q96SQ7')"
"('P01833', 'P13501')"
"('P46459', 'P60228')"
"('P60866', 'Q99558')"
"('Q00978', 'P35228')"
"('P16157', 'P16070')"
"('P0CG48', 'Q16342')"
"('P05412', 'Q9UPN3')"
"('P13500', 'P19838')"
"('Q07352', 'P68402')"
"('Q5T3J3', 'P49888')"
"('Q04771', 'P84022')"
"('P29372', 'P54727')"
"('Q9H4B4', 'P05412')"
"('Q9NR55', 'P53567')"
"('Q9NVP2', 'P63279')"
"('O60711', 'P48059')"
"('Q16537', 'P62714')"
"('P35626', 'Q8NG95')"
"('P20073', 'Q7L5N1')"
"('P50238', 'P54257')"
"('P02775', 'P25025')"
"('O15297', 'Q16539')"
"('Q92630', 'P13807')"
"('406933', 'P37275')"
"('Q9NYJ8', 'P17858')"
"('P62424', 'P46777')"
"('Q71UI9', 'P0C1H6')"
"('P08069', 'Q13191')"
"('P36897', 'P84022')"
"('P17706', 'P35968')"
"('P17844', 'Q13077')"
"('Q9Y2T1', 'O14641')"
"('P17693', 'Q8NHL6')"
"('Q9NR30', 'P82930')"
"('P20396', 'P12980')"
"('Q68E01', 'Q13573')"
"('Q99547', 'Q5T3J3')"
"('Q02543', 'Q07912')"
"('Q15047', 'Q96RU7')"
"('P62993', 'Q13045')"
"('Q13526', 'Q7Z5J4')"
"('Q9UPY6', 'Q9UQB8')"
"('P11021', 'Q9P0V3')"
"('P67870', 'Q9GZL7')"
"('Q01201', 'P51532')"
"('P17844', 'O43318')"
"('Q9NPF5', 'Q9Y265')"
"('P01562', 'Q8IU57')"
"('Q8N2Z9', 'Q14469')"
"('Q9Y230', 'O60232')"
"('P23470', 'P35590')"
"('P01891', 'Q93084')"
"('O60934', 'Q14676')"
"('Q14164', 'Q9UKR5')"
"('Q9H4A3', 'Q8NDV7')"
"('Q99459', 'Q9Y4E5')"
"('P06132', 'P08670')"
"('Q07817', 'Q9HC38')"
"('Q9ULK4', 'Q15648')"
"('O15287', 'P51587')"
"('P68400', 'P11387')"
"('P01112', 'P55196')"
"('O75150', 'P04637')"
"('Q15653', 'Q13576')"
"('P57075', 'P0CG48')"
"('Q08211', 'Q86V81')"
"('O14980', 'Q9HCE7')"
"('Q13547', 'O00422')"
"('Q14738', 'Q86YF9')"
"('Q9Y4A5', 'P62805')"
"('P28482', 'P22736')"
"('P62316', 'Q9HCK5')"
"('Q96L14', 'Q8TAP4')"
"('P00519', 'Q9NRJ4')"
"('P51991', 'P26599')"
"('Q13526', 'P30260')"
"('O75508', 'P78369')"
"('Q16778', 'Q99878')"
"('Q9BYG4', 'Q96L34')"
"('O95467', 'P50150')"
"('Q86XK2', 'P61604')"
"('P63218', 'O00459')"
"('P18077', 'P46777')"
"('Q02363', 'Q13432')"
"('P46940', 'Q9H0W8')"
"('P28482', 'Q15418')"
"('Q9NYI0', 'P18146')"
"('Q13573', 'P23246')"
"('P40337', 'Q9UQN3')"
"('P22736', 'P29590')"
"('O15360', 'Q8IYD8')"
"('O95685', 'O96017')"
"('O94989', 'Q9H6J7')"
"('P13984', 'P01100')"
"('Q9H422', 'P15104')"
"('P03372', 'P05412')"
"('P25098', 'P13945')"
"('O95644', 'P04141')"
"('Q9NSB8', 'Q16643')"
"('Q9UGT4', 'Q9NYU2')"
"('P49368', 'P01106')"
"('P34969', 'P63215')"
"('Q969H0', 'P24864')"
"('Q99832', 'Q15257')"
"('Q9H8T0', 'Q9UJC3')"
"('Q99829', 'P63104')"
"('P25445', 'Q96IZ0')"
"('Q04864', 'Q01201')"
"('Q7L523', 'Q9NQL2')"
"('P01889', 'P43487')"
"('O14879', 'Q05D60')"
"('Q99708', 'P06400')"
"('P34932', 'O95084')"
"('Q9UKT7', 'Q13616')"
"('Q8TDR0', 'Q13885')"
"('P02768', 'Q9UBP0')"
"('P01133', 'P29317')"
"('P46663', 'P50148')"
"('Q9H0E2', 'O00206')"
"('Q15796', 'Q9H0M0')"
"('Q15653', 'P62979')"
"('P48065', 'P18146')"
"('Q9H936', 'Q9UNM6')"
"('P63165', 'Q92786')"
"('P36897', 'Q9NSN8')"
"('Q9H205', 'P38405')"
"('P62879', 'Q16539')"
"('P30480', 'Q9Y295')"
"('P08727', 'Q9NYB9')"
"('P46060', 'Q99459')"
"('Q9UKT8', 'Q13616')"
"('P18074', 'P19447')"
"('Q16665', 'P41227')"
"('P62263', 'P01889')"
"('A8MVU1', 'P67870')"
"('Q8TD19', 'Q08945')"
"('P53420', 'P13612')"
"('P33992', 'Q14566')"
"('Q6SZW1', 'Q6ZNB6')"
"('O43707', 'Q13813')"
"('O14980', 'P04406')"
"('Q9H816', 'P49959')"
"('P41595', 'Q13424')"
"('O15131', 'P39687')"
"('O60739', 'Q9BSL1')"
"('P35579', 'O00255')"
"('Q96QT4', 'P35579')"
"('P32121', 'P30153')"
"('P30291', 'Q9UKB1')"
"('P04222', 'P12004')"
"('P63279', 'Q7Z419')"
"('P35222', 'P27986')"
"('P63261', 'Q9BZW7')"
"('P62993', 'Q2TAY7')"
"('P27348', 'Q92934')"
"('O43524', 'Q13315')"
"('Q14209', 'Q7L590')"
"('Q05209', 'Q05397')"
"('O14879', 'P09914')"
"('P62993', 'Q05682')"
"('Q8IWF2', 'Q8IXB1')"
"('Q02543', 'Q9UNX3')"
"('P24941', 'P51610')"
"('P35968', 'Q9NP31')"
"('Q9BTW9', 'O15198')"
"('O60763', 'Q06547')"
"('P42338', 'O00329')"
"('P04183', 'Q8NFF5')"
"('Q9UKV5', 'Q9Y2X8')"
"('Q9Y5X3', 'Q16543')"
"('P16473', 'P27824')"
"('Q9C005', 'Q9Y5Z7')"
"('P35268', 'P62987')"
"('P49841', 'P10070')"
"('Q04759', 'Q8IV61')"
"('P27797', 'P78545')"
"('Q01094', 'Q13490')"
"('P55085', 'P22681')"
"('O15117', 'Q9UI08')"
"('P02746', 'P02745')"
"('Q9BV47', 'P39656')"
"('O95208', 'P08069')"
"('O60663', 'O00505')"
"('O60383', 'O00231')"
"('P60842', 'Q9H074')"
"('Q13573', 'Q14978')"
"('O60762', 'O94777')"
"('Q8NCM8', 'Q9BQE3')"
"('P12956', 'Q13426')"
"('Q99961', 'Q9UQ16')"
"('P61968', 'Q16531')"
"('Q9UHD2', 'O60641')"
"('Q8IY92', 'P53007')"
"('Q9H0H5', 'P68366')"
"('Q9BQ52', 'Q9UHX1')"
"('Q9HCE7', 'O14526')"
"('Q16594', 'Q14919')"
"('Q08209', 'P54578')"
"('Q9UPX8', 'P16333')"
"('O00165', 'P18146')"
"('Q92878', 'Q92830')"
"('Q9P0T4', 'Q9BRK4')"
"('P01106', 'O95376')"
"('P10914', 'P04150')"
"('Q15477', 'Q01780')"
"('Q16539', 'P21333')"
"('P20248', 'Q09472')"
"('Q9Y5X1', 'P0CG48')"
"('Q9NZT1', 'Q9Y5V3')"
"('P55157', 'P50570')"
"('Q15834', 'P15622')"
"('P78329', 'P12931')"
"('P58012', 'Q9UBK2')"
"('Q53T94', 'Q9GZS1')"
"('P16298', 'Q14934')"
"('Q9HC24', 'P04745')"
"('P26640', 'P19532')"
"('Q502X0', 'Q92796')"
"('Q8N1C3', 'P46459')"
"('Q9H9G7', 'Q01082')"
"('Q99677', 'P84996')"
"('Q9H251', 'O00159')"
"('Q03181', 'Q8WUI4')"
"('O14757', 'O15111')"
"('O15534', 'O00327')"
"('Q9HBE4', 'Q969J5')"
"('P11233', 'Q13393')"
"('Q9UBL3', 'P08047')"
"('Q9NVD7', 'P05556')"
"('Q9UKL4', 'Q07157')"
"('P22314', 'Q16594')"
"('P56539', 'P18084')"
"('Q9BX67', 'Q9Y624')"
"('P21860', 'O43374')"
"('P28066', 'P25788')"
"('P12931', 'Q9NQ76')"
"('P63279', 'P19419')"
"('P43360', 'Q13617')"
"('Q9Y2H0', 'P62979')"
"('P18848', 'Q16534')"
"('P29692', 'P56537')"
"('Q9Y243', 'Q92574')"
"('Q9Y4K3', 'P08581')"
"('O95400', 'Q9Y620')"
"('Q13247', 'Q15366')"
"('P51452', 'P53778')"
"('Q13362', 'O60359')"
"('P54727', 'O76080')"
"('P16220', 'Q7RTR2')"
"('Q15819', 'O60739')"
"('P51991', 'P38159')"
"('O14544', 'Q01113')"
"('P62979', 'P55036')"
"('P45985', 'O15264')"
"('P27695', 'P18146')"
"('O75400', 'Q9NYV4')"
"('P13637', 'O00168')"
"('P35637', 'Q99873')"
"('P61353', 'P05387')"
"('Q13485', 'P08047')"
"('Q99459', 'Q9UPT5')"
"('Q13064', 'Q9Y2X8')"
"('Q15181', 'Q16082')"
"('Q9NPF5', 'O95619')"
"('Q02543', 'P62891')"
"('P51116', 'Q7Z6G3')"
"('Q96B18', 'Q02156')"
"('Q7KZI7', 'O14640')"
"('Q92890', 'Q8IVF5')"
"('Q9H1C0', 'P63215')"
"('Q13228', 'Q9Y3C7')"
"('P26367', 'O15162')"
"('Q5JQF8', 'Q96EP5')"
"('Q9P0U4', 'P20226')"
"('Q14686', 'Q00613')"
"('Q14164', 'Q9Y3E5')"
"('A4D0S4', 'P26010')"
"('Q9UQ35', 'Q16611')"
"('Q16890', 'Q9NRH1')"
"('P29322', 'P20936')"
"('Q13585', 'P02795')"
"('Q13546', 'Q13158')"
"('Q9UBS0', 'P23588')"
"('Q6UN15', 'P49841')"
"('Q9UBB5', 'Q92769')"
"('P0C1H6', 'O75367')"
"('P05387', 'P30050')"
"('P35442', 'P08514')"
"('P22612', 'P42263')"
"('P67870', 'O60502')"
"('Q9HBU1', 'Q07021')"
"('Q14103', 'P31483')"
"('P26006', 'Q13797')"
"('Q8N5C8', 'P49116')"
"('Q14773', 'P20702')"
"('P63096', 'Q8NFM4')"
"('P56524', 'Q8N257')"
"('Q8N5A5', 'O95983')"
"('P35226', 'Q8N488')"
"('Q12791', 'O95180')"
"('P13378', 'P20073')"
"('Q15223', 'P12931')"
"('Q9P0U3', 'Q13263')"
"('Q9Y4K4', 'P46108')"
"('O14508', 'O14654')"
"('P52333', 'P48736')"
"('Q9Y2V2', 'Q16637')"
"('O75478', 'Q16594')"
"('Q9NY61', 'O95751')"
"('P62633', 'O76021')"
"('Q13546', 'O14920')"
"('O43318', 'P98082')"
"('P84243', 'P62805')"
"('P49746', 'O75578')"
"('O14924', 'P26010')"
"('Q92922', 'Q86U86')"
"('P04216', 'Q13017')"
"('P62258', 'Q15365')"
"('Q9BY41', 'P0C0S5')"
"('P62158', 'Q9UKE5')"
"('Q9BWN1', 'P45973')"
"('P06400', 'P01100')"
"('O96019', 'P16104')"
"('Q13451', 'Q13233')"
"('P04626', 'P06493')"
"('Q9UQ26', 'P06241')"
"('P01889', 'Q8TAF3')"
"('Q9Y620', 'Q9UK33')"
"('P08670', 'Q9P2H0')"
"('P46778', 'P62424')"
"('Q9UII5', 'Q9H422')"
"('Q15714', 'Q9HAV4')"
"('Q9C075', 'P25054')"
"('Q15796', 'P10644')"
"('O43741', 'P54619')"
"('O75340', 'P13569')"
"('P12931', 'P46527')"
"('P27540', 'P09601')"
"('P62987', 'Q9UNX3')"
"('O43312', 'P23468')"
"('O75964', 'Q14197')"
"('Q15365', 'Q13427')"
"('Q12840', 'P42261')"
"('Q99750', 'Q9NX55')"
"('Q96PM9', 'P61077')"
"('P08138', 'O43187')"
"('P84022', 'Q9NRA8')"
"('Q9Y265', 'Q9Y4K3')"
"('P22694', 'Q13733')"
"('O60885', 'O60563')"
"('Q96RJ3', 'Q13077')"
"('Q9UNE7', 'Q13485')"
"('P30519', 'Q7L5N1')"
"('Q02080', 'Q13469')"
"('Q16665', 'Q9UNS2')"
"('O75533', 'O15379')"
"('Q14695', 'P04843')"
"('Q8TDY2', 'Q9BWU1')"
"('Q9GZY0', 'P78406')"
"('Q9NX70', 'P24863')"
"('Q14790', 'Q92844')"
"('Q14938', 'P22670')"
"('Q00839', 'Q15843')"
"('P16220', 'Q8TB45')"
"('Q9H9A7', 'Q13156')"
"('Q15363', 'P01889')"
"('P23258', 'Q6PEY2')"
"('P19338', 'P04150')"
"('Q05655', 'Q16236')"
"('Q6XUX3', 'P61086')"
"('Q8WV28', 'Q9UKW4')"
"('Q9Y478', 'Q04941')"
"('P52597', 'Q15365')"
"('P03901', 'O96000')"
"('P30559', 'Q06432')"
"('Q15797', 'Q9UGU0')"
"('P01106', 'Q15011')"
"('O15552', 'P04899')"
"('O95059', 'Q96N67')"
"('Q13573', 'P11021')"
"('Q6IBS0', 'Q9NSB4')"
"('P12931', 'P42224')"
"('P35346', 'Q5T2W1')"
"('Q16254', 'P09884')"
"('P08107', 'P61981')"
"('O43623', 'Q7RTT5')"
"('P26373', 'P19174')"
"('Q13191', 'Q9BXL7')"
"('P06239', 'P29350')"
"('Q99417', 'Q8TBZ2')"
"('P63261', 'P12883')"
"('Q01844', 'P43005')"
"('Q9Y5N6', 'P33993')"
"('Q14168', 'Q99459')"
"('Q9Y3Q8', 'P51116')"
"('Q16890', 'Q13547')"
"('Q8IUQ4', 'P08247')"
"('P10720', 'P51677')"
"('P50750', 'Q99459')"
"('P63211', 'Q13972')"
"('A7MCY6', 'O75147')"
"('P55072', 'P68543')"
"('Q04917', 'Q13105')"
"('Q96RP9', 'Q8IY92')"
"('P06241', 'P01112')"
"('Q14566', 'Q9UBD5')"
"('P14649', 'Q9Y572')"
"('Q9H0C5', 'Q9BX70')"
"('P78368', 'P18846')"
"('O43390', 'Q8IX12')"
"('O14508', 'P26951')"
"('Q8NGI4', 'P38405')"
"('P46531', 'Q06330')"
