negatives
"('Q6ZW49', 'Q92878')"
"('O75144', 'P10747')"
"('P05067', 'P36980')"
"('Q96IQ9', 'Q13522')"
"('Q9Y6K9', 'P0DP25')"
"('Q9BX70', 'P51681')"
"('O14561', 'P13804')"
"('P13612', 'P57087')"
"('Q8N392', 'P62745')"
"('Q9BRK4', 'Q9NVL8')"
"('P62993', 'Q14247')"
"('P82675', 'P51398')"
"('Q9NZV5', 'P62993')"
"('Q92614', 'Q9Y281')"
"('O43852', 'Q9UMR5')"
"('Q8N122', 'Q9Y3M2')"
"('Q5S007', 'Q8IU85')"
"('Q96CS3', 'Q13616')"
"('Q13546', 'O00429')"
"('P36402', 'Q15561')"
"('Q96A08', 'Q96KQ7')"
"('P18583', 'P61981')"
"('P07954', 'P21673')"
"('P37108', 'P57081')"
"('O95967', 'P37235')"
"('Q13064', 'Q8N715')"
"('P10412', 'P49916')"
"('P04150', 'Q9HD15')"
"('Q96AY2', 'Q96NY9')"
"('P54578', 'Q9BUN8')"
"('P01023', 'Q92956')"
"('Q9HC98', 'Q9H9E1')"
"('P31749', 'Q9C019')"
"('O94762', 'P19338')"
"('Q9NVU0', 'P18146')"
"('Q93052', 'P14866')"
"('Q9NRD1', 'O43529')"
"('P27482', 'Q9H0B3')"
"('Q92905', 'P35637')"
"('P78334', 'Q15111')"
"('P83916', 'P51608')"
"('Q15717', 'P32970')"
"('Q71U36', 'P50990')"
"('P34897', 'Q07955')"
"('Q9ULC4', 'P01889')"
"('P34931', 'Q9BUN5')"
"('Q13043', 'P23396')"
"('P19474', 'Q8IZW8')"
"('Q14683', 'O43488')"
"('P16333', 'P52757')"
"('P23508', 'O60729')"
"('P02794', 'P15313')"
"('P02545', 'P09874')"
"('Q9NVU7', 'O95478')"
"('P07437', 'Q13838')"
"('P62258', 'P49419')"
"('Q96EP1', 'P12004')"
"('O14907', 'Q6PI78')"
"('Q14204', 'Q96NL6')"
"('A1L4K1', 'Q8TD31')"
"('O76071', 'O76003')"
"('P05067', 'Q53T94')"
"('Q9H6D7', 'O75528')"
"('Q00987', 'Q9NUX5')"
"('Q00325', 'P27824')"
"('P37840', 'P46934')"
"('Q9Y4F5', 'Q14BN4')"
"('P22681', 'P68036')"
"('P60033', 'P18621')"
"('Q15796', 'Q8WXF1')"
"('Q9UBS8', 'P09651')"
"('Q12834', 'P78396')"
"('P21860', 'P49411')"
"('P52272', 'Q9UKM9')"
"('P68104', 'Q49AN0')"
"('O95168', 'Q9UI09')"
"('Q6ZN57', 'O15397')"
"('Q9HC35', 'Q8N0Z3')"
"('Q9H0Q3', 'Q5RL73')"
"('Q96L91', 'Q9H9S0')"
"('O14965', 'P46782')"
"('Q13042', 'Q9UJX4')"
"('P28562', 'P45984')"
"('P20073', 'P52742')"
"('O94973', 'Q10567')"
"('Q7L2J0', 'O00567')"
"('P54253', 'Q8IX01')"
"('Q16665', 'P42771')"
"('Q9HCY8', 'P31749')"
"('Q9UL46', 'O95817')"
"('Q9UGI0', 'Q6NYC8')"
"('P78337', 'P35548')"
"('P62873', 'Q99677')"
"('P62837', 'Q13618')"
"('P48788', 'Q92753')"
"('P12931', 'O95157')"
"('Q8IV63', 'Q6IBS0')"
"('P10301', 'O00459')"
"('P08237', 'Q9HCE1')"
"('O00422', 'Q9UL03')"
"('P54198', 'Q9NVP2')"
"('O75530', 'Q15366')"
"('P84022', 'Q9UQL6')"
"('Q9BYR2', 'Q5T753')"
"('Q96N11', 'Q75QN2')"
"('P07737', 'Q9Y5K5')"
"('P41145', 'O95166')"
"('P30419', 'Q13045')"
"('P18754', 'Q14974')"
"('P18124', 'P62841')"
"('P38398', 'P09874')"
"('P60866', 'Q5TC82')"
"('O96028', 'O15116')"
"('Q969G2', 'Q8N6N3')"
"('P35520', 'Q9NY65')"
"('P23497', 'Q9UER7')"
"('O43795', 'Q5S007')"
"('P07910', 'Q15648')"
"('P51148', 'Q6XUX3')"
"('Q15717', 'Q9NUJ7')"
"('Q8IWC1', 'Q96ST8')"
"('O15078', 'Q9H6J7')"
"('P26373', 'Q6R327')"
"('P13639', 'P62906')"
"('Q9BWH2', 'P34897')"
"('A6NKF1', 'P61964')"
"('Q8N556', 'Q9ULW0')"
"('Q8WVB6', 'P07900')"
"('Q58FF7', 'P07900')"
"('P16455', 'P22087')"
"('O96005', 'Q14197')"
"('Q96DF8', 'Q9UKT9')"
"('Q8IWB7', 'Q8IW50')"
"('Q9BSJ8', 'Q5T2D2')"
"('Q9NZT1', 'P01112')"
"('Q9UJU5', 'Q14919')"
"('Q9Y5J1', 'Q16666')"
"('Q9UQC2', 'Q38SD2')"
"('P52597', 'O75312')"
"('O00170', 'P48147')"
"('P12830', 'Q9NYL9')"
"('P68371', 'Q93034')"
"('P10912', 'Q9Y2R2')"
"('Q9UNE7', 'O95278')"
"('P04075', 'P07550')"
"('P84022', 'P46934')"
"('O43488', 'A8MQ03')"
"('Q66GS9', 'Q17RS7')"
"('P16220', 'Q9Y5N6')"
"('P30450', 'Q13635')"
"('O60496', 'P20936')"
"('Q9BXL5', 'P22314')"
"('Q9H0U3', 'P23284')"
"('P21281', 'P24928')"
"('P78318', 'O75340')"
"('P46926', 'O00625')"
"('Q9P2K3', 'Q53EZ4')"
"('O43889', 'Q96S97')"
"('Q16619', 'P31785')"
"('Q9H293', 'P56537')"
"('O95900', 'Q9NPE2')"
"('Q9UL54', 'Q9H2K2')"
"('P61952', 'Q08462')"
"('P54257', 'Q6NYC8')"
"('P13569', 'Q15599')"
"('Q5TC82', 'Q04637')"
"('P00747', 'Q96RI0')"
"('O94826', 'Q8IVT5')"
"('Q9UBG7', 'P50222')"
"('P12814', 'P63172')"
"('P22626', 'P31943')"
"('Q8N5R6', 'Q15834')"
"('Q9H813', 'Q6UWR7')"
"('O43314', 'Q09666')"
"('Q92542', 'Q08945')"
"('Q8N5D0', 'Q13619')"
"('Q9H0W5', 'O75147')"
"('P49588', 'P02751')"
"('Q9BWW4', 'Q9UBH0')"
"('Q12769', 'Q9NRI5')"
"('P0DML2', 'P48357')"
"('Q14247', 'O60216')"
"('P04181', 'Q09019')"
"('O76011', 'Q9P2W3')"
"('Q03431', 'Q96CN4')"
"('Q9H5H4', 'P49760')"
"('A6NHT5', 'Q8NB14')"
"('Q9BYJ0', 'P55061')"
"('P02771', 'P42574')"
"('P24941', 'P99999')"
"('Q02241', 'Q16666')"
"('Q53HC5', 'O43291')"
"('Q9Y223', 'Q9BQ66')"
"('P30101', 'Q9ULV4')"
"('Q13315', 'P07910')"
"('Q6NUS6', 'Q8IXB1')"
"('Q96NT1', 'P62993')"
"('P25788', 'Q96HZ7')"
"('P61088', 'P02751')"
"('Q13526', 'Q5T3J3')"
"('Q01082', 'P02549')"
"('Q13242', 'Q15428')"
"('P05067', 'P32942')"
"('Q6PCD5', 'Q5SW79')"
"('Q12830', 'Q9Y5L4')"
"('O00231', 'P62195')"
"('Q9H2X6', 'P0DMV8')"
"('O00505', 'P07910')"
"('P07996', 'P55036')"
"('P23193', 'Q8NCF5')"
"('Q9BXP5', 'P25788')"
"('P19320', 'O95372')"
"('Q01813', 'Q9H0W5')"
"('Q96DA0', 'Q08379')"
"('O00217', 'Q9Y512')"
"('Q9BY41', 'P62807')"
"('O15160', 'O15446')"
"('P19634', 'Q86X19')"
"('O15273', 'Q9BYV6')"
"('Q13405', 'Q9UKB1')"
"('P31749', 'Q969P0')"
"('C4AMC7', 'P06753')"
"('P19320', 'P10914')"
"('Q6NXT1', 'P51451')"
"('Q9P2B7', 'Q27J81')"
"('Q8WWB5', 'Q8N402')"
"('Q13561', 'Q8N6Y0')"
"('Q03164', 'Q16594')"
"('O95166', 'Q02543')"
"('P68133', 'P08670')"
"('P63165', 'P20591')"
"('P30038', 'P06744')"
"('P53350', 'Q96M86')"
"('Q13546', 'O75604')"
"('Q6I9Y2', 'P27694')"
"('Q15738', 'P55316')"
"('Q13568', 'Q13098')"
"('Q9Y5J5', 'P40938')"
"('P55039', 'Q96NL6')"
"('P48426', 'Q6P2Q9')"
"('O15265', 'Q08379')"
"('Q6NUS6', 'P16615')"
"('O00555', 'Q96CW1')"
"('P60900', 'Q16401')"
"('Q14676', 'Q96HS1')"
"('Q9BTL4', 'Q7Z4V5')"
"('P20339', 'Q9NQ11')"
"('Q96JM7', 'Q01094')"
"('Q07960', 'P15153')"
"('Q96NE9', 'Q99081')"
"('O15144', 'P15927')"
"('Q8WYP3', 'P20339')"
"('Q9BQ89', 'Q86SQ0')"
"('Q9Y2W2', 'Q92841')"
"('Q9NR50', 'P16150')"
"('Q15172', 'Q02641')"
"('P67870', 'Q9C0B0')"
"('P51648', 'O75964')"
"('Q9BUN8', 'O94966')"
"('P54646', 'Q5T686')"
"('Q8NDZ4', 'Q9UGM1')"
"('Q9H492', 'P82912')"
"('Q9Y2T1', 'Q13620')"
"('P84103', 'O60508')"
"('Q13813', 'Q9H9G7')"
"('P49841', 'Q9UKY1')"
"('Q16540', 'Q9UMX5')"
"('Q92805', 'P31321')"
"('P50150', 'P11229')"
"('Q13619', 'Q92905')"
"('Q9P0V3', 'Q9BWN1')"
"('P63104', 'P55196')"
"('P21860', 'Q07021')"
"('O95715', 'P51685')"
"('O76038', 'Q5TZA2')"
"('P50406', 'P50570')"
"('Q16695', 'Q9UKW4')"
"('Q6DD88', 'Q9NQC3')"
"('Q9BT73', 'P25787')"
"('P13929', 'P06744')"
"('Q14318', 'Q9Y3B7')"
"('Q9NRL3', 'Q9Y4P8')"
"('P32121', 'O75688')"
"('Q9BYE3', 'Q6L8G9')"
"('Q9Y4C8', 'Q9BSC4')"
"('Q9Y282', 'Q9BTX1')"
"('P49913', 'P08069')"
"('Q15311', 'O95782')"
"('Q16649', 'P01106')"
"('Q6NUN9', 'Q9NYL2')"
"('P01106', 'Q92841')"
"('Q69YN2', 'Q9Y5U2')"
"('P35408', 'P49768')"
"('P09651', 'Q9NPE2')"
"('O94782', 'Q9UM11')"
"('P78537', 'Q96NL6')"
"('Q14568', 'Q9H6T3')"
"('Q9P015', 'P15880')"
"('Q14582', 'P61244')"
"('P30291', 'Q01082')"
"('Q9BYV9', 'Q92993')"
"('P60409', 'Q9NP91')"
"('Q92888', 'P40123')"
"('Q8NCY6', 'Q15311')"
"('Q8NFH5', 'P78406')"
"('Q6ICG6', 'Q96QF0')"
"('Q09028', 'Q9NRD1')"
"('P60033', 'Q02539')"
"('P05412', 'Q9BVJ6')"
"('Q15477', 'P27635')"
"('Q9H1B7', 'Q7Z5L9')"
"('P15918', 'Q13619')"
"('Q15022', 'Q9NZJ5')"
"('P20339', 'P62834')"
"('Q9GZV4', 'Q9Y3D0')"
"('Q9BZE1', 'Q8IXM3')"
"('Q9BX40', 'Q12988')"
"('Q9UQ80', 'O00716')"
"('P04637', 'Q96K58')"
"('Q6NYC8', 'P46940')"
"('O15144', 'Q9C0B0')"
"('Q02880', 'Q8N0Z3')"
"('Q16666', 'Q15397')"
"('P18146', 'P15408')"
"('Q16706', 'P07384')"
"('Q9H7D0', 'Q7L0Q8')"
"('P43405', 'P21854')"
"('P55283', 'P63279')"
"('Q6NYC8', 'Q96IK5')"
"('O43765', 'Q9UKJ8')"
"('P00390', 'P05161')"
"('Q8IXZ2', 'Q9Y4C8')"
"('O14617', 'Q9HC77')"
"('P07195', 'P08754')"
"('P27635', 'P98179')"
"('P26371', 'O96014')"
"('Q9Y383', 'Q5TC82')"
"('P31153', 'O00422')"
"('Q9NZV7', 'Q9BWG6')"
"('Q8IUQ4', 'Q01196')"
"('Q08999', 'Q96GY3')"
"('P15153', 'P60709')"
"('Q96RK1', 'Q92754')"
"('Q13315', 'Q9UQ35')"
"('P10912', 'Q06124')"
"('O00444', 'O95613')"
"('P21802', 'Q07890')"
"('Q13291', 'Q9H583')"
"('P33992', 'Q9BZZ5')"
"('Q96LK0', 'Q5VT06')"
"('Q13535', 'Q9NY61')"
"('O75820', 'P12931')"
"('Q14643', 'Q13200')"
"('P03915', 'P17568')"
"('P62910', 'P39023')"
"('O43542', 'Q9Y5L4')"
"('P60520', 'Q14525')"
"('P28908', 'Q9BWF2')"
"('Q9P0L0', 'O75746')"
"('P34896', 'Q9UPT8')"
"('Q9H2X0', 'P60411')"
"('O15085', 'P19174')"
"('Q9UM11', 'Q9UBP4')"
"('P34947', 'P51681')"
"('P48058', 'O95758')"
"('P12931', 'Q14721')"
"('O75618', 'Q99574')"
"('Q15334', 'Q9Y5L4')"
"('P62993', 'Q8N9I9')"
"('Q92905', 'Q96A33')"
"('O94829', 'Q15269')"
"('Q14872', 'O60684')"
"('Q13418', 'O95816')"
"('Q9Y6Q9', 'Q92793')"
"('P01112', 'Q15036')"
"('Q02156', 'P35606')"
"('P17612', 'Q02750')"
"('P21359', 'Q08AD1')"
"('P13051', 'Q9Y4B6')"
"('P02649', 'P20036')"
"('Q969X6', 'Q99496')"
"('Q8N1G4', 'O95684')"
"('P49810', 'Q99767')"
"('Q9Y4G8', 'P0DMV9')"
"('O14556', 'Q8N635')"
"('O43143', 'Q07955')"
"('Q8IZD2', 'P24941')"
"('P60763', 'P19838')"
"('Q5JRA6', 'P49286')"
"('Q96CS3', 'Q9BTW9')"
"('P04049', 'Q00005')"
"('O00459', 'P05067')"
"('P62195', 'Q12974')"
"('Q9HB07', 'Q9NQW7')"
"('P22626', 'Q00839')"
"('O43609', 'O95817')"
"('Q9UBN7', 'P04908')"
"('P51149', 'Q3ZCM7')"
"('Q14331', 'O95758')"
"('P62140', 'P07355')"
"('Q8N5N7', 'Q9NX20')"
"('O60260', 'Q9UKM9')"
"('P24928', 'P46934')"
"('Q9Y4K3', 'Q86SQ7')"
"('Q86T82', 'O60216')"
"('P51668', 'Q969V5')"
"('Q70E73', 'Q8N8S7')"
"('Q92569', 'P10275')"
"('Q9NX14', 'P03923')"
"('Q9UHY8', 'Q9H8Y8')"
"('P61457', 'P11142')"
"('P01112', 'P00540')"
"('P37840', 'Q53QZ3')"
"('P49792', 'P20645')"
"('P02751', 'Q15582')"
"('O95644', 'Q12962')"
"('P02751', 'P68036')"
"('P15880', 'P62266')"
"('P51149', 'Q15904')"
"('Q6UX41', 'Q9UIQ6')"
"('Q9NW08', 'P05423')"
"('P25788', 'Q00653')"
"('Q14749', 'Q9BYR5')"
"('Q15834', 'O75901')"
"('P04083', 'P38159')"
"('Q9BYV2', 'O00560')"
"('Q9Y5Q8', 'Q8WUA4')"
"('Q00005', 'P17987')"
"('Q02878', 'P13639')"
"('P63244', 'Q9NR09')"
"('A8MXV4', 'P61916')"
"('O75044', 'Q7L804')"
"('P25942', 'Q96EP0')"
"('Q02878', 'Q504Q3')"
"('Q8TAA9', 'O43597')"
"('Q9GZT8', 'P10599')"
"('Q9UDW1', 'Q16795')"
"('Q9BTC8', 'P05412')"
"('Q96J01', 'P46939')"
"('P38405', 'Q5JWF2')"
"('Q14980', 'P55072')"
"('Q6UWR7', 'Q6ZN04')"
"('P08708', 'Q99496')"
"('P02768', 'P17301')"
"('Q8IWL3', 'A1L0T0')"
"('Q16543', 'O60938')"
"('Q13616', 'Q969T4')"
"('Q01968', 'P53675')"
"('Q8N2M8', 'Q15554')"
"('O75376', 'Q14802')"
"('P61077', 'Q9NQW7')"
"('P19320', 'P51991')"
"('P50222', 'Q06187')"
"('Q99729', 'P26368')"
"('O94760', 'Q9HCE1')"
"('O14950', 'P02751')"
"('P20618', 'Q99460')"
"('P52294', 'Q9P2P5')"
"('P53384', 'O43597')"
"('P06748', 'O76021')"
"('Q8IVT5', 'Q8TEH3')"
"('Q9NP61', 'Q6ZU80')"
"('O14503', 'O94955')"
"('P22626', 'Q8IYB3')"
"('Q9UBX2', 'P19338')"
"('Q9H2S5', 'Q15276')"
"('P06753', 'Q14999')"
"('Q9HC77', 'P53350')"
"('P49662', 'P98170')"
"('Q96P20', 'Q68EM7')"
"('P08134', 'Q9Y4K3')"
"('O14908', 'P11166')"
"('P15735', 'Q7Z460')"
"('Q9UKZ1', 'Q9ULM6')"
"('Q96DB2', 'P0C0S5')"
"('Q6DD88', 'Q7L8L6')"
"('P01583', 'O00165')"
"('Q9BSW7', 'Q8NHQ1')"
"('P11802', 'P35251')"
"('Q15797', 'P17844')"
"('P35269', 'O00159')"
"('P03372', 'Q9HAV0')"
"('Q12829', 'Q96NW4')"
"('Q13191', 'Q14289')"
"('P51668', 'Q9NVW2')"
"('P61019', 'P27694')"
"('Q99683', 'P0DMV8')"
"('O15145', 'P46379')"
"('P62829', 'Q86VP6')"
"('P49675', 'P80303')"
"('Q9NVN3', 'Q9BZP6')"
"('Q9H0I2', 'P59990')"
"('Q9BYR5', 'Q96HA8')"
"('P36873', 'Q9NP77')"
"('O00233', 'Q9UNM6')"
"('Q05655', 'P53779')"
"('P54257', 'Q6P1J9')"
"('Q9Y297', 'Q9HCE7')"
"('Q86TJ2', 'Q9Y6J9')"
"('Q9UHD9', 'Q93008')"
"('Q9H160', 'Q9H7L9')"
"('Q3LI66', 'Q8IZ20')"
"('Q9NYZ3', 'P47755')"
"('Q9NYZ3', 'Q6P3W7')"
"('Q9BVT8', 'Q92838')"
"('O15164', 'Q13185')"
"('P01106', 'P49903')"
"('P49736', 'P07384')"
"('P42704', 'Q70CQ1')"
"('Q07866', 'P53618')"
"('O00391', 'O95274')"
"('Q9NQW6', 'Q9UPQ0')"
"('Q08AM6', 'Q8WWZ8')"
"('Q13617', 'P36639')"
"('O43189', 'P12956')"
"('P60953', 'Q09666')"
"('Q15019', 'Q9UQ35')"
"('Q96D03', 'Q9HBI0')"
"('P27635', 'P08579')"
"('Q96K37', 'Q9P2P5')"
"('P07948', 'Q9NWQ8')"
"('P06493', 'Q9UPT9')"
"('P21673', 'Q9Y2A0')"
"('P11940', 'P68871')"
"('P36542', 'P19838')"
"('Q6NVY1', 'Q9H1B7')"
"('P04899', 'P08754')"
"('Q9Y5M8', 'Q9H0W5')"
"('Q9H5Z6', 'Q9H257')"
"('Q02363', 'Q6P5X5')"
"('P20823', 'Q9Y5W7')"
"('Q86V48', 'Q8N3V7')"
"('P13861', 'P55072')"
"('Q8NBZ0', 'O95379')"
"('Q92905', 'Q86YZ3')"
"('Q8N3C7', 'P18583')"
"('Q2NL82', 'Q96HE9')"
"('Q13618', 'Q14103')"
"('Q969M1', 'Q63HM1')"
"('Q04206', 'P38646')"
"('Q9Y2T1', 'Q9Y4X0')"
"('P62701', 'P27635')"
"('Q15717', 'Q504T8')"
"('Q9Y6M9', 'O95169')"
"('O00329', 'P12931')"
"('Q6W0C5', 'Q58EX7')"
"('Q8N7H5', 'O14646')"
"('Q9H5J0', 'Q07021')"
"('Q16633', 'Q3LI76')"
"('P25800', 'Q13895')"
"('Q9BYR9', 'P25490')"
"('O14964', 'Q9Y5V3')"
"('Q7Z6Z7', 'Q16526')"
"('Q9H0R8', 'P50991')"
"('O14907', 'P35222')"
"('Q9UBU9', 'O00273')"
"('P06241', 'P30273')"
"('O14862', 'O94776')"
"('Q9Y5P6', 'Q7L190')"
"('Q9H4M7', 'Q13131')"
"('Q8WZ42', 'Q14192')"
"('Q96KQ7', 'Q15208')"
"('Q15744', 'P49715')"
"('P48047', 'P54829')"
"('Q92841', 'Q15717')"
"('Q9Y2V7', 'Q96HB5')"
"('P24941', 'P61604')"
"('Q7Z419', 'Q504Q3')"
"('O00267', 'P68400')"
"('Q9UQP3', 'P08648')"
"('Q9NS69', 'Q15388')"
"('A6NEM1', 'P17661')"
"('Q32P28', 'Q13618')"
"('P62736', 'P25100')"
"('Q92616', 'P02751')"
"('Q9BYM8', 'Q9UK80')"
"('P50616', 'P52597')"
"('P62979', 'Q13148')"
"('Q02446', 'P86496')"
"('O00560', 'Q96DC9')"
"('P54289', 'Q00839')"
"('P17612', 'Q15617')"
"('P35268', 'P46776')"
"('O75665', 'P50749')"
"('Q5HYJ3', 'P60410')"
"('Q8IYS1', 'P78424')"
"('Q14849', 'O95292')"
"('O75689', 'Q02156')"
"('O60341', 'A5D8V7')"
"('Q00839', 'Q7Z478')"
"('Q9BSW7', 'P23508')"
"('Q13148', 'O75586')"
"('Q14789', 'Q969X5')"
"('Q6A162', 'P57086')"
"('Q9P0M2', 'Q9HAT0')"
"('Q8TEX9', 'P35520')"
"('P08238', 'O00141')"
"('O14936', 'Q12899')"
"('O43674', 'O96000')"
"('Q86X76', 'Q13948')"
"('Q8WWY3', 'O15360')"
"('P13196', 'Q17RB8')"
"('P43351', 'Q14191')"
"('Q92616', 'O00264')"
"('Q14994', 'Q09472')"
"('Q9HCE7', 'P82650')"
"('Q9UHB6', 'Q03001')"
"('O14920', 'Q16875')"
"('Q96RI0', 'Q14344')"
"('P81133', 'P07900')"
"('P23258', 'Q96SN8')"
"('Q9BWF3', 'Q9Y490')"
"('P61964', 'Q9NVX2')"
"('Q96AG4', 'P00519')"
"('Q9UPN7', 'Q9Y5M8')"
"('P20062', 'P22681')"
"('P48039', 'P49286')"
"('Q01130', 'O14579')"
"('P25098', 'Q8NH18')"
"('Q07812', 'Q5TC12')"
"('P08047', 'Q03518')"
"('Q9C0B0', 'P46937')"
"('Q96P70', 'Q99459')"
"('Q15038', 'Q9H8W4')"
"('Q16795', 'Q02221')"
"('P03372', 'Q05086')"
"('P08727', 'P63279')"
"('Q9BQG0', 'P25490')"
"('P00491', 'P49736')"
"('Q96CS3', 'P06576')"
"('P35080', 'P49736')"
"('Q9HAU5', 'O95985')"
"('P48745', 'P01308')"
"('A5D8V6', 'Q6NUQ1')"
"('Q9UK17', 'Q13885')"
"('P30480', 'P23526')"
"('O60341', 'Q9H9P5')"
"('Q9BSJ2', 'O94986')"
"('Q53HL2', 'Q02224')"
"('O60934', 'O95863')"
"('Q9BXB4', 'Q86VP6')"
"('Q04864', 'Q14847')"
"('Q13435', 'P62310')"
"('Q9Y3S1', 'O00141')"
"('Q9HCE7', 'Q96CS3')"
"('P62877', 'Q9BT78')"
"('Q16665', 'P50552')"
"('Q9UQN3', 'P15313')"
"('P62136', 'Q9P2H0')"
"('Q8IUI8', 'Q7L9L4')"
"('Q9UQC2', 'Q3MII6')"
"('P04637', 'Q8NC51')"
"('Q9Y2S7', 'O75208')"
"('O00401', 'O15116')"
"('Q9Y282', 'Q96GC9')"
"('Q15370', 'Q9H257')"
"('O14980', 'Q13286')"
"('P60033', 'P60903')"
"('P02647', 'Q9P1U0')"
"('Q15717', 'Q8IYB8')"
"('P52292', 'Q15020')"
"('P61086', 'Q9Y508')"
"('P05455', 'P08579')"
"('O00257', 'Q8N5Z5')"
"('P46940', 'P28290')"
"('Q9H1I8', 'P05386')"
"('P28482', 'Q92974')"
"('P11142', 'P10809')"
"('P04075', 'P13612')"
"('Q5TB80', 'Q92900')"
"('Q9H2G9', 'P49639')"
"('P35998', 'Q49AN0')"
"('Q92993', 'P29074')"
"('Q9UMR2', 'P17900')"
"('Q8N5H3', 'Q9HCE1')"
"('P41220', 'Q5JWF2')"
"('Q96MU7', 'Q5VWX1')"
"('Q9UGP4', 'Q96KS0')"
"('Q6A162', 'Q92993')"
"('P13804', 'Q9H0U4')"
"('Q9H7B4', 'Q16695')"
"('Q9NRD1', 'Q13510')"
"('P27694', 'Q8IZH2')"
"('Q15223', 'P55196')"
"('O43731', 'Q8WVE6')"
"('P54821', 'P51687')"
"('O14544', 'Q92628')"
"('Q9Y2G2', 'Q15750')"
"('P04792', 'Q04637')"
"('Q96HD9', 'O75928')"
"('Q9BVJ6', 'O00567')"
"('Q9Y2Y1', 'Q9UHW5')"
"('Q9Y266', 'Q9NUX5')"
"('Q8N1G4', 'Q92905')"
"('Q9BW60', 'O75832')"
"('P78317', 'Q9BWF2')"
"('P06241', 'Q24JP5')"
"('P31943', 'Q12905')"
"('P00533', 'Q07157')"
"('Q9NRC8', 'Q9Y5J1')"
"('P55854', 'P30533')"
"('P06733', 'O14746')"
"('Q9UBN7', 'Q13283')"
"('Q13616', 'P35968')"
"('Q7Z417', 'Q9BYR5')"
"('Q8IY95', 'P38606')"
"('Q9BZJ0', 'Q9BQ65')"
"('P22626', 'O95793')"
"('P49757', 'P09497')"
"('Q7Z4V5', 'Q8N3Z6')"
"('P14598', 'Q9C026')"
"('Q6A162', 'O43741')"
"('Q86VP6', 'P62306')"
"('Q04206', 'P01574')"
"('Q9NQW6', 'O15144')"
"('P06756', 'Q8IVS2')"
"('P18146', 'Q13126')"
"('Q9UBU9', 'Q99832')"
"('P27987', 'Q8NHQ1')"
"('Q9UKW4', 'Q9Y6Q6')"
"('Q8WW24', 'Q53EZ4')"
"('Q9UNH7', 'P05023')"
"('Q13469', 'Q7Z5L9')"
"('P11021', 'O43865')"
"('P22304', 'Q16635')"
"('Q15149', 'Q15691')"
"('Q9Y235', 'P01889')"
"('Q07020', 'Q9H0W5')"
"('O43242', 'Q6N069')"
"('P30480', 'O75694')"
"('P34947', 'Q6PKG0')"
"('Q92793', 'Q9HC77')"
"('O14879', 'P02649')"
"('Q96EY7', 'Q8N0Z3')"
"('Q9NPJ6', 'Q9BYG3')"
"('P17612', 'Q8NGN1')"
"('P04150', 'Q9P0K8')"
"('Q8TBB1', 'Q9BSH4')"
"('Q13618', 'Q96D09')"
"('Q5HYA8', 'P61019')"
"('P26196', 'O00141')"
"('Q92843', 'Q7L3V2')"
"('Q13315', 'Q15652')"
"('P42768', 'Q9NZM3')"
"('P11021', 'Q14790')"
"('Q9H0C8', 'P31415')"
"('P00519', 'O76081')"
"('P31948', 'Q49A88')"
"('Q8TAQ2', 'Q15717')"
"('Q9P2E9', 'Q12906')"
"('P17948', 'Q00722')"
"('Q9NR09', 'Q9UKX3')"
"('Q6N021', 'P15923')"
"('P26599', 'Q13151')"
"('A5PLL7', 'Q9BY32')"
"('Q8IUH5', 'Q9Y605')"
"('O75530', 'P62140')"
"('P34897', 'Q99653')"
"('Q9HCB6', 'A8MQ03')"
"('O14965', 'Q6PGQ7')"
"('Q8IY31', 'P37198')"
"('O14939', 'Q15121')"
"('Q9NRL3', 'P04629')"
"('Q15468', 'Q92540')"
"('P60410', 'Q9UFG5')"
"('P38398', 'O75952')"
"('Q15365', 'P48739')"
"('P02452', 'Q7Z624')"
"('Q00613', 'Q6ZUT9')"
"('P05129', 'Q9C035')"
"('P35453', 'Q9H334')"
"('P51681', 'P28066')"
"('Q8IWC1', 'O60308')"
"('Q9Y2S0', 'Q9GZS1')"
"('P60673', 'P68133')"
"('Q9UBU9', 'Q562E7')"
"('O43561', 'Q9Y4K3')"
"('Q9UPX8', 'P46108')"
"('Q6IQ23', 'Q16637')"
"('P84095', 'Q16584')"
"('P31152', 'P35568')"
"('Q6UXL0', 'P11362')"
"('P52888', 'Q99547')"
"('P05141', 'Q9UL18')"
"('P31943', 'Q9GZQ8')"
"('A8MQ03', 'P05362')"
"('P09237', 'O15263')"
"('P13500', 'P51684')"
"('P43307', 'P04629')"
"('Q9Y2X3', 'P27635')"
"('Q3SY00', 'P78358')"
"('O75146', 'P13612')"
"('O60566', 'P09874')"
"('P49771', 'P11362')"
"('Q8NHW5', 'P62899')"
"('O60443', 'Q9NR09')"
"('P19784', 'Q8TDD1')"
"('Q8NAV1', 'Q9Y6A4')"
"('Q96GS4', 'Q9Y2Q5')"
"('Q86YN6', 'Q96C00')"
"('P30519', 'Q9BRR6')"
"('Q9UHY7', 'O75449')"
"('P24928', 'Q6EEV4')"
"('P55199', 'P09661')"
"('Q9H0W5', 'P06493')"
"('O95292', 'Q9H2M9')"
"('Q9H7P6', 'Q8WUM4')"
"('P12931', 'Q9Y2J2')"
"('P62258', 'O14727')"
"('Q9UKV8', 'P62244')"
"('P05067', 'Q15629')"
"('P18621', 'P35268')"
"('P05187', 'P01584')"
"('Q9Y2H1', 'Q9H8S9')"
"('P28074', 'O14965')"
"('O95433', 'Q9BW92')"
