negatives
"('Q12873', 'Q9BTC8')"
"('P05106', 'P37173')"
"('Q07890', 'P27361')"
"('P04637', 'P10275')"
"('Q92913', 'P09619')"
"('Q13105', 'P24385')"
"('Q16539', 'Q15759')"
"('Q9Y5Q8', 'Q9UKN8')"
"('P46777', 'P18077')"
"('P07108', 'Q9UNZ2')"
"('Q9Y6Q6', 'O75015')"
"('P62158', 'P48436')"
"('Q9NPB6', 'Q96MX6')"
"('Q9HBG4', 'P78536')"
"('P02775', 'P32302')"
"('P61073', 'P02794')"
"('Q06546', 'Q06547')"
"('O15297', 'P04637')"
"('P19021', 'O60229')"
"('P41279', 'P08238')"
"('O75581', 'Q2MKA7')"
"('P18084', 'P63244')"
"('Q8N1F7', 'Q13418')"
"('P46783', 'P39019')"
"('P62263', 'P62244')"
"('Q01718', 'Q96G30')"
"('P32121', 'O95221')"
"('P22670', 'P35611')"
"('P42830', 'P46094')"
"('O14964', 'O75478')"
"('Q99459', 'Q9UI10')"
"('P16104', 'Q99714')"
"('Q6WCQ1', 'P61981')"
"('O95402', 'O94762')"
"('Q8IYI6', 'O00471')"
"('Q08050', 'P08047')"
"('Q13573', 'Q9NUU7')"
"('O14974', 'P60660')"
"('Q12913', 'P06239')"
"('P42229', 'P16471')"
"('P25101', 'P08754')"
"('Q9Y2T4', 'Q08289')"
"('Q12929', 'O14936')"
"('P61513', 'P36578')"
"('Q99459', 'Q14694')"
"('P14735', 'Q9BYX4')"
"('Q9H2X6', 'P29590')"
"('Q9UHD9', 'O95967')"
"('Q5JVS0', 'Q12873')"
"('P61956', 'P52757')"
"('Q92597', 'P26641')"
"('P10721', 'P29353')"
"('P00750', 'P27797')"
"('O95167', 'O00217')"
"('P08754', 'Q3V6T2')"
"('Q15797', 'P10275')"
"('P86790', 'Q99459')"
"('P04183', 'Q9NV06')"
"('Q52LJ0', 'O00141')"
"('O00170', 'Q59H18')"
"('Q99459', 'Q16629')"
"('Q9GZP0', 'P09619')"
"('P61218', 'Q9Y250')"
"('O15264', 'P28324')"
"('P29590', 'O75376')"
"('P41279', 'Q00610')"
"('O14640', 'Q86Z02')"
"('Q9ULV8', 'P16871')"
"('Q13444', 'Q9UKS6')"
"('Q00005', 'Q8N163')"
"('P35219', 'Q8TEE9')"
"('Q15648', 'P10827')"
"('Q9NPF4', 'P04150')"
"('P78362', 'Q86U06')"
"('O96009', 'Q12846')"
"('P49682', 'P08754')"
"('P35249', 'Q9HCU8')"
"('P61956', 'A6NKT7')"
"('P13639', 'O60603')"
"('P53778', 'Q04206')"
"('Q9NZN5', 'P60763')"
"('P55103', 'Q13705')"
"('O15197', 'P21673')"
"('Q13315', 'Q9P206')"
"('Q9HC98', 'Q8TEX9')"
"('P13645', 'Q00653')"
"('P61978', 'P04637')"
"('P32121', 'Q8NG81')"
"('P46779', 'Q9UL18')"
"('Q07021', 'Q13480')"
"('Q9NXR8', 'Q9NV56')"
"('Q92629', 'Q16585')"
"('O43809', 'Q16630')"
"('Q9Y383', 'Q8TBK6')"
"('O00231', 'O00487')"
"('Q9H2A7', 'O00574')"
"('P09038', 'P01023')"
"('Q8WV35', 'P18146')"
"('P02545', 'Q10586')"
"('P47712', 'Q92993')"
"('P27708', 'Q15628')"
"('Q8WV41', 'Q13444')"
"('Q6ZUJ8', 'P42338')"
"('Q9P0M6', 'Q99880')"
"('Q9GZZ9', 'Q99459')"
"('O95751', 'P15622')"
"('P21246', 'O00231')"
"('P54259', 'P98160')"
"('Q9NR31', 'Q14164')"
"('P25786', 'P19532')"
"('Q9P0W2', 'Q92769')"
"('P61619', 'O75365')"
"('O43318', 'Q6NUN9')"
"('P24593', 'P35555')"
"('Q9Y3C5', 'Q9Y679')"
"('Q7L5D6', 'Q8NBM4')"
"('P80162', 'P46094')"
"('P05771', 'O14920')"
"('P36956', 'P02545')"
"('P22415', 'P36873')"
"('P46527', 'O00141')"
"('Q96ME1', 'O15162')"
"('Q8N8S7', 'Q8IZP0')"
"('P06241', 'O75326')"
"('Q9Y4K3', 'P68402')"
"('P01106', 'Q96B67')"
"('Q03135', 'Q05397')"
"('Q13200', 'P35998')"
"('P15692', 'P11362')"
"('Q13573', 'Q8IZL8')"
"('P29590', 'Q8N726')"
"('Q9Y4J8', 'P11182')"
"('O75147', 'Q9NT62')"
"('Q01831', 'Q92466')"
"('P98175', 'Q9BQ52')"
"('P11277', 'P02549')"
"('O60260', 'Q15645')"
"('Q7L5N1', 'P08670')"
"('Q9NZ42', 'P49768')"
"('Q9UK85', 'P06241')"
"('Q16875', 'Q13617')"
"('Q9NYQ7', 'P16333')"
"('P12931', 'P00533')"
"('Q9UER7', 'Q99816')"
"('Q9GZV9', 'P08581')"
"('P18146', 'O75298')"
"('Q9Y2A7', 'P61981')"
"('O94875', 'P31749')"
"('Q5JWF2', 'P62879')"
"('P30989', 'O95837')"
"('P04792', 'P62333')"
"('Q9UM73', 'Q9UJM3')"
"('Q9HCU4', 'Q8WUB8')"
"('Q9NWT1', 'Q9UL18')"
"('Q9HAW4', 'Q92466')"
"('P0C1H6', 'P0C0S5')"
"('P45985', 'P45983')"
"('Q9UK08', 'P27986')"
"('Q9BRP4', 'P51665')"
"('P51149', 'O14964')"
"('P35637', 'Q05519')"
"('P49760', 'Q9BTP7')"
"('P42768', 'Q9Y5X1')"
"('Q96EZ8', 'Q9UER7')"
"('P03886', 'O43677')"
"('P62081', 'P62857')"
"('Q96JK2', 'Q16531')"
"('Q9Y2J4', 'P35900')"
"('P23396', 'P63104')"
"('O00442', 'P62330')"
"('P17676', 'Q9NR97')"
"('P49642', 'P12277')"
"('P52798', 'P08581')"
"('P42345', 'Q9Y4H2')"
"('P12830', 'O60315')"
"('P55196', 'P60709')"
"('O60880', 'Q9Y286')"
"('Q9GZP0', 'P10721')"
"('Q02878', 'Q9Y3U8')"
"('Q9Y265', 'Q9Y230')"
"('P12931', 'Q9Y4D1')"
"('Q15118', 'P08559')"
"('P49703', 'Q9HCE7')"
"('Q969Q6', 'P10415')"
"('Q02543', 'P06858')"
"('Q02790', 'Q9HAU4')"
"('Q9NP95', 'P35222')"
"('P20333', 'Q05639')"
"('P00519', 'Q9UPY6')"
"('Q9NRG4', 'P49841')"
"('P62158', 'P29973')"
"('P63279', 'O75030')"
"('P84243', 'O15111')"
"('Q14919', 'Q9UIJ7')"
"('P46778', 'P27635')"
"('O15287', 'Q14469')"
"('P68400', 'P07900')"
"('Q03164', 'P61964')"
"('Q13137', 'O95251')"
"('P98095', 'P15502')"
"('Q01094', 'P42574')"
"('O43541', 'Q13485')"
"('P03886', 'O95168')"
"('P23508', 'P15121')"
"('P19784', 'P07498')"
"('Q15428', 'Q13243')"
"('P05783', 'P62258')"
"('Q9Y572', 'Q9GZS3')"
"('Q9Y2T4', 'P51617')"
"('Q9UQE7', 'Q9NTI5')"
"('O95484', 'P57739')"
"('P04629', 'P22681')"
"('Q8N257', 'O15379')"
"('Q96NZ8', 'P34820')"
"('O00233', 'Q06323')"
"('P06400', 'Q13363')"
"('P49407', 'P23458')"
"('Q502X0', 'Q13368')"
"('P01562', 'Q969J5')"
"('Q38SD2', 'O96013')"
"('Q8N2W9', 'Q8TAD8')"
"('Q9H9S4', 'Q9Y478')"
"('P12956', 'Q86X76')"
"('P49407', 'O60641')"
"('P21246', 'Q9H5J8')"
"('P32121', 'Q8NGK1')"
"('Q9UJU2', 'Q99697')"
"('Q8IU60', 'Q9UJ70')"
"('Q15306', 'Q04864')"
"('P62805', 'P33991')"
"('Q96I34', 'Q15654')"
"('Q9P1U0', 'P54920')"
"('Q04771', 'Q9UF11')"
"('Q96N67', 'Q92574')"
"('P63279', 'Q969Q1')"
"('P35580', 'O43353')"
"('P55916', 'P31946')"
"('Q15119', 'Q96JB3')"
"('P49407', 'Q6DKI1')"
"('Q12873', 'P24522')"
"('Q02779', 'Q9H0H5')"
"('Q99459', 'Q9NRZ9')"
"('P50553', 'P15923')"
"('P62258', 'P16104')"
"('P04626', 'Q9H6Q3')"
"('P55212', 'Q9Y616')"
"('P63000', 'P53779')"
"('Q9UM13', 'Q9NYG5')"
"('Q8NHC7', 'P38405')"
"('P46109', 'P51692')"
"('Q9UHX1', 'Q9UHR5')"
"('P01106', 'P57678')"
"('Q13546', 'Q14257')"
"('P05129', 'Q68DD2')"
"('O94992', 'Q8TAX7')"
"('O75159', 'P38484')"
"('P17661', 'P07384')"
"('P20339', 'Q9UKG1')"
"('P78369', 'Q96AP7')"
"('O60674', 'P52333')"
"('Q8N3U4', 'P01106')"
"('Q9H5I1', 'P16333')"
"('P18146', 'P22004')"
"('O60674', 'P17181')"
"('Q99459', 'Q9C0C2')"
"('P18754', 'O14576')"
"('Q8NFF5', 'Q9NRG1')"
"('Q92620', 'Q01081')"
"('Q9Y5B9', 'P67870')"
"('Q6UXH1', 'Q9ULV1')"
"('P08123', 'P43235')"
"('Q9UKR5', 'P61604')"
"('P46778', 'P32969')"
"('P58753', 'Q13217')"
"('P00395', 'P10809')"
"('P23508', 'Q5VSL9')"
"('Q05086', 'Q5JPE7')"
"('P12004', 'Q92841')"
"('Q9H244', 'P08754')"
"('Q13530', 'P33947')"
"('Q02388', 'Q8IWR0')"
"('P06493', 'Q14674')"
"('P43405', 'O00459')"
"('Q9UQC2', 'P10721')"
"('Q9UBK9', 'Q969Q1')"
"('Q96DU9', 'Q14106')"
"('P08754', 'P29474')"
"('Q92830', 'Q15370')"
"('P63000', 'Q96QZ7')"
"('P62888', 'P35268')"
"('O43353', 'Q9ULZ3')"
"('P42684', 'O00401')"
"('Q53EZ4', 'A5D8V6')"
"('P45984', 'Q9P2H0')"
"('Q9H9D4', 'Q8NHQ1')"
"('P12931', 'P18433')"
"('P20701', 'P46108')"
"('P01106', 'Q9H4M9')"
"('Q00005', 'P18621')"
"('P28065', 'P25787')"
"('O75449', 'P18146')"
"('Q5T5U3', 'P52198')"
"('Q86VP1', 'O15111')"
"('P01106', 'Q9Y5X3')"
"('P56747', 'P56750')"
"('Q5H9R7', 'O00221')"
"('P06241', 'Q92569')"
"('P17948', 'Q92529')"
"('P01243', 'Q13485')"
"('Q13315', 'Q92547')"
"('Q9UHY7', 'P63279')"
"('O75947', 'Q14197')"
"('O14490', 'P27986')"
"('O43464', 'Q15287')"
"('Q9UJU2', 'O14627')"
"('P12814', 'P68133')"
"('Q9C0J8', 'Q9NP77')"
"('P48551', 'P50591')"
"('Q8N474', 'Q9H1J7')"
"('O14775', 'P42338')"
"('Q12852', 'O14733')"
"('P46778', 'P05386')"
"('P17568', 'O15239')"
"('Q96RG2', 'Q96JQ0')"
"('Q96GE4', 'Q9UNS1')"
"('P40429', 'P30050')"
"('P67775', 'P25025')"
"('O60262', 'Q00975')"
"('Q07157', 'O95832')"
"('Q99677', 'P50150')"
"('O14933', 'O95071')"
"('Q13112', 'P24941')"
"('P35579', 'P08238')"
"('P55769', 'P12956')"
"('P06756', 'P18564')"
"('Q9BT92', 'O95140')"
"('P28482', 'P16871')"
"('Q8NCM8', 'P04350')"
"('P07948', 'P20273')"
"('O60341', 'Q9P0W2')"
"('P10912', 'O60674')"
"('Q16637', 'O75817')"
"('Q14344', 'P21918')"
"('Q10567', 'Q13573')"
"('Q9NSA1', 'P10721')"
"('P42704', 'Q9GZT3')"
"('Q14164', 'O75822')"
"('P05452', 'Q01804')"
"('P42224', 'Q9NR97')"
"('Q08379', 'Q13227')"
"('Q92752', 'Q13797')"
"('Q8N423', 'P13746')"
"('P53365', 'P63000')"
"('Q96PK6', 'P09874')"
"('P22694', 'P15311')"
"('P24941', 'P61081')"
"('P48426', 'P06396')"
"('Q14697', 'P62330')"
"('Q9NT62', 'Q9BQ83')"
"('Q9BZL4', 'P24844')"
"('Q9BUL5', 'O95084')"
"('Q16531', 'Q8TEB1')"
"('O43159', 'Q96EB6')"
"('P20671', 'Q13111')"
"('Q12959', 'P36507')"
"('Q15653', 'P62875')"
"('P63104', 'Q16613')"
"('P43358', 'O75928')"
"('Q14108', 'P21281')"
"('P62805', 'Q9UBN7')"
"('Q13114', 'Q12933')"
"('P01236', 'P24394')"
"('Q6P1J9', 'O75150')"
"('Q9HCE7', 'Q15797')"
"('O75822', 'P60228')"
"('Q14005', 'P06493')"
"('Q9GZM6', 'P38405')"
"('Q96ES7', 'O75528')"
"('O94817', 'Q969H6')"
"('Q8NAV1', 'Q13427')"
"('P26442', 'P51668')"
"('Q8WZA2', 'Q02156')"
"('P08047', 'Q16665')"
"('Q9H082', 'Q676U5')"
"('P61289', 'O00231')"
"('P62857', 'P42677')"
"('Q14164', 'P15924')"
"('Q92985', 'P01570')"
"('P49715', 'P08571')"
"('P02776', 'Q16570')"
"('P60484', 'P42685')"
"('Q12959', 'Q6P1M3')"
"('P25021', 'P84996')"
"('P61353', 'P18124')"
"('Q13263', 'P04150')"
"('Q02543', 'Q12852')"
"('P49642', 'P13645')"
"('Q12933', 'Q9UQC2')"
"('Q13535', 'P11388')"
"('Q00005', 'Q06432')"
"('Q9P2F6', 'Q9H4E5')"
"('P55773', 'P61073')"
"('Q9H469', 'P63208')"
"('P14678', 'Q8TEQ6')"
"('P49789', 'Q9UJU2')"
"('P42229', 'P30279')"
"('P40337', 'P62330')"
"('Q9BVC4', 'Q9BPZ7')"
"('Q92729', 'P42680')"
"('Q9H6D7', 'Q68CZ6')"
"('Q16654', 'Q01094')"
"('Q12967', 'Q9Y259')"
"('Q92993', 'P17600')"
"('O43242', 'Q9Y5K5')"
"('P42224', 'P12314')"
"('Q9UNX3', 'P61353')"
"('P13995', 'P23508')"
"('Q92574', 'Q96N67')"
"('Q92993', 'P19404')"
"('Q9NT99', 'P10586')"
"('Q05655', 'O14654')"
"('Q9H237', 'O96014')"
"('P05412', 'Q8NEZ4')"
"('O95707', 'P78345')"
"('O95295', 'Q08345')"
"('P62273', 'P62081')"
"('P55196', 'Q15223')"
"('O95967', 'Q96EQ0')"
"('P25054', 'Q16531')"
"('P48729', 'P16220')"
"('P07996', 'P02751')"
"('O75400', 'Q8N8D1')"
"('Q92988', 'P00519')"
"('Q9NZU0', 'Q99623')"
"('P07900', 'Q9HCK5')"
"('Q04864', 'P10145')"
"('Q92878', 'Q12906')"
"('Q15102', 'Q13011')"
"('Q05193', 'Q9Y3C7')"
"('O75934', 'Q9UMS4')"
"('Q9UNP9', 'Q9HCS7')"
"('P01303', 'P07550')"
"('P18146', 'Q13547')"
"('P54132', 'Q13472')"
"('P01106', 'Q9H9B1')"
"('Q15011', 'Q01844')"
"('P60228', 'Q9Y5V3')"
"('P49736', 'Q09472')"
"('Q32MK0', 'O14950')"
"('P00519', 'Q9P1A6')"
"('P62280', 'Q9NY93')"
"('Q13620', 'P61964')"
"('Q92796', 'Q15393')"
"('Q8N8D1', 'Q99689')"
"('O95402', 'Q71SY5')"
"('Q9Y5I7', 'O14493')"
"('Q07157', 'Q16625')"
"('Q02878', 'P05387')"
"('P62280', 'Q96BK5')"
"('Q9UKY1', 'P55957')"
"('P22105', 'P56199')"
"('Q9H2X0', 'P34820')"
"('Q13616', 'Q86VP6')"
"('Q9H9A5', 'Q9UFF9')"
"('P28331', 'O75380')"
"('P04350', 'Q99558')"
"('P62158', 'Q96LZ3')"
"('Q13315', 'Q8TD55')"
"('P55769', 'Q5T3J3')"
"('406901', 'Q9BXL8')"
"('P40337', 'P46783')"
"('Q92752', 'P26006')"
"('Q96PM5', 'P62987')"
"('Q8N6Y0', 'P19012')"
"('Q16777', 'Q16778')"
"('Q05397', 'O75578')"
"('P61201', 'Q9UBW8')"
"('O15514', 'P61218')"
"('Q15427', 'Q9BQA1')"
"('P35626', 'Q8NGS0')"
"('P01889', 'Q7KZF4')"
"('P49918', 'P45983')"
"('Q92905', 'Q02556')"
"('Q9NQC7', 'O75762')"
"('442911', 'P15018')"
"('P35221', 'P49715')"
"('P16333', 'P43699')"
"('Q9P2I0', 'Q9UKF6')"
"('Q96JB5', 'Q96QR1')"
"('Q9NYH9', 'Q15834')"
"('P10153', 'P13489')"
"('Q13153', 'P61981')"
"('P10451', 'P16144')"
"('Q969H4', 'P36507')"
"('O14544', 'P14784')"
"('Q16659', 'P10809')"
"('Q08211', 'P62330')"
"('Q9BUI4', 'Q9H1D9')"
"('Q05513', 'P12931')"
"('P52435', 'Q6P1J9')"
"('P19387', 'P36954')"
"('Q96EZ8', 'P25490')"
"('Q9H1R2', 'P62993')"
"('Q14517', 'Q9NSC5')"
"('Q96GG9', 'Q9HCM9')"
"('Q13573', 'P36578')"
"('Q9NYB0', 'Q9BSI4')"
"('Q01101', 'Q13547')"
"('P50151', 'O60503')"
"('P04183', 'P27694')"
"('Q5VSY0', 'O60381')"
"('Q9UK53', 'Q16576')"
"('Q13671', 'Q15796')"
"('P47897', 'P38936')"
"('Q15528', 'Q9NWA0')"
"('O75800', 'Q9H6Y7')"
"('Q8IUC6', 'Q9Y4K3')"
"('Q12778', 'Q03135')"
"('Q13315', 'Q09472')"
"('P11831', 'P19419')"
"('Q8IYB3', 'P07910')"
"('Q9H0K1', 'P63151')"
"('Q9NR30', 'P62258')"
"('Q13573', 'Q92841')"
"('Q96N67', 'P60763')"
"('P35222', 'Q13363')"
"('P00742', 'O14880')"
"('O60721', 'P18146')"
"('Q96BD8', 'Q8IX90')"
"('O95685', 'P63104')"
"('P51970', 'O75251')"
"('Q15038', 'P46934')"
"('Q9Y4K3', 'O75390')"
"('P01225', 'P21728')"
"('P31152', 'P51812')"
"('P35244', 'Q9Y605')"
"('P12956', 'Q9NQB0')"
"('Q14005', 'P11142')"
"('Q06609', 'P46736')"
"('Q14526', 'O75925')"
"('O00217', 'P56556')"
"('A9YTQ3', 'P27540')"
"('P05129', 'P30086')"
"('P62899', 'P42766')"
"('O60315', 'P84022')"
"('P41279', 'Q13748')"
"('Q12959', 'P22001')"
"('P01243', 'P61326')"
"('P38936', 'P63244')"
"('P50876', 'Q15819')"
"('Q99729', 'Q9UKA9')"
"('Q15365', 'P52272')"
"('P49789', 'P35222')"
"('Q5TA89', 'P56645')"
"('O95500', 'Q8N7P3')"
"('Q9P0W0', 'P32927')"
"('P51817', 'P62955')"
"('P60520', 'O75323')"
"('P56705', 'P56704')"
"('Q9NPH9', 'P24394')"
"('Q9UMS4', 'Q99459')"
"('O95619', 'Q9UPN9')"
"('O43474', 'P08047')"
"('P48023', 'Q15642')"
"('P42701', 'O60674')"
"('Q99759', 'Q9BZF9')"
"('Q8TAD8', 'Q8N3Z6')"
"('A8MT69', 'Q9NPI8')"
"('P24941', 'P30086')"
"('Q9BQ83', 'Q8IY92')"
"('Q8ND30', 'P46108')"
"('Q9Y4X3', 'P51686')"
"('Q969H6', 'O94817')"
"('Q13315', 'Q8IZS8')"
"('Q92901', 'P62987')"
"('Q08380', 'Q15628')"
"('Q15942', 'Q8N8S7')"
"('O43318', 'Q15653')"
"('Q13315', 'Q9H5H4')"
"('P15880', 'P20073')"
"('P67870', 'Q96EZ8')"
"('P27986', 'O95455')"
"('P48436', 'P62158')"
"('Q16548', 'Q00403')"
"('Q13561', 'Q8NBJ4')"
"('P62877', 'Q13387')"
"('P01571', 'P26992')"
"('Q8TES7', 'Q12933')"
"('Q9Y265', 'Q9H6R7')"
"('P55347', 'P26367')"
"('Q9NVD7', 'Q13797')"
"('P62993', 'Q15036')"
"('Q9NRZ9', 'Q13573')"
"('Q9UQB8', 'Q9Y566')"
"('Q9H3D4', 'P11388')"
"('Q96LZ3', 'Q13042')"
"('Q9HAV4', 'Q13530')"
"('Q9Y4P3', 'Q9UL18')"
"('Q13480', 'O75791')"
"('P01571', 'P48551')"
"('Q86U86', 'Q8NFD5')"
"('O43182', 'P08134')"
"('P08575', 'P09619')"
"('O60506', 'P62195')"
"('Q15365', 'P51513')"
"('P16871', 'P31785')"
"('P18848', 'P18146')"
"('Q9C0J8', 'Q99963')"
"('Q9UKW4', 'Q16695')"
"('Q96CG3', 'Q6ZVK8')"
"('Q9NS73', 'O75478')"
"('Q99683', 'P08107')"
"('O95433', 'Q9GZX7')"
"('P35222', 'P18206')"
"('P37231', 'Q15047')"
"('O75365', 'Q7Z4Q2')"
"('Q9Y3C7', 'Q9NY59')"
"('O43707', 'P42224')"
"('Q96ST3', 'O75376')"
"('O00471', 'Q9Y678')"
"('Q9H7J1', 'Q9NZT1')"
"('O96019', 'Q6STE5')"
"('Q8TEY7', 'P07550')"
"('Q8TDP1', 'Q15038')"
"('P50148', 'Q9BX93')"
"('Q13363', 'A7XYQ1')"
"('Q9NRZ9', 'P43360')"
"('Q8WXI2', 'Q96NW7')"
"('P61964', 'Q9UBL3')"
"('P32927', 'P42229')"
"('Q8N808', 'P68104')"
"('P50148', 'Q00722')"
"('Q99828', 'Q08209')"
"('Q15843', 'Q9BY44')"
"('P02652', 'P02654')"
"('P18621', 'P62888')"
"('P25445', 'Q92835')"
"('P05412', 'P62324')"
"('Q53EZ4', 'O14964')"
"('P25116', 'P51161')"
"('A8K6C2', 'Q14627')"
"('P21741', 'P42224')"
"('P51610', 'Q15291')"
"('Q9BVG8', 'Q6IQ23')"
"('P22557', 'Q9P2R7')"
"('Q9NYJ8', 'Q07021')"
"('P39656', 'Q9H9G7')"
"('Q15365', 'P57723')"
"('Q8N2Z9', 'O15360')"
"('Q9P2H0', 'P82932')"
"('Q02156', 'Q15842')"
"('406928', 'Q15596')"
"('P17844', 'P31943')"
"('Q96EP1', 'P53350')"
"('P61160', 'Q14247')"
"('P04637', 'P57723')"
"('P21941', 'O00339')"
"('Q9Y243', 'P10398')"
"('P60520', 'P14867')"
"('P28070', 'P53350')"
"('P51654', 'O96014')"
"('P17301', 'P18564')"
"('Q14165', 'Q9Y4K3')"
"('Q8NCM8', 'Q9NY65')"
"('P22301', 'Q5VWK5')"
"('Q96EQ0', 'O95967')"
"('Q01081', 'P67809')"
"('P36873', 'Q13698')"
"('P48740', 'Q92890')"
"('P52597', 'Q9UKV8')"
"('P60673', 'P68133')"
"('Q96KM6', 'Q96TA1')"
"('P35221', 'P18206')"
"('P33991', 'O95251')"
"('Q7Z434', 'Q9UHD2')"
"('P17947', 'P15509')"
"('Q13432', 'Q15811')"
"('P18858', 'P49441')"
"('P04626', 'P42336')"
"('O95391', 'Q8TBK6')"
"('P01106', 'Q9BTE3')"
"('O75533', 'Q99459')"
"('P62753', 'P35544')"
"('Q02878', 'P46777')"
"('P24522', 'P07199')"
"('P55957', 'O15111')"
"('Q9Y3C7', 'P11161')"
"('Q9H1I8', 'Q9Y2S7')"
"('P40763', 'Q9P0J0')"
"('O43318', 'P61964')"
"('P67775', 'P16104')"
"('Q86WB0', 'P61981')"
"('P62875', 'Q9NX70')"
"('P16144', 'Q12772')"
"('Q8N2W9', 'Q14653')"
"('P08708', 'P51668')"
"('Q9UHD2', 'Q9NQC7')"
"('P62249', 'P62857')"
"('O00327', 'P35869')"
"('O75947', 'P18146')"
"('P98175', 'Q15428')"
"('O60568', 'Q7Z6L1')"
"('P31689', 'P30480')"
"('Q96LW2', 'O43586')"
"('Q13627', 'P31947')"
"('Q9Y618', 'P10276')"
"('P52209', 'O95777')"
"('Q13976', 'Q13873')"
"('Q9UBN7', 'A0JLT2')"
"('Q9Y6I3', 'P22607')"
"('Q9P2S5', 'Q13263')"
"('P62273', 'P62280')"
"('P46531', 'Q9Y6K9')"
"('P00488', 'P20073')"
"('P29350', 'P41182')"
"('Q96IJ6', 'Q9Y5P6')"
"('Q9C0K0', 'O43463')"
"('Q9UKV8', 'Q99848')"
"('Q96R45', 'P38405')"
"('Q8IYT8', 'P35609')"
"('Q13526', 'Q9UMN6')"
"('A8K7I4', 'P13569')"
"('P11274', 'P36402')"
"('Q9NQ39', 'Q9HCK5')"
"('Q9UGI9', 'Q9Y478')"
"('P12956', 'O75554')"
"('P40337', 'P17980')"
"('P62987', 'P04626')"
"('Q9NZN8', 'Q9UIV1')"
"('P14921', 'Q9UER7')"
"('P05112', 'Q99665')"
"('P49792', 'P84022')"
"('P12645', 'Q96NZ8')"
"('P31946', 'P46937')"
"('Q9H307', 'P61981')"
"('Q02045', 'Q9P2M7')"
"('O75400', 'P17858')"
"('Q13185', 'O15164')"
"('Q9Y243', 'P10415')"
"('Q15393', 'Q9UKV8')"
"('Q99877', 'Q969S8')"
"('P15248', 'P10912')"
"('Q9UKW4', 'P05787')"
"('Q9Y2H0', 'P55157')"
"('P48551', 'P05013')"
"('P30457', 'O95347')"
"('Q92624', 'Q96S15')"
"('Q15843', 'Q08945')"
"('Q9Y5V3', 'Q9UBB4')"
"('Q9UGN5', 'Q8N8H1')"
"('P00491', 'P04637')"
"('P63000', 'P23443')"
"('Q9UET6', 'O14939')"
"('Q9UL18', 'P62269')"
"('Q12874', 'P09661')"
"('Q9H244', 'P04899')"
"('P63261', 'P49642')"
"('Q9BQ66', 'Q969U6')"
"('Q16665', 'Q02363')"
"('P05997', 'P05556')"
"('Q9UKV8', 'P18621')"
"('Q13573', 'Q9BSJ2')"
"('2310', 'P48023')"
"('Q9NRX3', 'Q9UKR5')"
"('P62280', 'P60866')"
"('P13010', 'Q9NP87')"
"('Q14315', 'P45985')"
"('P07766', 'P09382')"
"('Q9UQM7', 'Q99941')"
"('P01589', 'P10914')"
"('P83436', 'Q96JB2')"
"('Q9ULV1', 'O95859')"
"('Q96J02', 'P07333')"
"('P19429', 'P45379')"
"('P17947', 'O00206')"
"('Q9Y6W6', 'P53779')"
"('P04275', 'Q13797')"
"('Q14469', 'Q9NVI1')"
"('Q05516', 'O14526')"
"('Q15393', 'Q9UL18')"
"('Q9H9G7', 'Q15208')"
"('P23458', 'P51692')"
"('P51116', 'Q9NVV9')"
"('P60709', 'P25490')"
"('P07437', 'Q13233')"
"('P25786', 'P28066')"
"('P20073', 'Q15047')"
"('O60869', 'P01100')"
"('P46094', 'P49407')"
"('P35626', 'Q15617')"
"('O95831', 'Q15047')"
"('P84077', 'Q99418')"
"('P49023', 'P23470')"
"('P25786', 'Q15008')"
"('P50991', 'P62714')"
"('Q9NVV9', 'P63010')"
"('Q8TBC4', 'P54725')"
"('P55157', 'Q9P1A6')"
"('P16104', 'Q96BD6')"
"('Q8N2W9', 'P11831')"
"('Q9UQ13', 'P01112')"
"('Q14416', 'P16520')"
"('P38398', 'P01562')"
"('Q96B97', 'Q9ULV8')"
"('Q13952', 'P20248')"
"('Q9NWQ9', 'Q9C099')"
"('Q96B33', 'O95832')"
"('Q13547', 'P20671')"
"('O75251', 'O14561')"
"('P35626', 'Q8NH67')"
"('Q9Y4G6', 'Q9UKX5')"
"('Q16630', 'P55318')"
"('P55212', 'Q92934')"
"('P02768', 'Q7Z333')"
"('406940', 'Q9UBC3')"
"('Q92616', 'Q9Y5V3')"
"('Q6KC79', 'Q16643')"
"('P62993', 'O43493')"
"('P49790', 'Q96HA1')"
"('Q9UGP8', 'Q6DKJ4')"
"('Q13485', 'Q12931')"
"('P15924', 'Q00653')"
"('P25787', 'Q9H8Y8')"
"('Q9UJZ1', 'P78396')"
"('O94776', 'P62805')"
"('Q92993', 'P29590')"
"('O75365', 'Q9Y3F4')"
"('Q13885', 'P16871')"
"('P15529', 'P29350')"
"('P11182', 'P10275')"
"('O95503', 'O00257')"
"('P35637', 'Q07817')"
"('P16871', 'P07737')"
"('Q9BRB3', 'Q14442')"
"('Q15287', 'Q13243')"
"('P48023', 'Q96RF0')"
"('P01857', 'P02751')"
"('P51671', 'P32246')"
"('P40337', 'P51149')"
"('Q9H6S1', 'Q9Y6K9')"
"('P35222', 'Q8TEW0')"
"('P04632', 'P07384')"
"('Q9Y4K3', 'Q9P258')"
"('Q4V326', 'Q8NEA9')"
"('P32121', 'Q9H422')"
"('P16298', 'P62993')"
"('Q04206', 'P30154')"
"('P31749', 'P15976')"
"('O43556', 'O95376')"
"('P61513', 'P62899')"
