negatives
"('Q16891', 'Q96A49')"
"('Q92764', 'P30305')"
"('P07814', 'P49703')"
"('P27448', 'P21283')"
"('O95049', 'P63261')"
"('Q15075', 'Q96L93')"
"('Q9BZW7', 'Q13748')"
"('P17252', 'P23458')"
"('P49840', 'P42262')"
"('P63218', 'P28482')"
"('P06730', 'O43432')"
"('O00206', 'Q99836')"
"('Q13257', 'Q8NHZ8')"
"('P61604', 'Q9UET6')"
"('Q9UHD0', 'P26951')"
"('P11021', 'P11142')"
"('O95402', 'P62487')"
"('Q9NX58', 'P78386')"
"('O95639', 'Q12996')"
"('P04637', 'P25963')"
"('Q2M3G4', 'Q07157')"
"('O15264', 'Q15139')"
"('O15524', 'Q9HC73')"
"('Q16236', 'Q16881')"
"('Q9Y5L0', 'Q9HAW0')"
"('Q96A33', 'P51617')"
"('Q16637', 'Q9Y333')"
"('Q9UL45', 'O95295')"
"('P18621', 'P46779')"
"('P00519', 'Q8WX92')"
"('Q9Y478', '51639')"
"('Q6NV75', 'Q9Y4A5')"
"('P10914', 'P51532')"
"('P62979', 'P62857')"
"('Q13257', 'Q9H1A4')"
"('P40259', 'P06127')"
"('Q9BRH9', 'Q15797')"
"('P46108', 'P62333')"
"('P62258', 'Q99469')"
"('O96017', 'P67870')"
"('P62873', 'O14775')"
"('O60493', 'P40337')"
"('P56556', 'Q9Y375')"
"('P29350', 'Q13651')"
"('P42224', 'P01584')"
"('P36873', 'O14950')"
"('Q9Y4K3', 'O00232')"
"('P78527', 'Q9UBU8')"
"('P15531', 'Q9GZT8')"
"('Q6ZMZ0', 'P68036')"
"('A3KMH1', 'Q96KG7')"
"('Q8IZI9', 'P15260')"
"('P58753', 'Q9NWF9')"
"('P13612', 'P26012')"
"('P61981', 'P17812')"
"('Q12830', 'P28370')"
"('Q9P0J0', 'O96000')"
"('P84022', 'P30291')"
"('Q04637', 'O95405')"
"('P38398', 'P10275')"
"('P60709', 'Q04864')"
"('Q16658', 'Q9Y4K3')"
"('P04637', 'Q9NQ88')"
"('P62136', 'P61244')"
"('P63000', 'Q9H9P5')"
"('Q86UL8', 'P08588')"
"('Q9P2N4', 'Q8WZA2')"
"('Q08043', 'Q07157')"
"('P62330', 'Q9P258')"
"('O95967', 'Q9BQY4')"
"('O15344', 'O75800')"
"('Q15393', 'Q15843')"
"('Q7Z3B3', 'Q7Z6G3')"
"('P02746', 'P02747')"
"('Q07157', 'Q5TCQ9')"
"('Q75QN2', 'Q9H832')"
"('Q99961', 'P35968')"
"('B2RN74', 'P38405')"
"('P37231', 'Q9NQR1')"
"('Q9Y5K5', 'Q8NBZ0')"
"('P12004', 'P36873')"
"('P40933', 'P16471')"
"('P28482', 'P41182')"
"('P01568', 'P26992')"
"('P10398', 'Q3ZCQ8')"
"('P48061', 'P41597')"
"('P27482', 'P35228')"
"('Q9UBI6', 'O00459')"
"('Q12913', 'P35222')"
"('P00519', 'P28340')"
"('Q04724', 'Q9BX70')"
"('O14497', 'P62805')"
"('O75581', 'P98082')"
"('P10275', 'Q9H334')"
"('O43809', 'Q15652')"
"('O75530', 'O43809')"
"('P62851', 'P54257')"
"('Q9Y5J3', 'P84022')"
"('Q16620', 'P52735')"
"('P01116', 'P52306')"
"('Q14197', 'Q9Y305')"
"('P16220', 'Q7Z624')"
"('P84090', 'P11142')"
"('Q6STE5', 'P06400')"
"('Q8NEN0', 'P01857')"
"('Q15544', 'Q16514')"
"('P35222', 'Q99623')"
"('P30153', 'Q4G163')"
"('O43586', '9757')"
"('Q9HC24', 'Q96A33')"
"('Q05513', 'P35568')"
"('P35609', 'Q15788')"
"('P62805', 'P0C0S5')"
"('Q16836', 'O75815')"
"('P00533', 'P13688')"
"('P49959', 'P16104')"
"('Q8IYF1', 'Q12933')"
"('Q9P2W3', 'Q15759')"
"('P00439', 'Q14CB8')"
"('Q9H1R2', 'P27986')"
"('P46776', 'P18621')"
"('P62899', 'Q9NVP2')"
"('Q5T5Y3', 'Q15797')"
"('P11229', 'P04899')"
"('Q9UI12', 'P01106')"
"('P38919', 'P27348')"
"('Q96EB6', 'Q92993')"
"('P22090', 'P62266')"
"('P14778', 'Q9NWZ3')"
"('Q9UL51', 'P55157')"
"('P63092', 'Q9UBI6')"
"('P36405', 'P04637')"
"('Q01658', 'O43318')"
"('P49721', 'P60900')"
"('O95376', 'O43683')"
"('O75494', 'P62995')"
"('Q13042', 'P14635')"
"('Q13315', 'P68104')"
"('O60232', 'O75865')"
"('P22612', 'Q03060')"
"('P61586', 'Q9UKX2')"
"('P31260', 'P40424')"
"('Q6QNY1', 'Q9NWB7')"
"('O00267', 'Q99873')"
"('P46092', 'P16333')"
"('Q6R327', 'Q9BUJ2')"
"('O14645', 'A0JLT2')"
"('Q13547', 'Q13227')"
"('O96000', 'Q9P0J0')"
"('P42768', 'P08575')"
"('Q9UHD2', 'Q14653')"
"('P01308', 'P27361')"
"('P12931', 'P43405')"
"('Q96A08', 'Q9UQL6')"
"('P08670', 'Q9H2D6')"
"('P43403', 'O43516')"
"('Q9BUJ2', 'P67809')"
"('Q13425', 'P11532')"
"('P13686', 'P15927')"
"('Q9UKE5', 'Q9Y617')"
"('P25942', 'Q9Y275')"
"('Q14152', 'P05198')"
"('Q13315', 'O95232')"
"('P05997', 'P17301')"
"('P46977', 'P39656')"
"('P62330', 'Q86Y56')"
"('Q9UHB6', 'P35221')"
"('P78362', 'Q96SB4')"
"('P25398', 'P62273')"
"('Q13237', 'O43889')"
"('P49815', 'Q9P0N9')"
"('Q16531', 'Q8N5D0')"
"('Q9Y6Q9', 'Q92793')"
"('P15248', 'Q13651')"
"('P60520', 'Q8WVZ9')"
"('Q9Y243', 'P62140')"
"('P01730', 'Q14005')"
"('Q13275', 'O14786')"
"('P04271', 'Q9HB71')"
"('Q9Y3F4', 'O43541')"
"('Q9NYB9', 'P18206')"
"('P83731', 'P23508')"
"('Q7Z2G1', 'P0C0S8')"
"('Q9UL03', 'Q04637')"
"('Q9GZX7', 'P08238')"
"('Q92597', 'P34897')"
"('Q16594', 'Q13573')"
"('Q9H4E5', 'Q13177')"
"('P06241', 'P35222')"
"('Q13469', 'P39687')"
"('Q9HBI1', 'P06756')"
"('O43915', 'P10721')"
"('P11474', 'Q92830')"
"('P09619', 'Q15256')"
"('Q5VTD9', 'Q76N89')"
"('Q9H8W4', 'Q8N7W2')"
"('Q86W92', 'P31946')"
"('Q9UBI6', 'Q13972')"
"('P46782', 'P62241')"
"('P10721', 'O00459')"
"('Q9UBN7', 'P06241')"
"('P14416', 'Q06190')"
"('Q9GZQ8', 'Q9Y605')"
"('Q13094', 'Q9UKW4')"
"('Q9Y2S7', 'Q7Z5Q5')"
"('P06241', 'P32927')"
"('Q8NG66', 'P30304')"
"('P54105', 'Q9UKV8')"
"('P00519', 'P42566')"
"('P46779', 'Q13485')"
"('Q9UBT2', 'Q99497')"
"('P50552', 'P60709')"
"('P02766', 'Q15047')"
"('P09104', 'P68366')"
"('Q9UI14', 'O60684')"
"('P00441', 'P10415')"
"('Q13177', 'Q15746')"
"('P29350', 'Q8NHL6')"
"('P0C0S5', 'Q96A08')"
"('P01889', 'Q9UGP8')"
"('Q16787', 'P34741')"
"('O75771', 'O43542')"
"('P18146', 'Q92597')"
"('P05141', 'P00533')"
"('Q0VG06', 'Q9NVI1')"
"('P31946', 'Q9BZJ0')"
"('Q9NR55', 'Q15744')"
"('Q92769', 'Q96ST3')"
"('Q9HCE7', 'O60508')"
"('Q8IU57', 'P23458')"
"('P18146', 'P49407')"
"('Q9H5V8', 'P02768')"
"('Q9NWM8', 'P49841')"
"('Q06787', 'Q5JVS0')"
"('P53814', 'P68133')"
"('P24941', 'P39748')"
"('Q8NFX7', 'P60880')"
"('Q9GZN1', 'O14818')"
"('Q96NT1', 'P62993')"
"('P13196', 'P38936')"
"('Q9P2G9', 'O95050')"
"('O60238', 'P32456')"
"('P61160', 'O15144')"
"('Q02156', 'Q9HBA0')"
"('O00716', 'Q12834')"
"('Q15306', 'Q02790')"
"('P53350', 'P25789')"
"('Q9UDY2', 'Q8N6F1')"
"('P68363', 'P68371')"
"('P60660', 'Q9Y375')"
"('Q86SE5', 'Q01844')"
"('Q15788', 'Q9H204')"
"('P52797', 'P35916')"
"('Q12913', 'Q02763')"
"('Q9NRF9', 'Q07864')"
"('Q14919', 'Q9Y2V7')"
"('Q8WXI9', 'Q92769')"
"('P01106', 'P23470')"
"('Q6NZ67', 'P23258')"
"('Q16665', 'Q9Y259')"
"('P55072', 'Q96CS3')"
"('Q15906', 'Q9NRQ2')"
"('Q13546', 'Q13158')"
"('Q13813', 'Q9Y5U2')"
"('P15153', 'Q9Y4W6')"
"('P22362', 'P25024')"
"('Q99259', 'P46952')"
"('Q14457', 'Q9UQE7')"
"('P05186', 'Q99558')"
"('P54257', 'O00591')"
"('Q9Y2X8', 'P78317')"
"('P14778', 'Q9H0E2')"
"('P04637', 'Q08345')"
"('P17612', 'P48058')"
"('Q13077', 'P60709')"
"('P07910', 'Q9NR30')"
"('Q5HYK7', 'P62993')"
"('P17252', 'Q05586')"
"('Q13200', 'Q8WVY7')"
"('P22087', 'Q96RS0')"
"('Q12913', 'P06753')"
"('P49662', 'P53007')"
"('Q9NQG7', 'P63000')"
"('O15239', 'P56556')"
"('Q15029', 'P31946')"
"('Q16401', 'Q13200')"
"('Q9Y3C5', 'Q9H1I8')"
"('Q8TDZ2', 'P49841')"
"('O15021', 'Q15797')"
"('P04626', 'P08575')"
"('P35544', 'O60739')"
"('Q9P2M7', 'P19105')"
"('P29350', 'Q99650')"
"('Q96P48', 'O14763')"
"('O43516', 'O00401')"
"('P15153', 'P05109')"
"('O00327', 'Q09472')"
"('Q9UL03', 'Q9HC44')"
"('Q99880', 'Q9UPS6')"
"('P20749', 'Q00653')"
"('O75369', 'P08514')"
"('P48556', 'O00487')"
"('P12931', 'O43909')"
"('P15391', 'P42338')"
"('P19438', 'P33778')"
"('Q00005', 'Q96Q15')"
"('Q9Y272', 'P17612')"
"('P09326', 'Q8TDN6')"
"('P84022', 'P31321')"
"('Q96A65', 'Q96KP1')"
"('P18754', 'O75956')"
"('Q15796', 'O15111')"
"('P09466', 'Q5T3J3')"
"('Q9BTT4', 'Q9NWA0')"
"('Q13424', 'P53778')"
"('Q13596', 'Q92890')"
"('P57723', 'Q15365')"
"('P15407', 'P53567')"
"('P22736', 'P10415')"
"('Q99700', 'O43837')"
"('P36896', 'P27037')"
"('Q96RN5', 'Q9Y4A5')"
"('P63096', 'O43665')"
"('P61981', 'O60333')"
"('P31994', 'Q92835')"
"('P11387', 'P14866')"
"('Q92925', 'P51531')"
"('P35626', 'Q8NGL3')"
"('P62195', 'Q16401')"
"('Q96B97', 'P09619')"
"('P52798', 'P07333')"
"('Q96DI7', 'P13686')"
"('O43683', 'P53350')"
"('Q99459', 'Q8NG31')"
"('P62847', 'P62244')"
"('Q68EM7', 'Q07890')"
"('Q9P2K3', 'P19012')"
"('P46939', 'P62937')"
"('O95166', 'Q14257')"
"('Q9Y5V3', 'Q9UBB4')"
"('P35626', 'Q8NGM8')"
"('P63151', 'Q86US8')"
"('Q9BXS5', 'P02768')"
"('O75815', 'P15170')"
"('P51813', 'P40763')"
"('P49703', 'P15104')"
"('Q9Y478', 'P01303')"
"('P84243', 'Q13111')"
"('O95983', 'Q96T58')"
"('P46776', 'P84098')"
"('Q9BTT4', 'O15514')"
"('O43741', 'Q13085')"
"('P31994', 'O75023')"
"('Q96A65', 'Q9NV70')"
"('P62873', 'O95467')"
"('P00519', 'Q13619')"
"('Q9UI47', 'P31946')"
"('P13645', 'P12931')"
"('P31269', 'P40426')"
"('Q99435', 'P10644')"
"('Q13153', 'Q14155')"
"('Q9Y6W8', 'P27986')"
"('P23508', 'P33993')"
"('494336', 'Q12857')"
"('Q15633', 'Q9BUZ4')"
"('P12236', 'Q9Y6K9')"
"('P02768', 'Q13129')"
"('P61978', 'Q08170')"
"('P62993', 'P14151')"
"('P04150', 'Q71SY5')"
"('P04183', 'P08138')"
"('Q9NRX4', 'P54253')"
"('Q9Y5B9', 'Q86WJ1')"
"('P12544', 'P01584')"
"('Q9UER7', 'P14672')"
"('P55196', 'P11274')"
"('P18146', 'P05112')"
"('Q9NZD8', 'Q12933')"
"('Q9UBX5', 'Q14767')"
"('Q9UBV2', 'Q9H1C4')"
"('Q16576', 'P01106')"
"('P78369', 'O75508')"
"('P08620', 'P08138')"
"('O15105', 'O43318')"
"('P05412', 'P28562')"
"('Q96PU5', 'O15105')"
"('P11940', 'Q9UIV1')"
"('P25490', 'Q9Y230')"
"('P25788', 'Q9Y4K3')"
"('P35225', 'P14784')"
"('Q15788', 'Q9NQC3')"
"('Q9NZJ5', 'P45985')"
"('O95400', 'O60508')"
"('Q14197', 'Q8N5N7')"
"('P18621', 'P63173')"
"('Q9H1R3', 'P63104')"
"('P00749', 'P05154')"
"('Q8TC92', 'P26641')"
"('Q07002', 'Q15436')"
"('Q99706', 'P14921')"
"('Q96ST3', 'Q99583')"
"('P52943', 'P04183')"
"('P54274', 'P54132')"
"('Q16619', 'P10912')"
"('P04626', 'Q9NSE2')"
"('Q99961', 'P21860')"
"('P17947', 'P09603')"
"('P23229', 'P21333')"
"('O75340', 'Q96A23')"
"('P16144', 'P06756')"
"('Q9HAV0', 'O60266')"
"('Q16586', 'P21810')"
"('P16220', 'Q86UK5')"
"('Q7L7X3', 'P61981')"
"('Q71F56', 'Q9NPJ6')"
"('O75122', 'P61981')"
"('Q14847', 'P25025')"
"('Q00987', 'P62913')"
"('Q96DZ5', 'P31749')"
"('P52597', 'P09234')"
"('Q99558', 'P62847')"
"('Q96I51', 'Q14197')"
"('P01570', 'P10912')"
"('Q9H0H0', 'P16220')"
"('P01303', 'P49019')"
"('P61981', 'Q99759')"
"('Q9BVJ7', 'Q9NYL9')"
"('P29372', 'O00264')"
"('Q9GZY6', 'Q13480')"
"('Q9H2A7', 'O00574')"
"('Q9NVX0', 'Q96CS2')"
"('O95685', '5512')"
"('Q96A23', 'P60709')"
"('Q8WVC0', 'Q8N7H5')"
"('Q12778', 'Q9UBK2')"
"('Q9Y4A5', 'Q99459')"
"('Q9P2H0', 'Q9Y2M5')"
"('P08908', 'P50151')"
"('Q12796', 'Q92753')"
"('P18146', 'P33151')"
"('P49765', 'P17948')"
"('P21741', 'P31431')"
"('P78314', 'P15498')"
"('P67809', 'P61978')"
"('P38398', 'P54132')"
"('Q9Y2G4', 'P49674')"
"('P50570', 'P46108')"
"('O43823', 'Q04206')"
"('Q9NXU5', 'Q9GZT6')"
"('Q16594', 'Q8NEM7')"
"('P02675', 'Q92569')"
"('Q9UJX6', 'Q12834')"
"('P30480', 'P69905')"
"('P48729', 'P50548')"
"('P31749', 'P30291')"
"('Q00653', 'Q14204')"
"('O43914', 'Q5TFQ8')"
"('Q6QNY1', 'Q6QNY0')"
"('Q9UMX9', 'P18146')"
"('Q9P2Y4', 'Q07817')"
"('O95990', 'P63151')"
"('Q9Y6C5', 'Q15465')"
"('Q15653', 'P52292')"
"('Q09028', 'Q16777')"
"('Q13547', 'Q9H160')"
"('Q04206', 'P09341')"
"('Q04695', 'P52735')"
"('Q5VU43', 'Q16637')"
"('Q9H0R3', 'O95870')"
"('P54819', 'P01243')"
"('Q9Y371', 'Q9P2Y5')"
"('O15066', 'Q92845')"
"('P51825', 'P18146')"
"('O95067', 'P30307')"
"('Q7RTV0', 'Q9BWJ5')"
"('P56704', 'O60353')"
"('P84243', 'P83916')"
"('Q16665', 'P01588')"
"('Q9P1U1', 'Q6IBS0')"
"('P29475', 'Q8TD86')"
"('Q9Y333', 'Q9HCK8')"
"('Q13315', 'Q99683')"
"('Q9H1I8', 'Q9HA65')"
"('Q9H461', 'Q01970')"
"('P36897', 'Q9C0J8')"
"('Q9Y6Q9', 'P10276')"
"('P08572', 'Q13683')"
"('P26651', 'P61981')"
"('P50502', 'P02766')"
"('O95714', 'Q8IYW5')"
"('P12931', 'P15153')"
"('Q9UPW5', 'Q9NRI5')"
"('Q92993', 'Q8N5W9')"
"('Q13585', 'P02795')"
"('Q9UJY5', 'P62979')"
"('Q13114', 'Q15326')"
"('Q13402', 'Q8WXG9')"
"('Q13237', 'P54709')"
"('P04150', 'P15036')"
"('Q9Y4K3', 'P55036')"
"('P24941', 'P30305')"
"('Q05397', 'P12931')"
"('P41159', 'P16871')"
"('Q99877', 'Q6FI13')"
"('Q13315', 'Q6IPX3')"
"('Q9NQT5', 'Q9NQT4')"
"('P63279', 'Q9UHY7')"
"('Q9UET6', 'P62834')"
"('P43487', 'P01889')"
"('Q13546', 'P34931')"
"('Q9Y2X8', 'O95376')"
"('P43146', 'P02768')"
"('P51693', 'Q13526')"
"('Q14315', 'P19174')"
"('Q8TCT6', 'Q14CS0')"
"('Q9NYJ8', 'O15379')"
"('P40337', 'Q96FW1')"
"('Q00005', 'Q13177')"
"('P04406', 'P12004')"
"('P14316', 'P05161')"
"('Q9NRX3', 'Q99613')"
"('P04049', 'P63151')"
"('P05771', 'Q9NYF0')"
"('O60641', 'P49407')"
"('P48023', 'Q9NZQ3')"
"('Q99570', 'P42858')"
"('A0JLT2', 'Q9H1A4')"
"('Q8NFQ8', 'O14656')"
"('P37173', 'P37023')"
"('Q05516', 'P0CG48')"
"('P08047', 'P98194')"
"('Q9UNS2', 'P10398')"
"('Q14790', 'Q9BXL7')"
"('P98082', 'Q92997')"
"('Q8TAP4', 'Q8IXK0')"
"('O60232', 'P49368')"
"('Q02878', 'P35268')"
"('Q92905', 'Q96JQ0')"
"('P63261', 'P12882')"
"('O14646', 'P18146')"
"('Q68CZ2', 'P04626')"
"('Q13485', 'P30968')"
"('Q9BSW7', 'Q7Z2E3')"
"('P31946', 'P55851')"
"('P46108', 'Q92918')"
"('P22234', 'P30480')"
"('Q9UPM8', 'P02768')"
"('P60520', 'Q14257')"
"('Q8TD16', 'P53350')"
"('P51959', 'Q15257')"
"('P51991', 'P11387')"
"('P36957', 'Q02218')"
"('Q9Y6M9', 'O43676')"
"('P17252', 'Q9UBN7')"
"('Q8WYB5', 'P33992')"
"('P62993', 'P46776')"
"('P01106', 'P49591')"
"('P78406', 'P16220')"
"('Q9NTJ3', 'Q8TDR0')"
"('P26045', 'P20963')"
"('O43678', 'O96000')"
"('Q9Y4A5', 'Q9NPF5')"
"('P62993', 'P23458')"
"('Q15750', 'Q15326')"
"('Q00987', 'P46777')"
"('Q96LM6', 'Q93062')"
"('P04637', 'P42858')"
"('P54259', 'O43639')"
"('P46934', 'P07948')"
"('P49639', 'O60711')"
"('Q8N5N7', 'Q14197')"
"('O75558', 'O75509')"
"('Q7L7L0', 'P62807')"
"('P21796', 'P12236')"
"('P56537', 'P01243')"
"('O96015', 'Q5TD97')"
"('P08107', 'Q12905')"
"('Q99558', 'Q9NYJ8')"
"('Q92844', 'Q15046')"
"('P24385', 'O75182')"
"('Q9Y272', 'P62873')"
"('P23229', 'P56199')"
"('O76024', 'P18850')"
"('Q13330', 'Q13352')"
"('O00548', 'Q04721')"
"('O15198', 'P53582')"
"('Q9UMX0', 'Q15034')"
"('P20226', 'Q12947')"
"('P62987', 'Q15797')"
"('P17980', 'P40337')"
"('P63244', 'Q13885')"
"('P49768', 'P35221')"
"('Q9UKL3', 'Q13158')"
"('Q9C0A6', 'Q15834')"
"('Q15750', 'O15105')"
"('Q8WUM4', 'Q96B97')"
"('Q9H9B4', 'O00264')"
"('P01563', 'P16471')"
"('P59998', 'O60739')"
"('Q14919', 'Q9HBM6')"
"('O75529', 'Q92831')"
"('Q13315', 'Q9NVX2')"
"('Q9Y297', 'P19838')"
"('Q01844', 'Q9H094')"
"('P04843', 'Q14695')"
"('Q92624', 'Q4U2R8')"
"('Q15796', 'P08047')"
"('Q9UQ07', 'P16333')"
"('Q9UKW4', 'Q04695')"
"('O75694', 'P49792')"
"('Q05086', 'O14599')"
"('P09237', 'P59665')"
"('Q92769', 'P0C5Z0')"
"('O00221', 'Q8IWZ3')"
"('P06241', 'Q8IWN7')"
"('Q14164', 'P60981')"
"('P04844', 'Q92597')"
"('Q9UBN7', 'P20671')"
"('P08047', 'P38398')"
"('Q9GZS1', 'Q15572')"
"('O00459', 'Q9UQC2')"
"('P62879', 'Q5JWF2')"
"('Q9HAU0', 'Q9BV73')"
"('Q7L5N1', 'Q9Y239')"
"('P61077', 'O95628')"
"('P10721', 'P16871')"
"('Q08211', 'O95400')"
"('O60925', 'Q6ZU52')"
"('Q5QNW6', 'Q6UXN9')"
"('P01106', 'O43405')"
"('P98164', 'O14713')"
"('Q9Y265', 'P78527')"
"('P13569', 'Q8WWI1')"
"('O15530', 'Q15796')"
"('P16104', 'Q8IYW5')"
"('Q9BRX9', 'P09234')"
"('Q00610', 'Q15027')"
"('P32121', 'Q6IF82')"
"('Q15910', 'O75461')"
"('P13804', 'Q9Y4K3')"
"('Q9UPS6', 'Q9UBL3')"
"('P61077', 'P30480')"
"('O75410', 'O14965')"
"('Q9UBP0', 'P02768')"
"('P00533', 'P35221')"
"('O15455', 'P52564')"
"('Q99459', 'Q9UJC3')"
"('P25788', 'P28072')"
"('Q9NWZ3', 'P08138')"
"('O00221', 'O95816')"
"('Q92841', 'Q15637')"
"('P07910', 'P14866')"
"('Q8NHY6', 'P30519')"
"('Q8N163', 'O14744')"
"('P16871', 'Q3ZCW2')"
"('Q9NRX3', 'Q8IWV7')"
"('O00257', 'P84243')"
"('P15976', '574411')"
"('P29350', 'Q13261')"
"('P08648', 'Q9HBI0')"
"('Q9NRS6', 'Q96BY9')"
"('Q9Y4K3', 'P46783')"
"('P23759', 'P16333')"
"('P62312', 'O15116')"
"('440264', 'P67809')"
"('P56134', 'P54257')"
"('Q9UNS2', 'Q9P2S5')"
"('Q5JSZ5', 'Q15306')"
"('P39748', 'P27695')"
"('A6NIT4', 'Q99665')"
"('Q14451', 'P04217')"
"('P11362', 'P01116')"
"('P04229', 'P01903')"
"('P42772', 'Q00987')"
"('Q13489', 'O75800')"
"('Q5SXM2', 'Q99459')"
"('P35226', 'O95503')"
"('P52630', 'O14543')"
"('P42858', 'Q15119')"
"('Q6AZZ1', 'Q5VVX9')"
"('P49910', 'Q01844')"
"('P00533', 'O00459')"
"('Q9BWD1', 'Q9Y478')"
"('Q9Y696', 'P23508')"
"('P47914', 'P83731')"
"('P15884', 'O00512')"
"('Q16637', 'Q96PQ7')"
"('Q13133', 'Q07869')"
"('O75438', 'Q9UI09')"
"('O43586', 'P61254')"
"('Q9HCK8', 'Q9Y333')"
"('P22681', 'Q06187')"
"('Q9NWZ3', 'O14836')"
"('P62805', 'Q9UER7')"
"('P05067', 'P02647')"
"('Q3ZCM7', 'Q13409')"
"('P61088', 'Q9NS56')"
"('P21333', 'Q12933')"
"('P49815', 'Q9BVC4')"
"('P35367', 'P30679')"
"('O14640', 'Q9NZC7')"
"('Q15208', 'P42345')"
"('Q9NVU0', 'P62875')"
"('O00217', 'P03897')"
"('Q9Y376', 'Q9UGJ0')"
"('Q14164', 'Q9HAV4')"
"('P15170', 'Q96CA5')"
"('P27824', 'P27701')"
"('Q9Y286', 'Q9Y4K3')"
"('Q13573', 'Q8TDN6')"
"('Q9Y2R2', 'P62993')"
"('Q8IZ13', 'Q14703')"
"('Q92831', 'Q9NR33')"
"('P35913', 'P16499')"
"('Q9UHD2', 'O75330')"
"('Q9BY66', 'P68431')"
"('P15018', 'P01589')"
"('Q8IZ69', 'Q92569')"
"('P11274', 'P55196')"
"('P18146', 'Q07812')"
"('P56693', 'P23760')"
"('P51654', 'Q9H1J5')"
"('P21860', 'P42336')"
"('P0CAP2', 'Q8IWZ3')"
"('Q9UQ16', 'P06241')"
"('P18206', 'Q99584')"
"('Q9NPH3', 'P51617')"
"('406894', 'Q07820')"
"('Q6EEV6', 'P0DJD0')"
"('P20273', 'P19174')"
"('P19388', 'Q8N7H5')"
"('Q99962', 'Q6UXF1')"
"('P62837', 'Q9BY78')"
"('P17980', 'O00232')"
"('Q8TAD8', 'O75925')"
"('P14324', 'Q99816')"
"('Q99459', 'P39748')"
"('Q9ULV8', 'Q969J5')"
"('P60953', 'Q5VT25')"
"('P13569', 'P14317')"
"('Q9H8S9', 'Q53HC9')"
"('Q13315', 'O60216')"
"('O60739', 'P35268')"
"('O14920', 'P11142')"
"('Q9Y5B9', 'P67870')"
"('Q13435', 'Q9H7E9')"
"('Q9UBS5', 'P61952')"
"('P01889', 'Q9Y5L4')"
"('P29622', 'P20936')"
"('Q13557', 'Q8IZS8')"
"('Q9Y6B2', 'Q13541')"
"('Q9GZY6', 'P62993')"
"('P04637', 'O15547')"
"('O00170', 'Q92985')"
"('Q06546', 'Q06547')"
"('Q9UBU9', 'Q9UKK6')"
"('Q92956', 'P67812')"
"('Q9UL33', 'O43617')"
"('Q13177', 'Q13347')"
"('Q15185', 'P01241')"
"('O94842', 'P16885')"
"('P51532', 'P45973')"
"('Q9UHD0', 'P48551')"
"('P13501', 'P49682')"
"('P08107', 'Q99558')"
"('P60709', 'O15371')"
"('Q99759', 'P47929')"
"('Q07820', 'Q14457')"
"('Q9NPH9', 'Q14626')"
"('Q99496', 'Q93009')"
"('Q15427', 'P98175')"
"('P04626', 'P42680')"
"('P31943', 'P52272')"
"('Q07890', 'P11234')"
"('P42263', 'P42262')"
"('407024', 'Q01453')"
"('Q9NQC3', 'P04440')"
"('P57740', 'P49792')"
"('P32121', 'P30153')"
"('Q12841', 'Q13705')"
"('P12107', 'P18084')"
"('O95376', 'Q9P2H0')"
"('O75525', 'Q6ZVK8')"
"('O60500', 'O43639')"
"('P35442', 'P23229')"
"('P06734', 'P42226')"
"('Q06190', 'Q99741')"
"('P58181', 'P38405')"
"('P10275', 'Q99638')"
"('P49418', 'Q9UQ16')"
"('Q9UKG9', 'Q00653')"
"('P50151', 'P11229')"
"('P16104', 'Q96DH6')"
"('Q96A73', 'Q9UGY1')"
"('P16104', 'Q8N257')"
"('P08151', 'O95409')"
"('O60762', 'P01106')"
"('Q13188', 'Q9GZQ8')"
"('O14562', 'P0CG48')"
"('Q969G3', 'P51531')"
"('Q86U86', 'O14497')"
"('407028', 'O75610')"
"('Q96PU5', 'P04629')"
"('P16220', 'Q13315')"
"('P34931', 'P13569')"
"('P78413', 'P10276')"
"('P55795', 'Q9BWF3')"
"('Q99677', 'P16520')"
"('P63104', 'P23526')"
"('P98160', 'P10070')"
"('Q9UHF1', 'Q9BS26')"
"('P49810', 'Q9Y2W7')"
"('Q14209', 'P12004')"
"('Q9BS26', 'P49257')"
"('P41091', 'Q14164')"
"('Q16531', 'Q9BW61')"
"('P62837', 'Q8IUQ4')"
"('P49411', 'P04222')"
"('Q9UPY6', 'P59998')"
"('P17542', 'Q99081')"
"('Q6P2C8', 'Q9NX70')"
"('Q01201', 'Q92925')"
"('Q15750', 'P11142')"
"('Q13617', 'Q9Y376')"
"('Q969L4', 'P62308')"
"('Q15466', 'Q92731')"
"('Q4FZB7', 'Q16695')"
"('P62333', 'Q9Y4K3')"
"('P62136', 'Q13616')"
"('P40429', 'Q92901')"
"('P22061', 'P25942')"
"('Q96DB2', 'Q99880')"
"('Q9HA38', 'Q08211')"
"('P53365', 'Q13352')"
"('P02545', 'P50402')"
"('406952', 'P10415')"
"('Q99873', 'Q15596')"
"('Q52LW3', 'Q07889')"
"('O75400', 'Q15459')"
"('Q9UBX3', 'Q9HCK5')"
"('P22392', 'Q9Y3F4')"
"('Q8IW19', 'P61247')"
"('Q03164', 'P61964')"
"('Q92731', 'Q9NPJ4')"
"('P12757', 'Q86Z02')"
"('P49848', 'Q16594')"
"('P56703', 'Q9H461')"
"('Q13546', 'Q9Y4K3')"
"('P62826', 'Q6X4W1')"
"('Q9HCK4', 'Q8TC12')"
"('Q6P4R8', 'P62805')"
