negatives
"('P17612', 'Q6J4K2')"
"('Q8TDR0', 'P34931')"
"('O96019', 'A8MYZ6')"
"('Q58DX5', 'P05067')"
"('Q13114', 'Q99836')"
"('O15111', 'P15509')"
"('O14543', 'Q99683')"
"('Q86Y13', 'P78337')"
"('P42566', 'P13612')"
"('P12644', 'Q13705')"
"('P63104', 'P00338')"
"('Q8WUU5', 'Q9H7L9')"
"('P62081', 'P23396')"
"('Q9UBU9', 'Q6ZP29')"
"('O75643', 'Q15428')"
"('Q86W42', 'Q9NZC7')"
"('Q2WGJ6', 'P60369')"
"('Q8TCS8', 'P23508')"
"('P35070', 'Q15303')"
"('P22626', 'Q13616')"
"('O60832', 'Q9GZR7')"
"('P12830', 'P17900')"
"('O43148', 'Q9BTL3')"
"('Q8NBN3', 'Q9Y282')"
"('Q9NRC8', 'P48681')"
"('P49674', 'Q9H3U1')"
"('Q9BYN8', 'Q9NP97')"
"('Q9H6U6', 'O75665')"
"('Q2KHM9', 'O75665')"
"('P10768', 'A1L4K1')"
"('P13612', 'O43707')"
"('O95503', 'Q06730')"
"('Q969W9', 'Q86VP6')"
"('Q9NPJ6', 'Q49A26')"
"('Q9H4E7', 'Q00587')"
"('Q6A162', 'A0PJY2')"
"('Q9NTQ9', 'P26715')"
"('Q99459', 'Q9NZC7')"
"('Q96EX3', 'Q5VX71')"
"('Q8N5S1', 'O95782')"
"('Q8WV44', 'Q8TB45')"
"('Q9GZU8', 'P82650')"
"('Q13118', 'Q92831')"
"('P20292', 'Q16873')"
"('Q9BWH6', 'P78318')"
"('Q9Y399', 'P09651')"
"('Q8N8D1', 'P05067')"
"('P61313', 'P35244')"
"('Q9BUZ4', 'P14598')"
"('P17096', 'Q01844')"
"('Q14257', 'Q96CW5')"
"('O60264', 'O95602')"
"('Q32P28', 'Q96L14')"
"('P14635', 'P62805')"
"('P04792', 'Q9UMS0')"
"('Q09472', 'P15336')"
"('Q8IYX8', 'Q9C0F1')"
"('P15336', 'P49755')"
"('Q9UBK5', 'P19174')"
"('Q13427', 'Q96SB4')"
"('P21291', 'Q9UPN3')"
"('Q9BQ04', 'Q6ZRV2')"
"('Q01844', 'Q8N6C8')"
"('Q9P0N5', 'Q9P0T7')"
"('Q9HCU9', 'Q13547')"
"('P39900', 'Q99616')"
"('P62081', 'Q9Y3U8')"
"('P26371', 'Q9BYR9')"
"('P48047', 'O43829')"
"('O43167', 'P62807')"
"('O95793', 'Q86VP6')"
"('Q13636', 'Q9UHA4')"
"('Q15831', 'P16104')"
"('P36957', 'Q92630')"
"('Q86TM6', 'Q9BVT8')"
"('P21246', 'P47756')"
"('Q96I24', 'Q92905')"
"('O14874', 'Q15554')"
"('P56537', 'Q96EZ8')"
"('Q8TBB1', 'P60410')"
"('Q9NWK9', 'Q86WV1')"
"('Q15012', 'Q9C0B0')"
"('Q9BTT0', 'Q96QD9')"
"('Q9H6Z9', 'Q9H0I2')"
"('Q13233', 'P98161')"
"('Q9Y657', 'Q9H2C0')"
"('Q86YN6', 'Q9HAP2')"
"('Q8N4V1', 'Q86UP2')"
"('Q13526', 'A1L4H1')"
"('Q7L591', 'Q96EX3')"
"('P25205', 'Q13451')"
"('O00159', 'Q9GZS1')"
"('Q12931', 'Q13451')"
"('Q8NHY2', 'Q96PM5')"
"('Q99963', 'P22681')"
"('Q13158', 'Q9GZR7')"
"('Q96LD1', 'P12081')"
"('P35659', 'Q86VP6')"
"('Q9UJ96', 'Q14721')"
"('Q15024', 'Q16666')"
"('Q15717', 'Q9P2P5')"
"('Q14651', 'Q9NPH2')"
"('O75530', 'Q03701')"
"('Q8IYW5', 'Q7L7L0')"
"('P55316', 'P55265')"
"('P60329', 'P50222')"
"('O43395', 'P62318')"
"('P51946', 'P10275')"
"('Q9H0U6', 'P84090')"
"('Q14671', 'Q9C009')"
"('Q96DT7', 'Q86YT6')"
"('O95500', 'O95471')"
"('Q9NTJ3', 'Q13509')"
"('Q9BT25', 'Q8IW35')"
"('O00560', 'Q8TC92')"
"('Q8N668', 'P51172')"
"('P61981', 'P30291')"
"('P05412', 'Q6P087')"
"('Q9Y399', 'P82673')"
"('O76050', 'P61088')"
"('Q9UJX2', 'Q86T82')"
"('Q9H2C0', 'Q15139')"
"('Q8WW24', 'P05783')"
"('Q13315', 'Q5HYJ3')"
"('P17947', 'P34810')"
"('Q9BYR9', 'O43741')"
"('Q13315', 'Q92738')"
"('Q5VYK3', 'Q9H7D7')"
"('Q69YQ0', 'Q14241')"
"('Q86Y39', 'P03897')"
"('Q09472', 'P61964')"
"('Q9NZN5', 'O00212')"
"('O95071', 'Q13347')"
"('Q96AH8', 'P07437')"
"('O75330', 'O14965')"
"('Q9NY56', 'Q96J42')"
"('Q92466', 'P50991')"
"('O43255', 'P29597')"
"('O43524', 'Q99967')"
"('P23511', 'Q15633')"
"('Q6VAB6', 'Q13131')"
"('Q9NRD1', 'P30876')"
"('Q5JR59', 'P43361')"
"('Q92499', 'Q13616')"
"('P63241', 'Q8NI37')"
"('P14867', 'P05129')"
"('P06400', 'Q66K89')"
"('P17844', 'P43243')"
"('O60216', 'P24752')"
"('Q9BV73', 'Q96CS2')"
"('Q9UN72', 'P46108')"
"('Q9Y2I8', 'Q9HCE1')"
"('P26022', 'P48039')"
"('P68371', 'Q8IYT4')"
"('Q9UPM6', 'Q9BWW4')"
"('Q9NXS2', 'P01106')"
"('Q92905', 'Q7Z2T5')"
"('Q96CW5', 'Q9NRH3')"
"('P30876', 'Q96J02')"
"('O95197', 'Q969Q6')"
"('Q15833', 'Q9NVI1')"
"('Q8ND04', 'Q53HC9')"
"('P11844', 'P18146')"
"('Q86UC2', 'Q96C74')"
"('Q13233', 'Q9H2X6')"
"('P62195', 'P55036')"
"('P13489', 'Q6IQ23')"
"('P23467', 'P04626')"
"('O94992', 'Q9H0J9')"
"('Q14847', 'Q8TES7')"
"('Q15777', 'Q8TC20')"
"('Q6UWE0', 'P43355')"
"('O15105', 'Q9ULH7')"
"('P11021', 'P01023')"
"('Q9C005', 'P62191')"
"('Q9NZM5', 'P19525')"
"('Q9C0C4', 'Q92796')"
"('P62258', 'Q9UPN3')"
"('P51398', 'P05412')"
"('P39687', 'P54253')"
"('O75396', 'Q13428')"
"('Q8WX92', 'Q99613')"
"('O15031', 'Q9NRD1')"
"('Q92997', 'Q14498')"
"('O60292', 'Q9NRM7')"
"('O43318', 'Q15910')"
"('Q8N7H5', 'Q0VDF9')"
"('O00567', 'Q6RFH5')"
"('O15230', 'P26006')"
"('Q8N2W9', 'P61956')"
"('Q13952', 'P06493')"
"('P43657', 'Q96D31')"
"('Q14683', 'Q14103')"
"('P09497', 'P02751')"
"('Q16254', 'Q02363')"
"('Q15554', 'O60701')"
"('Q14683', 'Q2TAZ0')"
"('Q9BWF3', 'Q13573')"
"('P60468', 'O60524')"
"('P28562', 'O15111')"
"('Q96P16', 'Q9BVS4')"
"('Q15109', 'Q14011')"
"('P61247', 'P60866')"
"('P05412', 'P23378')"
"('O60930', 'P35244')"
"('P63261', 'P35579')"
"('Q8NA54', 'Q8IWZ5')"
"('P27986', 'P45983')"
"('Q9H8Y8', 'P49796')"
"('Q02809', 'Q2MV58')"
"('Q96QV6', 'Q08945')"
"('P26641', 'P49368')"
"('P19012', 'Q15154')"
"('Q9BQA5', 'P62805')"
"('P11171', 'Q14980')"
"('Q6YP21', 'Q9H0R8')"
"('Q9Y592', 'Q9NY46')"
"('P06400', 'Q13185')"
"('Q9P253', 'P78396')"
"('Q9GZZ9', 'Q9Y573')"
"('Q96DB2', 'Q7Z6Z7')"
"('P56279', 'P05412')"
"('O95630', 'O00443')"
"('P62136', 'Q4G1C9')"
"('Q9UJZ1', 'Q99623')"
"('Q9NZC7', 'Q15233')"
"('P13646', 'Q8IWZ5')"
"('O43809', 'Q8IVL5')"
"('Q16635', 'Q15561')"
"('P18859', 'Q9Y680')"
"('P48643', 'O43396')"
"('P22694', 'Q8N162')"
"('Q99814', 'Q9UIV1')"
"('Q14213', 'P61769')"
"('P61457', 'Q13936')"
"('Q14330', 'P29508')"
"('Q9UM11', 'Q99502')"
"('Q9BTT0', 'Q15796')"
"('P13569', 'Q9Y496')"
"('Q15418', 'Q05195')"
"('P08754', 'O95398')"
"('P51965', 'P36406')"
"('O95258', 'Q7KYR7')"
"('O43572', 'Q9UJW0')"
"('Q13064', 'Q03431')"
"('Q8TAQ2', 'O00716')"
"('Q9NRD5', 'Q15560')"
"('Q13227', 'Q0VDD7')"
"('P57078', 'P40939')"
"('P03956', 'Q96GW7')"
"('P59991', 'Q8NE01')"
"('Q9H6Z9', 'Q5EBL8')"
"('P40425', 'Q5JVL4')"
"('Q99496', 'P83916')"
"('Q8IYE0', 'O15049')"
"('Q13416', 'Q9H668')"
"('O60344', 'O60341')"
"('Q9NV58', 'O00193')"
"('Q8N2Q7', 'P58401')"
"('P45973', 'P84243')"
"('A0AVT1', 'Q86UV5')"
"('Q13619', 'Q01546')"
"('O75022', 'P31995')"
"('Q13616', 'P24941')"
"('P11532', 'P29475')"
"('P03372', 'Q9BRD0')"
"('Q14257', 'P10398')"
"('Q9NPI1', 'Q86U86')"
"('Q09472', 'P05154')"
"('Q8WVZ9', 'Q01085')"
"('P04843', 'P11441')"
"('Q99728', 'Q86TI0')"
"('P61160', 'P61158')"
"('P52799', 'Q96T17')"
"('Q96HB5', 'Q08379')"
"('Q9ULK4', 'Q06330')"
"('Q13627', 'Q9BRK4')"
"('P31276', 'Q9Y5X4')"
"('P15880', 'P62241')"
"('P42167', 'P05412')"
"('Q5R372', 'Q5TBB1')"
"('Q8IWB6', 'P61968')"
"('Q8NDC0', 'Q96PV6')"
"('Q9NR33', 'O75478')"
"('Q16559', 'P62993')"
"('Q9BUV8', 'Q9UNL2')"
"('P46934', 'Q99717')"
"('O14654', 'P35240')"
"('O43765', 'Q6IQ23')"
"('P61326', 'P31943')"
"('P05141', 'P82930')"
"('Q15942', 'P22102')"
"('P35222', 'P15923')"
"('Q9NR30', 'P68431')"
"('Q8TD10', 'Q8N5A5')"
"('Q8IZD2', 'O43504')"
"('P17612', 'O14775')"
"('Q9UBI4', 'Q01094')"
"('Q9BQE9', 'P62937')"
"('Q86XX4', 'Q6W2J9')"
"('Q12778', 'P08833')"
"('Q7L190', 'Q96RF0')"
"('O75084', 'O43765')"
"('Q92731', 'Q15393')"
"('P24385', 'O95273')"
"('Q9Y3M2', 'O14639')"
"('P41208', 'Q6PD62')"
"('P35555', 'P55001')"
"('P03971', 'Q13873')"
"('Q14451', 'Q9NQ86')"
"('P04222', 'P49411')"
"('P25815', 'P62306')"
"('O43293', 'P35579')"
"('O60341', 'Q9H8V3')"
"('O75618', 'P05067')"
"('Q96LJ8', 'Q86WT1')"
"('P20645', 'P61513')"
"('Q9UBN7', 'P20749')"
"('P08238', 'Q14653')"
"('Q8IWB6', 'Q96D03')"
"('P17661', 'O76014')"
"('Q8WUM4', 'O75351')"
"('Q1A5X7', 'P08727')"
"('Q12834', 'P23396')"
"('Q12904', 'Q6FI81')"
"('P55072', 'P06493')"
"('O75934', 'Q9H0N5')"
"('Q08043', 'Q6P1J9')"
"('Q12888', 'Q13185')"
"('Q96EG3', 'Q8WWY3')"
"('Q9BUP0', 'Q9P127')"
"('Q2M1P5', 'Q8TF09')"
"('Q5BKT4', 'P30556')"
"('Q9NX04', 'Q9UBB9')"
"('P59510', 'P01106')"
"('P31749', 'P07738')"
"('Q969F0', 'O43760')"
"('Q9UPN9', 'P23769')"
"('Q96C00', 'A0JLT2')"
"('Q6A162', 'Q9HBT8')"
"('P08247', 'Q16623')"
"('P12268', 'P48681')"
"('Q86YW0', 'Q15828')"
"('Q8N3C0', 'P55854')"
"('P31947', 'Q07955')"
"('P17480', 'P42166')"
"('P23416', 'Q9H490')"
"('Q96C19', 'O76003')"
"('Q9NWB1', 'P54253')"
"('Q14192', 'Q13950')"
"('Q96AP7', 'O95471')"
"('Q13127', 'Q9UKB1')"
"('P16455', 'Q9H293')"
"('Q7Z6Z7', 'Q9UPN3')"
"('Q96SN7', 'Q13507')"
"('Q14444', 'Q969P0')"
"('Q03518', 'P07237')"
"('Q8WYH8', 'Q9NQC1')"
"('Q9BSB4', 'Q7L190')"
"('P30443', 'O95467')"
"('O14595', 'P54707')"
"('P07737', 'P32241')"
"('Q86TC9', 'Q53GG5')"
"('Q9BSD7', 'Q14186')"
"('P15173', 'Q9Y6J9')"
"('O00232', 'Q9Y2K6')"
"('Q92743', 'P67870')"
"('O14964', 'P62993')"
"('Q52LR7', 'O96019')"
"('Q4KMQ1', 'P35579')"
"('Q70YC4', 'Q9GZM8')"
"('P12830', 'Q86UP2')"
"('Q15436', 'Q5JRA6')"
"('Q92569', 'Q5TAQ9')"
"('P43246', 'Q92878')"
"('Q9Y5I7', 'O95500')"
"('P24468', 'O15442')"
"('P05067', 'P62280')"
"('Q9UMY1', 'Q14999')"
"('P46940', 'Q13469')"
"('Q15424', 'Q12873')"
"('Q9Y6E0', 'P55010')"
"('Q9BTC8', 'O60341')"
"('Q8IWZ3', 'Q9H211')"
"('Q9UNM6', 'Q16518')"
"('P60369', 'P15622')"
"('P05067', 'Q14498')"
"('O75665', 'Q6UVJ0')"
"('Q7KZ85', 'P19338')"
"('Q12866', 'P55317')"
"('P41159', 'P02741')"
"('Q9HCK8', 'Q13573')"
"('P12830', 'Q86V48')"
"('P29973', 'O60721')"
"('P28331', 'P00403')"
"('Q9HB03', 'Q96G23')"
"('Q6ZNA4', 'P12757')"
"('P05067', 'Q96GR2')"
"('P00403', 'Q00325')"
"('Q92878', 'Q8IY18')"
"('P32881', 'O60674')"
"('P19320', 'P62906')"
"('Q9Y3M2', 'Q9HCD6')"
"('P0DMV8', 'Q15691')"
"('O43493', 'P00519')"
"('P27695', 'O95340')"
"('P60520', 'Q13685')"
"('Q16695', 'Q9UPP1')"
"('P62714', 'Q9NRL3')"
"('Q01814', 'Q13424')"
"('Q06187', 'Q9UJV9')"
"('P56199', 'Q14315')"
"('P16220', 'O76075')"
"('P17612', 'P63167')"
"('Q15543', 'O00268')"
"('O76094', 'P06748')"
"('Q6ZW31', 'O14980')"
"('P23258', 'O15524')"
"('Q9Y2K1', 'Q00325')"
"('P42224', 'Q96PH1')"
"('P62316', 'Q01081')"
"('Q9UIF9', 'P16333')"
"('P18146', 'P63218')"
"('Q9C026', 'Q9NZD8')"
"('O43684', 'Q92769')"
"('Q9H9S0', 'Q96Q89')"
"('Q96Q05', 'P02511')"
"('P02545', 'P46013')"
"('P62987', 'Q9UKV5')"
"('P01100', 'Q15672')"
"('Q9NWT6', 'A5YKK6')"
"('P08247', 'Q9C0H9')"
"('P17568', 'P08174')"
"('P63104', 'P33176')"
"('P13716', 'Q32P28')"
"('P54725', 'Q9UKN8')"
"('Q9UBX2', 'P18124')"
"('P02751', 'Q9UHD8')"
"('Q8NC51', 'Q12873')"
"('O43314', 'Q9NNW5')"
"('Q12974', 'Q15853')"
"('Q5U5Q3', 'P27348')"
"('Q9Y266', 'Q9NXB0')"
"('Q93034', 'P50995')"
"('Q14032', 'O95999')"
"('P50991', 'Q6P3X3')"
"('P13196', 'Q9NWW7')"
"('P48729', 'P10071')"
"('Q15370', 'Q13951')"
"('Q8N4P3', 'Q13287')"
"('P54253', 'O00154')"
"('O00308', 'P05141')"
"('Q8WTR7', 'O95125')"
"('Q13422', 'Q13547')"
"('Q5JTV8', 'Q2MV58')"
"('Q8NFB2', 'Q93050')"
"('Q86Y82', 'Q7Z6J6')"
"('Q13535', 'Q562F6')"
"('P63261', 'Q8TE68')"
"('P42229', 'P15248')"
"('Q8N9B5', 'Q09472')"
"('Q9ULX6', 'O14654')"
"('Q6P2I7', 'O75896')"
"('Q96MM6', 'Q7Z3S9')"
"('Q12904', 'P26599')"
"('Q8N5J2', 'Q96IK5')"
"('Q15717', 'Q8N4Q0')"
"('P17028', 'Q86Y13')"
"('Q9UBU9', 'P37198')"
"('Q9GZL7', 'Q96GQ7')"
"('Q15645', 'P43246')"
"('Q9Y230', 'Q8IW40')"
"('Q9NZI8', 'O15350')"
"('Q14696', 'P15289')"
"('P05412', 'P25440')"
"('Q96GG9', 'Q07021')"
"('P14921', 'P08047')"
"('Q5T3F8', 'Q969M3')"
"('Q9BSM1', 'O00763')"
"('Q8IW35', 'Q00610')"
"('Q9BQK8', 'Q9NXE8')"
"('P49759', 'P30044')"
"('P05412', 'Q15020')"
"('P67809', 'O95292')"
"('P09619', 'P52735')"
"('P55072', 'Q13619')"
"('P28066', 'Q15843')"
"('Q9H492', 'P62304')"
"('Q8TEQ6', 'P35244')"
"('Q14183', 'O60478')"
"('P24941', 'O14686')"
"('Q8IWX8', 'Q9ULU4')"
"('P42226', 'O15355')"
"('Q9NQ48', 'Q08426')"
"('Q9Y376', 'Q15051')"
"('P15056', 'Q05639')"
"('P63104', 'P05783')"
"('Q99759', 'O15111')"
"('Q5VYK3', 'P47224')"
"('Q8N4J0', 'P05067')"
"('P54105', 'Q93052')"
"('Q9BVJ7', 'Q9BYC9')"
"('P42224', 'P25963')"
"('Q96EE3', 'Q8IY92')"
"('Q9BZE4', 'Q9UNX4')"
"('Q00839', 'Q99459')"
"('P11142', 'Q9UBB4')"
"('O43865', 'Q92838')"
"('Q15139', 'Q92905')"
"('P20648', 'O00165')"
"('Q14166', 'Q15654')"
"('Q13177', 'P63208')"
"('P16520', 'P45984')"
"('Q9UDY2', 'Q7Z7A1')"
"('Q9UBN7', 'P14625')"
"('Q8N4L8', 'P00797')"
"('P62244', 'Q9NV31')"
"('Q8N6Y0', 'P07992')"
"('Q96T58', 'O75376')"
"('Q99547', 'P04792')"
"('P46782', 'O00459')"
"('P12956', 'P11308')"
"('P05067', 'P49757')"
"('Q9BTC0', 'P18583')"
"('Q15233', 'O75400')"
"('P54727', 'P61088')"
"('Q93009', 'Q9Y230')"
"('O15530', 'P05067')"
"('Q9H0A8', 'Q9UBI1')"
"('Q8IXS8', 'P14373')"
"('Q9NRC8', 'P12814')"
"('Q86VP6', 'P35250')"
"('P28335', 'O75970')"
"('Q9BRK5', 'Q13618')"
"('P37840', 'Q15029')"
"('P55209', 'Q86VP6')"
"('Q6TCH7', 'Q92466')"
"('P61024', 'Q0VD86')"
"('Q8WXK1', 'P62249')"
"('Q8TCJ0', 'Q9UBC5')"
"('Q8N6I1', 'O14980')"
"('P06340', 'P20963')"
"('P51572', 'P62820')"
"('O43395', 'O43447')"
"('P22090', 'P42677')"
"('Q99460', 'P17028')"
"('P20749', 'Q9UBN7')"
"('P63208', 'Q9UK22')"
"('Q9Y2Z9', 'P51690')"
"('O14519', 'P42772')"
"('O43291', 'Q8WV83')"
"('P49802', 'P50148')"
"('Q9NZR4', 'Q8TBZ3')"
"('Q9NYK5', 'Q12906')"
"('P21549', 'Q6A162')"
"('P68363', 'Q96NA2')"
"('Q9BXB1', 'Q69YN4')"
"('P12110', 'Q13797')"
"('O15078', 'Q8IYE1')"
"('P49761', 'Q9UBU9')"
"('P29373', 'Q96JG6')"
"('Q99879', 'P33992')"
"('Q9H2U2', 'P21964')"
"('Q86Y07', 'Q86X19')"
"('O95049', 'Q07157')"
"('P16615', 'O00631')"
"('Q969G5', 'Q01082')"
"('Q16401', 'Q12800')"
"('Q12874', 'Q15022')"
"('O00444', 'Q9H4L5')"
"('Q92731', 'Q5T280')"
"('Q9Y2V7', 'P51911')"
"('Q9NSC5', 'Q9P1Z0')"
"('O75460', 'P07900')"
"('Q9UNS2', 'P18085')"
"('P38606', 'O75165')"
"('Q02750', 'Q13164')"
"('Q9P2A4', 'P62993')"
"('Q96GX9', 'Q76G19')"
"('P29084', 'Q7KZF4')"
"('Q9C0E8', 'Q96GX1')"
"('Q15910', 'P0C0S8')"
"('O75044', 'Q8TEH3')"
"('Q9NZV5', 'Q9H2A9')"
"('Q13315', 'P61923')"
"('Q9BQ89', 'Q9BYV2')"
"('Q93079', 'P16104')"
"('P11441', 'O43678')"
"('P04899', 'Q13576')"
"('Q9UBN7', 'Q5JXC2')"
"('Q8IVT5', 'P21359')"
"('Q13188', 'P40855')"
"('Q9C0C7', 'P50991')"
"('P03891', 'Q15831')"
"('Q8TAB5', 'Q8N6Q1')"
"('P17568', 'Q9P0J0')"
"('P51911', 'P06753')"
"('Q13136', 'P23258')"
"('P41594', 'Q9NSB8')"
"('Q13131', 'Q8NBZ0')"
"('P05412', 'Q8WX92')"
"('O60671', 'O60260')"
"('Q08554', 'P35240')"
"('Q8WWQ0', 'Q8N0Z3')"
"('P48735', 'O43670')"
"('Q5U651', 'P60953')"
"('P49023', 'Q9ULH1')"
"('Q9H6Y5', 'Q10713')"
"('P22090', 'P49759')"
"('Q8N5C8', 'Q9UHD2')"
"('P25685', 'Q9UDY4')"
"('P14854', 'Q9NPL8')"
"('Q9Y3L3', 'P47755')"
"('Q8IWK6', 'Q12959')"
"('Q9P127', 'Q9Y281')"
"('O14786', 'P32249')"
"('Q9H6R4', 'P62081')"
"('P06239', 'Q86WV1')"
"('P25490', 'P06733')"
"('Q8IVT5', 'Q9Y277')"
"('Q9UK41', 'P45973')"
"('Q13485', 'Q8N6K7')"
"('Q9Y2R0', 'Q9P0S2')"
"('P28328', 'Q9UKR5')"
"('A1A4Y4', 'O95786')"
"('O15111', 'Q8NAA4')"
"('P18085', 'A6NK59')"
"('P49759', 'Q14517')"
"('P10275', 'Q14192')"
"('Q92620', 'Q01130')"
"('P21673', 'Q5RL73')"
"('Q10586', 'P02545')"
"('Q99496', 'P63173')"
"('P38919', 'P18124')"
"('Q9UHG2', 'P12980')"
"('Q9HCE1', 'P30086')"
"('Q9Y5K5', 'O15105')"
"('O00203', 'Q6P1J9')"
"('P24386', 'Q7Z309')"
"('Q96KR7', 'Q12906')"
"('O00214', 'Q9BS91')"
"('P35625', 'Q9UBC3')"
"('Q9Y679', 'Q8TCJ2')"
"('Q14344', 'Q6P1J9')"
"('Q14119', 'Q15428')"
"('P25815', 'P78318')"
"('Q15973', 'Q9UGI0')"
"('Q68CZ1', 'Q8N2U0')"
"('Q9P0L0', 'O75306')"
"('Q9HCE7', 'O76080')"
"('Q99550', 'P63104')"
"('P84098', 'P62906')"
"('O00743', 'P78318')"
"('Q70EK8', 'O75553')"
"('Q13151', 'Q9GZX7')"
"('P60411', 'P18084')"
"('P32242', 'O95388')"
"('Q9UJV9', 'O60506')"
"('P08559', 'Q8TBZ3')"
"('Q99933', 'Q96AE4')"
"('O60488', 'O00483')"
"('Q9NUQ8', 'Q9UKV3')"
"('P01571', 'P24394')"
"('Q96IP4', 'Q16557')"
"('Q9NUQ7', 'P49917')"
"('Q96C00', 'A0PJX0')"
"('Q01974', 'Q9Y6K9')"
"('P17612', 'Q9UHD9')"
"('Q9HCE1', 'Q6IA86')"
"('P23526', 'P27348')"
"('O14817', 'P23229')"
"('Q96GP6', 'P00519')"
"('Q99567', 'P27701')"
"('Q9NWA0', 'Q9NVC6')"
"('Q16891', 'P36542')"
"('P32969', 'P62857')"
"('P05813', 'P31273')"
"('Q9BQG2', 'Q9UDY2')"
"('P56282', 'Q9BSM1')"
"('Q9BSJ1', 'O43597')"
"('Q9UHI7', 'P16333')"
"('P14866', 'Q6AZZ1')"
"('P48167', 'P05067')"
"('Q9NX04', 'Q86UD0')"
"('P59768', 'P16520')"
"('O95243', 'O60341')"
"('O60934', 'P52701')"
"('P31944', 'P35030')"
"('O43674', 'Q9NPL8')"
"('Q7RTU3', 'A8MQ03')"
"('P08865', 'P08238')"
"('Q9HCE1', 'Q9BRZ2')"
"('Q01968', 'Q8IVT2')"
"('O95817', 'P46109')"
"('P13598', 'O75973')"
"('Q96RB7', 'P62873')"
"('Q9BRA2', 'Q0VD86')"
"('P48061', 'P32248')"
"('Q9Y2U5', 'P45985')"
"('P42677', 'O00567')"
"('Q9Y468', 'P25788')"
"('Q13618', 'O14654')"
"('P20336', 'Q96QF0')"
"('P41161', 'Q5S007')"
"('P31689', 'Q9H492')"
"('Q9NP62', 'O15379')"
"('Q6IQ26', 'A6NEM1')"
"('Q16629', 'O14879')"
"('O14980', 'O14965')"
"('O00483', 'Q8NBX0')"
"('Q9UK80', 'Q9NYF3')"
"('Q12933', 'Q5T619')"
"('Q7L804', 'P42566')"
"('Q9UL15', 'P04637')"
"('P09651', 'P08779')"
"('Q5T9S5', 'Q9NPJ6')"
"('Q53T59', 'Q6NYC1')"
"('Q6ZU80', 'P24928')"
"('Q9H492', 'P63241')"
"('Q9NX58', 'P49458')"
"('P50148', 'P63092')"
"('Q01860', 'O95926')"
"('Q7Z5L2', 'Q9Y5S9')"
"('O14757', 'P25205')"
"('Q86VP6', 'O75526')"
"('P05388', 'O00567')"
"('Q05048', 'Q13469')"
"('Q15717', 'Q6MZP7')"
"('P17612', 'P15735')"
"('Q9BW92', 'O95433')"
"('P78352', 'Q8N0W4')"
"('P30533', 'O15355')"
"('Q13257', 'P10721')"
"('P48436', 'P03971')"
"('Q9BYM8', 'O14920')"
"('P49674', 'P04637')"
"('P19320', 'P09651')"
"('Q9P2P5', 'O15372')"
"('P62277', 'P63173')"
"('Q96CS7', 'Q96J02')"
"('P21333', 'Q06187')"
"('P53805', 'Q08209')"
"('Q92769', 'Q8IZ40')"
"('P07602', 'Q13326')"
"('P02768', 'P43146')"
"('P42566', 'Q16643')"
"('P05412', 'P15880')"
"('Q8N2Y8', 'Q14974')"
"('Q9HAU0', 'Q15149')"
"('P31350', 'Q05048')"
"('Q9NP91', 'Q7Z3S9')"
"('P51784', 'O43684')"
"('O14503', 'P49842')"
"('Q8IY81', 'Q96GQ7')"
"('Q86VP6', 'Q9NW13')"
"('Q96DN5', 'Q9NPJ6')"
"('Q9BR61', 'P04792')"
"('O14874', 'Q9BUZ4')"
"('Q15388', 'P62987')"
"('A5D8V7', 'Q15390')"
"('P09874', 'P17947')"
"('O75469', 'Q86YT5')"
"('Q9P212', 'Q16512')"
"('O43402', 'Q6UWR7')"
"('Q14980', 'P15927')"
"('Q2YD98', 'O60506')"
"('Q13432', 'Q53FA7')"
"('O95182', 'P63279')"
"('Q8NFH5', 'P09067')"
"('Q93050', 'P62269')"
"('P12074', 'P0C7P0')"
"('P19388', 'Q9NZC7')"
"('P49137', 'Q969V6')"
"('P01106', 'Q9UNL2')"
"('P04114', 'Q99523')"
"('P40692', 'P16104')"
"('Q13137', 'O75604')"
"('P04156', 'Q9NPF8')"
"('Q9UHK0', 'Q8TAC9')"
"('Q9UBX7', 'P06400')"
"('Q9BYD6', 'P48431')"
"('Q9GZQ8', 'Q5D862')"
"('P55769', 'O75400')"
"('Q6PKH6', 'P46199')"
"('P24752', 'P11441')"
"('Q8WXK4', 'P07737')"
"('Q96A08', 'Q9UEE9')"
"('Q9Y4K3', 'Q99497')"
"('Q96R27', 'O60262')"
"('Q15233', 'P11308')"
"('P05412', 'P09622')"
"('Q32P28', 'O14974')"
"('Q8IWL3', 'Q7KZN9')"
"('P13612', 'P69891')"
"('P07199', 'P38398')"
"('P35244', 'Q7Z5K2')"
"('P35520', 'O14964')"
"('O43255', 'Q9ULW0')"
"('P98177', 'P16234')"
"('Q15262', 'P23142')"
"('O60684', 'P61604')"
"('P26038', 'P23526')"
"('Q9NSY1', 'P35579')"
"('P25398', 'P63220')"
"('P31689', 'P40227')"
"('P39019', 'P62854')"
"('Q06787', 'O95817')"
"('P33897', 'O00116')"
"('P25054', 'O95997')"
"('Q6P1L6', 'Q9HCE1')"
"('O95425', 'Q9BVG8')"
"('Q9Y6N1', 'P84098')"
"('Q6ZWI9', 'Q9UPW6')"
"('P04183', 'P11926')"
"('Q96KQ4', 'Q86YV0')"
"('Q8N163', 'O14829')"
"('Q86T65', 'Q00987')"
"('P46934', 'P51946')"
"('O43914', 'P26717')"
"('Q8TBB1', 'P67936')"
